date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2016-04-16,Cycling,False,San Antonio Cycling,100.73,"3,058",05:54:12,144,170,3.4,0,0,17.1,38.5,"4,006","3,852",0.0,0.0,0.0,0,0,86,114,0,0,0.0,0,0,0,0.0,0.0,27329,0,0,0,0,5:54:12,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-04-17,Running,False,San Antonio Running,13.15,"1,980",02:37:38,152,164,3.6,149,167,11:59,7:36,374,331,0.9,12.8,11.1,298,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:37:38,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:11:59,0 days 00:11:59
2016-04-18,Indoor Cycling,False,Indoor Cycling,8.11,213,00:31:15,112,127,1.5,158,178,15.6,20.1,0,16,2.64,0.0,0.0,0,0,79,88,0,0,0.0,0,0,0,0.0,0.0,2471,0,0,0,0,31:15,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-04-19,Cycling,False,San Antonio Cycling,35.70,"1,319",01:56:25,145,173,3.4,0,0,18.4,35.5,991,968,0.0,0.0,0.0,0,0,89,114,0,0,0.0,0,0,0,0.0,0.0,9636,0,0,0,0,1:56:25,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-04-19,Running,False,San Antonio Running,3.02,355,00:27:28,150,162,3.1,156,165,9:07,7:07,151,148,1.2,10.4,11.5,270,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:28,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:07,0 days 00:09:07
2016-04-20,Running,False,San Antonio Running,7.01,928,01:05:47,159,167,4.4,153,170,9:23,7:02,187,203,1.12,10.7,11.8,279,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:47,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:23,0 days 00:09:23
2016-04-22,Indoor Cycling,False,Indoor Cycling,12.41,444,00:45:05,132,164,2.8,164,196,16.5,24.7,0,10,2.71,0.0,0.0,0,0,82,98,0,0,0.0,0,0,0,0.0,0.0,3659,0,0,0,0,45:05,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-04-22,Running,False,San Antonio Running,4.03,486,00:35:14,157,165,3.5,156,166,8:44,7:35,144,151,1.18,9.7,11.5,277,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:14,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:44,0 days 00:08:44
2016-04-23,Cycling,False,San Antonio Cycling,70.03,"2,530",03:58:24,143,158,3.6,0,0,17.6,35.8,"2,720","2,621",0.0,0.0,0.0,0,0,90,127,0,0,0.0,0,0,0,0.0,0.0,20577,0,0,0,0,3:58:24,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-04-25,Running,False,San Antonio Running,3.54,429,00:30:53,153,163,3.4,156,166,8:43,7:07,102,102,1.18,9.9,11.6,270,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:53,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:43,0 days 00:08:43
2016-04-25,Indoor Cycling,False,Indoor Cycling,25.88,878,01:30:06,138,162,3.3,166,196,17.2,21.2,0,30,2.78,0.0,0.0,0,0,83,98,0,0,0.0,0,0,0,0.0,0.0,7488,0,0,0,0,1:30:06,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
