,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2019-08-15,Running,False,Santa Fe Running,3.14,391,00:27:00,148,167,3.0,170,179,8:36,6:36,210,200,1.08,9.0,9.7,264,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:00,0:00,60.8,0:00,No,01:03.94,4,0.0,9,garmin,0,0 days 00:08:36,0 days 00:08:36,66.87898089171975,0.9079754601226994,10.232558139534882,6.976744186046512,10.233378960149473,11.27054574665111
1,9,2019-09-03,Running,False,Wheat Ridge Running,3.42,438,00:28:11,152,170,3.3,172,189,8:15,5:00,118,758,1.12,8.6,9.8,263,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:11,0:00,80.6,0:00,No,02:46.17,4,0.0,9,garmin,0,0 days 00:08:15,0 days 00:08:15,34.50292397660819,0.9325153374233128,10.666666666666666,7.2727272727272725,10.666894406002193,11.43884071169972
2,10,2019-09-04,Running,False,Wheat Ridge Running,4.15,563,00:35:13,158,170,3.8,172,199,8:29,7:14,128,128,1.09,8.7,9.7,262,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:13,0:00,78.8,0:00,No,01:16.81,5,0.0,9,garmin,0,0 days 00:08:29,0 days 00:08:29,30.8433734939759,0.9693251533742331,10.37328094302554,7.072691552062869,10.373457928791794,10.701731913880142
3,12,2019-09-05,Running,False,Wheat Ridge Running,3.86,486,00:33:56,149,167,3.3,169,178,8:47,7:08,203,230,1.05,9.3,9.9,266,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:56,0:00,66.2,0:00,No,07:07.31,4,0.0,9,garmin,0,0 days 00:08:47,0 days 00:08:47,52.590673575129536,0.9141104294478528,10.01897533206831,6.83111954459203,10.019472304344411,10.960899232269389
4,14,2019-09-11,Running,False,Wheat Ridge Running,3.13,378,00:26:39,147,168,3.2,168,176,8:31,7:21,112,161,1.1,9.3,10.2,265,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:39,0:00,62.6,0:00,No,01:03.46,4,0.0,9,garmin,0,0 days 00:08:31,0 days 00:08:31,35.78274760383387,0.901840490797546,10.332681017612524,7.045009784735812,10.332918295662978,11.457589674782758
5,20,2019-09-22,Running,False,Wheat Ridge Running,3.57,421,00:31:07,147,160,3.1,167,178,8:42,6:51,174,154,1.09,9.1,10.1,269,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:07,0:00,78.8,0:00,No,04:26.85,4,0.0,9,garmin,0,0 days 00:08:42,0 days 00:08:42,48.73949579831933,0.901840490797546,10.114942528735632,6.8965517241379315,10.115373470307873,11.216366501089682
6,26,2019-09-27,Running,False,Wheat Ridge Running,2.26,250,00:21:23,137,158,2.4,167,175,9:29,8:00,138,118,1.0,9.6,9.7,276,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21:23,0:00,59.0,0:00,No,02:06.90,3,0.0,9,garmin,0,0 days 00:09:29,0 days 00:09:29,61.061946902654874,0.8404907975460123,9.279437609841828,6.32688927943761,9.280058122420373,11.041237036164384
7,30,2019-09-29,Running,False,Wheat Ridge Running,5.3,682,00:44:27,161,175,4.4,166,178,8:23,6:26,256,174,1.13,8.8,10.1,272,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,44:27,0:00,60.8,0:00,No,02:08.64,6,0.0,9,garmin,0,0 days 00:08:23,0 days 00:08:23,48.301886792452834,0.9877300613496932,10.497017892644136,7.1570576540755475,10.497457117796541,10.627860311806437
8,32,2019-10-02,Running,False,Jefferson County Running,5.81,668,00:48:19,149,161,3.6,173,182,8:19,6:26,174,197,1.1,8.4,9.5,260,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,48:19,0:00,59.0,0:00,No,06:46.26,6,0.0,9,garmin,0,0 days 00:08:19,0 days 00:08:19,29.948364888123926,0.9141104294478528,10.581162324649299,7.214428857715431,10.58133253198552,11.575551696064696
9,33,2019-10-03,Running,False,Wheat Ridge Running,1.65,207,00:14:03,153,165,2.8,170,174,8:29,7:25,92,56,1.08,9.4,10.2,259,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:03,0:00,69.8,0:00,No,03:00.31,3,0.0,9,garmin,0,0 days 00:08:29,0 days 00:08:29,55.75757575757576,0.9386503067484663,10.37328094302554,7.072691552062869,10.373859323946503,11.051889345119477
