,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2019-10-16,Running,False,Wheat Ridge Running,5.32,615,00:43:53,148,163,3.6,171,198,8:15,5:55,269,223,1.12,8.7,9.8,261,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,43:53,0:00,55.4,0:00,No,02:11.18,6,0.0,9,garmin,0,0 days 00:08:15,0 days 00:08:15,50.56390977443609,0.9079754601226994,10.666666666666666,7.2727272727272725,10.667155771800553,11.748286424347906
1,4,2019-10-18,Running,False,Wheat Ridge Running,4.8,576,00:36:25,164,184,4.1,173,182,7:35,6:09,213,171,1.22,7.9,9.7,257,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:25,0:00,62.6,0:00,No,00:29.31,11,0.0,9,garmin,0,0 days 00:07:35,0 days 00:07:35,44.375,1.0061349693251533,11.604395604395604,7.912087912087912,11.604805424961404,11.534044416272614
2,6,2019-10-19,Running,False,Wheat Ridge Running,3.61,443,00:30:09,149,161,3.1,171,187,8:21,5:44,207,128,1.11,8.6,9.7,263,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:09,0:00,68.0,0:00,No,04:20.16,4,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21,57.34072022160665,0.9141104294478528,10.538922155688622,7.185628742514971,10.539543613767997,11.529836302309956
3,7,2019-10-20,Running,False,Wheat Ridge Running,13.14,"1,413",01:51:02,148,161,3.2,171,192,8:27,6:22,67986,"119,816",1.1,8.9,9.9,259,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:51:02,0:00,-157.0,0:00,No,01:11.78,14,0.0,9,garmin,0,0 days 00:08:27,0 days 00:08:27,5173.9726027397255,0.9079754601226994,10.414201183431953,7.100591715976332,14.5807793017319,16.05856098771824
4,12,2019-10-23,Running,False,Wheat Ridge Running,5.21,608,00:41:07,152,161,3.3,174,185,7:53,5:27,292,253,1.17,8.1,9.6,252,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:07,0:00,50.0,0:00,No,01:24.06,6,0.0,9,garmin,0,0 days 00:07:53,0 days 00:07:53,56.046065259117086,0.9325153374233128,11.162790697674417,7.6109936575052854,11.163419556216459,11.971298603047915
5,14,2019-10-27,Running,False,Battle Creek Running,7.09,807,00:56:17,150,164,3.5,173,208,7:56,4:38,180,318,1.15,8.5,10.0,253,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,56:17,0:00,51.8,0:00,No,00:38.29,8,0.0,9,garmin,0,0 days 00:07:56,0 days 00:07:56,25.38787023977433,0.9202453987730062,11.092436974789916,7.563025210084033,11.092565201694581,12.053920852508112
6,15,2019-10-27,Running,False,Battle Creek Running,5.32,620,00:46:10,143,157,3.0,170,189,8:40,7:17,171,187,1.05,8.9,9.6,270,49.3% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,46:10,0:00,57.2,0:00,No,02:44.70,6,0.0,9,garmin,0,0 days 00:08:40,0 days 00:08:40,32.14285714285714,0.8773006134969326,10.153846153846153,6.923076923076923,10.15403430100767,11.57417895849126
7,17,2019-10-30,Running,False,Wheat Ridge Running,4.54,528,00:38:15,149,161,3.1,171,189,8:26,6:07,564,433,1.11,8.3,9.4,265,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:15,0:00,28.4,0:00,No,03:49.18,5,0.0,9,garmin,0,0 days 00:08:26,0 days 00:08:26,124.22907488986785,0.9141104294478528,10.43478260869565,7.1146245059288535,10.437670441036428,11.418391153617032
8,20,2019-11-01,Running,False,Wheat Ridge Running,6.26,680,00:47:03,153,181,3.6,175,185,7:31,5:44,384,292,1.21,7.7,9.4,252,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47:03,0:00,37.4,0:00,No,01:00.38,12,0.0,9,garmin,0,0 days 00:07:31,0 days 00:07:31,61.34185303514377,0.9386503067484663,11.707317073170731,7.982261640798226,11.708107130613106,12.473342890783897
9,23,2019-11-03,Running,False,Wheat Ridge Running,11.2,"1,268",01:31:05,151,161,3.4,173,201,8:08,6:14,574,551,1.13,8.3,9.6,261,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:31:05,0:00,53.6,0:00,No,01:38.89,12,0.0,9,garmin,0,0 days 00:08:08,0 days 00:08:08,51.25,0.9263803680981595,10.819672131147541,7.3770491803278695,10.820181806662465,11.680063804542925
