date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2019-12-03,Indoor Cycling,False,Bluebell +1 - TrainerRoad,2.89,144,00:14:28,113,142,0.0,0,0,17.6,20.4,0,0,0.0,0.0,0.0,0,0,87,105,199,0,13.0,0,169,383,0.0,0.0,0,0,0,0,0,14:28,0:00,0.0,0:00,No,00:20.00,11,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-03,Indoor Cycling,False,Bluebell +1 - TrainerRoad,23.43,832,01:15:00,137,164,0.0,0,0,18.7,23.0,0,0,0.0,0.0,0.0,0,0,94,114,237,0,96.0,201,188,372,0.0,0.0,0,0,0,0,0,1:15:00,0:00,0.0,0:00,No,00:20.00,58,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-04,Running,False,Wheat Ridge Running,4.51,499,00:35:42,147,162,3.1,172,196,7:55,6:47,223,207,1.14,8.5,9.7,260,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:42,0:00,59.0,0:00,No,03:42.45,5,0.0,9,garmin,0,0 days 00:07:55,0 days 00:07:55
2019-12-04,Indoor Cycling,False,Pettit - TrainerRoad,15.89,527,00:51:45,121,140,0.0,0,0,18.4,22.4,0,0,0.0,0.0,0.0,0,0,92,113,172,0,35.0,184,170,341,0.0,0.0,0,0,0,0,0,51:45,0:00,0.0,0:00,No,01:00.00,9,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-05,Indoor Cycling,False,Jepson - TrainerRoad,20.92,741,01:01:00,146,176,0.0,0,0,20.6,23.4,0,0,0.0,0.0,0.0,0,0,0,0,232,0,75.0,234,202,408,0.0,0.0,0,0,0,0,0,1:01:00,0:00,0.0,0:00,No,00:05.00,41,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-06,Pool Swimming,False,Lap Swimming,"3,000",540,01:05:58,0,0,0.0,0,0,1:33,1:19,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1086,33,26,0,0,1:05:58,0:00,0.0,0:00,No,00:10.38,58,0.0,9,garmin,0,0 days 00:01:33,0 days 00:01:33
2019-12-07,Hiking,False,Gilpin County Hiking,2.95,847,02:08:06,105,149,1.5,39,184,43:24,3:35,951,778,0.95,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:08:06,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:43:24,0 days 00:43:24
2019-12-08,Hiking,False,Larimer County Hiking,3.71,257,05:19:33,0,0,0.0,0,0,40:53,0:59,802,776,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5:19:33,0:00,0.0,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:40:53,0 days 00:40:53
2019-12-08,Hiking,False,Larimer County Hiking,4.63,944,04:53:46,77,139,1.1,30,189,0,4:32,"1,404","1,414",0.86,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,4:53:46,0:00,64.4,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-09,Pool Swimming,False,Lap Swimming,"2,200",300,00:43:17,0,0,0.0,0,0,1:32,1:20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,607,33,26,0,0,43:17,0:00,0.0,0:00,No,00:20.56,30,0.0,9,garmin,0,0 days 00:01:32,0 days 00:01:32
2019-12-10,Indoor Cycling,False,Mills - TrainerRoad,20.78,692,01:02:00,133,175,0.0,0,0,20.1,23.6,0,0,0.0,0.0,0.0,0,0,94,110,241,0,82.0,207,189,410,0.0,0.0,0,0,0,0,0,1:02:00,0:00,0.0,0:00,No,00:30.00,36,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-11,Pool Swimming,False,Lap Swimming,"3,800",680,01:20:00,0,0,0.0,0,0,1:35,1:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1431,34,27,0,0,1:20:00,0:00,0.0,0:00,No,00:02.46,58,0.0,9,garmin,0,0 days 00:01:35,0 days 00:01:35
2019-12-11,Running,False,Wheat Ridge Running,5.46,587,00:42:22,152,171,3.5,172,185,7:45,5:50,272,240,1.18,8.1,9.7,257,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,42:22,0:00,50.0,0:00,No,03:18.70,6,0.0,9,garmin,0,0 days 00:07:45,0 days 00:07:45
2019-12-12,Indoor Cycling,False,Darwin - TrainerRoad,26.30,929,01:18:00,149,176,0.0,0,0,20.2,22.2,0,0,0.0,0.0,0.0,0,0,94,101,227,0,92.0,241,199,317,0.0,0.0,0,0,0,0,0,1:18:00,0:00,0.0,0:00,No,02:00.00,28,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-13,Pool Swimming,False,Lap Swimming,"2,800",460,00:53:30,0,0,0.0,0,0,1:39,1:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1009,36,27,0,0,53:30,0:00,0.0,0:00,No,00:11.35,24,0.0,9,garmin,0,0 days 00:01:39,0 days 00:01:39
2019-12-13,Running,False,Wheat Ridge Running,6.27,725,00:48:48,155,172,3.8,173,181,7:47,5:46,449,387,1.19,7.9,9.5,259,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,48:48,0:00,48.2,0:00,No,01:26.32,14,0.0,9,garmin,0,0 days 00:07:47,0 days 00:07:47
2019-12-14,Resort Skiing/Snowboarding,False,Winter Park Resort Skiing/Snowboarding,15.36,655,01:22:40,110,143,1.5,0,0,11.1,40.0,0,"14,462",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:22:40,0:00,64.4,0:00,No,00:02.00,13,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-15,Indoor Cycling,False,Mary Austin -1 - TrainerRoad,30.30,"1,183",01:31:00,143,171,0.0,0,0,20.0,21.8,0,0,0.0,0.0,0.0,0,0,93,102,239,0,119.0,254,217,406,0.0,0.0,0,0,0,0,0,1:31:00,0:00,0.0,0:00,No,01:00.00,42,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-17,Indoor Cycling,False,Indoor Cycling,8.81,331,00:28:01,140,177,0.0,0,0,18.9,21.4,0,0,0.0,0.0,0.0,0,0,89,101,249,47% L / 53% R,39.1,218,199,366,0.0,0.0,2523,0,0,0,0,28:01,0:00,60.8,0:00,No,02:14.49,8,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-17,Resort Skiing/Snowboarding,False,Boulder County Resort Skiing/Snowboarding,11.88,373,00:46:38,98,136,1.0,0,0,15.3,62.2,0,"13,232",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,46:38,0:00,64.4,0:00,No,01:20.00,12,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-18,Other,False,Climbing Wall,0.00,378,01:15:38,94,140,1.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:15:38,0:00,82.4,0:00,No,00:01.51,10,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-19,Resort Skiing/Snowboarding,False,Winter Park Resort Skiing/Snowboarding,20.54,743,01:32:14,106,141,1.4,0,0,13.4,63.0,0,"16,932",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:32:14,0:00,68.0,0:00,No,02:16.00,16,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-20,Resort Skiing/Snowboarding,False,Summit County Resort Skiing/Snowboarding,14.96,445,00:54:33,105,140,1.0,0,0,16.5,56.2,0,"16,309",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,54:33,0:00,64.4,0:00,No,01:47.00,12,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-21,Resort Skiing/Snowboarding,False,Summit County Resort Skiing/Snowboarding,13.98,519,01:05:46,104,149,1.3,0,0,12.8,52.2,0,"13,261",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:46,0:00,69.8,0:00,No,01:06.50,14,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-23,Running,False,Commerce Running,8.08,816,01:02:48,140,160,3.2,171,183,7:46,6:21,295,184,1.19,8.1,9.9,260,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:02:48,0:00,50.0,0:00,No,00:39.71,9,0.0,9,garmin,0,0 days 00:07:46,0 days 00:07:46
2019-12-24,Running,False,West Bloomfield Running,6.04,643,00:45:35,148,178,3.4,171,184,7:33,6:08,226,135,1.25,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:35,0:00,50.0,0:00,No,00:16.52,7,0.0,9,garmin,0,0 days 00:07:33,0 days 00:07:33
2019-12-25,Running,False,Waterford Running,5.68,678,00:46:02,148,166,3.5,170,195,8:06,6:47,233,210,1.11,8.6,9.7,268,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,46:02,0:00,53.6,0:00,No,06:01.01,6,0.0,9,garmin,0,0 days 00:08:06,0 days 00:08:06
2019-12-26,Cycling,False,West Bloomfield Cycling,14.05,900,01:06:47,153,183,4.2,0,0,12.6,29.9,430,387,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:06:47,0:00,55.4,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-28,Indoor Cycling,False,Baxter +2 - TrainerRoad,40.62,"1,323",02:00:00,128,152,0.0,0,0,20.3,21.8,0,0,0.0,0.0,0.0,0,0,94,101,188,0,97.0,198,184,267,0.0,0.0,0,0,0,0,0,2:00:00,0:00,0.0,0:00,No,01:00.00,53,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-29,Indoor Cycling,False,Balcony - TrainerRoad,49.73,"1,729",02:27:02,135,159,0.0,0,0,20.3,21.7,0,0,0.0,0.0,0.0,0,0,95,100,198,0,132.0,205,195,364,0.0,0.0,0,0,0,0,0,2:27:02,0:00,0.0,0:00,No,01:00.00,66,0.0,9,garmin,0,00:00:00,00:00:00
2019-12-30,Pool Swimming,False,Lap Swimming,"3,000",500,01:00:27,0,0,0.0,0,0,1:36,1:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1051,34,26,0,0,1:00:27,0:00,0.0,0:00,No,00:04.86,40,0.0,9,garmin,0,0 days 00:01:36,0 days 00:01:36
2020-01-01,Hiking,False,Larimer County Hiking,6.55,"1,550",03:37:23,117,168,2.4,61,160,33:12,11:44,"1,893","1,864",0.79,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3:37:23,0:00,66.2,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:33:12,0 days 00:33:12
2020-01-01,Hiking,False,Larimer County Hiking,6.24,454,03:43:22,0,0,0.0,0,0,27:44,2:49,"1,457","1,458",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3:43:22,0:00,0.0,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:27:44,0 days 00:27:44
2020-01-02,Running,False,Wheat Ridge Running,7.02,842,00:57:11,151,160,3.8,170,178,8:09,6:39,374,276,1.15,8.3,9.7,263,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:11,0:00,46.4,0:00,No,00:08.03,8,0.0,9,garmin,0,0 days 00:08:09,0 days 00:08:09
2020-01-03,Running,False,Wheat Ridge Running,5.74,706,00:45:47,157,175,4.1,169,186,7:59,5:39,400,289,1.19,8.1,9.7,267,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:47,0:00,48.2,0:00,No,05:03.93,6,0.0,9,garmin,0,0 days 00:07:59,0 days 00:07:59
2020-01-04,Road Cycling,False,Wheat Ridge Road Cycling,4.84,248,00:19:12,139,160,0.0,0,0,15.1,34.5,115,220,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:12,0:00,32.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2020-01-04,Gravel/Unpaved Cycling,False,Denver Gravel/Unpaved Cycling,49.47,"1,807",03:08:05,135,169,0.0,0,0,15.8,42.4,"1,929","1,706",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3:08:05,0:00,41.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
