date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2017-03-22,Treadmill Running,False,Treadmill Running,0.02,216,00:19:05,131,154,2.0,5,160,0,15:58,0,26,0.63,4.9,3.7,497,46.7% L / 53.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,19:05,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-22,Treadmill Running,False,Treadmill Running,1.04,130,00:08:49.0,155,166,2.1,175,183,8:31,7:53,3,0,1.09,8.5,9.5,258,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,8:49.0,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:31,0 days 00:08:31
2017-03-23,Treadmill Running,False,Treadmill Running,1.91,247,00:16:34,157,166,2.6,173,180,8:40,7:45,7,0,1.08,8.5,9.4,265,50.4% L / 49.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:34,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:40,0 days 00:08:40
2017-03-23,Indoor Cycling,False,Indoor Cycling,0.00,760,01:03:43,138,169,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:03:43,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-24,Treadmill Running,False,Treadmill Running,3.44,414,00:30:05,143,157,2.9,172,178,8:44,8:02,3,3,1.07,8.8,9.8,266,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:05,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:44,0 days 00:08:44
2017-03-24,Indoor Cycling,False,Indoor Cycling,0.00,794,01:05:57,137,170,3.1,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:57,0:00,84.2,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-24,Treadmill Running,False,Treadmill Running,3.42,441,00:30:06,153,162,3.1,170,186,8:48,7:53,30,0,1.08,9.4,10.3,266,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:06,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:48,0 days 00:08:48
2017-03-25,Running,False,Running,1.00,106,00:08:54.7,129,139,1.6,166,173,8:54,8:27,0,7,1.09,8.7,9.7,277,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,8:54.7,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:54,0 days 00:08:54
2017-03-26,Cycling,False,Comfort Cycling,4.21,208,00:22:18,121,161,1.6,0,0,11.3,22.3,240,272,0.0,0.0,0.0,0,0,81,109,0,0,0.0,0,0,0,0.0,0.0,1287,0,0,0,0,22:18,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-26,Cycling,False,Comfort Cycling,27.76,"2,051",02:13:51,170,188,5.0,0,0,12.4,23.9,"1,936","1,942",0.0,0.0,0.0,0,0,82,149,0,0,0.0,0,0,0,0.0,0.0,9212,0,0,0,0,2:13:51,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
