,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,5,2017-01-10,Running,False,Katy Running,3.53,400,00:29:16,152,161,2.9,175,187,8:17,7:29,16,72,1.12,8.0,9.1,260,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:16,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:17,0 days 00:08:17,4.53257790368272,0.9325153374233128,10.62374245472837,7.2434607645875255,10.623746369173121,11.392570119573808
1,12,2017-01-19,Running,False,San Antonio Running,3.24,348,00:29:50,141,186,2.2,167,182,9:13,8:13,92,217,1.05,9.0,9.4,277,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:50,0:00,59.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:13,0 days 00:09:13,28.39506172839506,0.8650306748466258,9.547920433996381,6.509945750452079,9.548058502126997,11.037826495366671
2,14,2017-01-20,Running,False,San Antonio Running,2.29,258,00:20:07,142,158,2.3,172,184,8:47,7:45,79,95,1.07,8.7,9.1,268,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:07,0:00,57.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:47,0 days 00:08:47,34.49781659388646,0.8711656441717791,10.01897533206831,6.83111954459203,10.019189179505382,11.500900255347728
3,27,2017-01-31,Running,False,San Antonio Running,3.41,352,00:28:29,145,162,2.5,172,180,8:21,7:13,174,180,1.13,9.1,9.6,261,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:29,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21,51.02639296187683,0.8895705521472392,10.538922155688622,7.185628742514971,10.539414283551988,11.847755367027407
4,30,2017-02-02,Running,False,San Antonio Running,4.63,493,00:38:44,146,165,2.8,171,186,8:22,6:36,217,207,1.13,8.9,9.6,265,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:44,0:00,60.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:22,0 days 00:08:22,46.868250539956804,0.8957055214723927,10.51792828685259,7.171314741035856,10.518342650164561,11.743081177923447
5,32,2017-02-04,Running,False,Waxahachie Running,13.21,"1,490",01:55:27,155,174,3.4,168,179,8:44,6:31,262,285,1.1,8.9,9.9,274,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:55:27,0:00,50.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:44,0 days 00:08:44,19.8334595003785,0.950920245398773,10.076335877862595,6.870229007633588,10.076406966503324,10.596479584129302
6,63,2017-03-01,Running,False,San Antonio Running,3.82,406,00:35:11,138,159,2.3,168,181,9:13,7:36,144,144,1.05,9.6,9.8,274,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:11,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:13,0 days 00:09:13,37.696335078534034,0.8466257668711656,9.547920433996381,6.509945750452079,9.548163768489179,11.277903581621276
7,66,2017-03-03,Running,False,San Antonio Running,5.23,553,00:45:18,144,160,2.8,170,176,8:40,7:08,184,151,1.1,9.6,10.0,267,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:18,0:00,64.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:40,0 days 00:08:40,35.18164435946463,0.8834355828220859,10.153846153846153,6.923076923076923,10.154071557102586,11.493844887553623
8,71,2017-03-08,Running,False,San Antonio Running,5.93,659,00:49:26,150,163,3.1,171,180,8:20,6:56,246,249,1.13,8.5,9.6,267,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,49:26,0:00,60.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:20,0 days 00:08:20,41.48397976391231,0.9202453987730062,10.559999999999999,7.199999999999999,10.56032592689772,11.475554173895523
9,75,2017-03-10,Running,False,San Antonio Running,1.81,205,00:15:04,145,158,2.3,171,184,8:20,7:23,52,69,1.14,9.3,10.0,259,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:04,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:20,0 days 00:08:20,28.7292817679558,0.8895705521472392,10.559999999999999,7.199999999999999,10.560156319227646,11.871072276097285
