date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2018-01-20,Indoor Cycling,False,Indoor Cycling,26.50,"1,363",02:01:05,131,152,2.7,0,0,13.1,16.1,49,0,0.0,0.0,0.0,0,0,93,99,189,0,78.2,200,188,205,0.0,0.0,11263,0,0,0,0,2:01:05,0:00,68.0,0:00,No,00:00.00,2,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-22,Pool Swimming,False,Lap Swimming,"1,700",220,00:34:07,0,0,0.0,0,0,1:36,1:22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,437,34,25,0,0,34:07,0:00,0.0,0:00,No,00:00.00,20,0.0,9,garmin,0,0 days 00:01:36,0 days 00:01:36
2018-01-24,Indoor Cycling,False,Indoor Cycling,15.35,700,01:00:02,137,153,2.6,0,0,15.3,16.4,0,23,0.0,0.0,0.0,0,0,92,99,197,0,41.9,208,194,212,0.0,0.0,5529,0,0,0,0,1:00:02,0:00,68.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-25,Pool Swimming,False,Lap Swimming,"2,600",480,00:50:06,0,0,0.0,0,0,1:36,1:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,931,34,24,0,0,50:06,0:00,0.0,0:00,No,00:00.00,36,0.0,9,garmin,0,0 days 00:01:36,0 days 00:01:36
2018-01-26,Running,False,San Antonio Running,2.25,251,00:20:52,140,156,2.3,168,178,9:18,8:26,62,89,0.98,9.5,9.3,278,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:52,0:00,69.8,0:00,No,00:00.00,3,0.0,9,garmin,0,0 days 00:09:18,0 days 00:09:18
2018-01-27,Indoor Cycling,False,Indoor Cycling,23.49,"1,164",01:32:35,154,185,3.5,0,0,15.2,16.8,13,3,0.0,0.0,0.0,0,0,91,101,229,0,88.0,245,210,292,0.0,0.0,8445,0,0,0,0,1:32:35,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-01-27,Running,False,San Antonio Running,3.14,376,00:26:30,162,174,3.1,170,178,8:26,7:16,89,98,1.07,9.4,10.1,261,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:30,0:00,66.2,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:08:26,0 days 00:08:26
2018-01-28,Pool Swimming,False,Lap Swimming,"2,100",420,00:36:45,0,0,0.0,0,0,1:38,1:26,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,855,35,25,0,0,36:45,0:00,0.0,0:00,No,00:00.00,6,0.0,9,garmin,0,0 days 00:01:38,0 days 00:01:38
2018-01-28,Running,False,San Antonio Running,9.07,"1,167",01:22:17,162,176,4.3,169,176,9:04,7:03,289,236,1.02,9.4,9.7,269,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:22:17,0:00,71.6,0:00,No,00:00.00,10,0.0,9,garmin,0,0 days 00:09:04,0 days 00:09:04
2018-01-29,Indoor Cycling,False,Indoor Cycling,14.36,486,00:59:10,115,134,1.8,0,0,14.6,18.5,7,69,0.0,0.0,0.0,0,0,92,96,147,0,22.9,150,137,152,0.0,0.0,4986,0,0,0,0,59:10,0:00,77.0,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
