,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,16,2020-02-16,Running,False,Wheat Ridge - 20200216 - Run Workout,12.12,"1,387",01:36:17,161,176,4.2,174,185,7:57,6:09,472,394,1.16,7.9,9.4,256,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:36:17,0:00,53.6,0:00,No,08:23.24,5,0.0,9,garmin,0,0 days 00:07:57,0 days 00:07:57,38.943894389438945,0.9877300613496932,11.069182389937106,7.547169811320755,11.069483475931502,11.206992587433758
1,18,2020-02-17,Running,False,Wheat Ridge Running,4.15,457,00:33:23,148,163,3.0,172,180,8:03,6:11,371,315,1.15,7.9,9.3,263,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:23,0:00,46.4,0:00,No,00:57.87,5,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03,89.39759036144578,0.9079754601226994,10.931677018633538,7.453416149068322,10.933243803814719,12.04134283798513
2,19,2020-02-18,Running,False,Wheat Ridge - 2020/02/18 - Intervals,3.39,340,00:27:15,143,161,2.6,171,180,8:02,6:14,144,213,1.15,8.4,9.8,260,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:15,0:00,57.2,0:00,No,00:04.67,4,0.0,9,garmin,0,0 days 00:08:02,0 days 00:08:02,42.477876106194685,0.8773006134969326,10.95435684647303,7.468879668049793,10.954711339424478,12.486838799483845
3,21,2020-02-19,Running,False,Wheat Ridge Running,3.13,303,00:25:13,141,157,2.4,172,203,8:04,6:52,285,174,1.14,8.6,9.8,255,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:13,0:00,41.0,0:00,No,01:03.49,4,0.0,9,garmin,0,0 days 00:08:04,0 days 00:08:04,91.05431309904154,0.8650306748466258,10.909090909090908,7.43801652892562,10.91071294132096,12.613093683938414
4,23,2020-02-20,Running,False,Wheat Ridge Running,6.6,674,00:49:50,148,164,3.1,174,193,7:33,5:56,256,325,1.19,8.1,9.7,253,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,49:50,0:00,48.2,0:00,No,04:11.99,7,0.0,9,garmin,0,0 days 00:07:33,0 days 00:07:33,38.78787878787879,0.9079754601226994,11.655629139072849,7.9470198675496695,11.655943641556975,12.837289280903967
5,26,2020-02-22,Running,False,Wheat Ridge Running,4.17,428,00:33:22,141,154,2.6,173,182,8:00,6:34,226,141,1.15,8.3,9.6,257,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:22,0:00,57.2,0:00,No,01:09.11,5,0.0,9,garmin,0,0 days 00:08:00,0 days 00:08:00,54.19664268585132,0.8650306748466258,11.0,7.5,11.00057946628678,12.716981936203867
6,27,2020-02-23,Running,False,Wheat Ridge Running,14.1,"1,474",01:50:48,150,165,3.1,174,201,7:51,5:59,633,571,1.15,8.0,9.4,257,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:50:48,0:00,42.8,0:00,No,00:39.23,15,0.0,9,garmin,0,0 days 00:07:51,0 days 00:07:51,44.8936170212766,0.9202453987730062,11.210191082802547,7.643312101910828,11.210596289411761,12.18218130116078
7,28,2020-02-24,Running,False,Jefferson County Running,3.13,341,00:26:31,138,155,2.4,172,182,8:28,6:33,197,128,1.09,8.4,9.3,267,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:31,0:00,39.2,0:00,No,01:08.64,4,0.0,9,garmin,0,0 days 00:08:28,0 days 00:08:28,62.93929712460064,0.8466257668711656,10.393700787401574,7.086614173228346,10.394439202758008,12.277489782967791
8,33,2020-02-27,Running,False,Wheat Ridge - 02/27/20 - Hill Repeats,8.1,915,01:01:03,159,187,3.5,172,187,7:32,5:53,666,541,1.22,8.1,10.0,250,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:03,0:00,57.2,0:00,No,00:00.67,29,0.0,9,garmin,0,0 days 00:07:32,0 days 00:07:32,82.22222222222223,0.9754601226993865,11.681415929203538,7.964601769911504,11.682832211220964,11.976739939805139
9,35,2020-02-29,Running,False,Wheat Ridge Running,4.44,483,00:35:29,144,160,3.0,172,208,7:59,6:53,240,167,1.14,8.4,9.6,258,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:29,0:00,50.0,0:00,No,03:11.95,5,0.0,9,garmin,0,0 days 00:07:59,0 days 00:07:59,54.05405405405405,0.8834355828220859,11.022964509394571,7.515657620041754,11.02354213406375,12.478037276752715
10,36,2020-03-01,Running,False,Wheat Ridge Running,12.25,"1,406",01:35:13,156,173,4.1,174,182,7:46,6:15,476,512,1.18,8.0,9.6,253,49.8% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:35:13,0:00,44.6,0:00,No,01:40.84,13,0.0,9,garmin,0,0 days 00:07:46,0 days 00:07:46,38.857142857142854,0.9570552147239264,11.33047210300429,7.725321888412017,11.330778924662676,11.839211312307796
11,37,2020-03-03,Running,False,Wheat Ridge - Run Workout,3.81,392,00:31:30,140,166,2.7,172,184,8:15,6:38,161,102,1.1,8.6,9.6,258,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:30,0:00,55.4,0:00,No,01:30.30,6,0.0,9,garmin,0,0 days 00:08:15,0 days 00:08:15,42.25721784776903,0.8588957055214724,10.666666666666666,7.2727272727272725,10.66700827285489,12.419445346252479
12,38,2020-03-04,Running,False,Wheat Ridge Running,2.03,198,00:16:17,134,156,2.2,171,181,8:01,6:39,59,56,1.13,8.6,9.7,259,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:17,0:00,68.0,0:00,No,00:17.01,3,0.0,9,garmin,0,0 days 00:08:01,0 days 00:08:01,29.064039408866996,0.8220858895705522,10.977130977130976,7.484407484407484,10.977297279969935,13.35298101966492
13,39,2020-03-05,Running,True,Wheat Ridge - 3/5/20 - Stress Test,9.35,973,01:08:53,158,181,3.9,174,186,7:22,6:05,262,233,1.24,7.8,9.8,250,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:08:53,0:00,57.2,0:00,No,00:30.00,9,0.0,9,garmin,1,0 days 00:07:22,0 days 00:07:22,28.021390374331553,0.9693251533742331,11.945701357466064,8.144796380090499,11.945869582302763,12.32390342984399
14,41,2020-03-07,Running,False,Wheat Ridge Running,4.9,566,00:36:47,159,171,3.4,174,185,7:30,5:44,177,128,1.22,8.1,10.0,250,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:47,0:00,69.8,0:00,No,06:17.79,5,0.0,9,garmin,0,0 days 00:07:30,0 days 00:07:30,36.12244897959184,0.9754601226993865,11.733333333333333,8.0,11.733607915836002,12.028793020636908
15,42,2020-03-08,Running,False,Wheat Ridge Running,16.12,"1,857",02:05:45,159,171,4.1,175,203,7:48,5:00,367,338,1.15,8.2,9.7,249,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:05:45,0:00,64.4,0:00,No,00:51.73,17,0.0,9,garmin,0,0 days 00:07:48,0 days 00:07:48,22.766749379652605,0.9754601226993865,11.282051282051281,7.6923076923076925,11.282156161468068,11.565983989429528
16,45,2020-03-11,Running,False,Wheat Ridge Running,4.17,479,00:36:19,142,153,2.8,174,183,8:43,6:59,167,82,1.05,8.4,9.0,261,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:19,0:00,71.6,0:00,No,01:17.40,5,0.0,9,garmin,0,0 days 00:08:43,0 days 00:08:43,40.04796163069545,0.8711656441717791,10.095602294455066,6.8833652007648185,10.09589268935126,11.5889472420018
17,46,2020-03-13,Running,False,Wheat Ridge Running,12.27,"1,327",01:38:46,152,162,3.4,176,185,8:03,6:37,423,469,1.13,7.9,9.2,255,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:38:46,0:00,37.4,0:00,No,01:50.56,13,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03,34.47432762836186,0.9325153374233128,10.931677018633538,7.453416149068322,10.93191002936963,11.723035097284539
18,47,2020-03-14,Running,False,Summit County Running,3.0,437,00:30:22,152,164,3.1,166,209,10:06,4:50,528,446,0.94,9.8,9.1,285,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:22,0:00,41.0,0:00,No,00:02.18,4,0.0,9,garmin,0,0 days 00:10:06,0 days 00:10:06,176.0,0.9325153374233128,8.712871287128712,5.9405940594059405,8.717710427344684,9.348597366165682
19,50,2020-03-17,Running,False,Wheat Ridge Running,3.1,287,00:26:18,131,144,2.0,171,194,8:29,7:01,751,171,1.07,8.9,9.6,261,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:18,0:00,55.4,0:00,No,00:50.20,4,0.0,9,garmin,0,0 days 00:08:29,0 days 00:08:29,242.25806451612902,0.803680981595092,10.37328094302554,7.072691552062869,10.384193999416427,12.920791006907463
20,54,2020-03-21,Running,False,Wheat Ridge Running,3.2,347,00:27:28,137,149,2.4,171,181,8:35,7:18,138,95,1.08,8.7,9.6,266,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:28,0:00,53.6,0:00,No,01:34.17,4,0.0,9,garmin,0,0 days 00:08:35,0 days 00:08:35,43.125,0.8404907975460123,10.252427184466018,6.990291262135922,10.252769148023287,12.198550154217486
21,55,2020-03-22,Running,False,Jefferson County Running,18.35,"1,940",02:37:10,148,165,3.3,173,208,8:34,6:33,607,689,1.08,8.2,9.1,264,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:37:10,0:00,55.4,0:00,No,02:30.04,19,0.0,9,garmin,0,0 days 00:08:34,0 days 00:08:34,33.07901907356948,0.9079754601226994,10.27237354085603,7.003891050583658,10.272575133159062,11.313714504763022
22,57,2020-03-25,Running,False,Wheat Ridge Running,3.8,425,00:32:48,144,175,2.9,169,181,8:37,6:39,223,187,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:48,0:00,66.2,0:00,No,06:28.71,4,0.0,9,garmin,0,0 days 00:08:37,0 days 00:08:37,58.684210526315795,0.8834355828220859,10.212765957446807,6.963249516441006,10.213396732719511,11.560997690508891
23,58,2020-03-26,Running,False,Wheat Ridge - 03/36/20 - Hill Repeats,9.77,"1,031",01:18:41,154,182,3.4,173,193,8:03,5:23,935,827,1.14,8.6,9.8,254,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:18:41,0:00,55.4,0:00,No,00:00.87,42,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03,95.70112589559878,0.9447852760736196,10.931677018633538,7.453416149068322,10.933472526783564,11.57244170042676
24,61,2020-03-28,Running,False,Wheat Ridge Running,4.49,506,00:37:15,148,159,3.0,173,186,8:18,6:22,266,230,1.1,8.5,9.4,260,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,37:15,0:00,55.4,0:00,No,03:38.47,5,0.0,9,garmin,0,0 days 00:08:18,0 days 00:08:18,59.24276169265033,0.9079754601226994,10.602409638554215,7.228915662650602,10.603077003916768,11.677713186746171
25,62,2020-03-29,Running,False,Jefferson County Running,12.02,"1,445",01:40:35,162,175,4.5,172,193,8:22,6:53,374,486,1.09,8.4,9.4,255,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:40:35,0:00,57.2,0:00,No,00:11.02,13,0.0,9,garmin,0,0 days 00:08:22,0 days 00:08:22,31.114808652246257,0.9938650306748467,10.51792828685259,7.171314741035856,10.518110912960385,10.583037523534214
26,69,2020-04-04,Running,False,Wheat Ridge Running,3.11,330,00:25:13,145,163,2.8,172,185,8:07,5:58,207,213,1.12,8.7,9.8,258,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:13,0:00,62.6,0:00,No,00:42.00,4,0.0,9,garmin,0,0 days 00:08:07,0 days 00:08:07,66.55948553054662,0.8895705521472392,10.84188911704312,7.392197125256673,10.842750526789004,12.188747143907639
27,70,2020-04-05,Running,False,Denver Running,14.0,"1,452",01:53:21,150,165,3.2,173,186,8:06,6:36,233,171,1.13,8.4,9.7,256,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:53:21,0:00,66.2,0:00,No,00:01.64,15,0.0,9,garmin,0,0 days 00:08:06,0 days 00:08:06,16.642857142857142,0.9202453987730062,10.864197530864196,7.407407407407407,10.86425150112348,11.805819964554182
28,72,2020-04-08,Running,False,Wheat Ridge Running,2.06,226,00:16:40,138,149,2.3,173,181,8:05,7:10,82,69,1.12,8.4,9.6,255,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:40,0:00,73.4,0:00,No,00:27.65,3,0.0,9,garmin,0,0 days 00:08:05,0 days 00:08:05,39.80582524271845,0.8466257668711656,10.886597938144329,7.422680412371133,10.886907310451729,12.85917312756255
29,76,2020-04-10,Running,False,Wheat Ridge - 4/10/20 - Hill Workout,7.54,799,01:00:06,152,180,3.0,170,256,7:58,5:40,584,535,1.17,8.7,10.1,260,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,73.4,0:00,No,00:30.00,30,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58,77.45358090185677,0.9325153374233128,11.04602510460251,7.531380753138075,11.04721351878489,11.84668291817064
30,86,2020-04-18,Running,False,Wheat Ridge Running,2.04,229,00:15:49,146,157,2.4,170,180,7:46,6:26,131,79,1.19,8.5,10.2,260,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:49,0:00,62.6,0:00,No,00:15.73,3,0.0,9,garmin,0,0 days 00:07:46,0 days 00:07:46,64.2156862745098,0.8957055214723927,11.33047210300429,7.725321888412017,11.331310049642067,12.650709165011348
31,89,2020-04-21,Running,False,Wheat Ridge - 04/21/20 - Run Workout,7.79,861,01:05:29,141,155,3.0,170,191,8:24,6:19,302,240,1.1,8.6,9.6,265,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:29,0:00,69.8,0:00,No,05:00.00,8,0.0,9,garmin,0,0 days 00:08:24,0 days 00:08:24,38.76765083440308,0.8650306748466258,10.476190476190474,7.142857142857142,10.476472859265256,12.111099830214444
32,91,2020-04-22,Running,False,Wheat Ridge Running,2.05,231,00:16:05,147,161,2.4,172,189,7:50,5:14,157,135,1.17,8.3,9.9,257,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:05,0:00,60.8,0:00,No,00:23.00,3,0.0,9,garmin,0,0 days 00:07:50,0 days 00:07:50,76.58536585365854,0.901840490797546,11.23404255319149,7.659574468085107,11.235224252457138,12.45810580374499
33,94,2020-04-24,Running,False,Wheat Ridge - 4/24/20 - Hill Workout,7.4,798,00:56:11,154,181,3.1,173,191,7:36,6:05,545,495,1.21,8.4,10.2,251,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,56:11,0:00,50.0,0:00,No,00:30.00,25,0.0,9,garmin,0,0 days 00:07:36,0 days 00:07:36,73.64864864864865,0.9447852760736196,11.578947368421053,7.894736842105264,11.580073734806767,12.256831290737033
34,95,2020-04-25,Running,False,Wheat Ridge - 4/25/20 - Long Run Workout,12.02,"1,381",01:30:15,162,182,4.3,172,193,7:31,6:01,436,367,1.24,8.0,10.1,252,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:15,0:00,62.6,0:00,No,00:08.60,8,0.0,9,garmin,0,0 days 00:07:31,0 days 00:07:31,36.272878535773714,0.9938650306748467,11.707317073170731,7.982261640798226,11.707593333458005,11.77986242810898
35,98,2020-04-28,Running,False,Wheat Ridge - 4/28/20 - Run Workout,9.5,"1,051",01:13:09,151,174,3.6,173,188,7:42,5:34,351,328,1.2,8.1,9.9,254,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:13:09,0:00,73.4,0:00,No,00:45.00,35,0.0,9,garmin,0,0 days 00:07:42,0 days 00:07:42,36.94736842105263,0.9263803680981595,11.428571428571427,7.792207792207792,11.428851233791343,12.337104311973437
36,99,2020-04-29,Running,False,Wheat Ridge Running,3.17,357,00:26:25,140,152,2.5,170,182,8:21,7:03,89,75,1.12,8.4,9.5,265,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:25,0:00,62.6,0:00,No,01:24.50,4,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21,28.07570977917981,0.8588957055214724,10.538922155688622,7.185628742514971,10.539071145570203,12.270489976628165
37,103,2020-05-01,Running,False,Wheat Ridge - 5/1/20 - Run Workout,7.54,889,01:00:06,154,177,3.8,171,195,7:58,5:14,240,269,1.17,8.3,9.8,258,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,66.2,0:00,No,04:06.01,7,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58,31.83023872679045,0.9447852760736196,11.04602510460251,7.531380753138075,11.046225821544233,11.691784473452662
