date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2017-03-09,Pool Swimming,False,Lap Swimming,"2,500",460,00:49:04,0,0,0.0,0,0,1:39,1:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,982,35,26,0,0,49:04,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:39,0 days 00:01:39
2017-03-10,Indoor Cycling,False,Indoor Cycling,0.00,705,01:06:18,129,145,2.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,93,101,181,45% L / 55% R,42.6,197,177,221,0.0,0.0,6217,0,0,0,0,1:06:18,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-10,Indoor Cycling,False,Indoor Cycling,0.00,664,01:00:35,129,160,2.2,0,0,0,0,0,0,0.0,0.0,0.0,0,0,90,107,241,46% L / 54% R,69.2,204,183,416,0.0,0.0,5468,0,0,0,0,1:00:35,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-10,Running,False,San Antonio Running,1.81,205,00:15:04,145,158,2.3,171,184,8:20,7:23,52,69,1.14,9.3,10.0,259,50.1% L / 49.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:04,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:20,0 days 00:08:20
2017-03-11,Indoor Cycling,False,Indoor Cycling,0.00,905,01:15:28,137,170,2.6,0,0,0,0,0,0,0.0,0.0,0.0,0,0,88,100,245,46% L / 54% R,89.1,214,200,403,0.0,0.0,6701,0,0,0,0,1:15:28,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-12,Cycling,False,San Antonio Cycling,45.77,"1,844",02:29:30,130,155,2.8,0,0,18.4,36.8,"1,608","1,811",0.0,0.0,0.0,0,0,92,117,217,45% L / 55% R,139.6,217,206,861,0.0,0.0,13575,0,0,0,0,2:29:30,0:00,55.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-13,Indoor Cycling,False,Indoor Cycling,0.00,270,00:31:28,113,125,1.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,89,96,145,46% L / 54% R,12.9,144,143,187,0.0,0.0,2809,0,0,0,0,31:28,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-14,Indoor Cycling,False,Indoor Cycling,0.00,775,01:00:22,141,167,3.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,88,102,267,46% L / 54% R,84.5,229,214,425,0.0,0.0,5329,0,0,0,0,1:00:22,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2017-03-14,Running,False,San Antonio Running,4.46,536,00:39:59,147,165,3.1,166,219,8:58,6:21,131,138,1.1,10.3,10.3,271,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:59,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:58,0 days 00:08:58
2017-03-15,Indoor Cycling,False,Indoor Cycling,0.00,"1,180",01:30:16,143,164,3.4,0,0,0,0,0,0,0.0,0.0,0.0,0,0,94,100,231,45% L / 55% R,94.9,246,218,295,0.0,0.0,8539,0,0,0,0,1:30:16,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
