date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2016-11-16,Treadmill Running,False,Treadmill Running,1.97,232,00:16:38,157,171,2.6,182,188,8:26,7:45,3,3,1.04,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:38,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:26,0 days 00:08:26
2016-11-17,Cycling,False,West Bloomfield Cycling,30.95,"1,073",01:43:58,148,179,3.0,0,0,17.9,32.9,889,"1,020",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:43:58,0:00,51.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-11-18,Running,False,West Bloomfield Running,4.00,419,00:30:40,159,171,3.2,176,256,7:40,5:51,79,79,1.2,8.2,9.4,256,50.4% L / 49.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:40,0:00,64.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:40,0 days 00:07:40
2016-11-19,Running,False,West Bloomfield Running,10.05,"1,082",01:22:21,157,165,3.4,174,191,8:12,6:07,243,249,1.13,8.0,8.9,259,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:22:21,0:00,46.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:12,0 days 00:08:12
2016-11-21,Running,False,West Bloomfield Running,7.00,734,00:54:53,158,175,3.4,173,214,7:50,4:25,154,151,1.2,8.0,9.2,266,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,54:53,0:00,42.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:50,0 days 00:07:50
2016-11-22,Indoor Cycling,False,Indoor Cycling,0.00,652,01:10:08,135,153,2.5,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:10:08,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-11-22,Running,False,Battle Creek Running,4.04,432,00:32:01,152,161,3.0,175,185,7:55,6:42,144,148,1.17,7.9,9.1,259,50.3% L / 49.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,32:01,0:00,51.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:55,0 days 00:07:55
2016-11-23,Indoor Cycling,False,Indoor Cycling,0.00,315,00:30:00,144,179,2.8,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:00,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-11-25,Indoor Cycling,False,Indoor Cycling,0.00,470,00:45:08,139,170,2.6,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:08,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-11-25,Running,False,Battle Creek Running,3.07,361,00:25:26,156,167,3.0,178,256,8:17,7:14,112,105,1.1,8.3,8.9,256,50.7% L / 49.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:26,0:00,50.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:17,0 days 00:08:17
2016-11-27,Cycling,False,San Antonio Cycling,45.76,"1,695",02:24:15,143,166,3.1,0,0,19.0,40.5,"1,496","1,388",0.0,0.0,0.0,0,0,93,120,214,44% L / 56% R,145.2,205,196,827,0.0,0.0,13133,0,0,0,0,2:24:15,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-11-28,Pool Swimming,False,Lap Swimming,"2,500",460,00:51:19,0,0,0.0,0,0,1:28,1:04,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,908,32,27,0,0,51:19,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:28,0 days 00:01:28
2016-11-29,Cycling,False,San Antonio Cycling,11.83,792,01:10:10,150,179,3.3,0,0,10.1,28.5,433,456,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:10:10,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-11-30,Running,False,San Antonio Running,5.73,597,00:46:17,150,162,3.2,176,187,8:05,5:17,266,276,1.13,8.1,9.1,258,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,46:17,0:00,57.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:05,0 days 00:08:05
2016-12-02,Indoor Cycling,False,Indoor Cycling,17.20,529,01:00:03,115,131,2.0,0,0,17.2,22.9,3,30,0.0,0.0,0.0,0,0,93,99,147,48% L / 52% R,28.5,148,147,174,0.0,0.0,5600,0,0,0,0,1:00:03,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-03,Cycling,False,Johnson City Cycling,0.25,19,00:01:52.5,139,156,1.1,0,0,8.1,12.8,23,3,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:52.5,0:00,64.4,0:00,No,00:00.00,0,0.0,9,garmin,1,00:00:00,00:00:00
2016-12-03,Cycling,True,Johnson City Cycling,30.90,"2,032",03:57:35,155,186,4.8,0,0,7.8,22.4,"2,497","2,451",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3:57:35,0:00,55.4,0:00,No,00:00.00,0,0.0,9,garmin,1,00:00:00,00:00:00
2016-12-05,Indoor Cycling,False,Indoor Cycling,27.15,"1,124",01:30:43,143,175,3.4,0,0,18.0,23.3,0,30,0.0,0.0,0.0,0,0,89,100,223,47% L / 53% R,98.6,253,207,298,0.0,0.0,8088,0,0,0,0,1:30:43,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-07,Running,False,San Antonio Running,3.40,353,00:28:57,145,161,2.7,175,183,8:31,7:10,161,187,1.09,8.3,8.5,261,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:57,0:00,55.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:31,0 days 00:08:31
2016-12-07,Pool Swimming,False,Lap Swimming,"2,700",500,00:49:40,0,0,0.0,0,0,1:36,1:17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1058,35,26,0,0,49:40,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:36,0 days 00:01:36
2016-12-08,Indoor Cycling,False,Indoor Cycling,26.55,"1,104",01:30:03,153,181,4.1,0,0,17.7,26.7,0,39,0.0,0.0,0.0,0,0,92,108,229,46% L / 54% R,103.6,238,207,595,0.0,0.0,8323,0,0,0,0,1:30:03,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-09,Indoor Cycling,False,Indoor Cycling,13.81,519,00:45:03,129,160,2.0,0,0,18.4,28.9,3,0,0.0,0.0,0.0,0,0,88,102,203,47% L / 53% R,40.3,194,193,695,0.0,0.0,3982,0,0,0,0,45:03,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-09,Running,False,San Antonio Running,1.76,201,00:14:26,149,162,2.3,175,187,8:12,5:07,75,69,1.14,8.4,9.5,254,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:26,0:00,53.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:12,0 days 00:08:12
2016-12-11,Cycling,False,San Antonio Cycling,97.91,"2,784",05:05:58,131,170,2.8,0,0,19.2,28.1,"1,886","1,801",0.0,0.0,0.0,0,0,87,110,184,43% L / 57% R,227.4,209,152,706,0.0,0.0,22886,0,0,0,0,5:05:58,0:00,53.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-12,Cycling,False,San Antonio Cycling,8.88,494,00:59:19,124,148,1.9,0,0,9.0,23.7,230,249,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,59:19,0:00,66.2,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-13,Pool Swimming,False,Lap Swimming,"1,100",200,00:20:15,0,0,0.0,0,0,1:38,1:21,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,428,35,26,0,0,20:15,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:38,0 days 00:01:38
2016-12-13,Cycling,False,San Antonio Cycling,9.22,684,01:04:06,142,174,3.2,0,0,8.6,20.2,269,344,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:04:06,0:00,71.6,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-14,Indoor Cycling,False,Indoor Cycling,18.30,711,01:00:19,134,155,2.6,0,0,18.2,24.1,0,23,0.0,0.0,0.0,0,0,91,100,207,46% L / 54% R,56.6,211,198,271,0.0,0.0,5513,0,0,0,0,1:00:19,0:00,69.8,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-15,Running,False,San Antonio Running,2.67,325,00:24:33,141,157,2.5,168,180,9:12,8:13,144,151,1.04,9.1,9.5,272,49.7% L / 50.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,24:33,0:00,59.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:12,0 days 00:09:12
2016-12-15,Indoor Cycling,False,Indoor Cycling,18.40,666,01:00:39,130,156,2.1,0,0,18.2,27.6,3,0,0.0,0.0,0.0,0,0,88,102,195,47% L / 53% R,50.6,194,184,581,0.0,0.0,5400,0,0,0,0,1:00:39,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-16,Indoor Cycling,False,Indoor Cycling,13.26,396,00:45:18,116,132,1.7,0,0,17.6,22.6,3,0,0.0,0.0,0.0,0,0,90,101,146,46% L / 54% R,21.1,149,146,182,0.0,0.0,4108,0,0,0,0,45:18,0:00,68.0,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-12-17,Cycling,False,Smithville Cycling,2.00,136,00:14:06,123,145,1.4,0,0,8.5,18.4,128,135,0.0,0.0,0.0,0,0,83,115,0,0,0.0,0,0,0,0.0,0.0,947,0,0,0,0,14:06,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,1,00:00:00,00:00:00
2016-12-17,Cycling,True,Smithville Cycling,44.70,"2,995",04:33:05,161,184,4.8,0,0,9.8,29.5,"3,241","3,173",0.0,0.0,0.0,0,0,82,176,0,0,0.0,0,0,0,0.0,0.0,17310,0,0,0,0,4:33:05,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,1,00:00:00,00:00:00
