date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2016-08-25,Indoor Cycling,False,Indoor Cycling,25.75,956,01:30:23,123,145,2.3,185,220,17.1,25.8,10,13,2.48,0.0,0.0,0,0,92,110,185,48% L / 52% R,128.4,186,177,514,0.0,0.0,8360,0,0,0,0,1:30:23,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-08-25,Running,False,San Antonio Running,3.71,393,00:29:34,146,161,3.0,170,183,7:59,6:40,121,121,1.21,8.6,10.0,266,49.9% L / 50.1% R,85,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:34,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:59,0 days 00:07:59
2016-08-25,Pool Swimming,False,Lap Swimming,"3,000",556,00:55:27,0,0,0.0,0,0,1:39,1:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1183,35,26,0,0,55:27,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:39,0 days 00:01:39
2016-08-26,Running,False,San Antonio Running,8.19,988,01:10:03,152,165,3.8,166,180,8:33,6:43,315,315,1.14,8.8,10.1,275,49.9% L / 50.1% R,82,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:10:03,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:33,0 days 00:08:33
2016-08-27,Cycling,False,Weatherford Cycling,64.20,"2,507",03:32:26,152,178,3.6,0,0,18.1,37.4,"2,083","1,998",0.0,0.0,0.0,0,0,89,110,212,45% L / 55% R,396.8,220,198,859,0.0,0.0,18331,0,0,0,0,3:32:26,0:00,84.2,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-08-29,Pool Swimming,False,Lap Swimming,"2,200",400,00:42:46,0,0,0.0,0,0,1:40,1:16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,856,36,26,0,0,42:46,0:00,0.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:01:40,0 days 00:01:40
2016-08-29,Indoor Cycling,False,Indoor Cycling,16.48,466,01:00:04,109,129,1.2,179,192,16.5,22.4,0,33,2.47,0.0,0.0,0,0,89,96,130,47% L / 53% R,42.1,133,129,184,0.0,0.0,5374,0,0,0,0,1:00:04,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-08-30,Indoor Cycling,False,Indoor Cycling,25.98,"1,107",01:30:00,131,156,2.3,178,202,17.3,23.5,0,10,2.6,0.0,0.0,0,0,89,101,213,46% L / 54% R,169.0,212,206,326,0.0,0.0,8030,0,0,0,0,1:30:00,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,00:00:00,00:00:00
2016-08-30,Running,False,San Antonio Running,3.71,410,00:29:02,152,163,3.0,172,188,7:49,6:52,108,112,1.2,8.5,9.8,265,50.3% L / 49.7% R,85,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:02,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:49,0 days 00:07:49
2016-08-31,Treadmill Running,False,Treadmill Running,6.62,824,01:00:05,151,161,3.3,168,177,9:04,7:56,13,13,1.06,8.8,9.4,279,50.7% L / 49.3% R,84,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:05,0:00,73.4,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:09:04,0 days 00:09:04
