,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,1,2017-12-24,Running,False,Battle Creek Running,3.25,379,00:30:20,146,162,3.0,169,181,9:21,7:56,161,98,1.0,8.4,8.6,285,50.2% L / 49.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:20,0:00,32.0,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:09:21,0 days 00:09:21,49.53846153846154,0.8957055214723927,9.411764705882351,6.4171122994652405,9.412178942697013,10.508117586709679
1,2,2017-12-25,Running,False,Battle Creek Running,4.02,500,00:36:12,157,170,3.5,168,178,9:00,7:19,220,207,1.05,8.2,8.8,284,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:12,0:00,30.2,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:09:00,0 days 00:09:00,54.726368159203986,0.9631901840490797,9.777777777777777,6.666666666666667,9.778302976806026,10.151996084199887
2,5,2017-12-30,Running,False,Fort Worth Running,4.2,408,00:34:12,146,164,2.8,167,202,8:09,3:46,125,180,1.02,9.6,9.7,273,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:12,0:00,50.0,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:09,0 days 00:08:09,29.76190476190476,0.8957055214723927,10.797546012269937,7.361963190184048,10.797717544296363,12.054986025481556
3,9,2018-01-04,Running,False,San Antonio Running,4.02,439,00:34:38,146,161,3.0,171,184,8:37,6:42,167,161,1.06,9.0,9.7,266,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:38,0:00,55.4,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:37,0 days 00:08:37,41.542288557213936,0.8957055214723927,10.212765957446807,6.963249516441006,10.213082053922662,11.402276539653382
4,12,2018-01-06,Running,False,San Antonio Running,3.76,486,00:35:00,156,169,3.3,167,213,9:19,7:17,141,95,0.99,10.3,10.2,273,49.9% L / 50.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:00,0:00,60.8,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:09:19,0 days 00:09:19,37.5,0.9570552147239264,9.445438282647585,6.440071556350627,9.445676504354848,9.869520962883591
5,13,2018-01-07,Running,False,San Antonio Running,3.7,447,00:31:56,160,170,3.2,168,177,8:37,7:37,121,115,1.08,9.5,10.4,259,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,31:56,0:00,71.6,0:00,No,00:00.00,4,0.0,9,garmin,0,0 days 00:08:37,0 days 00:08:37,32.7027027027027,0.9815950920245399,10.212765957446807,6.963249516441006,10.212961845822997,10.404454880432178
6,15,2018-01-07,Running,False,San Antonio Running,4.4,517,00:38:42,155,164,3.3,171,178,8:48,6:42,220,200,1.06,8.8,9.5,266,49.6% L / 50.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,38:42,0:00,68.0,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:48,0 days 00:08:48,49.99999999999999,0.950920245398773,9.999999999999998,6.8181818181818175,10.000448365751895,10.516600539468122
7,18,2018-01-10,Running,False,San Antonio Running,4.39,498,00:37:03,156,178,3.3,168,187,8:26,5:15,174,200,1.12,8.5,9.6,271,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,37:03,0:00,57.2,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:26,0 days 00:08:26,39.63553530751709,0.9570552147239264,10.43478260869565,7.1146245059288535,10.435076609760193,10.903317226864816
8,21,2018-01-12,Running,False,San Antonio Running,5.92,627,00:49:26,154,171,3.3,170,204,8:21,4:40,315,299,1.12,8.3,9.4,269,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,49:26,0:00,44.6,0:00,No,00:00.00,6,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21,53.20945945945946,0.9447852760736196,10.538922155688622,7.185628742514971,10.539457292743373,11.155399602059545
9,23,2018-01-13,Running,False,Comfort Running,4.01,481,00:35:12,154,166,3.0,162,198,8:47,5:56,279,276,1.1,9.3,10.3,284,50.0% L / 50.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:12,0:00,64.4,0:00,No,00:00.00,5,0.0,9,garmin,0,0 days 00:08:47,0 days 00:08:47,69.57605985037407,0.9447852760736196,10.01897533206831,6.83111954459203,10.01984514583355,10.605420511499148
