date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2019-08-15,Running,False,Santa Fe Running,3.14,391,00:27:00,148,167,3.0,170,179,8:36,6:36,210,200,1.08,9.0,9.7,264,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,27:00,0:00,60.8,0:00,No,01:03.94,4,0.0,9,garmin,0,0 days 00:08:36,0 days 00:08:36
2019-08-23,Road Cycling,False,Wheat Ridge Road Cycling,12.40,487,00:40:22,156,184,0.0,0,0,18.4,36.5,410,427,0.0,0.0,0.0,0,0,78,106,227,45% L / 55% R,40.6,222,202,693,0.0,0.0,3165,0,0,0,0,40:22,0:00,64.4,0:00,No,08:31.19,3,0.0,9,garmin,0,00:00:00,00:00:00
2019-08-25,Road Cycling,False,Wheat Ridge Road Cycling,22.87,"1,295",01:47:08,156,189,0.0,0,0,12.8,35.1,"1,545","1,368",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:47:08,0:00,69.8,0:00,No,22:54.08,3,0.0,9,garmin,0,00:00:00,00:00:00
2019-08-26,Road Cycling,False,Wheat Ridge Road Cycling,16.17,416,01:26:35,99,153,0.0,0,0,11.2,30.8,620,659,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:26:35,0:00,51.8,0:00,No,31:23.08,2,0.0,9,garmin,0,00:00:00,00:00:00
2019-08-27,Indoor Cycling,False,Indoor Cycling,0.00,433,00:55:02,122,178,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,64,108,201,45% L / 55% R,47.0,156,131,900,0.0,0.0,3539,0,0,0,0,55:02,0:00,66.2,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2019-08-28,Road Cycling,False,Wheat Ridge Road Cycling,29.98,"1,208",01:51:15,150,177,0.0,0,0,16.2,41.8,"2,270","2,215",0.0,0.0,0.0,0,0,70,107,204,44% L / 56% R,98.1,236,181,725,0.0,0.0,7889,0,0,0,0,1:51:15,0:00,68.0,0:00,No,10:21.64,6,0.0,9,garmin,0,00:00:00,00:00:00
2019-08-29,Road Cycling,False,Wheat Ridge Road Cycling,30.20,"1,229",02:03:03,139,176,0.0,0,0,14.7,39.6,"2,297","2,247",0.0,0.0,0.0,0,0,62,107,201,46% L / 54% R,105.4,238,167,810,0.0,0.0,7728,0,0,0,0,2:03:03,0:00,71.6,0:00,No,05:42.50,7,0.0,9,garmin,0,00:00:00,00:00:00
2019-09-01,Hiking,False,Clear Creek County Hiking,4.15,957,02:30:02,108,151,1.4,68,247,36:09,9:45,"2,575",344,0.65,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:30:02,0:00,59.0,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:36:09,0 days 00:36:09
2019-09-01,Hiking,False,Clear Creek County Hiking,3.84,726,01:56:27,106,155,1.4,73,246,30:18,6:08,210,"2,507",0.72,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:56:27,0:00,64.4,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:30:18,0 days 00:30:18
2019-09-03,Running,False,Wheat Ridge Running,3.42,438,00:28:11,152,170,3.3,172,189,8:15,5:00,118,758,1.12,8.6,9.8,263,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:11,0:00,80.6,0:00,No,02:46.17,4,0.0,9,garmin,0,0 days 00:08:15,0 days 00:08:15
2019-09-04,Running,False,Wheat Ridge Running,4.15,563,00:35:13,158,170,3.8,172,199,8:29,7:14,128,128,1.09,8.7,9.7,262,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:13,0:00,78.8,0:00,No,01:16.81,5,0.0,9,garmin,0,0 days 00:08:29,0 days 00:08:29
2019-09-05,Indoor Cycling,False,Indoor Cycling,0.00,990,01:30:28,146,174,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,84,112,197,47% L / 53% R,73.9,206,184,287,0.0,0.0,7612,0,0,0,0,1:30:28,0:00,60.8,0:00,No,01:54.12,19,0.0,9,garmin,0,00:00:00,00:00:00
2019-09-05,Running,False,Wheat Ridge Running,3.86,486,00:33:56,149,167,3.3,169,178,8:47,7:08,203,230,1.05,9.3,9.9,266,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:56,0:00,66.2,0:00,No,07:07.31,4,0.0,9,garmin,0,0 days 00:08:47,0 days 00:08:47
2019-09-10,Treadmill Running,False,Treadmill Running,4.13,482,00:35:07,140,155,3.2,173,177,8:30,7:45,7,39,1.09,8.4,9.4,262,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:07,0:00,73.4,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:08:30,0 days 00:08:30
2019-09-11,Running,False,Wheat Ridge Running,3.13,378,00:26:39,147,168,3.2,168,176,8:31,7:21,112,161,1.1,9.3,10.2,265,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:39,0:00,62.6,0:00,No,01:03.46,4,0.0,9,garmin,0,0 days 00:08:31,0 days 00:08:31
2019-09-17,Indoor Cycling,False,Indoor Cycling,18.43,532,01:06:53,121,139,0.0,0,0,16.5,18.6,0,0,0.0,0.0,0.0,0,0,83,93,138,46% L / 54% R,27.1,143,133,207,0.0,0.0,5601,0,0,0,0,1:06:53,0:00,66.2,0:00,No,02:07.28,3,0.0,9,garmin,0,00:00:00,00:00:00
2019-09-18,Indoor Cycling,False,Indoor Cycling,21.29,660,01:10:17,139,158,0.0,0,0,18.2,20.1,0,0,0.0,0.0,0.0,0,0,88,94,158,46% L / 54% R,37.2,164,157,255,0.0,0.0,6209,0,0,0,0,1:10:17,0:00,64.4,0:00,No,05:06.90,4,0.0,9,garmin,0,00:00:00,00:00:00
2019-09-19,Indoor Cycling,False,Indoor Cycling,26.66,948,01:30:05,152,185,0.0,0,0,17.8,25.3,0,3,0.0,0.0,0.0,0,0,83,114,201,45% L / 55% R,77.0,191,175,991,0.0,0.0,7510,0,0,0,0,1:30:05,0:00,64.4,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
