date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2018-02-21,Pool Swimming,False,Lap Swimming,"2,200",380,00:44:31,0,0,0.0,0,0,1:27,1:05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,717,31,26,0,0,44:31,0:00,0.0,0:00,No,00:00.00,58,0.0,9,garmin,0,0 days 00:01:27,0 days 00:01:27
2018-02-21,Treadmill Running,False,Treadmill Running,3.45,431,00:30:00,158,181,3.2,171,181,8:42,6:11,82,85,1.08,8.5,9.3,267,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:00,0:00,75.2,0:00,No,00:00.00,1,0.0,9,garmin,0,0 days 00:08:42,0 days 00:08:42
2018-02-22,Indoor Cycling,False,Indoor Cycling,19.21,938,01:15:53,141,179,3.0,0,0,15.2,17.0,16,30,0.0,0.0,0.0,0,0,92,101,236,0,89.0,234,206,305,0.0,0.0,6987,0,0,0,0,1:15:53,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-02-23,Pool Swimming,False,Lap Swimming,"2,600",483,00:46:17,0,0,0.0,0,0,1:29,1:13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,902,32,25,0,0,46:17,0:00,0.0,0:00,No,00:00.00,36,0.0,9,garmin,0,0 days 00:01:29,0 days 00:01:29
2018-02-24,Indoor Cycling,False,Indoor Cycling,22.26,"1,114",01:27:34,145,172,3.0,0,0,15.3,17.0,7,13,0.0,0.0,0.0,0,0,95,102,242,0,108.3,234,212,280,0.0,0.0,8329,0,0,0,0,1:27:34,0:00,66.2,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-02-26,Running,False,San Antonio Running,6.03,664,00:49:21,150,163,3.3,170,178,8:11,6:42,249,253,1.13,8.5,9.8,264,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,49:21,0:00,55.4,0:00,No,00:00.00,7,0.0,9,garmin,0,0 days 00:08:11,0 days 00:08:11
2018-02-27,Indoor Cycling,False,Indoor Cycling,15.27,724,01:01:41,137,179,2.7,0,0,14.9,18.1,10,3,0.0,0.0,0.0,0,0,92,109,233,0,70.7,232,196,355,0.0,0.0,5699,0,0,0,0,1:01:41,0:00,69.8,0:00,No,00:00.00,1,0.0,9,garmin,0,00:00:00,00:00:00
2018-02-28,Running,False,San Antonio Running,5.92,690,00:46:43,156,171,3.6,172,183,7:54,6:02,243,256,1.16,8.3,9.8,260,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,46:43,0:00,77.0,0:00,No,00:00.00,6,0.0,9,garmin,0,0 days 00:07:54,0 days 00:07:54
2018-03-01,Pool Swimming,False,Lap Swimming,"2,000",360,00:42:09,0,0,0.0,0,0,1:27,1:17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,678,31,26,0,0,42:09,0:00,0.0,0:00,No,00:00.00,40,0.0,9,garmin,0,0 days 00:01:27,0 days 00:01:27
2018-03-02,Pool Swimming,False,Lap Swimming,"2,000",360,00:38:09,0,0,0.0,0,0,1:27,1:04,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,673,31,26,0,0,38:09,0:00,0.0,0:00,No,00:00.00,34,0.0,9,garmin,0,0 days 00:01:27,0 days 00:01:27
