,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,1,2016-08-25,Running,False,San Antonio Running,3.71,393,00:29:34,146,161,3.0,170,183,7:59,6:40,121,121,1.21,8.6,10.0,266,49.9% L / 50.1% R,85,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:34,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:59,0 days 00:07:59,32.61455525606469,0.8957055214723927,11.022964509394571,7.515657620041754,11.023174799746196,12.3066951531413
1,3,2016-08-26,Running,False,San Antonio Running,8.19,988,01:10:03,152,165,3.8,166,180,8:33,6:43,315,315,1.14,8.8,10.1,275,49.9% L / 50.1% R,82,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:10:03,0:00,80.6,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:33,0 days 00:08:33,38.46153846153847,0.9325153374233128,10.292397660818713,7.017543859649122,10.292670725957995,11.037535054810219
2,8,2016-08-30,Running,False,San Antonio Running,3.71,410,00:29:02,152,163,3.0,172,188,7:49,6:52,108,112,1.2,8.5,9.8,265,50.3% L / 49.7% R,85,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:02,0:00,75.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:49,0 days 00:07:49,29.110512129380055,0.9325153374233128,11.257995735607675,7.67590618336887,11.258166839398129,12.072902597512467
3,12,2016-09-01,Running,False,San Antonio Running,3.56,380,00:28:01,151,164,2.9,169,182,7:53,6:44,105,108,1.21,8.6,10.3,262,50.5% L / 49.5% R,84,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:01,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:53,0 days 00:07:53,29.49438202247191,0.9263803680981595,11.162790697674417,7.6109936575052854,11.162964858371922,12.050087893474327
4,13,2016-09-02,Running,False,San Antonio Running,9.05,"1,125",01:17:31,156,169,4.0,167,202,8:34,6:44,384,377,1.13,9.0,10.2,269,50.0% L / 50.0% R,83,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:17:31,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:34,0 days 00:08:34,42.430939226519335,0.9570552147239264,10.27237354085603,7.003891050583658,10.27270522998788,10.73365995184631
5,15,2016-09-03,Running,False,Leakey Running,3.43,433,00:29:09,157,169,3.2,171,178,8:31,7:39,92,92,1.11,8.1,9.2,272,51.2% L / 48.8% R,85,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:09,0:00,84.2,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:31,0 days 00:08:31,26.82215743440233,0.9631901840490797,10.332681017612524,7.045009784735812,10.33281433899071,10.727698963410738
6,17,2016-09-04,Running,False,Leakey Running,10.5,"1,198",01:31:35,149,160,3.4,168,177,8:43,6:43,525,548,1.1,8.8,9.7,271,50.3% L / 49.7% R,84,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:31:35,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:43,0 days 00:08:43,50.0,0.9141104294478528,10.095602294455066,6.8833652007648185,10.096054946686428,11.044677559126763
7,22,2016-09-06,Running,False,San Antonio Running,3.63,382,00:29:51,148,162,2.7,169,192,8:14,6:16,112,118,1.16,9.3,10.4,265,50.7% L / 49.3% R,84,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:51,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:14,0 days 00:08:14,30.85399449035813,0.9079754601226994,10.68825910931174,7.287449392712551,10.688441594752442,11.771729594220595
8,27,2016-09-08,Running,False,San Antonio Running,3.69,395,00:29:21,148,161,3.0,174,187,7:57,6:42,135,131,1.17,8.5,9.9,258,50.5% L / 49.5% R,86,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:21,0:00,77.0,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:07:57,0 days 00:07:57,36.58536585365854,0.9079754601226994,11.069182389937106,7.547169811320755,11.069448111803817,12.191351636648799
9,28,2016-09-09,Running,False,San Antonio Running,7.76,894,01:05:09,149,161,3.4,168,179,8:24,6:40,302,322,1.15,8.6,9.9,270,49.8% L / 50.2% R,83,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:09,0:00,78.8,0:00,No,00:00.00,0,0.0,9,garmin,0,0 days 00:08:24,0 days 00:08:24,38.91752577319588,0.9141104294478528,10.476190476190474,7.142857142857142,10.476475046830277,11.460841829753926
