,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,2,2020-04-10,Running,False,Wheat Ridge - 4/10/20 - Hill Workout,7.54,799,01:00:06,152,180,3.0,170,256,7:58,5:40,584,535,1.17,8.7,10.1,260,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,73.4,0:00,No,00:30.00,30,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58,77.45358090185677,0.9325153374233128,11.04602510460251,7.531380753138075,11.04721351878489,11.84668291817064
1,11,2020-04-18,Running,False,Wheat Ridge Running,2.04,229,00:15:49,146,157,2.4,170,180,7:46,6:26,131,79,1.19,8.5,10.2,260,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:49,0:00,62.6,0:00,No,00:15.73,3,0.0,9,garmin,0,0 days 00:07:46,0 days 00:07:46,64.2156862745098,0.8957055214723927,11.33047210300429,7.725321888412017,11.331310049642067,12.650709165011348
2,14,2020-04-21,Running,False,Wheat Ridge - 04/21/20 - Run Workout,7.79,861,01:05:29,141,155,3.0,170,191,8:24,6:19,302,240,1.1,8.6,9.6,265,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:29,0:00,69.8,0:00,No,05:00.00,8,0.0,9,garmin,0,0 days 00:08:24,0 days 00:08:24,38.76765083440308,0.8650306748466258,10.476190476190474,7.142857142857142,10.476472859265256,12.111099830214444
3,17,2020-04-22,Running,False,Wheat Ridge Running,2.05,231,00:16:05,147,161,2.4,172,189,7:50,5:14,157,135,1.17,8.3,9.9,257,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,16:05,0:00,60.8,0:00,No,00:23.00,3,0.0,9,garmin,0,0 days 00:07:50,0 days 00:07:50,76.58536585365854,0.901840490797546,11.23404255319149,7.659574468085107,11.235224252457138,12.45810580374499
4,20,2020-04-24,Running,False,Wheat Ridge - 4/24/20 - Hill Workout,7.4,798,00:56:11,154,181,3.1,173,191,7:36,6:05,545,495,1.21,8.4,10.2,251,49.5% L / 50.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,56:11,0:00,50.0,0:00,No,00:30.00,25,0.0,9,garmin,0,0 days 00:07:36,0 days 00:07:36,73.64864864864865,0.9447852760736196,11.578947368421053,7.894736842105264,11.580073734806767,12.256831290737033
5,22,2020-04-25,Running,False,Wheat Ridge - 4/25/20 - Long Run Workout,12.02,"1,381",01:30:15,162,182,4.3,172,193,7:31,6:01,436,367,1.24,8.0,10.1,252,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:15,0:00,62.6,0:00,No,00:08.60,8,0.0,9,garmin,0,0 days 00:07:31,0 days 00:07:31,36.272878535773714,0.9938650306748467,11.707317073170731,7.982261640798226,11.707593333458005,11.77986242810898
6,24,2020-04-28,Running,False,Wheat Ridge - 4/28/20 - Run Workout,9.5,"1,051",01:13:09,151,174,3.6,173,188,7:42,5:34,351,328,1.2,8.1,9.9,254,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:13:09,0:00,73.4,0:00,No,00:45.00,35,0.0,9,garmin,0,0 days 00:07:42,0 days 00:07:42,36.94736842105263,0.9263803680981595,11.428571428571427,7.792207792207792,11.428851233791343,12.337104311973437
7,25,2020-04-29,Running,False,Wheat Ridge Running,3.17,357,00:26:25,140,152,2.5,170,182,8:21,7:03,89,75,1.12,8.4,9.5,265,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:25,0:00,62.6,0:00,No,01:24.50,4,0.0,9,garmin,0,0 days 00:08:21,0 days 00:08:21,28.07570977917981,0.8588957055214724,10.538922155688622,7.185628742514971,10.539071145570203,12.270489976628165
8,29,2020-05-01,Running,False,Wheat Ridge - 5/1/20 - Run Workout,7.54,889,01:00:06,154,177,3.8,171,195,7:58,5:14,240,269,1.17,8.3,9.8,258,49.4% L / 50.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,66.2,0:00,No,04:06.01,7,0.0,9,garmin,0,0 days 00:07:58,0 days 00:07:58,31.83023872679045,0.9447852760736196,11.04602510460251,7.531380753138075,11.046225821544233,11.691784473452662
9,32,2020-05-03,Running,False,Wheat Ridge Running,9.42,"1,031",01:15:51,143,162,3.1,170,204,8:03,4:59,266,269,1.15,8.5,10.0,259,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:15:51,0:00,71.6,0:00,No,03:38.61,10,0.0,9,garmin,0,0 days 00:08:03,0 days 00:08:03,28.237791932059448,0.8773006134969326,10.931677018633538,7.453416149068322,10.931833350428136,12.460761091746756
