,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,training_stress_scoreâ,grit,flow,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2019-08-01,Running,False,Longview Running,4.1,599,00:40:25,168,181,145,155,0 days 00:09:52,0 days 00:07:54,46,46,1.12,0.0,0.0,0.0,0.0,0.0,40:25,0:00,0.0,0:00,No,00:53.17,5,0.0,5,garmin,0,11.219512195121952,0.96,8.918918918918918,6.081081081081081,8.91893905439186,9.290561514991522
1,3,2019-08-06,Running,False,Longview Running,3.04,437,00:30:06,167,181,146,157,0 days 00:09:54,0 days 00:07:34,7,82,1.11,0.0,0.0,0.0,0.0,0.0,30:06,0:00,0.0,0:00,No,00:29.17,4,0.0,5,garmin,0,2.3026315789473686,0.9542857142857143,8.888888888888888,6.0606060606060606,8.888889734164868,9.31470481125061
2,10,2019-08-18,Running,False,Longview Running,8.25,"1,187",01:29:30,160,183,139,157,0 days 00:10:51,0 days 00:08:02,449,515,1.07,0.0,0.0,0.0,0.0,0.0,1:29:30,0:00,0.0,0:00,No,02:40.60,9,0.0,5,garmin,0,54.42424242424242,0.9142857142857143,8.110599078341012,5.529953917050691,8.111029930568897,8.871438986559731
3,12,2019-08-21,Running,False,Longview Running,6.5,975,01:10:09,164,185,137,158,0 days 00:10:47,0 days 00:08:21,194,269,1.08,0.0,0.0,0.0,0.0,0.0,1:10:09,0:00,0.0,0:00,No,05:18.14,7,0.0,5,garmin,0,29.846153846153847,0.9371428571428572,8.160741885625965,5.564142194744977,8.160872263855278,8.708247842528499
4,14,2019-09-01,Running,False,Yamhill County Running,13.15,"1,886",02:06:41,168,189,147,158,0 days 00:09:38,0 days 00:07:28,463,591,1.14,0.0,0.0,0.0,0.0,0.0,2:06:41,0:00,0.0,0:00,No,01:22.61,14,0.0,5,garmin,1,35.20912547528517,0.96,9.134948096885813,6.228373702422146,9.135151198741683,9.515782498689253
