,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,training_stress_scoreâ,grit,flow,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,1,2019-11-18,Running,False,Longview Running,9.16,"1,199",01:27:41,145,167,148,156,0 days 00:09:35,0 days 00:07:47,193,204,1.14,0.0,0.0,0.0,0.0,0.0,1:27:41,0:00,0.0,0:00,No,01:23.71,10,0.0,5,garmin,0,21.069868995633186,0.8285714285714286,9.182608695652172,6.260869565217391,9.182681807907143,11.082547009543102
1,3,2019-11-20,Running,False,Longview Running,8.02,"1,169",01:09:45,164,184,150,159,0 days 00:08:42,0 days 00:07:29,266,335,1.24,0.0,0.0,0.0,0.0,0.0,1:09:45,0:00,0.0,0:00,No,00:10.55,9,0.0,5,garmin,0,33.16708229426434,0.9371428571428572,10.114942528735632,6.8965517241379315,10.115142089809071,10.793596742174314
2,4,2019-11-21,Running,False,Longview Running,4.05,610,00:36:29,167,180,149,156,0 days 00:09:01,0 days 00:07:41,20,85,1.2,0.0,0.0,0.0,0.0,0.0,36:29,0:00,0.0,0:00,No,00:24.100,5,0.0,5,garmin,0,4.938271604938272,0.9542857142857143,9.759704251386319,6.6543438077634,9.759708520017835,10.227239467084557
3,6,2019-11-23,Running,False,Longview Running,15.2,"2,046",02:23:06,154,175,145,173,0 days 00:09:25,0 days 00:07:36,449,620,1.18,0.0,0.0,0.0,0.0,0.0,2:23:06,0:00,0.0,0:00,No,01:48.52,16,0.0,5,garmin,0,29.539473684210527,0.88,9.345132743362832,6.371681415929204,9.345278991297569,10.619635217383601
4,8,2019-11-28,Running,False,Gregg County Running,7.0,"1,060",01:01:00,170,193,150,160,0 days 00:08:43,0 days 00:07:19,472,643,1.23,0.0,0.0,0.0,0.0,0.0,1:01:00,0:00,0.0,0:00,No,00:02.52,8,0.0,5,garmin,0,67.42857142857143,0.9714285714285714,10.095602294455066,6.8833652007648185,10.096425493019286,10.393379183990442
5,9,2019-11-29,Running,False,Longview Running,5.26,712,00:49:21,150,165,142,158,0 days 00:09:23,0 days 00:07:33,108,177,1.21,0.0,0.0,0.0,0.0,0.0,49:21,0:00,0.0,0:00,No,02:16.93,6,0.0,5,garmin,0,20.53231939163498,0.8571428571428571,9.378330373001775,6.394316163410302,9.378401282117217,10.941468162470088
6,10,2019-12-01,Running,False,Longview Running,15.0,"2,335",02:29:03,168,183,142,184,0 days 00:09:56,0 days 00:06:41,489,587,1.14,0.0,0.0,0.0,0.0,0.0,2:29:03,0:00,0.0,0:00,No,09:01.63,15,0.0,5,garmin,0,32.6,0.96,8.859060402684563,6.040268456375839,8.859229260389935,9.228363812906181
7,11,2019-12-03,Running,False,Longview Running,5.19,746,00:48:50,154,174,152,162,0 days 00:09:24,0 days 00:07:44,138,187,1.13,0.0,0.0,0.0,0.0,0.0,48:50,0:00,0.0,0:00,No,01:46.09,6,0.0,5,garmin,0,26.589595375722542,0.88,9.361702127659573,6.382978723404255,9.361820835029116,10.638432767078541
8,13,2019-12-05,Running,False,Longview Running,4.5,635,00:38:46,164,174,152,160,0 days 00:08:37,0 days 00:07:39,154,226,1.23,0.0,0.0,0.0,0.0,0.0,38:46,0:00,0.0,0:00,No,04:33.82,5,0.0,5,garmin,0,34.22222222222222,0.9371428571428572,10.212765957446807,6.963249516441006,10.2129804723115,10.897997455210442
9,14,2019-12-05,Running,False,Longview Running,1.02,153,00:09:37.5,161,169,148,160,0 days 00:09:25,0 days 00:07:59,36,13,1.16,0.0,0.0,0.0,0.0,0.0,9:37.5,0:00,0.0,0:00,No,00:10.52,2,0.0,5,garmin,0,35.294117647058826,0.92,9.345132743362832,6.371681415929204,9.345341522664564,10.157979915939743
10,15,2019-12-07,Running,False,Longview Running,17.04,"2,278",02:38:37,156,180,147,158,0 days 00:09:18,0 days 00:07:54,728,814,1.18,0.0,0.0,0.0,0.0,0.0,2:38:37,0:00,0.0,0:00,No,00:22.96,18,0.0,5,garmin,0,42.72300469483568,0.8914285714285715,9.462365591397848,6.451612903225806,9.462675346417017,10.615180677070372
11,17,2019-12-14,Running,False,Longview Running,9.02,"1,438",01:23:50,170,187,148,164,0 days 00:09:18,0 days 00:07:59,230,322,1.17,0.0,0.0,0.0,0.0,0.0,1:23:50,0:00,0.0,0:00,No,00:13.06,10,0.0,5,garmin,0,25.49889135254989,0.9714285714285714,9.462365591397848,6.451612903225806,9.462475933676348,9.740784049372712
12,18,2019-12-15,Running,False,Galveston Running,13.03,"1,886",02:02:46,166,180,146,163,0 days 00:09:25,0 days 00:08:16,26,102,1.17,0.0,0.0,0.0,0.0,0.0,2:02:46,0:00,0.0,0:00,No,00:12.19,14,0.0,5,garmin,1,1.9953952417498082,0.9485714285714286,9.345132743362832,6.371681415929204,9.34513341070026,9.851797270316538
