date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2018-08-15,Running,False,Untitled,6.1,803,0:54:48,0,0,0.0,160,170,0 days 00:08:59,0 days 00:07:23,207,200,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54:48:00,0:00,0.0,0:00,No,00:00.0,7,0,0,0,0,4,garmin,0
2018-08-15,Cycling,False,Untitled,20.91,"1,358",1:27:06,0,0,0.0,0,0,14.4,29.5,"1,060","1,047",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:27:06,0:00,69.8,0:00,No,00:00.0,1,0,0,0,0,4,garmin,0
2018-08-16,Running,False,Untitled,6.2,815,0:56:15,0,0,0.0,161,170,0 days 00:09:04,0 days 00:07:27,213,197,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:15:00,0:00,0.0,0:00,No,00:00.0,7,0,0,0,0,4,garmin,0
2018-08-16,Cycling,False,Untitled,21.04,"1,358",1:24:22,0,0,0.0,0,0,15,32,"1,066","1,063",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:24:22,0:00,64.4,0:00,No,00:00.0,1,0,0,0,0,4,garmin,0
2018-08-17,Cycling,False,Untitled,2.07,144,0:11:15,0,0,0.0,0,0,11.1,23.4,197,197,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11:15,0:00,0.0,0:00,No,00:00.0,1,0,0,0,0,4,garmin,0
2018-08-18,Running,False,Untitled,9.2,777,5:18:53,0,0,0.0,68,160,34:39:00,0 days 00:15:32,"1,886","1,795",0.68,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5:18:53,0:00,0.0,0:00,No,00:00.0,10,0,0,0,0,4,garmin,0
2018-08-19,Running,False,Untitled,6.82,874,1:08:24,0,0,0.0,152,173,0 days 00:10:02,0 days 00:08:23,719,732,1.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:08:24,0:00,0.0,0:00,No,00:00.0,7,0,0,0,0,4,garmin,0
2018-08-20,Running,False,Untitled,7.19,939,1:05:18,0,0,0.0,161,172,0 days 00:09:05,0 days 00:08:03,249,236,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:05:18,0:00,0.0,0:00,No,00:00.0,8,0,0,0,0,4,garmin,0
2018-08-21,Cycling,False,Untitled,22.14,"1,485",1:17:52,0,0,0.0,0,0,17.1,30,997,"1,066",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:17:52,0:00,53.6,0:00,No,00:00.0,1,0,0,0,0,4,garmin,0
2018-08-22,Running,False,Untitled,7.06,927,1:02:35,0,0,0.0,161,168,0 days 00:08:52,0 days 00:07:19,220,203,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:02:35,0:00,0.0,0:00,No,00:00.0,8,0,0,0,0,4,garmin,0
