,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
21,26,2018-09-04,Running,False,Lafayette Running,5.05,545,00:40:19,142,157,3.0,166,174,0 days 00:07:59,0 days 00:07:14,55,94,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40:19,0:00,0.0,0:00,No,00:00.00,6,0.0,4,garmin,0,10.891089108910892,0.8114285714285714,11.022964509394571,7.515657620041754,11.022987959388205,13.584668259809408
22,27,2018-09-05,Running,False,Lafayette Running,9.74,"1,047",01:17:23,151,183,3.6,168,198,0 days 00:07:56,0 days 00:04:50,113,116,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:17:23,0:00,0.0,0:00,No,00:00.00,22,0.0,4,garmin,0,11.601642710472278,0.8628571428571429,11.092436974789916,7.563025210084033,11.092463752138862,12.855504348505303
23,28,2018-09-06,Running,False,Lafayette Running,6.18,667,00:49:43,140,157,2.8,167,173,0 days 00:08:03,0 days 00:07:23,96,125,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,49:43,0:00,0.0,0:00,No,00:00.00,7,0.0,4,garmin,0,15.533980582524272,0.8,10.931677018633538,7.453416149068322,10.931724328696626,13.664655410870783
24,29,2018-09-07,Running,False,Lafayette Running,7.5,938,00:58:31,154,173,4.0,167,172,0 days 00:07:48,0 days 00:07:12,218,278,1.23,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,58:31,0:00,0.0,0:00,No,00:00.00,8,0.0,4,garmin,0,29.066666666666666,0.88,11.282051282051281,7.6923076923076925,11.282222235315924,12.820707085586278
25,30,2018-09-08,Running,False,Lafayette Running,9.26,"1,046",01:26:28,144,186,3.0,168,220,0 days 00:09:20,0 days 00:03:51,123,113,1.02,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:26:28,0:00,0.0,0:00,No,00:00.00,38,0.0,4,garmin,0,13.282937365010799,0.8228571428571428,9.428571428571427,6.428571428571428,9.428601264229213,11.458369591945225
26,32,2018-09-10,Running,False,Lafayette Running,7.02,897,00:56:54,155,171,4.0,166,215,0 days 00:08:07,0 days 00:07:03,154,175,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,56:54,0:00,0.0,0:00,No,00:00.00,8,0.0,4,garmin,0,21.93732193732194,0.8857142857142857,10.84188911704312,7.392197125256673,10.841982694764043,12.240948203765855
27,33,2018-09-11,Running,False,Lafayette Running,6.07,657,00:48:12,144,178,3.2,168,195,0 days 00:07:56,0 days 00:04:38,240,282,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,48:12,0:00,0.0,0:00,No,00:00.00,7,0.0,4,garmin,0,39.53871499176277,0.8228571428571428,11.092436974789916,7.563025210084033,11.092747980341976,13.48077011499893
28,34,2018-09-12,Running,False,Boulder Running,6.47,852,00:58:50,150,171,3.4,163,180,0 days 00:09:05,0 days 00:06:04,642,616,1.08,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,58:50,0:00,0.0,0:00,No,00:00.00,7,0.0,4,garmin,0,99.22720247295209,0.8571428571428571,9.688073394495412,6.605504587155963,9.689784050686873,11.304748059134686
29,35,2018-09-14,Running,False,Tazewell County Running,4.2,484,00:32:33,149,162,3.1,169,172,0 days 00:07:44,0 days 00:07:22,109,107,1.23,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,32:33,0:00,0.0,0:00,No,00:00.00,5,0.0,4,garmin,0,25.952380952380953,0.8514285714285714,11.379310344827585,7.758620689655173,11.379447802787263,13.365123258307188
30,36,2018-09-15,Running,False,Morton Running,1.03,128,00:09:19.2,139,151,1.8,169,176,0 days 00:09:04,0 days 00:08:21,0,10,1.05,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,9:19.2,0:00,0.0,0:00,No,00:00.00,2,0.0,4,garmin,1,0.0,0.7942857142857143,9.705882352941176,6.61764705882353,9.705882352941176,12.219636055861193
31,37,2018-09-15,Running,False,Morton Running,6.21,690,00:36:20,179,191,5.0,175,195,0 days 00:05:51,0 days 00:04:59,56,56,1.57,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,36:20,0:00,0.0,0:00,No,00:00.00,7,0.0,4,garmin,1,9.017713365539452,1.022857142857143,15.042735042735043,10.256410256410257,15.042756981971166,14.706605987960637
32,38,2018-09-15,Running,False,Morton Running,1.11,156,00:10:52,147,159,2.0,169,174,0 days 00:09:45,0 days 00:08:29,10,3,0.98,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,10:52,0:00,0.0,0:00,No,00:00.00,2,0.0,4,garmin,1,9.009009009009008,0.84,9.025641025641026,6.153846153846154,9.025654163782738,10.74482638545564
