date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race
2019-08-15,Running,False,Morton Running,6.17,680,00:51:39,145,162,3.3,168,174,0 days 00:08:22,0 days 00:07:50,54,51,1.14,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,51:39,0:00,0.0,0:00,No,01:27.75,7,0.0,4,garmin,0
2019-08-18,Running,False,Morton - Mixed Fartlek,7.66,942,00:59:14,165,193,5.0,168,184,0 days 00:07:44,0 days 00:05:17,59,49,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,59:14,0:00,0.0,0:00,No,01:00.00,16,0.0,4,garmin,0
2019-08-19,Running,False,Morton Running,3.77,436,00:33:21,143,157,3.0,167,171,0 days 00:08:51,0 days 00:07:02,19,18,1.1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:21,0:00,0.0,0:00,No,06:50.02,4,0.0,4,garmin,0
2019-08-21,Running,False,Morton Running,4.52,548,00:39:05,149,169,3.4,166,173,0 days 00:08:39,0 days 00:07:50,36,30,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:05,0:00,0.0,0:00,No,04:35.18,5,0.0,4,garmin,0
2019-08-22,Running,False,Morton - 15x600,5.26,558,00:39:57,154,185,3.7,168,188,0 days 00:07:36,0 days 00:05:01,26,30,1.25,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:57,0:00,0.0,0:00,No,01:24.08,17,0.0,4,garmin,0
2019-08-23,Running,False,Glen Carbon Running,4.11,551,00:33:48,0,0,0.0,167,180,0 days 00:08:13,0 days 00:07:12,44,42,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:48,0:00,0.0,0:00,No,00:57.43,5,0.0,4,garmin,0
2019-08-26,Running,False,Morton - 2 @ 10k RP + 20x30H30E,8.20,935,01:01:26,163,183,4.8,169,188,0 days 00:07:30,0 days 00:05:02,52,49,1.27,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:01:26,0:00,0.0,0:00,No,00:00.88,48,0.0,4,garmin,0
2019-08-27,Running,False,Morton Running,4.04,457,00:34:49,143,155,2.8,167,171,0 days 00:08:37,0 days 00:07:44,20,15,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,34:49,0:00,0.0,0:00,No,00:19.96,5,0.0,4,garmin,0
2019-08-28,Running,False,Morton Running,5.01,583,00:41:58,147,162,3.2,168,175,0 days 00:08:23,0 days 00:07:12,35,32,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,41:58,0:00,0.0,0:00,No,00:05.59,6,0.0,4,garmin,0
2019-08-30,Running,False,Morton Running,6.28,682,00:46:19,154,186,3.8,170,177,0 days 00:07:22,0 days 00:05:32,49,47,1.28,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,46:19,0:00,0.0,0:00,No,02:11.26,7,0.0,4,garmin,0
2019-08-31,Running,False,Glen Carbon Running,5.55,633,00:43:50,151,166,3.2,169,174,0 days 00:07:54,0 days 00:06:44,37,37,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,43:50,0:00,0.0,0:00,No,04:21.78,6,0.0,4,garmin,0
2019-09-02,Running,False,Morton Running,6.42,689,00:54:41,140,163,2.7,167,175,0 days 00:08:31,0 days 00:07:27,60,57,1.13,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,54:41,0:00,0.0,0:00,No,03:41.46,7,0.0,4,garmin,0
