,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,11,2019-11-28,Running,False,Peoria Running,0.05,9,00:00:51.2,0,0,0.0,192,209,0 days 00:15:37,0 days 00:07:19,0,0,0.54,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0:51.2,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,0,0.0,0.0,5.635005336179295,3.8420490928495195,5.635005336179295,inf
11,12,2019-11-28,Running,False,Peoria Running,3.01,388,00:17:47,0,0,0.0,174,190,0 days 00:05:55,0 days 00:04:56,17,18,1.56,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,17:47,0:00,0.0,0:00,No,00:02.28,4,0.0,4,garmin,0,5.647840531561462,0.0,14.873239436619716,10.140845070422534,14.873247945500838,inf
12,13,2019-11-29,Running,False,Morton Running,2.95,395,00:23:38,0,0,0.0,170,177,0 days 00:08:01,0 days 00:07:40,30,23,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,23:38,0:00,0.0,0:00,No,07:31.13,3,0.0,4,garmin,0,10.169491525423728,0.0,10.977130977130976,7.484407484407484,10.977151337661038,inf
13,14,2019-12-03,Running,False,Morton Running,5.03,664,00:40:24,0,0,0.0,170,193,0 days 00:08:02,0 days 00:04:31,32,10,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40:24,0:00,0.0,0:00,No,00:12.15,6,0.0,4,garmin,0,6.36182902584493,0.0,10.95435684647303,7.468879668049793,10.954364798042771,inf
14,15,2019-12-05,Running,False,Morton Running,4.87,656,00:38:35,0,0,0.0,169,174,0 days 00:07:55,0 days 00:07:32,36,32,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,38:35,0:00,0.0,0:00,No,06:52.15,5,0.0,4,garmin,0,7.392197125256673,0.0,11.11578947368421,7.578947368421052,11.115800367733565,inf
15,16,2019-12-06,Running,False,Morton Running,2.25,296,00:24:34,0,0,0.0,163,191,0 days 00:10:56,0 days 00:05:41,23,10,0.9,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:34,0:00,0.0,0:00,No,01:57.82,3,0.0,4,garmin,0,10.222222222222221,0.0,8.048780487804876,5.48780487804878,8.04879557201145,inf
16,17,2019-12-08,Running,False,Morton Running,4.96,658,00:41:54,0,0,0.0,170,185,0 days 00:08:27,0 days 00:05:48,28,30,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,41:54,0:00,0.0,0:00,No,07:38.69,5,0.0,4,garmin,0,5.645161290322581,0.0,10.414201183431953,7.100591715976332,10.414207135675708,inf
17,18,2019-12-10,Running,False,Morton Running,4.07,540,00:32:46,0,0,0.0,171,191,0 days 00:08:03,0 days 00:06:24,49,46,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,32:46,0:00,0.0,0:00,No,00:29.100,5,0.0,4,garmin,0,12.039312039312039,0.0,10.931677018633538,7.453416149068322,10.931705436516948,inf
18,19,2019-12-12,Running,False,Morton Running,5.16,693,00:38:41,0,0,0.0,171,177,0 days 00:07:30,0 days 00:07:03,44,37,1.25,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,38:41,0:00,0.0,0:00,No,01:11.19,6,0.0,4,garmin,0,8.527131782945736,0.0,11.733333333333333,8.0,11.733348634665198,inf
19,20,2019-12-13,Running,False,Tazewell County Running,4.29,573,00:38:22,0,0,0.0,169,196,0 days 00:08:56,0 days 00:05:55,203,198,1.06,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,38:22,0:00,0.0,0:00,No,02:20.59,5,0.0,4,garmin,0,47.31934731934732,0.0,9.850746268656716,6.716417910447761,9.851141853882654,inf
20,21,2019-12-18,Running,False,Morton Running,4.76,630,00:34:08,0,0,0.0,172,181,0 days 00:07:11,0 days 00:06:09,24,25,1.3,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,34:08,0:00,0.0,0:00,No,05:05.21,5,0.0,4,garmin,0,5.042016806722689,0.0,12.25058004640371,8.352668213457076,12.250585631971031,inf
21,22,2019-12-21,Running,False,Morton Running,3.57,466,00:25:06,0,0,0.0,173,194,0 days 00:07:02,0 days 00:04:31,38,39,1.32,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,25:06,0:00,0.0,0:00,No,04:05.97,4,0.0,4,garmin,0,10.644257703081234,0.0,12.511848341232227,8.530805687203792,12.511873765821786,inf
22,23,2019-12-22,Running,False,Morton Running,3.14,419,00:25:07,0,0,0.0,169,186,0 days 00:08:01,0 days 00:06:23,20,19,1.19,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,25:07,0:00,0.0,0:00,No,01:02.93,4,0.0,4,garmin,0,6.369426751592356,0.0,10.977130977130976,7.484407484407484,10.977138964275495,inf
23,24,2019-12-24,Running,False,Morton Running,5.2,702,00:39:58,0,0,0.0,169,180,0 days 00:07:41,0 days 00:06:30,48,46,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:58,0:00,0.0,0:00,No,01:25.83,6,0.0,4,garmin,0,9.23076923076923,0.0,11.453362255965292,7.809110629067245,11.453379758889493,inf
24,25,2019-12-27,Running,False,East Moline Running,3.62,481,00:26:26,0,0,0.0,170,205,0 days 00:07:18,0 days 00:03:26,81,72,1.3,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,26:26,0:00,0.0,0:00,No,04:20.02,4,0.0,4,garmin,0,22.375690607734807,0.0,12.054794520547945,8.219178082191782,12.05490276681245,inf
25,26,2019-12-29,Running,False,Morton Running,3.54,475,00:27:44,0,0,0.0,169,237,0 days 00:07:49,0 days 00:07:09,50,41,1.22,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,27:44,0:00,0.0,0:00,No,04:25.94,4,0.0,4,garmin,0,14.124293785310734,0.0,11.257995735607675,7.67590618336887,11.258036016209138,inf
26,27,2019-12-29,Running,False,Morton Running,0.93,120,00:08:14.3,0,0,0.0,169,179,0 days 00:08:50,0 days 00:06:03,15,18,1.08,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,8:14.3,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,0,16.129032258064516,0.0,9.962264150943394,6.792452830188679,9.962310631981612,inf
27,28,2020-01-01,Running,False,Morton Running,5.48,732,00:44:24,0,0,0.0,169,175,0 days 00:08:06,0 days 00:07:35,70,50,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,44:24,0:00,0.0,0:00,No,03:45.01,6,0.0,4,garmin,0,12.773722627737225,0.0,10.864197530864196,7.407407407407407,10.864229324056737,inf
28,29,2020-01-02,Running,False,Morton Running,2.05,268,00:16:51,0,0,0.0,171,193,0 days 00:08:14,0 days 00:06:46,22,19,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,16:51,0:00,0.0,0:00,No,00:21.03,3,0.0,4,garmin,0,10.731707317073171,0.0,10.68825910931174,7.287449392712551,10.688281186630283,inf
29,30,2020-01-03,Running,False,Morton Running,3.59,476,00:29:22,0,0,0.0,170,185,0 days 00:08:11,0 days 00:06:40,48,28,1.16,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:22,0:00,0.0,0:00,No,04:15.16,4,0.0,4,garmin,0,13.370473537604457,0.0,10.753564154786151,7.3319755600814664,10.753598633215304,inf
30,31,2020-01-04,Running,False,Morton Running,3.54,470,00:30:17,0,0,0.0,175,188,0 days 00:08:33,0 days 00:06:35,28,8,1.08,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,30:17,0:00,0.0,0:00,No,03:52.11,4,0.0,4,garmin,0,7.909604519774011,0.0,10.292397660818713,7.017543859649122,10.29240920938341,inf
31,32,2020-01-05,Running,False,Morton Running,1.25,160,00:09:09.7,0,0,0.0,172,185,0 days 00:07:20,0 days 00:06:05,98,72,1.27,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,9:09.7,0:00,0.0,0:00,No,01:37.21,2,0.0,4,garmin,0,78.4,0.0,11.999999999999998,8.181818181818182,12.001322792106315,inf
32,33,2020-01-06,Running,False,Morton Running,2.81,370,00:21:24,0,0,0.0,174,195,0 days 00:07:37,0 days 00:06:21,14,0,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:24,0:00,0.0,0:00,No,05:35.100,3,0.0,4,garmin,0,4.98220640569395,0.0,11.553610503282275,7.87746170678337,11.553615646835246,inf
33,34,2020-01-07,Running,False,Morton Running,2.94,391,00:25:57,0,0,0.0,170,183,0 days 00:08:49,0 days 00:07:06,29,25,1.07,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,25:57,0:00,0.0,0:00,No,08:20.87,3,0.0,4,garmin,0,9.863945578231293,0.0,9.98109640831758,6.805293005671078,9.981113825638975,inf
34,35,2020-01-08,Running,False,Morton Running,4.91,656,00:35:51,0,0,0.0,175,189,0 days 00:07:18,0 days 00:06:47,26,20,1.26,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,35:51,0:00,0.0,0:00,No,06:33.40,5,0.0,4,garmin,0,5.295315682281059,0.0,12.054794520547945,8.219178082191782,12.054800582961706,inf
35,36,2020-01-09,Running,False,Morton Running,1.21,163,00:13:17,0,0,0.0,171,179,0 days 00:10:59,0 days 00:08:26,10,7,0.86,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,13:17,0:00,0.0,0:00,No,02:01.00,2,0.0,4,garmin,0,8.264462809917356,0.0,8.012139605462822,5.462822458270106,8.012149420222286,inf
36,37,2020-01-10,Running,False,Morton Running,1.89,245,00:17:52,0,0,0.0,173,181,0 days 00:09:26,0 days 00:07:35,13,10,0.99,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,17:52,0:00,0.0,0:00,No,07:42.92,2,0.0,4,garmin,0,6.878306878306879,0.0,9.328621908127207,6.360424028268551,9.32862982370393,inf
37,38,2020-01-11,Running,False,Morton Running,1.36,179,00:11:40,0,0,0.0,175,189,0 days 00:08:33,0 days 00:07:14,18,16,1.07,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,11:40,0:00,0.0,0:00,No,02:44.31,2,0.0,4,garmin,0,13.235294117647058,0.0,10.292397660818713,7.017543859649122,10.292429996739177,inf
38,39,2020-01-12,Running,False,Morton Running,1.28,171,00:13:33,0,0,0.0,171,194,0 days 00:10:38,0 days 00:08:51,13,10,0.89,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,13:33,0:00,0.0,0:00,No,02:34.57,2,0.0,4,garmin,0,10.15625,0.0,8.275862068965516,5.6426332288401255,8.275877379197338,inf
39,40,2020-01-13,Running,False,Morton Running,2.0,266,00:15:40,0,0,0.0,175,192,0 days 00:07:49,0 days 00:06:11,23,10,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,15:40,0:00,0.0,0:00,No,00:02.35,3,0.0,4,garmin,0,11.5,0.0,11.257995735607675,7.67590618336887,11.258022438506163,inf
40,41,2020-01-14,Running,False,Running,5.06,670,00:35:00,0,0,0.0,172,182,0 days 00:06:55,0 days 00:06:17,28,26,1.35,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,35:00,0:00,0.0,0:00,No,00:24.65,6,0.0,4,garmin,0,5.533596837944664,0.0,12.722891566265059,8.674698795180722,12.72289855346056,inf
41,42,2020-01-15,Running,False,Morton Running,2.01,268,00:16:43,0,0,0.0,173,182,0 days 00:08:18,0 days 00:07:14,23,11,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,16:43,0:00,0.0,0:00,No,00:06.63,3,0.0,4,garmin,0,11.442786069651742,0.0,10.602409638554215,7.228915662650602,10.602434536859423,inf
42,43,2020-01-16,Running,False,Morton Running,1.16,154,00:10:24,0,0,0.0,175,182,0 days 00:08:56,0 days 00:08:06,7,3,1.03,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,10:24,0:00,0.0,0:00,No,01:25.24,2,0.0,4,garmin,0,6.03448275862069,0.0,9.850746268656716,6.716417910447761,9.85075270221518,inf
43,44,2020-01-17,Running,False,Morton Running,1.29,170,00:12:44,0,0,0.0,170,182,0 days 00:09:51,0 days 00:08:33,11,18,0.96,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,12:44,0:00,0.0,0:00,No,03:06.37,2,0.0,4,garmin,0,8.527131782945736,0.0,8.934010152284264,6.091370558375635,8.934021803044567,inf
44,45,2020-01-19,Running,False,Morton Running,3.16,424,00:24:49,0,0,0.0,175,187,0 days 00:07:52,0 days 00:07:18,33,21,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:49,0:00,0.0,0:00,No,01:11.50,4,0.0,4,garmin,0,10.443037974683543,0.0,11.1864406779661,7.627118644067797,11.186462557968886,inf
45,46,2020-01-20,Running,False,Morton Running,1.15,153,00:11:30,0,0,0.0,174,185,0 days 00:10:01,0 days 00:08:39,0,4,0.93,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,11:30,0:00,0.0,0:00,No,01:19.01,2,0.0,4,garmin,0,0.0,0.0,8.785357737104823,5.990016638935107,8.785357737104823,inf
46,47,2020-01-21,Running,False,Morton Running,5.41,719,00:39:24,0,0,0.0,174,190,0 days 00:07:17,0 days 00:05:09,48,29,1.27,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:24,0:00,0.0,0:00,No,00:00.64,10,0.0,4,garmin,0,8.872458410351202,0.0,12.082379862700229,8.237986270022883,12.082396921256908,inf
47,48,2020-01-22,Running,False,Morton Running,1.03,135,00:10:05,0,0,0.0,173,183,0 days 00:09:50,0 days 00:08:52,0,0,0.94,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,10:05,0:00,0.0,0:00,No,00:12.30,2,0.0,4,garmin,0,0.0,0.0,8.94915254237288,6.101694915254237,8.94915254237288,inf
48,49,2020-01-27,Running,False,Morton Running,4.83,652,00:37:14,0,0,0.0,174,189,0 days 00:07:42,0 days 00:06:36,38,33,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,37:14,0:00,0.0,0:00,No,06:14.85,5,0.0,4,garmin,0,7.867494824016563,0.0,11.428571428571427,7.792207792207792,11.428584115800957,inf
49,50,2020-01-28,Running,False,Morton Running,2.84,381,00:21:58,0,0,0.0,178,196,0 days 00:07:45,0 days 00:07:11,23,12,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:58,0:00,0.0,0:00,No,06:13.65,3,0.0,4,garmin,0,8.098591549295776,0.0,11.354838709677418,7.741935483870968,11.35485206646027,inf
50,51,2020-01-30,Running,False,Morton Running,2.84,377,00:22:56,0,0,0.0,171,185,0 days 00:08:05,0 days 00:07:22,23,11,1.16,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,22:56,0:00,0.0,0:00,No,06:26.86,3,0.0,4,garmin,0,8.098591549295776,0.0,10.886597938144329,7.422680412371133,10.88661074413201,inf
51,52,2020-02-01,Running,False,Clinton Running,1.12,146,00:09:06.0,0,0,0.0,172,193,0 days 00:08:09,0 days 00:04:20,0,4,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,9:06.0,0:00,0.0,0:00,No,00:54.81,2,0.0,4,garmin,1,0.0,0.0,10.797546012269937,7.361963190184048,10.797546012269937,inf
52,53,2020-02-01,Running,False,Clinton Running,4.03,522,00:24:34,0,0,0.0,175,192,0 days 00:06:06,0 days 00:05:11,0,7,1.51,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:34,0:00,0.0,0:00,No,00:06.97,5,0.0,4,garmin,1,0.0,0.0,14.426229508196721,9.836065573770492,14.426229508196721,inf
53,54,2020-02-01,Running,False,Clinton Running,0.31,30,00:04:27.2,0,0,0.0,163,175,0 days 00:14:35,0 days 00:07:11,0,0,0.68,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4:27.2,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,1,0.0,0.0,6.034285714285713,4.114285714285714,6.034285714285713,inf
