,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2019-11-03,Running,False,Morton Running,7.33,974,01:01:08,0,0,0.0,168,175,0 days 00:08:21,0 days 00:06:59,53,50,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:01:08,0:00,0.0,0:00,No,02:41.34,8,0.0,4,garmin,0,7.230559345156889,0.0,10.538922155688622,7.185628742514971,10.538932037622471,inf
1,1,2019-11-04,Running,False,Morton Running,2.85,379,00:23:44,0,0,0.0,168,175,0 days 00:08:21,0 days 00:06:39,33,29,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,23:44,0:00,0.0,0:00,No,07:04.36,3,0.0,4,garmin,0,11.578947368421053,0.0,10.538922155688622,7.185628742514971,10.538947497403104,inf
2,2,2019-11-06,Running,False,Morton Running,2.82,378,00:22:04,0,0,0.0,169,175,0 days 00:07:50,0 days 00:07:17,23,11,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,22:04,0:00,0.0,0:00,No,06:16.76,3,0.0,4,garmin,0,8.156028368794328,0.0,11.23404255319149,7.659574468085107,11.234055955987886,inf
3,3,2019-11-07,Running,False,Morton Running,2.84,381,00:22:15,0,0,0.0,171,176,0 days 00:07:51,0 days 00:07:28,15,0,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,22:15,0:00,0.0,0:00,No,06:26.69,3,0.0,4,garmin,0,5.281690140845071,0.0,11.210191082802547,7.643312101910828,11.210196691485669,inf
4,4,2019-11-15,Running,False,Morton Running,4.05,546,00:31:40,0,0,0.0,170,182,0 days 00:07:49,0 days 00:07:03,28,24,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,31:40,0:00,0.0,0:00,No,00:21.53,5,0.0,4,garmin,0,6.913580246913581,0.0,11.257995735607675,7.67590618336887,11.258005386535533,inf
5,6,2019-11-19,Running,False,Steamboat Springs Running,3.67,494,00:28:22,0,0,0.0,170,185,0 days 00:07:43,0 days 00:06:14,231,244,1.23,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,28:22,0:00,0.0,0:00,No,04:50.08,4,0.0,4,garmin,0,62.94277929155314,0.0,11.403887688984879,7.775377969762419,11.404697962219904,inf
6,7,2019-11-21,Running,False,Running,2.51,337,00:20:04,0,0,0.0,165,172,0 days 00:08:00,0 days 00:06:50,0,0,1.22,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,20:04,0:00,0.0,0:00,No,04:01.25,3,0.0,4,garmin,0,0.0,0.0,11.0,7.5,11.0,inf
7,8,2019-11-24,Running,False,Morton Running,4.04,539,00:32:38,0,0,0.0,167,175,0 days 00:08:04,0 days 00:07:28,11,22,1.19,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,32:38,0:00,0.0,0:00,No,00:20.02,5,0.0,4,garmin,0,2.722772277227723,0.0,10.909090909090908,7.43801652892562,10.909092359576206,inf
8,9,2019-11-26,Running,False,Morton Running,3.53,472,00:26:49,0,0,0.0,171,185,0 days 00:07:36,0 days 00:06:53,20,17,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,26:49,0:00,0.0,0:00,No,03:39.43,4,0.0,4,garmin,0,5.6657223796034,0.0,11.578947368421053,7.894736842105264,11.578954034672556,inf
9,10,2019-11-28,Running,False,Peoria Running,0.09,11,00:02:19.7,0,0,0.0,162,176,0 days 00:25:34,0 days 00:08:59,0,0,0.39,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:19.7,0:00,0.0,0:00,No,00:00.00,1,0.0,4,garmin,0,0.0,0.0,3.441981747066493,2.346805736636245,3.441981747066493,inf
