date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race
2019-02-24,Running,False,Lafayette Running,6.57,730,01:01:26,141,169,2.8,165,172,0 days 00:09:21,0 days 00:08:02,169,203,1.05,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:01:26,0:00,0.0,0:00,No,08:49.72,7,0.0,4,garmin,0
2019-02-26,Running,False,Lafayette Running,4.37,478,00:38:35,140,153,2.8,164,169,0 days 00:08:50,0 days 00:07:39,93,136,1.11,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,38:35,0:00,0.0,0:00,No,08:16.28,5,0.0,4,garmin,0
2019-02-27,Running,False,Boulder County Running,7.11,889,01:11:10,147,174,3.5,167,187,0 days 00:10:01,0 days 00:06:24,"1,638","1,654",0.96,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:11:10,0:00,0.0,0:00,No,08:56.18,8,0.0,4,garmin,0
2019-02-28,Running,False,Lafayette - Running,4.12,435,00:37:58,139,158,2.6,165,173,0 days 00:09:13,0 days 00:07:56,144,131,1.06,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,37:58,0:00,0.0,0:00,No,01:15.70,5,0.0,4,garmin,0
2019-03-02,Running,False,Lafayette - Running,7.01,652,01:05:34,135,157,2.4,166,174,0 days 00:09:21,0 days 00:07:19,168,163,1.04,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:05:34,0:00,0.0,0:00,No,00:04.54,8,0.0,4,garmin,0
2019-03-04,Running,False,Lafayette - Running,5.14,577,00:45:44,146,161,3.2,167,177,0 days 00:08:54,0 days 00:07:20,134,137,1.08,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,45:44,0:00,0.0,0:00,No,01:28.65,6,0.0,4,garmin,0
2019-03-05,Running,False,Lafayette - Running,5.78,584,00:55:46,135,154,2.5,166,177,0 days 00:09:39,0 days 00:07:10,152,144,1.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,55:46,0:00,0.0,0:00,No,07:57.41,6,0.0,4,garmin,0
2019-03-07,Running,False,Lafayette - Running,6.55,674,01:00:23,139,161,3.0,167,182,0 days 00:09:13,0 days 00:07:42,259,236,1.04,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:00:23,0:00,0.0,0:00,No,05:24.47,7,0.0,4,garmin,0
2019-03-08,Running,False,Lakewood - Running,4.63,508,00:40:54,144,171,3.2,167,176,0 days 00:08:50,0 days 00:08:03,140,130,1.09,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40:54,0:00,0.0,0:00,No,05:24.82,5,0.0,4,garmin,0
2019-03-09,Running,False,Lafayette - Running,8.01,803,01:09:51,141,160,3.2,165,178,0 days 00:08:43,0 days 00:07:12,245,268,1.12,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:09:51,0:00,0.0,0:00,No,00:09.95,9,0.0,4,garmin,0
2019-03-11,Running,False,Lafayette - Running,6.49,691,00:49:46,156,185,4.0,168,207,0 days 00:07:40,0 days 00:05:05,276,268,1.25,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,49:46,0:00,0.0,0:00,No,03:33.89,7,0.0,4,garmin,0
