date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace
2019-04-18,Pool Swimming,False,CH S206 3550,"3,550",720,01:07:41,0,0.0,0.0,0,0,1:29,1:09,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1235,32,28,1:07:41,0:00,80.6,0:00,No,00:05.58,58.0,0.0,0,2,garmin,0,0 days 00:01:29,0 days 00:01:29
2019-04-19,Virtual Cycling,False,Zwift - Innsbruck,19.02,"1,024",01:25:48,0,0.0,0.0,0,0,13.3,47.7,"2,260",0,0.0,0.0,0.0,0,0,81,117,235.0,0.0,256,208,366.0,0.0,0.0,0,0,0,1:25:48,0:00,0.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-04-20,Cycling,False,Sparta Cycling,58.14,"1,388",03:07:14,122,143.0,1.6,0,0,18.6,42.3,"1,801","1,880",0.0,0.0,0.0,0,0,89,117,0.0,0.0,0,0,0.0,0.0,0.0,14218,0,0,3:07:14,0:00,55.4,0:00,No,11:31.11,12.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-04-21,Pool Swimming,False,CH S207,"3,900",936,01:12:59,0,0.0,0.0,0,0,1:30,1:11,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1643,33,28,1:12:59,0:00,78.8,0:00,No,00:05.56,46.0,0.0,0,2,garmin,0,0 days 00:01:30,0 days 00:01:30
2019-04-21,Running,False,Sparta Running,13.67,"1,412",01:59:03,147,157.0,2.8,153,167,8:43,6:24,344,325,1.2,9.6,11.7,281,48.2% L / 51.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:59:03,0:00,75.2,0:00,No,06:02.28,14.0,0.0,0,2,garmin,0,0 days 00:08:43,0 days 00:08:43
2019-04-22,Cycling,False,Sparta Cycling,15.62,439,00:57:17,118,132.0,0.6,0,0,16.4,28.0,240,358,0.0,0.0,0.0,0,0,87,108,0.0,0.0,0,0,0.0,0.0,0.0,4768,0,0,57:17,0:00,69.8,0:00,No,02:55.10,4.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-04-23,Stopwatch,False,Stopwatch,0.00,0,00:05:33.4,0,0.0,0.0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,5:33.4,0:00,0.0,0:00,No,01:14.26,4.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-04-24,Running,False,Sparta - 10x400 Repeats w,6.84,737,01:05:02,140,171.0,2.2,144,256,9:30,2:31,112,112,1.23,7.2,9.1,278,48.3% L / 51.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:05:02,0:00,64.4,0:00,No,00:17.43,36.0,0.0,0,2,garmin,0,0 days 00:09:30,0 days 00:09:30
2019-04-25,Running,False,Sparta Running,4.01,387,00:33:26,137,152.0,1.4,157,256,8:20,5:41,72,79,1.21,9.2,11.3,259,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,33:26,0:00,57.2,0:00,No,00:03.96,5.0,0.0,0,2,garmin,0,0 days 00:08:20,0 days 00:08:20
2019-04-26,Running,False,Sparta Running,6.82,667,00:59:58,138,165.0,2.1,150,256,8:48,2:35,164,157,1.24,8.3,10.6,271,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,59:58,0:00,64.4,0:00,No,00:16.95,19.0,0.0,0,2,garmin,0,0 days 00:08:48,0 days 00:08:48
