,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2018-09-06,Running,False,Sparta Running,8.5,947,01:10:10,140,164.0,3.0,157,177,8:15,5:59,174,180,1.23,8.8,10.9,252,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:10:10,0:00,71.6,0:00,No,00:00.00,21.0,0.0,0,2,garmin,0,0 days 00:08:15,0 days 00:08:15,20.470588235294116,0.8,10.666666666666666,7.2727272727272725,10.666746832607902,13.333433540759877
1,2,2018-09-08,Running,False,Sparta Running,3.81,471,00:30:23,143,163.0,2.9,157,168,7:59,6:23,62,72,1.27,8.6,11.0,257,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:23,0:00,66.2,0:00,No,00:00.00,5.0,0.0,0,2,garmin,0,0 days 00:07:59,0 days 00:07:59,16.27296587926509,0.8171428571428572,11.022964509394571,7.515657620041754,11.023016861356847,13.489705949212924
2,6,2018-09-12,Running,False,Sparta Running,5.32,624,00:46:11,136,146.0,2.3,154,170,8:41,7:16,112,108,1.18,9.1,11.0,276,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,46:11,0:00,73.4,0:00,No,00:00.00,6.0,0.0,0,2,garmin,0,0 days 00:08:41,0 days 00:08:41,21.052631578947366,0.7771428571428571,10.134357005758156,6.90978886756238,10.13443756389498,13.040636571188394
3,9,2018-09-14,Running,False,Sparta Running,8.88,"1,302",01:15:17,159,181.0,4.6,154,164,8:29,6:58,194,190,1.23,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:15:17,0:00,68.0,0:00,No,00:00.00,9.0,0.0,0,2,garmin,0,0 days 00:08:29,0 days 00:08:29,21.846846846846844,0.9085714285714286,10.37328094302554,7.072691552062869,10.373369739141356,11.417230844966902
4,12,2018-09-16,Running,False,Sparta Running,9.02,"1,179",01:15:38,148,165.0,3.4,154,167,8:23,6:40,203,190,1.22,8.9,11.2,264,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:15:38,0:00,78.8,0:00,No,00:00.00,10.0,0.0,0,2,garmin,0,0 days 00:08:23,0 days 00:08:23,22.505543237250556,0.8457142857142858,10.497017892644136,7.1570576540755475,10.497113248007388,12.412127151360087
5,13,2018-09-18,Running,False,Sparta Running,3.43,426,00:30:06,137,149.0,2.5,154,213,8:47,6:30,62,66,1.17,9.6,11.5,264,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:06,0:00,77.0,0:00,No,00:00.00,4.0,0.0,0,2,garmin,0,0 days 00:08:47,0 days 00:08:47,18.075801749271136,0.7828571428571428,10.01897533206831,6.83111954459203,10.019034043048764,12.798036186376159
6,15,2018-09-19,Running,False,Sparta Running,3.8,445,00:30:07,143,174.0,3.0,157,172,7:55,5:46,72,79,1.27,8.6,11.0,257,47.2% L / 52.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:07,0:00,77.0,0:00,No,00:00.00,4.0,0.0,0,2,garmin,0,0 days 00:07:55,0 days 00:07:55,18.947368421052634,0.8171428571428572,11.11578947368421,7.578947368421052,11.115861044978933,13.603326453645547
7,16,2018-09-20,Running,False,O'Fallon Running,3.55,418,00:30:01,140,159.0,2.6,158,186,8:28,5:46,138,121,1.17,9.1,10.7,262,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:01,0:00,80.6,0:00,No,00:00.00,33.0,0.0,0,2,garmin,0,0 days 00:08:28,0 days 00:08:28,38.87323943661972,0.8,10.393700787401574,7.086614173228346,10.393982475145295,12.992478093931618
8,21,2018-09-23,Running,False,Sparta Running,6.82,"1,011",00:58:30,160,177.0,4.1,154,162,8:35,7:23,167,151,1.22,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,58:30,0:00,73.4,0:00,No,00:00.00,7.0,0.0,0,2,garmin,0,0 days 00:08:35,0 days 00:08:35,24.48680351906158,0.9142857142857143,10.252427184466018,6.990291262135922,10.252537437540926,11.213712822310388
9,22,2018-09-24,Running,False,Sparta Running,4.73,469,00:40:06,132,146.0,1.9,155,168,8:28,7:27,105,108,1.2,9.2,11.3,260,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,40:06,0:00,69.8,0:00,No,00:00.00,5.0,0.0,0,2,garmin,0,0 days 00:08:28,0 days 00:08:28,22.19873150105708,0.7542857142857143,10.393700787401574,7.086614173228346,10.393792647470516,13.779649343237425
