date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace
2018-06-28,Virtual Cycling,False,Zwift - Watopia,28.76,"1,354",01:34:53,118,135.0,0.0,0,0,18.2,41.6,"2,431",0,0.0,0.0,0.0,0,0,0,0,287.0,0.0,289,249,371.0,0.0,0.0,0,0,0,1:34:53,0:00,0.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-06-28,Running,False,Sparta Running,5.31,634,00:40:06,166,195.0,3.3,159,168,7:33,6:16,39,164,1.34,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,40:06,0:00,68.0,0:00,No,00:00.00,6.0,0.0,0,2,garmin,0,0 days 00:07:33,0 days 00:07:33
2018-06-29,Pool Swimming,False,Lap Swimming,"3,550",780,01:06:59,0,0.0,0.1,0,0,1:32,1:01,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1240,33,25,1:06:59,0:00,82.4,0:00,No,00:00.00,38.0,0.0,0,2,garmin,0,0 days 00:01:32,0 days 00:01:32
2018-06-30,Cycling,False,Sparta Cycling,100.14,"2,119",05:17:25,125,143.0,1.9,0,0,18.9,34.5,"1,667","1,647",0.0,0.0,0.0,0,0,86,117,0.0,0.0,0,0,0.0,0.0,0.0,26622,0,0,5:17:25,0:00,78.8,0:00,No,00:00.00,27.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-06-30,Running,False,Sparta Running,4.81,556,00:40:10,153,167.0,2.6,154,163,8:21,7:33,89,89,1.23,8.6,10.9,247,47.1% L / 52.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,40:10,0:00,84.2,0:00,No,00:00.00,5.0,0.0,0,2,garmin,0,0 days 00:08:21,0 days 00:08:21
2018-07-01,Pool Swimming,False,Lap Swimming,"3,900",815,01:19:10,0,0.0,0.1,0,0,1:31,0:53,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1342,33,26,1:19:10,0:00,82.4,0:00,No,00:00.00,34.0,0.0,0,2,garmin,0,0 days 00:01:31,0 days 00:01:31
2018-07-01,Cycling,False,Sparta Cycling,51.39,"1,128",02:54:20,121,141.0,0.7,0,0,17.7,31.2,610,591,0.0,0.0,0.0,0,0,82,119,0.0,0.0,0,0,0.0,0.0,0.0,13834,0,0,2:54:20,0:00,82.4,0:00,No,00:00.00,20.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-07-02,Running,False,Sparta Running,13.48,"1,313",02:00:03,135,149.0,3.0,154,168,8:54,7:56,233,253,1.17,9.4,11.2,262,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,2:00:03,0:00,77.0,0:00,No,00:00.00,14.0,0.0,0,2,garmin,0,0 days 00:08:54,0 days 00:08:54
2018-07-04,Pool Swimming,False,Lap Swimming,"3,800",718,01:13:32,0,0.0,0.0,0,0,1:29,1:13,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1139,32,25,1:13:32,0:00,82.4,0:00,No,00:00.00,96.0,0.0,0,2,garmin,0,0 days 00:01:29,0 days 00:01:29
2018-07-05,Virtual Cycling,False,Zwift - London,22.49,"1,105",01:28:32,130,158.0,0.0,0,0,15.2,49.3,"1,614",0,0.0,0.0,0.0,0,0,0,0,286.0,0.0,266,220,369.0,0.0,0.0,0,0,0,1:28:32,0:00,0.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-07-05,Running,False,Sparta Running,11.60,"1,398",01:42:32,147,162.0,3.7,148,256,8:50,5:49,226,240,1.25,8.1,10.3,274,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:42:32,0:00,78.8,0:00,No,00:00.00,43.0,0.0,0,2,garmin,0,0 days 00:08:50,0 days 00:08:50
2018-07-06,Pool Swimming,False,Lap Swimming,"4,000",720,01:28:15,0,0.0,0.1,0,0,1:27,1:09,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1114,31,26,1:28:15,0:00,82.4,0:00,No,00:00.00,100.0,0.0,0,2,garmin,0,0 days 00:01:27,0 days 00:01:27
2018-07-07,Running,False,Sparta Running,10.67,"1,133",01:30:09,138,157.0,3.0,156,167,8:27,7:01,200,194,1.21,8.9,10.9,262,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:30:09,0:00,75.2,0:00,No,00:00.00,13.0,0.0,0,2,garmin,0,0 days 00:08:27,0 days 00:08:27
2018-07-07,Cycling,False,Sparta Cycling,53.92,"1,539",02:55:33,124,157.0,3.0,0,0,18.4,29.8,525,518,0.0,0.0,0.0,0,0,88,114,0.0,0.0,0,0,0.0,0.0,0.0,14399,0,0,2:55:33,0:00,69.8,0:00,No,00:00.00,16.0,0.0,0,2,garmin,0,00:00:00,00:00:00
