,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,1,2019-01-10,Running,False,Sparta Running,3.06,358,00:19:59,158,167.0,3.1,168,180,6:32,5:45,85,43,1.46,6.6,10.0,230,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,19:59,0:00,46.4,0:00,No,00:00.00,4.0,0.0,0,2,garmin,0,0 days 00:06:32,0 days 00:06:32,27.77777777777778,0.9028571428571428,13.46938775510204,9.183673469387756,13.469574153428251,14.918832131961672
1,3,2019-01-13,Running,False,Lombard Running,6.54,720,00:57:13,134,154.0,2.3,157,176,8:45,6:59,295,151,1.17,8.9,10.5,265,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,57:13,0:00,35.6,0:00,No,00:00.00,7.0,0.0,0,2,garmin,0,0 days 00:08:45,0 days 00:08:45,45.10703363914373,0.7657142857142857,10.057142857142855,6.857142857142857,10.057509849812686,13.134807639680746
2,6,2019-01-16,Running,False,Sparta Running,9.44,"1,010",01:20:02,136,161.0,2.7,154,256,8:29,2:46,210,207,1.25,7.9,10.1,274,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:20:02,0:00,48.2,0:00,No,00:00.00,27.0,0.0,0,2,garmin,0,0 days 00:08:29,0 days 00:08:29,22.24576271186441,0.7771428571428571,10.37328094302554,7.072691552062869,10.373373011505496,13.348090272157808
3,7,2019-01-17,Running,False,Sparta Running,5.61,699,00:46:38,147,176.0,3.3,147,256,8:19,4:17,112,98,1.31,7.3,9.6,255,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,46:38,0:00,50.0,0:00,No,00:00.00,10.0,0.0,0,2,garmin,0,0 days 00:08:19,0 days 00:08:19,19.964349376114082,0.84,10.581162324649299,7.214428857715431,10.581237963392963,12.596711861182099
4,9,2019-01-18,Running,False,Sparta Running,6.12,693,00:45:02,146,168.0,3.2,162,177,7:21,6:09,151,92,1.35,7.7,10.5,247,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,45:02,0:00,42.8,0:00,No,00:00.00,11.0,0.0,0,2,garmin,0,0 days 00:07:21,0 days 00:07:21,24.673202614379086,0.8342857142857143,11.972789115646258,8.16326530612245,11.97291983689015,14.351102544217644
5,12,2019-01-20,Running,False,Sparta Running,10.01,"1,618",01:32:19,157,179.0,4.5,150,172,9:14,7:01,348,305,1.16,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:32:19,0:00,46.4,0:00,No,00:00.00,11.0,0.0,0,2,garmin,0,0 days 00:09:14,0 days 00:09:14,34.765234765234766,0.8971428571428571,9.530685920577618,6.498194945848376,9.530892511836973,10.623606303002996
6,13,2019-01-21,Running,False,Sparta Running,4.76,729,00:41:19,153,175.0,3.6,158,164,8:40,7:40,118,115,1.18,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,41:19,0:00,50.0,0:00,No,00:00.00,5.0,0.0,0,2,garmin,0,0 days 00:08:40,0 days 00:08:40,24.789915966386555,0.8742857142857143,10.153846153846153,6.923076923076923,10.153958066824552,11.614004324799325
7,15,2019-01-23,Running,False,Sparta Running,7.33,888,01:05:38,143,173.0,3.1,140,256,8:57,4:23,203,167,1.27,6.9,9.1,262,48.6% L / 51.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:05:38,0:00,41.0,0:00,No,00:00.00,12.0,0.0,0,2,garmin,0,0 days 00:08:57,0 days 00:08:57,27.694406548431104,0.8171428571428572,9.832402234636872,6.703910614525141,9.832537486400128,12.03282559524491
8,18,2019-01-25,Running,False,Sparta Running,7.68,"1,006",00:56:37,157,166.0,3.9,161,181,7:22,5:53,157,161,1.35,7.8,10.8,247,47.7% L / 52.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,56:37,0:00,57.2,0:00,No,00:00.00,13.0,0.0,0,2,garmin,0,0 days 00:07:22,0 days 00:07:22,20.442708333333336,0.8971428571428571,11.945701357466064,8.144796380090499,11.94579089168507,13.31537201302476
9,20,2019-01-26,Running,False,Sparta Running,4.37,530,00:30:09,156,167.0,3.2,165,174,6:54,5:57,102,52,1.41,7.2,10.5,240,46.6% L / 53.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:09,0:00,50.0,0:00,No,00:00.00,5.0,0.0,0,2,garmin,0,0 days 00:06:54,0 days 00:06:54,23.340961098398168,0.8914285714285715,12.753623188405795,8.695652173913043,12.753747803625794,14.307088882272526
