,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2018-10-24,Running,False,Sparta Running,5.57,640,00:45:05,139,149.0,2.5,158,173,8:05,6:46,157,125,1.24,8.6,10.8,262,47.6% L / 52.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,45:05,0:00,57.2,0:00,No,00:00.00,6.0,0.0,0,2,garmin,0,0 days 00:08:05,0 days 00:08:05,28.186714542190305,0.7942857142857143,10.886597938144329,7.422680412371133,10.88675306256176,13.706343783800778
1,1,2018-10-25,Running,False,Benton Running,1.02,100,00:08:14.7,122,132.0,0.7,161,172,8:07,6:30,52,30,1.23,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,8:14.7,0:00,55.4,0:00,No,00:00.00,2.0,0.0,0,2,garmin,0,0 days 00:08:07,0 days 00:08:07,50.98039215686274,0.6971428571428572,10.84188911704312,7.392197125256673,10.842394479927641,15.552615032683091
2,3,2018-10-25,Running,False,Benton Running,1.03,160,00:10:13,142,158.0,2.0,130,172,9:52,7:22,49,43,1.32,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,10:13,0:00,62.6,0:00,No,00:00.00,2.0,0.0,0,2,garmin,0,0 days 00:09:52,0 days 00:09:52,47.57281553398058,0.8114285714285714,8.918918918918918,6.081081081081081,8.919280931173299,10.992071570107939
3,4,2018-10-26,Running,False,Sparta Running,5.53,688,00:48:02,140,156.0,2.9,151,256,8:41,3:09,112,102,1.25,8.3,10.6,268,47.6% L / 52.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,48:02,0:00,51.8,0:00,No,00:00.00,15.0,0.0,0,2,garmin,0,0 days 00:08:41,0 days 00:08:41,20.253164556962023,0.8,10.134357005758156,6.90978886756238,10.134431561748555,12.668039452185692
4,7,2018-10-30,Running,False,Sparta Running,7.4,858,01:00:05,143,154.0,2.8,158,174,8:07,6:17,148,118,1.24,8.7,11.1,256,47.1% L / 52.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:00:05,0:00,51.8,0:00,No,00:00.00,8.0,0.0,0,2,garmin,0,0 days 00:08:07,0 days 00:08:07,20.0,0.8171428571428572,10.84188911704312,7.392197125256673,10.841966896616032,13.26814130704759
5,8,2018-10-30,Running,False,Sparta Running,2.61,371,00:24:51,145,165.0,2.6,146,211,9:30,4:11,138,118,1.16,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,24:51,0:00,78.8,0:00,No,00:00.00,3.0,0.0,0,2,garmin,0,0 days 00:09:30,0 days 00:09:30,52.87356321839081,0.8285714285714286,9.26315789473684,6.315789473684211,9.263622332470376,11.180233849533213
6,10,2018-10-31,Running,False,Sparta Running,3.34,439,00:25:47,155,171.0,3.1,166,177,7:43,6:47,69,75,1.25,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,25:47,0:00,62.6,0:00,No,00:00.00,4.0,0.0,0,2,garmin,0,0 days 00:07:43,0 days 00:07:43,20.65868263473054,0.8857142857142857,11.403887688984879,7.775377969762419,11.40397497781572,12.875455620114522
7,11,2018-10-31,Running,False,Sparta Running,7.14,830,00:59:14,142,152.0,2.7,157,171,8:18,6:02,180,157,1.22,8.5,10.7,264,47.0% L / 53.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,59:14,0:00,55.4,0:00,No,00:00.00,8.0,0.0,0,2,garmin,0,0 days 00:08:18,0 days 00:08:18,25.210084033613448,0.8114285714285714,10.602409638554215,7.228915662650602,10.602530490278319,13.066498843652859
8,14,2018-11-02,Running,False,Peoria Running,2.99,384,00:22:09,157,177.0,3.1,159,168,7:25,6:32,112,92,1.36,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,22:09,0:00,51.8,0:00,No,00:00.00,3.0,0.0,0,2,garmin,0,0 days 00:07:25,0 days 00:07:25,37.45819397993311,0.8971428571428571,11.865168539325841,8.089887640449438,11.865467121774346,13.22583914847459
9,15,2018-11-03,Running,False,Sparta Running,7.27,826,00:59:15,142,163.0,2.6,156,175,8:09,5:37,157,131,1.26,8.7,11.1,268,46.8% L / 53.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,59:15,0:00,51.8,0:00,No,00:00.00,8.0,0.0,0,2,garmin,0,0 days 00:08:09,0 days 00:08:09,21.59559834938102,0.8114285714285714,10.797546012269937,7.361963190184048,10.79763632643878,13.306946176949202
