,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,3,2019-03-18,Running,False,Sparta - Running,7.66,949,00:59:52,145,156.0,3.3,158,166,7:49,6:26,0,0,1.29,8.4,11.2,248,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,59:52,0:00,111.2,0:00,No,05:14.70,8.0,0.0,0,2,garmin,0,0 days 00:07:49,0 days 00:07:49,0.0,0.8285714285714286,11.257995735607675,7.67590618336887,11.257995735607675,13.587236232629952
1,5,2019-03-20,Running,False,Sparta - CH R83 2x20' Z3,7.35,680,00:55:10,152,164.0,2.3,160,184,7:30,6:07,1686,"1,640",1.33,8.1,10.9,243,47.2% L / 52.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,55:10,0:00,0.0,0:00,No,00:09.68,10.0,0.0,0,2,garmin,0,0 days 00:07:30,0 days 00:07:30,229.3877551020408,0.8685714285714285,11.733333333333333,8.0,11.744401081007037,13.521514402475209
2,8,2019-03-24,Running,False,Sparta Running,6.8,552,00:56:48,137,146.0,1.9,154,165,8:21,7:07,1132,"1,115",1.24,9.2,11.6,257,47.1% L / 52.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,56:48,0:00,0.0,0:00,No,06:41.92,7.0,0.0,0,2,garmin,0,0 days 00:08:21,0 days 00:08:21,166.47058823529412,0.7828571428571428,10.538922155688622,7.185628742514971,10.54415894976957,13.468816176712954
3,9,2019-03-25,Running,False,Sparta Running,6.6,573,00:55:03,140,155.0,2.0,156,256,8:20,2:59,1145,"1,184",1.27,7.9,10.3,265,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,55:03,0:00,0.0,0:00,No,00:17.89,20.0,0.0,0,2,garmin,0,0 days 00:08:20,0 days 00:08:20,173.4848484848485,0.8,10.559999999999999,7.199999999999999,10.565698650378744,13.20712331297343
4,10,2019-03-26,Running,False,Sparta Running,5.38,557,00:45:51,144,151.0,2.1,157,172,8:31,7:20,732,722,1.19,8.9,10.9,264,47.6% L / 52.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,45:51,0:00,0.0,0:00,No,03:14.69,6.0,0.0,0,2,garmin,0,0 days 00:08:31,0 days 00:08:31,136.05947955390334,0.8228571428571428,10.332681017612524,7.045009784735812,10.336111069690437,12.561246091637685
5,12,2019-03-27,Running,False,Sparta Running,5.57,547,00:45:04,145,156.0,2.1,156,199,8:05,6:09,955,991,1.26,8.5,11.0,257,47.4% L / 52.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,45:04,0:00,0.0,0:00,No,04:33.23,6.0,0.0,0,2,garmin,0,0 days 00:08:05,0 days 00:08:05,171.45421903052065,0.8285714285714286,10.886597938144329,7.422680412371133,10.892336145728601,13.145922934500035
6,13,2019-03-28,Running,False,Sparta Running,5.16,484,00:44:28,137,150.0,2.0,155,161,8:37,7:56,928,902,1.19,9.0,10.9,261,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,44:28,0:00,0.0,0:00,No,01:22.19,6.0,0.0,0,2,garmin,0,0 days 00:08:37,0 days 00:08:37,179.84496124031008,0.7828571428571428,10.212765957446807,6.963249516441006,10.21868860892044,13.053069390956766
7,16,2019-03-31,Running,False,Sparta Running,14.32,"1,173",01:58:07,140,158.0,2.5,155,256,8:15,7:06,2418,"2,480",1.25,9.2,11.7,268,48.3% L / 51.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:58:07,0:00,0.0,0:00,No,02:41.29,15.0,0.0,0,2,garmin,0,0 days 00:08:15,0 days 00:08:15,168.85474860335196,0.8,10.666666666666666,7.2727272727272725,10.672119804080406,13.340149755100507
8,17,2019-04-02,Running,False,Sparta Running,6.67,635,01:01:39,139,164.0,2.1,142,256,9:14,3:18,1217,"1,211",1.22,7.6,9.9,279,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:01:39,0:00,0.0,0:00,No,00:16.57,20.0,0.0,0,2,garmin,0,0 days 00:09:14,0 days 00:09:14,182.45877061469267,0.7942857142857143,9.530685920577618,6.498194945848376,9.536374793199652,12.006227257625461
9,18,2019-04-03,Running,False,Sparta Running,4.33,509,00:35:45,154,174.0,2.6,153,168,8:15,6:22,837,853,1.27,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,35:45,0:00,0.0,0:00,No,02:42.31,5.0,0.0,0,2,garmin,0,0 days 00:08:15,0 days 00:08:15,193.30254041570439,0.88,10.666666666666666,7.2727272727272725,10.673812626261402,12.129332529842502
