date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace
2019-01-10,Virtual Cycling,False,Zwift - London,26.45,"1,114",01:30:22,118,148.0,0.0,0,0,17.6,47.9,"1,680",0,0.0,0.0,0.0,0,0,80,103,238.0,0.0,242,215,410.0,0.0,0.0,0,0,0,1:30:22,0:00,0.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-01-10,Running,False,Sparta Running,3.06,358,00:19:59,158,167.0,3.1,168,180,6:32,5:45,85,43,1.46,6.6,10.0,230,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,19:59,0:00,46.4,0:00,No,00:00.00,4.0,0.0,0,2,garmin,0,0 days 00:06:32,0 days 00:06:32
2019-01-11,Pool Swimming,False,Lap Swimming,"3,750",828,01:07:54,0,0.0,0.0,0,0,1:29,1:02,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1436,33,28,1:07:54,0:00,77.0,0:00,No,00:00.00,32.0,0.0,0,2,garmin,0,0 days 00:01:29,0 days 00:01:29
2019-01-13,Running,False,Lombard Running,6.54,720,00:57:13,134,154.0,2.3,157,176,8:45,6:59,295,151,1.17,8.9,10.5,265,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,57:13,0:00,35.6,0:00,No,00:00.00,7.0,0.0,0,2,garmin,0,0 days 00:08:45,0 days 00:08:45
2019-01-14,Pool Swimming,False,Lap Swimming,"3,200",648,01:03:13,0,0.0,0.0,0,0,1:30,1:13,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1110,33,27,1:03:13,0:00,80.6,0:00,No,00:00.00,32.0,0.0,0,2,garmin,0,0 days 00:01:30,0 days 00:01:30
2019-01-15,Virtual Cycling,False,Zwift - NYC,54.84,"2,227",02:59:50,132,176.0,0.0,0,0,18.3,51.5,"4,518",0,0.0,0.0,0.0,0,0,87,99,221.0,0.0,231,216,271.0,0.0,0.0,0,0,0,2:59:50,0:00,0.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2019-01-16,Running,False,Sparta Running,9.44,"1,010",01:20:02,136,161.0,2.7,154,256,8:29,2:46,210,207,1.25,7.9,10.1,274,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:20:02,0:00,48.2,0:00,No,00:00.00,27.0,0.0,0,2,garmin,0,0 days 00:08:29,0 days 00:08:29
2019-01-17,Running,False,Sparta Running,5.61,699,00:46:38,147,176.0,3.3,147,256,8:19,4:17,112,98,1.31,7.3,9.6,255,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,46:38,0:00,50.0,0:00,No,00:00.00,10.0,0.0,0,2,garmin,0,0 days 00:08:19,0 days 00:08:19
2019-01-17,Pool Swimming,False,Lap Swimming,"3,500",756,01:09:01,0,0.0,0.0,0,0,1:26,0:53,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1252,31,28,1:09:01,0:00,80.6,0:00,No,00:00.00,70.0,0.0,0,2,garmin,0,0 days 00:01:26,0 days 00:01:26
2019-01-18,Running,False,Sparta Running,6.12,693,00:45:02,146,168.0,3.2,162,177,7:21,6:09,151,92,1.35,7.7,10.5,247,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,45:02,0:00,42.8,0:00,No,00:00.00,11.0,0.0,0,2,garmin,0,0 days 00:07:21,0 days 00:07:21
