,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,20,2019-05-10,Running,False,Sparta Running,5.06,543,00:40:15,142,153.0,2.0,157,162,7:57,6:55,92,108,1.28,8.7,11.4,252,46.8% L / 53.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,40:15,0:00,51.8,0:00,No,00:30.53,6.0,0.0,0,2,garmin,0,0 days 00:07:57,0 days 00:07:57,18.181818181818183,0.8114285714285714,11.069182389937106,7.547169811320755,11.069248018219223,13.641678895692706
11,22,2019-05-12,Running,False,Sparta Running,11.69,"1,097",01:30:17,145,166.0,2.4,157,183,7:44,5:46,203,207,1.32,8.3,11.2,248,47.2% L / 52.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:30:17,0:00,51.8,0:00,No,00:06.48,17.0,0.0,0,2,garmin,0,0 days 00:07:44,0 days 00:07:44,17.365269461077844,0.8285714285714286,11.379310344827585,7.758620689655173,11.379371888014305,13.733724692431057
12,23,2019-05-13,Running,False,Sparta Running,5.49,485,00:45:32,135,145.0,1.6,156,162,8:18,7:33,82,102,1.23,8.8,11.0,259,47.1% L / 52.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,45:32,0:00,48.2,0:00,No,04:05.25,6.0,0.0,0,2,garmin,0,0 days 00:08:18,0 days 00:08:18,14.936247723132968,0.7714285714285715,10.602409638554215,7.228915662650602,10.60245206033409,13.743919337470116
13,24,2019-05-15,Running,False,Sparta Running,5.06,551,00:38:53,144,154.0,2.1,158,168,7:41,5:38,98,105,1.3,8.4,11.2,248,46.8% L / 53.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,38:53,0:00,55.4,0:00,No,00:29.79,6.0,0.0,0,2,garmin,0,0 days 00:07:41,0 days 00:07:41,19.367588932806324,0.8228571428571428,11.453362255965292,7.809110629067245,11.453439308124493,13.919110270290183
14,27,2019-05-19,Running,False,Sparta Running,7.41,764,00:59:58,143,157.0,2.2,156,172,8:06,6:37,157,167,1.26,8.7,11.2,253,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,59:58,0:00,69.8,0:00,No,03:20.44,8.0,0.0,0,2,garmin,0,0 days 00:08:06,0 days 00:08:06,21.18758434547908,0.8171428571428572,10.864197530864196,7.407407407407407,10.864285001232082,13.295453672836464
15,28,2019-05-20,Running,False,Sparta Running,5.03,463,00:41:52,133,147.0,1.6,155,165,8:19,7:40,92,115,1.23,8.8,11.0,262,47.0% L / 53.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,41:52,0:00,55.4,0:00,No,00:14.91,6.0,0.0,0,2,garmin,0,0 days 00:08:19,0 days 00:08:19,18.290258449304176,0.76,10.581162324649299,7.214428857715431,10.581225810057724,13.922665539549637
16,29,2019-05-22,Running,False,Sparta Running,5.02,544,00:38:45,145,157.0,2.1,159,175,7:43,6:57,95,105,1.3,8.5,11.3,247,46.7% L / 53.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,38:45,0:00,60.8,0:00,No,00:08.18,6.0,0.0,0,2,garmin,0,0 days 00:07:43,0 days 00:07:43,18.924302788844624,0.8285714285714286,11.403887688984879,7.775377969762419,11.403960936597189,13.763401130375916
17,30,2019-05-24,Running,False,Sparta Running,5.25,597,00:40:57,147,163.0,2.2,158,256,7:48,7:12,79,89,1.28,8.6,11.2,248,47.2% L / 52.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,40:57,0:00,69.8,0:00,No,01:54.27,6.0,0.0,0,2,garmin,0,0 days 00:07:48,0 days 00:07:48,15.047619047619047,0.84,11.282051282051281,7.6923076923076925,11.282097098869146,13.431067974844222
18,31,2019-05-25,Running,False,Sparta Running,9.11,"1,095",01:19:28,152,163.0,2.6,154,256,8:43,7:11,210,272,1.2,9.6,11.7,273,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:19:28,0:00,73.4,0:00,No,01:03.97,10.0,0.0,0,2,garmin,0,0 days 00:08:43,0 days 00:08:43,23.05159165751921,0.8685714285714285,10.095602294455066,6.8833652007648185,10.095698507544233,11.623337097501585
19,32,2019-05-25,Running,False,St Clair County Running,3.07,395,00:20:25,179,188.0,3.2,166,187,6:39,3:49,92,98,1.41,7.5,10.9,233,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,20:25,0:00,71.6,0:00,No,00:26.97,4.0,0.0,0,2,garmin,0,0 days 00:06:39,0 days 00:06:39,29.967426710097723,1.022857142857143,13.233082706766917,9.022556390977444,13.233295843641194,12.937579735403402
20,34,2019-05-27,Running,False,Sparta Running,7.22,765,01:04:51,142,157.0,2.3,152,182,8:59,5:35,157,151,1.16,9.4,11.0,266,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:04:51,0:00,77.0,0:00,No,02:08.32,8.0,0.0,0,2,garmin,0,0 days 00:08:59,0 days 00:08:59,21.74515235457064,0.8114285714285714,9.795918367346939,6.679035250463823,9.796001442353598,12.072536988816054
21,35,2019-05-29,Running,False,Sparta - 10x400 Repeats w,6.78,875,01:03:55,153,179.0,2.9,144,256,9:26,2:49,115,102,1.24,7.2,9.1,294,48.3% L / 51.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:03:55,0:00,75.2,0:00,No,00:16.52,36.0,0.0,0,2,garmin,0,0 days 00:09:26,0 days 00:09:26,16.96165191740413,0.8742857142857143,9.328621908127207,6.360424028268551,9.328670042445244,10.670047434169396
22,37,2019-05-30,Running,False,Sparta Running,5.03,507,00:41:34,140,156.0,2.0,156,254,8:16,5:27,115,108,1.23,9.0,11.3,260,47.2% L / 52.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,41:34,0:00,77.0,0:00,No,00:13.83,6.0,0.0,0,2,garmin,0,0 days 00:08:16,0 days 00:08:16,22.862823061630216,0.8,10.645161290322578,7.258064516129031,10.64526108608035,13.306576357600436
23,40,2019-06-02,Running,False,Sparta Running,7.01,690,01:00:05,141,150.0,2.2,153,200,8:34,6:44,131,131,1.21,9.2,11.3,262,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:00:05,0:00,77.0,0:00,No,00:05.11,8.0,0.0,0,2,garmin,0,0 days 00:08:34,0 days 00:08:34,18.687589158345222,0.8057142857142857,10.27237354085603,7.003891050583658,10.272437880426631,12.74947963882738
24,42,2019-06-04,Running,False,Sparta Running,3.15,321,00:26:18,140,156.0,1.4,157,168,8:21,6:13,72,69,1.22,9.1,11.3,254,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,26:18,0:00,62.6,0:00,No,01:10.77,4.0,0.0,0,2,garmin,0,0 days 00:08:21,0 days 00:08:21,22.857142857142858,0.8,10.538922155688622,7.185628742514971,10.539020906394013,13.173776132992515
25,43,2019-06-04,Running,False,Sparta Running,3.11,348,00:25:15,146,167.0,2.0,158,174,8:06,5:18,59,69,1.24,9.1,11.4,254,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,25:15,0:00,62.6,0:00,No,00:43.18,4.0,0.0,0,2,garmin,0,0 days 00:08:06,0 days 00:08:06,18.971061093247588,0.8342857142857143,10.864197530864196,7.407407407407407,10.864267657282207,13.022238630304015
26,46,2019-06-06,Running,False,Sparta Running,3.34,352,00:28:07,142,152.0,1.5,152,181,8:25,5:13,62,69,1.23,9.0,11.3,257,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,28:07,0:00,69.8,0:00,No,02:48.96,4.0,0.0,0,2,garmin,0,0 days 00:08:25,0 days 00:08:25,18.562874251497007,0.8114285714285714,10.455445544554454,7.128712871287129,10.455510159622659,12.885311816436376
27,47,2019-06-06,Running,False,Sparta Running,3.11,315,00:24:28,141,153.0,1.8,158,167,7:52,7:13,59,56,1.27,8.4,10.9,256,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,24:28,0:00,77.0,0:00,No,00:50.60,4.0,0.0,0,2,garmin,0,0 days 00:07:52,0 days 00:07:52,18.971061093247588,0.8057142857142857,11.1864406779661,7.627118644067797,11.186512884404983,13.883969891992
28,48,2019-06-07,Running,False,Sparta - 10x400 Repeats w,6.01,723,00:58:44,145,172.0,2.5,139,256,9:47,2:34,112,121,1.23,6.9,8.7,284,48.8% L / 51.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,58:44,0:00,73.4,0:00,No,00:17.03,36.0,0.0,0,2,garmin,0,0 days 00:09:47,0 days 00:09:47,18.63560732113145,0.8285714285714286,8.99488926746167,6.132879045996593,8.994945292702152,10.855968456709492
29,49,2019-06-08,Running,False,Sparta Running,0.72,79,00:06:24.9,135,149.0,0.5,153,167,8:58,6:45,0,30,1.12,9.8,11.0,261,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,6:24.9,0:00,73.4,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,0 days 00:08:58,0 days 00:08:58,0.0,0.7714285714285715,9.814126394052044,6.691449814126394,9.814126394052044,12.72201569599339
30,50,2019-06-08,Running,False,Sparta Running,2.98,370,00:25:56,149,165.0,2.1,156,240,8:42,6:12,82,89,1.14,9.7,11.0,267,48.8% L / 51.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,25:56,0:00,66.2,0:00,No,07:53.20,3.0,0.0,0,2,garmin,0,0 days 00:08:42,0 days 00:08:42,27.516778523489933,0.8514285714285714,10.114942528735632,6.8965517241379315,10.115079887952659,11.880127385179296
31,51,2019-06-08,Running,False,Sparta Running,0.65,77,00:05:07.2,145,155.0,0.8,160,165,7:54,6:59,26,3,1.23,8.9,11.1,255,47.6% L / 52.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,5:07.2,0:00,66.2,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,0 days 00:07:54,0 days 00:07:54,40.0,0.8285714285714286,11.139240506329113,7.594936708860759,11.139560153961254,13.444296737539444
32,55,2019-06-11,Running,False,Sparta Running,3.01,302,00:25:43,139,151.0,1.2,154,170,8:32,7:45,59,56,1.21,9.0,11.1,263,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,25:43,0:00,68.0,0:00,No,00:05.51,4.0,0.0,0,2,garmin,0,0 days 00:08:32,0 days 00:08:32,19.601328903654487,0.7942857142857143,10.3125,7.03125,10.31257106171043,12.983452775534715
33,58,2019-06-12,Running,False,Sparta Running,3.48,437,00:27:44,154,171.0,2.5,156,164,7:59,7:17,56,59,1.29,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,27:44,0:00,64.4,0:00,No,03:45.07,4.0,0.0,0,2,garmin,0,0 days 00:07:59,0 days 00:07:59,16.091954022988507,0.88,11.022964509394571,7.515657620041754,11.023015703166111,12.526154208143309
34,59,2019-06-13,Running,False,Sparta Running,3.08,346,00:22:39,152,172.0,2.2,159,185,7:21,4:54,85,95,1.38,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,22:39,0:00,62.6,0:00,No,00:33.76,4.0,0.0,0,2,garmin,0,0 days 00:07:21,0 days 00:07:21,27.597402597402596,0.8685714285714285,11.972789115646258,8.16326530612245,11.972952658263868,13.784649442080111
35,61,2019-06-14,Running,False,Perry County Running,5.02,615,00:46:50,147,167.0,2.1,152,241,9:19,4:35,203,197,1.07,9.9,10.6,273,48.8% L / 51.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,46:50,0:00,64.4,0:00,No,00:08.27,6.0,0.0,0,2,garmin,0,0 days 00:09:19,0 days 00:09:19,40.43824701195219,0.84,9.445438282647585,6.440071556350627,9.445715297176122,11.244899163304908
36,65,2019-06-18,Running,False,Sparta Running,2.93,366,00:21:46,163,175.0,2.8,161,256,7:26,6:03,82,79,1.32,8.3,11.2,244,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,21:46,0:00,73.4,0:00,No,06:53.79,3.0,0.0,0,2,garmin,0,0 days 00:07:26,0 days 00:07:26,27.986348122866893,0.9314285714285714,11.838565022421523,8.071748878923767,11.83873132180411,12.710294363900118
37,67,2019-06-20,Running,False,Sparta Cycling,4.05,361,00:32:57,135,152.0,1.4,0,0,8:09,5:35,85,108,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,32:57,0:00,68.0,0:00,No,00:00.00,1.0,0.0,0,2,garmin,0,0 days 00:08:09,0 days 00:08:09,20.987654320987655,0.7714285714285715,10.797546012269937,7.361963190184048,10.797631313110784,13.996929479958423
38,70,2019-06-22,Running,False,Sparta Running,5.07,651,00:39:50,162,180.0,3.2,158,166,7:52,6:35,82,102,1.29,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,39:50,0:00,68.0,0:00,No,00:29.95,6.0,0.0,0,2,garmin,0,0 days 00:07:52,0 days 00:07:52,16.173570019723865,0.9257142857142857,11.1864406779661,7.627118644067797,11.186493159298273,12.084174709118505
39,72,2019-06-23,Running,False,Sparta Running,7.11,922,01:01:47,160,177.0,2.9,154,168,8:41,7:34,187,144,1.2,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:01:47,0:00,71.6,0:00,No,00:57.87,8.0,0.0,0,2,garmin,0,0 days 00:08:41,0 days 00:08:41,26.30098452883263,0.9142857142857143,10.134357005758156,6.90978886756238,10.134482735978343,11.084590492476313
40,73,2019-06-25,Running,False,Sparta Running,3.01,384,00:27:15,150,171.0,2.3,149,168,9:03,7:14,36,36,1.19,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,27:15,0:00,75.2,0:00,No,00:06.41,4.0,0.0,0,2,garmin,0,0 days 00:09:03,0 days 00:09:03,11.960132890365449,0.8571428571428571,9.723756906077346,6.6298342541436455,9.723781852467225,11.344412161211762
41,76,2019-06-27,Running,False,Sparta Running,6.56,665,00:58:35,143,164.0,2.2,150,175,8:55,4:58,148,154,1.18,9.2,11.0,256,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,58:35,0:00,73.4,0:00,No,04:09.03,7.0,0.0,0,2,garmin,0,0 days 00:08:55,0 days 00:08:55,22.5609756097561,0.8171428571428572,9.869158878504674,6.728971962616823,9.869248972546234,12.077752239130007
42,79,2019-06-29,Running,False,Perry County Running,5.02,743,00:57:33,151,168.0,2.4,138,256,11:28,5:52,302,295,0.97,10.2,9.8,286,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,57:33,0:00,77.0,0:00,No,00:10.24,6.0,0.0,0,2,garmin,0,0 days 00:11:28,0 days 00:11:28,60.159362549800804,0.8628571428571429,7.674418604651161,5.232558139534883,7.674916731557675,8.89477104650724
43,83,2019-07-02,Running,False,Sparta Running,3.01,335,00:23:28,152,169.0,2.4,160,231,7:48,6:52,49,52,1.27,8.7,11.2,253,48.3% L / 51.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,23:28,0:00,82.4,0:00,No,00:01.94,4.0,0.0,0,2,garmin,0,0 days 00:07:48,0 days 00:07:48,16.27906976744186,0.8685714285714285,11.282051282051281,7.6923076923076925,11.282104904712735,12.989265515294267
44,86,2019-07-04,Running,False,Steeleville Running,1.86,199,00:11:22,172,182.0,2.5,169,195,6:06,4:21,56,56,1.56,6.4,10.3,218,48.5% L / 51.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,11:22,0:00,80.6,0:00,No,05:25.99,2.0,0.0,0,2,garmin,0,0 days 00:06:06,0 days 00:06:06,30.10752688172043,0.9828571428571429,14.426229508196721,9.836065573770492,14.42646403994004,14.678088412729691
45,89,2019-07-06,Running,False,Clinton County Running,6.01,739,01:09:42,135,162.0,2.2,138,256,11:36,7:17,200,197,0.96,10.8,10.2,289,49.0% L / 51.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:09:42,0:00,78.8,0:00,No,00:05.32,7.0,0.0,0,2,garmin,0,0 days 00:11:36,0 days 00:11:36,33.277870216306155,0.7714285714285715,7.586206896551724,5.172413793103448,7.586357568906854,9.83416721895333
46,92,2019-07-09,Running,False,Sparta Running,3.26,304,00:25:47,140,152.0,1.5,158,163,7:54,6:35,62,98,1.26,8.7,11.3,249,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,25:47,0:00,75.2,0:00,No,01:59.39,4.0,0.0,0,2,garmin,0,0 days 00:07:54,0 days 00:07:54,19.018404907975462,0.8,11.139240506329113,7.594936708860759,11.139312767419458,13.924140959274322
47,94,2019-07-11,Running,False,Sparta Running,6.12,568,00:51:10,142,160.0,2.1,153,185,8:22,5:24,89,92,1.24,9.1,11.3,251,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,51:10,0:00,75.2,0:00,No,00:58.54,7.0,0.0,0,2,garmin,0,0 days 00:08:22,0 days 00:08:22,14.542483660130719,0.8114285714285714,10.51792828685259,7.171314741035856,10.517968180956087,12.962284730051516
48,96,2019-07-13,Running,False,St Louis County Running,8.23,"1,074",01:35:02,147,179.0,2.6,138,256,11:32,6:10,574,620,0.98,10.9,10.7,290,49.8% L / 50.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:35:02,0:00,75.2,0:00,No,05:02.54,9.0,0.0,0,2,garmin,0,0 days 00:11:32,0 days 00:11:32,69.74483596597813,0.84,7.630057803468208,5.202312138728324,7.630723436949148,9.084194567796605
49,98,2019-07-16,Running,False,Sparta Running,3.19,275,00:27:51,131,142.0,0.9,154,167,8:44,6:59,49,49,1.18,9.4,11.2,267,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,27:51,0:00,73.4,0:00,No,01:35.51,4.0,0.0,0,2,garmin,0,0 days 00:08:44,0 days 00:08:44,15.360501567398119,0.7485714285714286,10.076335877862595,6.870229007633588,10.076378517614572,13.46081099681336
