,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,16,2019-12-05,Running,False,Sparta Running,8.15,711,01:08:07,138,145.0,2.1,159,172,8:22,7:26,194,194,1.2,9.2,11.3,250,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:08:07,0:00,53.6,0:00,No,01:13.42,9.0,0.0,0,2,garmin,0,0 days 00:08:22,0 days 00:08:22,23.80368098159509,0.7885714285714286,10.51792828685259,7.171314741035856,10.518035172255912,13.338088080759308
11,18,2019-12-08,Running,False,Sparta Running,14.26,"1,218",01:53:23,142,152.0,2.6,159,175,7:57,6:37,390,335,1.26,8.7,11.3,246,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:53:23,0:00,55.4,0:00,No,02:01.25,15.0,0.0,0,2,garmin,0,0 days 00:07:57,0 days 00:07:57,27.349228611500703,0.8114285714285714,11.069182389937106,7.547169811320755,11.069330882585408,13.64178101727075
12,19,2019-12-09,Running,False,Sparta Running,7.76,738,01:06:26,139,151.0,2.2,153,256,8:34,2:57,194,187,1.23,8.4,10.8,258,47.7% L / 52.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:06:26,0:00,55.4,0:00,No,00:15.64,21.0,0.0,0,2,garmin,0,0 days 00:08:34,0 days 00:08:34,25.0,0.7942857142857143,10.27237354085603,7.003891050583658,10.272488687304175,12.932989354519645
13,20,2019-12-10,Running,False,Sparta Running,5.31,483,00:44:56,135,146.0,1.8,158,192,8:28,7:34,92,105,1.19,9.0,11.0,256,47.2% L / 52.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,44:56,0:00,60.8,0:00,No,02:29.92,6.0,0.0,0,2,garmin,0,0 days 00:08:28,0 days 00:08:28,17.325800376647834,0.7714285714285715,10.393700787401574,7.086614173228346,10.393756744838388,13.47338837293865
14,21,2019-12-11,Running,False,Sparta - 16x400 Repeats w,9.03,864,01:21:12,140,167.0,2.2,148,256,9:00,2:50,167,154,1.3,6.9,9.2,267,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:21:12,0:00,48.2,0:00,No,00:01.39,50.0,0.0,0,2,garmin,0,0 days 00:09:00,0 days 00:09:00,18.49390919158361,0.8,9.777777777777777,6.666666666666667,9.7778377566688,12.222297195836
15,23,2019-12-12,Running,False,Sparta Running,4.01,336,00:30:21,134,143.0,1.2,159,170,7:34,6:02,108,82,1.32,8.5,11.5,245,47.7% L / 52.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:21,0:00,51.8,0:00,No,00:02.83,5.0,0.0,0,2,garmin,0,0 days 00:07:34,0 days 00:07:34,26.93266832917706,0.7657142857142857,11.629955947136564,7.929515418502203,11.63010724617563,15.18857289612489
16,25,2019-12-13,Running,False,Sparta Running,8.21,767,01:01:20,146,164.0,2.3,161,173,7:28,6:06,210,177,1.32,8.3,11.2,242,47.6% L / 52.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:01:20,0:00,46.4,0:00,No,01:34.87,9.0,0.0,0,2,garmin,0,0 days 00:07:28,0 days 00:07:28,25.57856272838002,0.8342857142857143,11.785714285714283,8.035714285714285,11.785852581133458,14.12687809382435
17,27,2019-12-15,Running,False,Sparta Running,13.02,991,01:46:17,136,150.0,2.1,157,256,8:10,6:39,325,292,1.25,8.9,11.4,253,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:46:17,0:00,57.2,0:00,No,00:09.48,14.0,0.0,0,2,garmin,0,0 days 00:08:10,0 days 00:08:10,24.961597542242703,0.7771428571428571,10.775510204081632,7.346938775510204,10.775630619563707,13.86570116487977
18,28,2019-12-17,Running,False,Sparta Running,8.55,724,01:07:43,137,152.0,2.1,161,256,7:55,6:55,187,187,1.25,8.6,11.1,252,47.5% L / 52.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:07:43,0:00,64.4,0:00,No,04:15.72,9.0,0.0,0,2,garmin,0,0 days 00:07:55,0 days 00:07:55,21.871345029239766,0.7828571428571428,11.11578947368421,7.578947368421052,11.11588483925068,14.199122969845762
19,29,2019-12-19,Running,False,Sparta Running,7.01,672,00:54:58,143,153.0,2.1,160,173,7:51,6:02,203,194,1.27,8.5,11.1,246,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,54:58,0:00,73.4,0:00,No,00:03.48,8.0,0.0,0,2,garmin,0,0 days 00:07:51,0 days 00:07:51,28.958630527817405,0.8171428571428572,11.210191082802547,7.643312101910828,11.210359686831632,13.718971644724025
20,30,2019-12-19,Running,False,Sparta Running,4.01,452,00:30:54,147,176.0,2.1,160,168,7:42,6:01,98,82,1.3,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:54,0:00,48.2,0:00,No,00:03.61,5.0,0.0,0,2,garmin,0,0 days 00:07:42,0 days 00:07:42,24.438902743142148,0.84,11.428571428571427,7.792207792207792,11.428693849363853,13.60558791590935
21,31,2019-12-20,Running,False,Sparta Running,4.01,364,00:31:41,137,145.0,1.4,160,169,7:54,7:07,128,118,1.26,8.8,11.3,249,47.4% L / 52.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,31:41,0:00,51.8,0:00,No,00:03.46,5.0,0.0,0,2,garmin,0,0 days 00:07:54,0 days 00:07:54,31.920199501246884,0.7828571428571428,11.139240506329113,7.594936708860759,11.139444062824984,14.22921686857206
22,32,2019-12-20,Running,False,Sparta Running,6.99,675,00:59:17,141,152.0,2.1,153,256,8:29,3:00,184,177,1.26,8.0,10.4,259,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,59:17,0:00,51.8,0:00,No,00:10.69,24.0,0.0,0,2,garmin,0,0 days 00:08:29,0 days 00:08:29,26.323319027181686,0.8057142857142857,10.37328094302554,7.072691552062869,10.373409856079032,12.874799466764756
23,33,2019-12-21,Running,False,Sparta Running,8.03,756,01:02:26,140,154.0,2.1,160,256,7:46,5:41,210,141,1.27,8.7,11.2,248,47.4% L / 52.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:02:26,0:00,53.6,0:00,No,00:14.82,9.0,0.0,0,2,garmin,0,0 days 00:07:46,0 days 00:07:46,26.151930261519304,0.8,11.33047210300429,7.725321888412017,11.330611083866131,14.163263854832664
24,35,2019-12-24,Running,False,Sparta Running,6.04,594,00:47:26,140,151.0,2.1,159,164,7:51,6:41,174,138,1.28,8.5,11.2,247,47.4% L / 52.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,47:26,0:00,59.0,0:00,No,00:19.73,7.0,0.0,0,2,garmin,0,0 days 00:07:51,0 days 00:07:51,28.807947019867548,0.8,11.210191082802547,7.643312101910828,11.210357936779294,14.012947420974116
25,36,2019-12-25,Running,False,St Louis Running,6.02,617,00:47:17,141,162.0,2.1,158,174,7:51,6:19,220,184,1.27,8.6,11.1,251,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,47:17,0:00,60.8,0:00,No,00:08.97,7.0,0.0,0,2,garmin,0,0 days 00:07:51,0 days 00:07:51,36.544850498338874,0.8057142857142857,11.210191082802547,7.643312101910828,11.210459593969873,13.913690985423601
26,38,2019-12-27,Running,False,Sparta Running,8.19,749,01:03:08,144,153.0,2.2,161,179,7:43,6:46,197,171,1.29,8.4,11.1,246,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:03:08,0:00,46.4,0:00,No,01:26.76,9.0,0.0,0,2,garmin,0,0 days 00:07:43,0 days 00:07:43,24.053724053724054,0.8228571428571428,11.403887688984879,7.775377969762419,11.404006025148682,13.859035100007079
27,39,2019-12-28,Running,False,Sparta - 8x800 w/ Strides,8.02,851,01:09:57,145,172.0,2.3,145,256,8:43,3:06,190,121,1.33,6.9,9.4,259,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:09:57,0:00,57.2,0:00,No,00:01.33,34.0,0.0,0,2,garmin,0,0 days 00:08:43,0 days 00:08:43,23.690773067331673,0.8285714285714286,10.095602294455066,6.8833652007648185,10.095703917141735,12.184470244826231
28,40,2019-12-29,Running,False,Sparta Running,7.04,749,00:55:34,145,155.0,2.2,159,166,7:53,6:37,194,164,1.26,8.9,11.5,250,47.4% L / 52.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,55:34,0:00,55.4,0:00,No,00:21.59,8.0,0.0,0,2,garmin,0,0 days 00:07:53,0 days 00:07:53,27.556818181818183,0.8285714285714286,11.162790697674417,7.6109936575052854,11.162942727964877,13.47251708547485
29,42,2019-12-31,Running,False,Sparta Running,8.03,826,01:05:07,145,154.0,2.3,159,256,8:07,2:30,217,207,1.25,8.6,11.0,250,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:05:07,0:00,42.8,0:00,No,00:10.72,13.0,0.0,0,2,garmin,0,0 days 00:08:07,0 days 00:08:07,27.023661270236616,0.8285714285714286,10.84188911704312,7.392197125256673,10.842031118452118,13.085209970545659
30,43,2020-01-01,Running,False,St Louis County Running,13.1,"1,305",01:58:51,141,164.0,2.5,154,256,9:04,6:41,650,699,1.13,10.0,11.2,280,49.0% L / 51.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:58:51,0:00,55.4,0:00,No,01:07.10,14.0,0.0,0,2,garmin,0,0 days 00:09:04,0 days 00:09:04,49.61832061068702,0.8057142857142857,9.705882352941176,6.61764705882353,9.706310913022836,12.046839785666641
31,44,2020-01-02,Running,False,Sparta Running,10.07,985,01:15:23,147,157.0,2.4,162,181,7:29,6:18,200,177,1.32,8.1,10.9,244,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:15:23,0:00,51.8,0:00,No,00:27.81,11.0,0.0,0,2,garmin,0,0 days 00:07:29,0 days 00:07:29,19.860973187686195,0.84,11.75946547884187,8.017817371937639,11.759548672314876,13.999462705136757
32,46,2020-01-05,Running,False,Sparta Running,8.03,783,01:03:42,143,158.0,2.2,155,216,7:56,3:02,194,194,1.31,8.4,11.1,249,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:03:42,0:00,55.4,0:00,No,00:15.19,17.0,0.0,0,2,garmin,0,0 days 00:07:56,0 days 00:07:56,24.159402241594023,0.8171428571428572,11.092436974789916,7.563025210084033,11.09255309270389,13.574802735826438
33,48,2020-01-06,Running,False,Sparta Running,4.07,450,00:31:25,145,152.0,2.0,161,169,7:43,6:58,98,79,1.28,8.4,11.1,245,48.8% L / 51.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,31:25,0:00,51.8,0:00,No,00:33.43,5.0,0.0,0,2,garmin,0,0 days 00:07:43,0 days 00:07:43,24.078624078624077,0.8285714285714286,11.403887688984879,7.775377969762419,11.40400627027357,13.763455843433617
34,50,2020-01-09,Running,False,Sparta Running,8.09,784,01:00:13,147,171.0,2.3,162,178,7:27,5:51,197,230,1.32,8.2,11.1,242,47.4% L / 52.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:00:13,0:00,51.8,0:00,No,00:33.96,9.0,0.0,0,2,garmin,0,0 days 00:07:27,0 days 00:07:27,24.35105067985167,0.84,11.812080536912749,8.053691275167784,11.812206157742715,14.062150187788946
35,51,2020-01-10,Running,False,Sparta - 8x800 w/ Strides,8.38,882,01:11:53,146,172.0,2.3,151,256,8:35,2:29,161,174,1.28,6.9,9.2,269,48.9% L / 51.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:11:53,0:00,55.4,0:00,No,00:02.06,33.0,0.0,0,2,garmin,0,0 days 00:08:35,0 days 00:08:35,19.212410501193315,0.8342857142857143,10.252427184466018,6.990291262135922,10.252495056541532,12.288949554073755
36,53,2020-01-12,Running,False,Sparta Running,11.02,992,01:27:39,141,151.0,2.4,159,175,7:57,6:27,266,236,1.27,8.6,11.2,249,47.7% L / 52.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:27:39,0:00,53.6,0:00,No,00:11.57,12.0,0.0,0,2,garmin,0,0 days 00:07:57,0 days 00:07:57,24.137931034482758,0.8057142857142857,11.069182389937106,7.547169811320755,11.069298058547435,13.738490498197171
37,54,2020-01-14,Running,False,Sparta Running,6.65,609,00:53:55,140,153.0,2.0,157,256,8:06,3:03,141,135,1.27,7.9,10.2,261,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,53:55,0:00,55.4,0:00,No,00:15.20,20.0,0.0,0,2,garmin,0,0 days 00:08:06,0 days 00:08:06,21.20300751879699,0.8,10.864197530864196,7.407407407407407,10.864285128623312,13.580356410779139
38,56,2020-01-16,Running,False,Sparta Running,6.64,710,00:53:40,147,157.0,2.1,157,256,8:05,3:07,174,200,1.3,8.0,10.4,253,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,53:40,0:00,62.6,0:00,No,00:05.40,20.0,0.0,0,2,garmin,0,0 days 00:08:05,0 days 00:08:05,26.204819277108435,0.84,10.886597938144329,7.422680412371133,10.886732015058731,12.9603952560223
39,57,2020-01-17,Running,False,Sparta Running,6.01,622,00:45:56,147,158.0,2.1,162,169,7:39,6:35,243,184,1.29,8.5,11.2,243,48.4% L / 51.6% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,45:56,0:00,71.6,0:00,No,00:04.31,7.0,0.0,0,2,garmin,0,0 days 00:07:39,0 days 00:07:39,40.43261231281198,0.84,11.503267973856207,7.8431372549019605,11.50360524612401,13.694768150147631
40,58,2020-01-18,Running,False,Sparta Running,6.05,562,00:46:44,140,150.0,2.0,161,175,7:43,6:18,167,180,1.29,8.4,11.0,246,47.3% L / 52.7% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,46:44,0:00,51.8,0:00,No,00:24.42,7.0,0.0,0,2,garmin,0,0 days 00:07:43,0 days 00:07:43,27.60330578512397,0.8,11.403887688984879,7.775377969762419,11.40404352732594,14.255054409157426
41,59,2020-01-20,Running,False,Sparta Running,6.51,674,00:50:07,146,156.0,2.1,162,171,7:42,7:00,135,108,1.29,8.3,11.0,248,47.7% L / 52.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,50:07,0:00,66.2,0:00,No,03:52.33,7.0,0.0,0,2,garmin,0,0 days 00:07:42,0 days 00:07:42,20.737327188940093,0.8342857142857143,11.428571428571427,7.792207792207792,11.428659573634185,13.698735790314947
42,60,2020-01-21,Running,False,Sparta Running,9.22,829,01:14:45,141,154.0,2.2,154,256,8:06,3:20,253,187,1.32,7.8,10.3,260,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:14:45,0:00,35.6,0:00,No,00:17.17,26.0,0.0,0,2,garmin,0,0 days 00:08:06,0 days 00:08:06,27.440347071583513,0.8057142857142857,10.864197530864196,7.407407407407407,10.864344246392003,13.484115199422698
43,61,2020-01-22,Running,False,Sparta - 3x1 mi,5.63,622,00:48:21,142,170.0,2.4,147,256,8:35,4:26,141,108,1.32,6.6,9.1,256,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,48:21,0:00,41.0,0:00,No,00:17.79,10.0,0.0,0,2,garmin,0,0 days 00:08:35,0 days 00:08:35,25.044404973357018,0.8114285714285714,10.252427184466018,6.990291262135922,10.252542515940831,12.635175635842575
44,62,2020-01-24,Running,False,Sparta Running,4.02,407,00:29:54,144,162.0,1.9,162,173,7:27,5:40,108,115,1.32,8.0,10.9,246,47.7% L / 52.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,29:54,0:00,50.0,0:00,No,00:07.25,5.0,0.0,0,2,garmin,0,0 days 00:07:27,0 days 00:07:27,26.865671641791046,0.8228571428571428,11.812080536912749,8.053691275167784,11.812233441724553,14.355144807651367
45,65,2020-01-27,Running,False,Sparta Running,5.06,516,00:39:40,142,150.0,2.0,161,167,7:50,7:10,108,108,1.26,8.5,11.0,255,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,39:40,0:00,73.4,0:00,No,00:26.89,6.0,0.0,0,2,garmin,0,0 days 00:07:50,0 days 00:07:50,21.343873517786562,0.8114285714285714,11.23404255319149,7.659574468085107,11.23413434056167,13.84488387041051
46,67,2020-01-29,Running,False,Sparta Running,6.17,562,00:48:29,140,149.0,1.8,158,197,7:52,6:05,121,141,1.27,8.3,10.7,254,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,48:29,0:00,66.2,0:00,No,00:04.88,8.0,0.0,0,2,garmin,0,0 days 00:07:52,0 days 00:07:52,19.611021069692057,0.8,11.1864406779661,7.627118644067797,11.186517838104495,13.983147297630618
47,69,2020-02-01,Running,False,Randolph County Running,5.56,586,00:44:14,143,157.0,2.0,160,192,7:58,5:12,430,427,1.23,9.0,11.4,254,48.6% L / 51.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,44:14,0:00,50.0,0:00,No,04:24.26,6.0,0.0,0,2,garmin,0,0 days 00:07:58,0 days 00:07:58,77.33812949640289,0.8171428571428572,11.04602510460251,7.531380753138075,11.047209978742554,13.51931291104858
48,72,2020-02-03,Running,False,Sparta Running,3.79,419,00:30:02,145,152.0,1.7,160,171,7:55,6:39,85,79,1.26,8.6,11.0,251,48.5% L / 51.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:02,0:00,60.8,0:00,No,06:16.37,4.0,0.0,0,2,garmin,0,0 days 00:07:55,0 days 00:07:55,22.427440633245382,0.8285714285714286,11.11578947368421,7.578947368421052,11.115889750363756,13.415729009059705
49,74,2020-02-05,Running,False,Sparta - 8x800 w/ Strides,8.08,872,01:12:21,144,173.0,2.2,146,256,8:57,2:34,220,171,1.29,6.7,8.8,284,48.0% L / 52.0% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,1:12:21,0:00,48.2,0:00,No,00:16.47,32.0,0.0,0,2,garmin,0,0 days 00:08:57,0 days 00:08:57,27.22772277227723,0.8228571428571428,9.832402234636872,6.703910614525141,9.832532966529628,11.949258813490868
50,76,2020-02-07,Running,False,Sparta Running,4.13,435,00:32:27,142,149.0,1.7,159,175,7:51,7:06,85,102,1.28,8.6,11.2,252,48.2% L / 51.8% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,32:27,0:00,75.2,0:00,No,00:56.68,5.0,0.0,0,2,garmin,0,0 days 00:07:51,0 days 00:07:51,20.581113801452783,0.8114285714285714,11.210191082802547,7.643312101910828,11.210276245865574,13.815481288918841
51,80,2020-02-11,Running,False,Sparta Running,5.21,560,00:40:19,145,153.0,2.0,160,174,7:44,6:02,125,102,1.28,8.5,11.0,250,47.6% L / 52.4% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,40:19,0:00,48.2,0:00,No,01:30.63,6.0,0.0,0,2,garmin,0,0 days 00:07:44,0 days 00:07:44,23.99232245681382,0.8285714285714286,11.379310344827585,7.758620689655173,11.379427823881086,13.733792201235792
52,82,2020-02-14,Running,False,Sparta Running,4.16,472,00:30:14,149,157.0,2.1,160,180,7:16,6:33,105,95,1.32,8.3,11.2,252,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,30:14,0:00,60.8,0:00,No,01:10.86,5.0,0.0,0,2,garmin,0,0 days 00:07:16,0 days 00:07:16,25.240384615384613,0.8514285714285714,12.110091743119265,8.256880733944953,12.110230112197653,14.223424628420062
53,87,2020-02-17,Running,False,Sparta Running,6.42,722,00:54:05,143,156.0,2.2,150,240,8:26,2:51,144,121,1.29,8.7,11.3,256,47.8% L / 52.3% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,54:05,0:00,53.6,0:00,No,00:14.95,15.0,0.0,0,2,garmin,0,0 days 00:08:26,0 days 00:08:26,22.429906542056074,0.8171428571428572,10.43478260869565,7.1146245059288535,10.434876762643306,12.769954080157891
