date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_bike_cadence,max_bike_cadence,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,race,athlete_id,filetype,is_race,avg_pace,best_pace
2018-08-23,Cycling,False,Sparta Cycling,14.38,347,00:56:45,101,122.0,0.4,0,0,15.2,20.9,226,223,0.0,0.0,0.0,0,0,77,100,0.0,0.0,0,0,0.0,0.0,0.0,4062,0,0,56:45,0:00,77.0,0:00,No,00:00.00,3.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-08-24,Pool Swimming,False,Lap Swimming,"3,600",816,01:06:22,0,0.0,0.0,0,0,1:35,1:11,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1363,34,25,1:06:22,0:00,80.6,0:00,No,00:00.00,18.0,0.0,0,2,garmin,0,0 days 00:01:35,0 days 00:01:35
2018-08-24,Running,False,Sparta Running,6.78,744,00:55:02,140,165.0,3.2,158,183,8:07,6:22,190,197,1.23,8.5,10.6,261,47.9% L / 52.1% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,55:02,0:00,66.2,0:00,No,00:00.00,7.0,0.0,0,2,garmin,0,0 days 00:08:07,0 days 00:08:07
2018-08-26,Cycling,False,Sparta Cycling,34.56,967,02:02:42,116,133.0,1.8,0,0,16.9,31.2,778,758,0.0,0.0,0.0,0,0,85,106,0.0,0.0,0,0,0.0,0.0,0.0,10120,0,0,2:02:42,0:00,82.4,0:00,No,00:00.00,7.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-08-28,Running,False,Sparta Running,2.72,336,00:20:03,152,164.0,3.1,161,172,7:22,6:23,72,72,1.34,7.8,10.7,240,47.8% L / 52.2% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,20:03,0:00,80.6,0:00,No,00:00.00,3.0,0.0,0,2,garmin,0,0 days 00:07:22,0 days 00:07:22
2018-08-28,Cycling,False,Sparta Cycling,22.90,740,01:14:42,126,161.0,2.2,0,0,18.4,30.6,410,407,0.0,0.0,0.0,0,0,87,114,0.0,0.0,0,0,0.0,0.0,0.0,6271,0,0,1:14:42,0:00,82.4,0:00,No,00:00.00,17.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-08-29,Pool Swimming,False,Lap Swimming,"3,200",576,00:56:49,0,0.0,0.0,0,0,1:36,1:19,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1028,35,27,56:49,0:00,82.4,0:00,No,00:00.00,8.0,0.0,0,2,garmin,0,0 days 00:01:36,0 days 00:01:36
2018-08-29,Running,False,Sparta Running,6.32,702,00:56:10,133,152.0,2.4,151,256,8:53,3:46,187,184,1.22,8.8,10.8,264,48.5% L / 51.5% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,56:10,0:00,71.6,0:00,No,00:00.00,15.0,0.0,0,2,garmin,0,0 days 00:08:53,0 days 00:08:53
2018-08-30,Cycling,False,Sparta Cycling,17.49,428,01:03:17,104,133.0,0.5,0,0,16.6,24.7,335,338,0.0,0.0,0.0,0,0,83,112,0.0,0.0,0,0,0.0,0.0,0.0,5114,0,0,1:03:17,0:00,80.6,0:00,No,00:00.00,4.0,0.0,0,2,garmin,0,00:00:00,00:00:00
2018-08-31,Pool Swimming,False,Lap Swimming,"3,600",816,01:04:41,0,0.0,0.0,0,0,1:33,1:11,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,1421,34,27,1:04:41,0:00,82.4,0:00,No,00:00.00,18.0,0.0,0,2,garmin,0,0 days 00:01:33,0 days 00:01:33
2018-08-31,Running,False,Sparta Running,7.46,901,00:58:32,146,172.0,3.8,156,171,7:51,4:58,177,148,1.27,8.7,11.1,254,48.1% L / 51.9% R,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,58:32,0:00,80.6,0:00,No,00:00.00,9.0,0.0,0,2,garmin,0,0 days 00:07:51,0 days 00:07:51
2018-09-01,Cycling,False,Sparta Cycling,79.53,"2,220",04:31:05,125,141.0,2.6,0,0,17.6,31.4,"1,509","1,503",0.0,0.0,0.0,0,0,86,114,0.0,0.0,0,0,0.0,0.0,0.0,22819,0,0,4:31:05,0:00,78.8,0:00,No,00:00.00,16.0,0.0,0,2,garmin,0,00:00:00,00:00:00
