,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
132,280,2020-05-07 07:22:00,Running,5/7/2020 7:22,False,Untitled,6.24,864,0:54:56,0,0,0.0,167,174,0 days 00:08:48,0 days 00:07:08,289,289,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54:56:00,0:00,0.0,0:00,No,02:06.6,7,0,0,0,0,1,garmin,0,46.31410256410256,0.0,9.999999999999998,6.8181818181818175,10.000384698339625,inf
133,282,2020-05-05 07:47:00,Running,5/5/2020 7:47,False,Untitled,6.31,858,0:56:38,0,0,0.0,164,176,0 days 00:08:59,0 days 00:07:11,272,305,1.08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:38:00,0:00,0.0,0:00,No,02:39.5,7,0,0,0,0,1,garmin,0,43.10618066561015,0.0,9.795918367346939,6.679035250463823,9.79624481922375,inf
134,283,2020-05-03 08:57:00,Running,5/3/2020 8:57,False,Untitled,6.11,847,1:00:17,0,0,0.0,159,166,0 days 00:09:52,0 days 00:08:41,679,679,1.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:00:17,0:00,0.0,0:00,No,01:03.0,7,0,0,0,0,1,garmin,0,111.1292962356792,0.0,8.918918918918918,6.081081081081081,8.920894175032412,inf
135,284,2020-05-01 08:52:00,Running,5/1/2020 8:52,False,Untitled,6.18,857,0:58:29,0,0,0.0,161,242,0 days 00:09:28,0 days 00:07:29,276,279,1.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58:29:00,0:00,0.0,0:00,No,01:37.2,7,0,0,0,0,1,garmin,0,44.66019417475729,0.0,9.295774647887322,6.338028169014084,9.296107170506355,inf
136,286,2020-04-29 07:33:00,Running,4/29/2020 7:33,False,Untitled,4.25,582,0:41:54,0,0,0.0,158,241,0 days 00:09:51,0 days 00:07:29,230,262,1.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41:54:00,0:00,0.0,0:00,No,02:27.3,5,0,0,0,0,1,garmin,0,54.11764705882353,0.0,8.934010152284264,6.091370558375635,8.934479413873708,inf
137,288,2020-04-26 08:43:00,Running,4/26/2020 8:43,False,Untitled,2.11,290,0:20:01,0,0,0.0,160,240,0 days 00:09:29,0 days 00:08:47,39,43,1.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20:01,0:00,0.0,0:00,No,01:02.4,3,0,0,0,0,1,garmin,0,18.483412322274884,0.0,9.279437609841828,6.32688927943761,9.279494467214617,inf
138,292,2020-03-26 09:10:00,Running,3/26/2020 9:10,False,Untitled,8.24,"1,120",1:16:30,0,0,0.0,165,176,0 days 00:09:17,0 days 00:08:14,354,338,1.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:16:30,0:00,0.0,0:00,No,02:14.9,9,0,0,0,0,1,garmin,0,42.96116504854369,0.0,9.47935368043088,6.4631956912028725,9.4796674608216,inf
139,293,2020-03-25 07:50:00,Running,3/25/2020 7:50,False,Untitled,7.17,985,1:07:22,0,0,0.0,164,180,0 days 00:09:24,0 days 00:07:29,249,269,1.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:07:22,0:00,0.0,0:00,No,01:32.9,8,0,0,0,0,1,garmin,0,34.72803347280335,0.0,9.361702127659573,6.382978723404255,9.36190462189476,inf
140,294,2020-03-24 15:51:00,Running,3/24/2020 15:51,False,Untitled,7.1,977,1:05:22,0,0,0.0,166,224,0 days 00:09:12,0 days 00:07:35,266,276,1.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:05:22,0:00,0.0,0:00,No,00:52.3,8,0,0,0,0,1,garmin,0,37.46478873239437,0.0,9.565217391304348,6.521739130434783,9.565458181119638,inf
141,295,2020-03-23 07:59:00,Running,3/23/2020 7:59,False,Untitled,6.08,823,0:58:28,0,0,0.0,163,174,0 days 00:09:37,0 days 00:08:00,210,220,1.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58:28:00,0:00,0.0,0:00,No,00:43.6,7,0,0,0,0,1,garmin,0,34.53947368421053,0.0,9.150779896013864,6.239168110918544,9.15097568445725,inf
142,296,2020-03-21 08:12:00,Running,3/21/2020 8:12,False,Untitled,12.1,"1,654",1:55:47,0,0,0.0,159,176,0 days 00:09:34,0 days 00:07:17,400,413,1.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:55:47,0:00,0.0,0:00,No,00:47.4,13,0,0,0,0,1,garmin,0,33.057851239669425,0.0,9.198606271777003,6.2717770034843205,9.198786560754417,inf
143,297,2020-03-19 07:24:00,Running,3/19/2020 7:24,False,Untitled,7.15,980,1:07:19,0,0,0.0,166,174,0 days 00:09:24,0 days 00:08:21,236,285,1.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:07:19,0:00,0.0,0:00,No,01:18.5,8,0,0,0,0,1,garmin,0,33.00699300699301,0.0,9.361702127659573,6.382978723404255,9.361885049118811,inf
144,298,2020-03-18 08:00:00,Running,3/18/2020 8:00,False,Untitled,6.38,869,1:01:24,0,0,0.0,163,175,0 days 00:09:38,0 days 00:07:06,253,272,1.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:24,0:00,0.0,0:00,No,03:25.4,7,0,0,0,0,1,garmin,0,39.6551724137931,0.0,9.134948096885813,6.228373702422146,9.135205730071759,inf
145,299,2020-03-17 14:19:00,Running,3/17/2020 14:19,False,Untitled,6.26,845,0:59:20,0,0,0.0,160,178,0 days 00:09:29,0 days 00:07:36,282,236,1.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:20:00,0:00,0.0,0:00,No,02:25.0,7,0,0,0,0,1,garmin,0,45.04792332268371,0.0,9.279437609841828,6.32688927943761,9.279775336593259,inf
146,301,2020-03-15 14:53:00,Running,3/15/2020 14:53,False,Untitled,5.07,695,0:47:52,0,0,0.0,164,245,0 days 00:09:26,0 days 00:07:29,381,341,1.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47:52:00,0:00,0.0,0:00,No,00:36.8,6,0,0,0,0,1,garmin,0,75.14792899408283,0.0,9.328621908127207,6.360424028268551,9.329566690303773,inf
147,302,2020-03-14 14:43:00,Running,3/14/2020 14:43,False,Untitled,10.22,"1,402",1:35:57,0,0,0.0,162,178,0 days 00:09:23,0 days 00:07:08,285,318,1.06,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:35:57,0:00,0.0,0:00,No,01:57.1,11,0,0,0,0,1,garmin,0,27.886497064579256,0.0,9.378330373001775,6.394316163410302,9.378461174460327,inf
148,304,2020-03-12 15:06:00,Running,3/12/2020 15:06,False,Untitled,6.4,879,1:01:17,0,0,0.0,161,175,0 days 00:09:35,0 days 00:06:58,210,246,1.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:17,0:00,0.0,0:00,No,03:39.1,7,0,0,0,0,1,garmin,0,32.8125,0.0,9.182608695652172,6.260869565217391,9.182786009512734,inf
149,305,2020-03-11 14:18:00,Running,3/11/2020 14:18,False,Untitled,6.19,828,1:01:46,0,0,0.0,152,180,0 days 00:09:59,0 days 00:07:18,262,249,1.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:46,0:00,0.0,0:00,No,01:43.2,7,0,0,0,0,1,garmin,0,42.32633279483037,0.0,8.814691151919867,6.010016694490819,8.814974371690695,inf
150,307,2020-03-09 15:03:00,Running,3/9/2020 15:03,False,Untitled,6.37,854,1:04:55,0,0,0.0,155,184,0 days 00:10:11,0 days 00:07:29,207,213,1.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:04:55,0:00,0.0,0:00,No,03:31.8,7,0,0,0,0,1,garmin,0,32.49607535321821,0.0,8.641571194762683,5.8919803600654665,8.64173485854561,inf
151,308,2020-03-08 11:49:00,Running,3/8/2020 11:49,False,Untitled,4.01,555,0:37:20,0,0,0.0,164,172,0 days 00:09:19,0 days 00:08:27,390,400,1.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37:20:00,0:00,0.0,0:00,No,00:03.8,5,0,0,0,0,1,garmin,0,97.2568578553616,0.0,9.445438282647585,6.440071556350627,9.44704052390054,inf
152,309,2020-03-07 11:56:00,Running,3/7/2020 11:56,False,Untitled,8.05,"1,062",1:23:07,0,0,0.0,153,180,0 days 00:10:20,0 days 00:05:44,269,246,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:23:07,0:00,0.0,0:00,No,00:23.1,9,0,0,0,0,1,garmin,0,33.41614906832298,0.0,8.516129032258062,5.806451612903225,8.51629958269754,inf
153,311,2020-03-05 14:07:00,Running,3/5/2020 14:07,False,Untitled,6.24,820,1:06:32,0,0,0.0,153,172,0 days 00:10:40,0 days 00:07:42,154,167,0.97,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:06:32,0:00,0.0,0:00,No,02:36.6,7,0,0,0,0,1,garmin,0,24.67948717948718,0.0,8.25,5.625,8.250090120999165,inf
154,312,2020-03-04 13:02:00,Running,3/4/2020 13:02,False,Untitled,6.02,823,0:59:52,0,0,0.0,158,177,0 days 00:09:56,0 days 00:07:01,157,167,1.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:52:00,0:00,0.0,0:00,No,00:12.9,7,0,0,0,0,1,garmin,0,26.079734219269106,0.0,8.859060402684563,6.040268456375839,8.859168469784127,inf
155,313,2020-03-03 15:06:00,Running,3/3/2020 15:06,False,Untitled,6.47,881,1:06:58,0,0,0.0,156,245,0 days 00:10:21,0 days 00:07:55,210,213,0.99,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:06:58,0:00,0.0,0:00,No,05:25.3,7,0,0,0,0,1,garmin,0,32.45749613601237,0.0,8.502415458937197,5.797101449275362,8.502576105118685,inf
156,314,2020-03-01 11:07:00,Running,3/1/2020 11:07,False,Untitled,6.19,851,1:04:07,0,0,0.0,157,242,0 days 00:10:22,0 days 00:07:30,89,194,0.99,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:04:07,0:00,0.0,0:00,No,02:25.5,7,0,0,0,0,1,garmin,0,14.378029079159935,0.0,8.488745980707394,5.787781350482315,8.488777454103477,inf
157,315,2020-02-27 13:43:00,Running,2/27/2020 13:43,False,Untitled,6.01,815,1:01:32,0,0,0.0,154,174,0 days 00:10:14,0 days 00:07:28,161,174,1.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:32,0:00,0.0,0:00,No,00:07.3,7,0,0,0,0,1,garmin,0,26.788685524126457,0.0,8.599348534201955,5.863192182410424,8.599459213838392,inf
158,320,2020-02-02 14:57:00,Running,2/2/2020 14:57,False,Untitled,7.07,969,1:12:35,0,0,0.0,155,222,0 days 00:10:16,0 days 00:07:07,210,197,1.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:12:35,0:00,0.0,0:00,No,00:37.0,8,0,0,0,0,1,garmin,0,29.7029702970297,0.0,8.57142857142857,5.844155844155844,8.571564200158694,inf
159,324,2020-01-25 13:58:00,Running,1/25/2020 13:58,False,Untitled,6.13,689,1:03:19,132,149,2.5,156,226,0 days 00:10:20,0 days 00:02:21,161,184,1.01,7.9,8.0,277,50.7% L / 49.3% R,0,0,0,0,0,0,0,0,0,0,0,0,1:03:19,0:00,0.0,0:00,No,01:15.9,7,0,0,0,0,1,garmin,0,26.264274061990214,0.717391304347826,8.516129032258062,5.806451612903225,8.516234391468862,11.871114606289929
160,328,2020-01-13 15:00:00,Running,1/13/2020 15:00,False,Running Indoors,5.75,740,0:50:00,0,0,0.0,0,0,0 days 00:08:42,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50:00:00,0:00,0.0,0:00,No,00:00.0,1,0,0,0,0,1,garmin,0,0.0,0.0,10.114942528735632,6.8965517241379315,10.114942528735632,inf
161,332,2020-01-04 14:36:00,Running,1/4/2020 14:36,False,Untitled,6.23,848,1:03:33,0,0,0.0,154,170,0 days 00:10:12,0 days 00:07:47,131,121,1.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:03:33,0:00,0.0,0:00,No,02:14.1,7,0,0,0,0,1,garmin,0,21.02728731942215,0.0,8.627450980392156,5.882352941176471,8.62751939509354,inf
162,340,2019-12-11 14:54:00,Running,12/11/2019 14:54,False,Untitled,6.78,921,1:06:48,0,0,0.0,158,219,0 days 00:09:51,0 days 00:07:40,243,272,1.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:06:48,0:00,0.0,0:00,No,07:54.1,7,0,0,0,0,1,garmin,0,35.84070796460177,0.0,8.934010152284264,6.091370558375635,8.9342159766367,inf
163,343,2019-12-08 11:51:00,Running,12/8/2019 11:51,False,Untitled,6.27,859,0:59:06,0,0,0.0,158,224,0 days 00:09:26,0 days 00:02:23,171,253,1.07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:06:00,0:00,0.0,0:00,No,02:36.8,7,0,0,0,0,1,garmin,0,27.272727272727273,0.0,9.328621908127207,6.360424028268551,9.328746352107386,inf
164,344,2019-12-06 13:43:00,Running,12/6/2019 13:43,False,Untitled,6.4,878,0:59:10,0,0,0.0,159,170,0 days 00:09:14,0 days 00:07:03,256,266,1.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59:10:00,0:00,0.0,0:00,No,03:59.4,7,0,0,0,0,1,garmin,0,40.0,0.0,9.530685920577618,6.498194945848376,9.53095940970692,inf
165,347,2019-11-29 12:14:00,Running,11/29/2019 12:14,False,Untitled,6.2,858,0:54:01,0,0,0.0,163,214,0 days 00:08:43,0 days 00:06:43,289,256,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54:01:00,0:00,0.0,0:00,No,01:43.0,7,0,0,0,0,1,garmin,0,46.61290322580645,0.0,10.095602294455066,6.8833652007648185,10.09599569797172,inf
166,349,2019-11-25 12:22:00,Running,11/25/2019 12:22,False,Untitled,6.15,830,0:55:52,0,0,0.0,159,241,0 days 00:09:05,0 days 00:07:59,246,233,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55:52:00,0:00,0.0,0:00,No,01:16.5,7,0,0,0,0,1,garmin,0,40.0,0.0,9.688073394495412,6.605504587155963,9.688351399958961,inf
167,351,2019-11-23 12:33:00,Running,11/23/2019 12:33,False,Untitled,6.18,843,0:56:27,0,0,0.0,161,224,0 days 00:09:08,0 days 00:07:03,243,249,1.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:27:00,0:00,0.0,0:00,No,01:41.7,7,0,0,0,0,1,garmin,0,39.320388349514566,0.0,9.635036496350365,6.569343065693431,9.635303664756238,inf
168,352,2019-11-21 10:14:00,Running,11/21/2019 10:14,False,Untitled,6.18,842,0:56:52,0,0,0.0,161,179,0 days 00:09:12,0 days 00:07:51,236,262,1.08,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:52:00,0:00,0.0,0:00,No,01:33.8,7,0,0,0,0,1,garmin,0,38.18770226537217,0.0,9.565217391304348,6.521739130434783,9.565467563120011,inf
169,354,2019-11-20 11:44:00,Running,11/20/2019 11:44,False,Untitled,3.22,444,0:28:39,0,0,0.0,164,173,0 days 00:08:53,0 days 00:07:16,190,203,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:39:00,0:00,0.0,0:00,No,01:58.8,4,0,0,0,0,1,garmin,0,59.00621118012422,0.0,9.906191369606004,6.75422138836773,9.906809942339,inf
170,356,2019-11-18 12:02:00,Running,11/18/2019 12:02,False,Untitled,3.64,497,0:32:31,0,0,0.0,161,179,0 days 00:08:56,0 days 00:07:27,187,174,1.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32:31:00,0:00,0.0,0:00,No,05:36.5,4,0,0,0,0,1,garmin,0,51.37362637362637,0.0,9.850746268656716,6.716417910447761,9.85121254293611,inf
171,358,2019-11-17 11:00:00,Running,11/17/2019 11:00,False,Untitled,3.24,444,0:27:58,0,0,0.0,165,178,0 days 00:08:37,0 days 00:06:20,194,194,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:58:00,0:00,0.0,0:00,No,02:06.2,4,0,0,0,0,1,garmin,0,59.87654320987654,0.0,10.212765957446807,6.963249516441006,10.213422624181018,inf
172,359,2019-11-16 14:27:00,Running,11/16/2019 14:27,False,Untitled,1.11,153,09:19.9,0,0,0.0,166,172,0 days 00:08:26,0 days 00:07:10,30,49,1.15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09:19.9,0:00,0.0,0:00,No,00:52.2,2,0,0,0,0,1,garmin,0,27.027027027027025,0.0,10.43478260869565,7.1146245059288535,10.434919312081753,inf
173,363,2019-11-11 08:23:00,Running,11/11/2019 8:23,False,Untitled,1.23,163,0:13:01,0,0,0.0,141,174,0 days 00:10:34,0 days 00:08:07,30,52,1.04,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13:01,0:00,0.0,0:00,No,04:14.5,2,0,0,0,0,1,garmin,0,24.390243902439025,0.0,8.32807570977918,5.678233438485805,8.328164563740344,inf
174,365,2019-11-09 10:48:00,Running,11/9/2019 10:48,False,Untitled,3.26,451,0:28:13,0,0,0.0,167,175,0 days 00:08:39,0 days 00:07:42,194,190,1.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28:13:00,0:00,0.0,0:00,No,02:11.1,4,0,0,0,0,1,garmin,0,59.50920245398773,0.0,10.173410404624278,6.936416184971098,10.174056539513836,inf
175,368,2019-11-07 07:59:00,Running,11/7/2019 7:59,False,Untitled,3.27,454,0:27:39,0,0,0.0,169,176,0 days 00:08:28,0 days 00:07:30,190,230,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27:39:00,0:00,0.0,0:00,No,02:14.5,4,0,0,0,0,1,garmin,0,58.103975535168196,0.0,10.393700787401574,7.086614173228346,10.39433010650961,inf
176,370,2019-11-05 09:27:00,Running,11/5/2019 9:27,False,Untitled,1.04,141,09:02.5,0,0,0.0,168,177,0 days 00:08:40,0 days 00:07:28,26,36,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,09:02.5,0:00,0.0,0:00,No,00:19.9,2,0,0,0,0,1,garmin,0,25.0,0.0,10.153846153846153,6.923076923076923,10.153959971681434,inf
177,376,2019-10-16 11:22:00,Running,10/16/2019 11:22,False,Untitled,7.12,928,1:01:50,0,0,0.0,163,174,0 days 00:08:41,0 days 00:07:45,256,243,1.14,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:50,0:00,0.0,0:00,No,00:58.8,8,0,0,0,0,1,garmin,0,35.95505617977528,0.0,10.134357005758156,6.90978886756238,10.134591976218216,inf
178,377,2019-10-12 11:40:00,Running,10/12/2019 11:40,False,Untitled,13.23,"1,738",2:01:01,0,0,0.0,161,219,0 days 00:09:09,0 days 00:07:39,449,384,1.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:01:01,0:00,0.0,0:00,No,02:15.2,14,0,0,0,0,1,garmin,0,33.938019652305364,0.0,9.617486338797814,6.557377049180328,9.617685008776581,inf
179,378,2019-10-11 15:14:00,Running,10/11/2019 15:14,False,Untitled,7.07,932,1:01:02,0,0,0.0,165,239,0 days 00:08:38,0 days 00:07:36,259,262,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:02,0:00,0.0,0:00,No,00:34.8,8,0,0,0,0,1,garmin,0,36.633663366336634,0.0,10.193050193050192,6.94980694980695,10.193295529341663,inf
180,379,2019-10-09 09:49:00,Running,10/9/2019 9:49,False,Untitled,6.01,534,6:51:24,0,0,0.0,45,248,0 days 00:00:00,0 days 00:06:24,1266,"1,234",0.65,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6:51:24,0:00,0.0,0:00,No,00:02.0,7,0,0,0,0,1,garmin,0,210.648918469218,0.0,0.0,0.0,0.0,
181,381,2019-10-08 07:47:00,Running,10/8/2019 7:47,False,Untitled,7.53,990,2:01:41,0,0,0.0,88,177,0 days 00:16:09,0 days 00:01:17,292,285,1.15,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:01:41,0:00,0.0,0:00,No,08:25.4,8,0,0,0,0,1,garmin,0,38.778220451527226,0.0,5.4489164086687305,3.715170278637771,5.449063362935079,inf
182,384,2019-10-05 07:25:00,Running,10/5/2019 7:25,False,Untitled,13.66,"1,760",1:56:37,0,0,0.0,169,183,0 days 00:08:32,0 days 00:01:22,440,443,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:56:37,0:00,0.0,0:00,No,03:42.9,14,0,0,0,0,1,garmin,0,32.210834553440705,0.0,10.3125,7.03125,10.312691896049623,inf
183,385,2019-10-04 13:49:00,Running,10/4/2019 13:49,False,Untitled,7.13,919,1:04:45,0,0,0.0,160,182,0 days 00:09:05,0 days 00:07:14,312,318,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:04:45,0:00,0.0,0:00,No,01:01.9,8,0,0,0,0,1,garmin,0,43.75876577840112,0.0,9.688073394495412,6.605504587155963,9.688406101734696,inf
184,386,2019-10-02 14:39:00,Running,10/2/2019 14:39,False,Untitled,7.15,936,1:03:42,0,0,0.0,164,224,0 days 00:08:55,0 days 00:08:00,253,295,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:03:42,0:00,0.0,0:00,No,01:15.5,8,0,0,0,0,1,garmin,0,35.38461538461538,0.0,9.869158878504674,6.728971962616823,9.869380497194141,inf
185,387,2019-10-01 09:36:00,Running,10/1/2019 9:36,False,Untitled,6.31,836,0:55:15,0,0,0.0,168,219,0 days 00:08:46,0 days 00:07:54,256,256,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55:15:00,0:00,0.0,0:00,No,02:41.1,7,0,0,0,0,1,garmin,0,40.570522979397786,0.0,10.03802281368821,6.844106463878326,10.038319136536584,inf
186,389,2019-09-30 07:14:00,Running,9/30/2019 7:14,False,Untitled,7.08,940,1:02:24,0,0,0.0,166,177,0 days 00:08:49,0 days 00:06:51,246,256,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:02:24,0:00,0.0,0:00,No,00:38.9,8,0,0,0,0,1,garmin,0,34.74576271186441,0.0,9.98109640831758,6.805293005671078,9.981312520578527,inf
187,390,2019-09-28 10:03:00,Running,9/28/2019 10:03,False,Untitled,11.01,"1,456",1:34:49,0,0,0.0,166,247,0 days 00:08:37,0 days 00:07:29,410,348,1.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:34:49,0:00,0.0,0:00,No,00:02.8,12,0,0,0,0,1,garmin,0,37.23887375113533,0.0,10.212765957446807,6.963249516441006,10.21301995715262,inf
188,391,2019-09-27 08:03:00,Running,9/27/2019 8:03,False,Untitled,9.01,"1,113",1:39:31,0,0,0.0,149,219,0 days 00:11:03,0 days 00:07:26,1512,"1,463",0.99,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:39:31,0:00,0.0,0:00,No,00:04.3,10,0,0,0,0,1,garmin,0,167.81354051054385,0.0,7.963800904977374,5.4298642533936645,7.967822209104348,inf
189,392,2019-09-26 15:17:00,Running,9/26/2019 15:17,False,Untitled,0.93,77,0:30:16,0,0,0.0,67,133,1 days 08:35:00,0 days 00:08:49,62,112,0.67,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30:16:00,0:00,0.0,0:00,No,00:00.0,1,0,0,0,0,1,garmin,0,66.66666666666666,0.0,0.04501278772378516,0.030690537084398978,0.04501637560654696,inf
190,393,2019-09-25 09:48:00,Running,9/25/2019 9:48,False,Untitled,7.01,905,1:09:16,0,0,0.0,158,176,0 days 00:09:53,0 days 00:07:08,971,971,1.02,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:09:16,0:00,0.0,0:00,No,00:04.3,8,0,0,0,0,1,garmin,0,138.5164051355207,0.0,8.903878583473862,6.070826306913997,8.90694202156278,inf
191,394,2019-09-24 07:33:00,Running,9/24/2019 7:33,False,Untitled,7.4,686,1:04:55,133,183,3.1,170,202,0 days 00:08:46,0 days 00:07:11,525,528,1.1,7.4,8.1,245,50.2% L / 49.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:04:55,0:00,0.0,0:00,No,03:37.4,8,0,0,0,0,1,garmin,0,70.94594594594594,0.7228260869565217,10.03802281368821,6.844106463878326,10.038928934079417,13.888443036621148
192,395,2019-09-23 13:06:00,Running,9/23/2019 13:06,False,Untitled,5.58,713,0:55:26,0,0,0.0,152,245,0 days 00:09:56,0 days 00:06:15,623,568,1.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55:26:00,0:00,0.0,0:00,No,04:57.4,6,0,0,0,0,1,garmin,0,111.64874551971326,0.0,8.859060402684563,6.040268456375839,8.861040784721672,inf
193,397,2019-09-21 07:01:00,Running,9/21/2019 7:01,False,Untitled,13.13,"1,218",1:47:33,141,201,3.2,171,181,0 days 00:08:11,0 days 00:06:31,390,427,1.17,6.7,7.8,245,50.7% L / 49.3% R,0,0,0,0,0,0,0,0,0,0,0,0,1:47:33,0:00,0.0,0:00,No,01:04.7,14,0,0,0,0,1,garmin,0,29.7029702970297,0.7663043478260869,10.753564154786151,7.3319755600814664,10.753734312215391,14.033241939344908
194,400,2019-09-19 07:35:00,Running,9/19/2019 7:35,False,Untitled,7.71,"1,010",1:09:12,0,0,0.0,163,173,0 days 00:08:58,0 days 00:07:21,282,295,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:09:12,0:00,0.0,0:00,No,06:14.7,8,0,0,0,0,1,garmin,0,36.57587548638132,0.0,9.814126394052044,6.691449814126394,9.81436186539281,inf
195,402,2019-09-18 09:15:00,Running,9/18/2019 9:15,False,Untitled,7.09,928,1:03:13,0,0,0.0,163,172,0 days 00:08:55,0 days 00:07:45,256,253,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:03:13,0:00,0.0,0:00,No,00:44.2,8,0,0,0,0,1,garmin,0,36.10719322990127,0.0,9.869158878504674,6.728971962616823,9.869389640711047,inf
196,403,2019-09-17 07:48:00,Running,9/17/2019 7:48,False,Untitled,7.33,969,1:04:36,0,0,0.0,164,174,0 days 00:08:49,0 days 00:06:50,276,289,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:04:36,0:00,0.0,0:00,No,02:47.8,8,0,0,0,0,1,garmin,0,37.653478854024556,0.0,9.98109640831758,6.805293005671078,9.981350204510466,inf
