date,activity_type,date,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2020-09-18 16:50:29,Running,2020-09-18 16:50:29,False,BÃ¸ Running,8.35,681,00:49:01,145,168,3.2,160,224,0 days 00:05:52,0 days 00:03:48,274,259,1.06,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,49:01,0:00,18.0,0:00,No,49:01.17,1,0.0,17,17,17,7,garmin,0
2020-09-16 17:09:22,Running,2020-09-16 17:09:22,False,Oslo Running,18.54,"1,481",01:49:49,149,171,4.1,167,232,0 days 00:05:55,0 days 00:01:50,279,122,1.01,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:49:49,0:00,13.0,0:00,No,48:13.14,2,0.0,17,17,17,7,garmin,0
2020-09-10 17:53:34,Running,2020-09-10 17:53:34,False,Oslo Running,18.15,"1,590",01:56:11,154,183,4.7,157,232,0 days 00:06:24,0 days 00:04:01,441,241,0.99,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:56:11,0:00,10.0,0:00,No,01:56:11.07,1,0.0,14,14,14,7,garmin,0
2020-09-08 18:11:00,Running,2020-09-08 18:11:00,False,Oslo Running,16.16,"1,439",01:33:01,157,177,4.1,162,196,0 days 00:05:45,0 days 00:03:41,429,480,1.07,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:33:01,0:00,16.0,0:00,No,01:33:01.30,1,0.0,19,19,19,7,garmin,0
2020-08-29 09:43:41,Trail Running,2020-08-29 09:43:41,False,Oslo Trail Running,15.07,"1,354",01:24:30,159,183,4.3,169,225,0 days 00:05:36,0 days 00:03:31,485,486,1.05,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:24:30,0:00,14.0,0:00,No,01:24:29.98,1,0.0,16,16,16,7,garmin,0
2020-08-27 19:23:55,Running,2020-08-27 19:23:55,False,Oslo Running,11.09,771,00:53:46,153,184,3.5,170,197,0 days 00:04:51,0 days 00:03:22,170,185,1.21,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,53:46,0:00,17.0,0:00,No,02:38.41,11,0.0,14,14,14,7,garmin,0
2020-08-26 16:56:20,Running,2020-08-26 16:56:20,False,Oslo Running,6.95,566,00:37:54,149,180,3.0,166,227,0 days 00:05:27,0 days 00:04:40,150,121,1.11,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,37:54,0:00,18.0,0:00,No,37:53.59,1,0.0,14,14,14,7,garmin,0
2020-08-23 15:06:22,Trail Running,2020-08-23 15:06:22,False,Oslo Trail Running,7.35,709,01:05:30,135,161,2.5,143,232,0 days 00:08:55,0 days 00:04:30,209,207,0.79,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,1:05:30,0:00,18.0,0:00,No,01:05:29.61,1,0.0,19,19,19,7,garmin,0
2020-08-20 16:14:39,Running,2020-08-20 16:14:39,False,Oslo Running,11.01,841,00:54:24,153,174,3.5,169,223,0 days 00:04:57,0 days 00:04:04,143,142,1.19,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,54:24,0:00,24.0,0:00,No,54:24.42,1,0.0,13,13,13,7,garmin,0
2020-08-18 16:28:18,Running,2020-08-18 16:28:18,False,Oslo Running,9.05,686,00:43:57,156,175,3.4,169,232,0 days 00:04:51,0 days 00:03:25,108,120,1.21,0.0,0.0,0,0,0,0.0,0,0,0,0.0,0.0,0,43:57,0:00,24.0,0:00,No,01:20.20,9,0.0,17,17,17,7,garmin,0
