,index,date,activity_type,date.1,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
13,80,2020-12-26 12:43:24,Running,2020-12-26 12:43:24,False,Longmont Running,4.81,540,00:40:23,152,171,3.5,176,218,0 days 00:08:24,0 days 00:06:53,85,79,1.09,8.7,9.7,234,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40:23,0:00,75.2,0:00,No,05:01.01,4,0.0,33,22,44,12,garmin,0,17.671517671517673,0.7524752475247525,10.476190476190474,7.142857142857142,10.476249151045856,13.922383740205676
14,89,2020-12-22 11:50:44,Running,2020-12-22 11:50:44,False,Longmont Running,4.7,524,00:46:20,144,184,3.1,156,204,0 days 00:09:52,0 days 00:06:05,177,151,1.03,8.6,8.9,280,49.2% L / 50.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,46:20,0:00,69.8,0:00,No,01:03.22,10,0.0,31,21,47,12,garmin,0,37.659574468085104,0.7128712871287128,8.918918918918918,6.081081081081081,8.919145779828293,12.511579496703579
15,240,2020-09-15 12:47:45,Running,2020-09-15 12:47:45,False,Longmont Running,3.31,390,00:26:21,149,168,3.0,177,213,0 days 00:07:58,0 days 00:06:58,69,59,1.14,8.5,10.0,224,49.6% L / 50.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,26:21,0:00,86.0,0:00,No,02:38.45,4,0.0,32,15,38,12,garmin,0,20.845921450151057,0.7376237623762376,11.04602510460251,7.531380753138075,11.046111193805416,14.97526483992412
16,244,2020-09-08 10:56:12,Running,2020-09-08 10:56:12,False,Santa Clarita Running,5.1,600,00:41:20,152,183,3.2,176,230,0 days 00:08:06,0 days 00:06:28,400,394,1.13,8.3,9.5,230,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,41:20,0:00,77.0,0:00,No,00:51.12,6,0.0,32,17,43,12,garmin,0,78.43137254901961,0.7524752475247525,10.864197530864196,7.407407407407407,10.865396079019396,14.43953952606525
17,246,2020-09-05 10:48:58,Running,2020-09-05 10:48:58,False,Santa Clarita Running,5.66,728,00:47:45,153,178,3.6,176,199,0 days 00:08:27,0 days 00:07:18,390,410,1.08,9.0,9.9,234,49.7% L / 50.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,47:45,0:00,86.0,0:00,No,05:56.87,6,0.0,34,13,45,12,garmin,0,68.90459363957596,0.7574257425742574,10.414201183431953,7.100591715976332,10.415087943207217,13.750638983842208
18,249,2020-09-02 11:24:46,Running,2020-09-02 11:24:46,False,Santa Clarita Running,4.03,478,00:32:39,149,171,3.1,180,203,0 days 00:08:06,0 days 00:07:04,381,384,1.1,8.4,9.4,230,49.4% L / 50.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,32:39,0:00,84.2,0:00,No,00:14.53,5,0.0,32,14,39,12,garmin,0,94.5409429280397,0.7376237623762376,10.864197530864196,7.407407407407407,10.865938956231027,14.731004490997767
19,251,2020-08-31 13:19:37,Running,2020-08-31 13:19:37,False,Santa Clarita Running,5.45,647,00:46:37,146,179,3.2,171,216,0 days 00:08:33,0 days 00:06:55,528,515,1.09,8.6,9.6,235,49.4% L / 50.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,46:37,0:00,87.8,0:00,No,03:40.23,6,0.0,32,12,43,12,garmin,0,96.88073394495413,0.7227722772277227,10.292397660818713,7.017543859649122,10.294130096054147,14.242563557554368
20,254,2020-08-29 08:18:09,Running,2020-08-29 08:18:09,False,Santa Clarita Running,5.08,600,00:38:31,157,179,3.5,180,204,0 days 00:07:35,0 days 00:04:52,509,499,1.18,7.9,9.5,225,49.4% L / 50.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,38:31,0:00,68.0,0:00,No,00:41.02,6,0.0,34,15,43,12,garmin,0,100.19685039370079,0.7772277227722773,11.604395604395604,7.912087912087912,11.606484870370878,14.933184355509027
21,255,2020-08-27 06:59:51,Running,2020-08-27 06:59:51,False,Santa Clarita Running,5.21,593,00:39:32,153,169,3.3,179,246,0 days 00:07:35,0 days 00:06:22,397,404,1.19,8.1,9.8,225,49.0% L / 51.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:32,0:00,71.6,0:00,No,01:48.16,6,0.0,33,14,44,12,garmin,0,76.1996161228407,0.7574257425742574,11.604395604395604,7.912087912087912,11.605603995836937,15.322431419340269
22,257,2020-08-25 07:56:44,Running,2020-08-25 07:56:44,False,Santa Clarita Running,5.01,570,00:38:45,154,184,3.3,175,243,0 days 00:07:44,0 days 00:06:05,371,367,1.19,8.7,10.5,224,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,38:45,0:00,75.2,0:00,No,00:03.76,6,0.0,34,19,43,12,garmin,0,74.05189620758483,0.7623762376237624,11.379310344827585,7.758620689655173,11.38042944538969,14.927576285511153
23,259,2020-08-23 09:51:28,Running,2020-08-23 09:51:28,False,Santa Clarita Running,4.72,582,00:38:21,156,185,3.4,172,191,0 days 00:08:08,0 days 00:05:49,354,354,1.15,8.6,10.1,230,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,38:21,0:00,84.2,0:00,No,06:24.46,5,0.0,34,13,43,12,garmin,0,75.0,0.7722772277227723,10.819672131147541,7.3770491803278695,10.820763613910135,14.011501602627225
24,260,2020-08-22 11:41:51,Running,2020-08-22 11:41:51,False,Santa Clarita Running,3.46,448,00:29:42,154,178,3.2,172,189,0 days 00:08:35,0 days 00:07:17,256,256,1.09,9.3,10.3,234,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:42,0:00,91.4,0:00,No,04:20.61,4,0.0,33,13,42,12,garmin,0,73.98843930635839,0.7623762376237624,10.252427184466018,6.990291262135922,10.25343373426748,13.44930918390929
25,262,2020-08-20 16:29:59,Running,2020-08-20 16:29:59,False,Santa Clarita Running,3.03,384,00:25:52,158,176,3.2,171,192,0 days 00:08:33,0 days 00:07:10,318,335,1.1,9.3,10.4,238,49.4% L / 50.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,25:52,0:00,89.6,0:00,No,25:52.07,1,0.0,35,22,43,12,garmin,0,104.95049504950495,0.7821782178217822,10.292397660818713,7.017543859649122,10.294430695602408,13.161234180453711
26,264,2020-08-15 07:30:05,Running,2020-08-15 07:30:05,True,Larimer County Running,25.37,"3,379",05:19:08,157,175,5.0,147,256,0 days 00:12:35,0 days 00:06:35,5210,"5,151",0.87,11.1,9.6,349,49.0% L / 51.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,5:19:08,0:00,69.8,0:00,No,46:48.59,2,0.0,34,12,45,12,garmin,0,205.36066219944817,0.7772277227722773,6.993377483443707,4.768211920529801,6.998665094364257,9.004651904850826
27,266,2020-08-13 09:19:03,Running,2020-08-13 09:19:03,False,Boulder Running,2.5,468,00:59:33,128,181,2.3,83,194,0 days 00:23:51,0 days 00:11:14,1220,"1,214",0.81,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,59:33,0:00,82.4,0:00,No,59:32.63,1,0.0,17,17,17,12,garmin,0,488.0,0.6336633663366337,3.6897274633123684,2.5157232704402515,3.7054532212721756,5.847668364820152
28,269,2020-08-09 06:08:01,Running,2020-08-09 06:08:01,False,Chaffee County Running,14.01,"2,812",07:21:59,110,166,3.0,73,230,0 days 00:31:33,0 days 00:09:06,7090,"7,064",0.71,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,7:21:59,0:00,51.8,0:00,No,00:00.80,4,0.0,16,16,16,12,garmin,0,506.0670949321913,0.5445544554455446,2.7892234548335972,1.901743264659271,2.8020057157589315,5.145501405302765
29,270,2020-08-08 05:38:27,Running,2020-08-08 05:38:27,False,Lake County Running,13.42,"2,264",04:37:06,137,154,3.3,108,256,0 days 00:20:39,0 days 00:08:04,4432,"4,406",0.74,12.5,9.1,454,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4:37:06,0:00,51.8,0:00,No,04:37:06.28,1,0.0,31,11,44,12,garmin,0,330.25335320417287,0.6782178217821783,4.261501210653753,2.9055690072639226,4.269829102988267,6.2956604292235765
30,271,2020-08-07 06:32:04,Running,2020-08-07 06:32:04,False,Boulder County Running,9.37,"1,178",01:45:11,144,161,3.2,156,256,0 days 00:11:13,0 days 00:06:52,1503,"1,529",0.93,10.1,9.4,309,49.2% L / 50.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:45:11,0:00,68.0,0:00,No,01:45:10.66,1,0.0,32,15,41,12,garmin,0,160.40554962646746,0.7128712871287128,7.845468053491826,5.349182763744428,7.849087645538669,11.010525724991744
31,274,2020-08-06 06:34:24,Running,2020-08-06 06:34:24,False,Boulder County Running,5.35,761,01:41:40,117,164,2.4,98,248,0 days 00:19:01,0 days 00:07:16,2395,"2,388",0.87,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:41:40,0:00,66.2,0:00,No,06:01.31,7,0.0,22,22,22,12,garmin,0,447.6635514018692,0.5792079207920792,4.627519719544259,3.15512708150745,4.64412229748392,8.018057299929502
32,276,2020-08-04 06:28:47,Running,2020-08-04 06:28:47,False,Boulder County Running,6.82,733,01:07:51,143,172,3.1,163,211,0 days 00:09:57,0 days 00:06:42,679,653,0.99,8.9,9.0,265,49.2% L / 50.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:07:51,0:00,64.4,0:00,No,02:59.66,11,0.0,33,14,44,12,garmin,0,99.56011730205279,0.7079207920792079,8.844221105527637,6.030150753768845,8.845793255424375,12.495456206963105
33,278,2020-08-02 05:41:38,Running,2020-08-02 05:41:38,False,Lake County Running,14.14,"2,214",04:11:10,136,158,3.3,122,256,0 days 00:17:46,0 days 00:07:21,4875,"4,856",0.75,12.6,9.1,413,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4:11:10,0:00,53.6,0:00,No,04:43.89,15,0.0,31,11,45,12,garmin,0,344.7666195190948,0.6732673267326733,4.953095684803002,3.377110694183865,4.963643611807317,7.372470658713809
34,280,2020-07-31 06:05:18,Running,2020-07-31 06:05:18,False,Boulder County Running,5.0,561,00:44:32,143,162,3.0,178,256,0 days 00:08:54,0 days 00:06:29,440,430,1.02,8.9,9.2,245,49.3% L / 50.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,44:32,0:00,59.0,0:00,No,00:02.01,6,0.0,33,12,46,12,garmin,0,88.0,0.7079207920792079,9.887640449438202,6.741573033707865,9.889013637480296,13.96909618720993
35,282,2020-07-29 06:45:16,Running,2020-07-29 06:45:16,False,Boulder County Running,5.21,738,01:09:13,135,172,2.9,133,256,0 days 00:13:16,0 days 00:05:53,1270,"1,263",0.87,11.9,9.7,363,49.2% L / 50.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:09:13,0:00,68.0,0:00,No,01:09:12.74,1,0.0,31,14,44,12,garmin,0,243.7619961612284,0.6683168316831684,6.633165829145727,4.522613065326633,6.640231018091078,9.935753078921465
36,284,2020-07-28 07:03:00,Running,2020-07-28 07:03:00,False,Running,7.55,"1,490",02:59:27,132,172,3.2,104,256,0 days 00:23:47,0 days 00:06:09,3205,"3,215",0.69,13.3,8.9,487,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:59:27,0:00,68.0,0:00,No,02:59.90,10,0.0,28,12,42,12,garmin,0,424.50331125827813,0.6534653465346535,3.700070077084793,2.5227750525578134,3.712009247733386,5.680499000319272
37,288,2020-07-21 07:29:16,Running,2020-07-21 07:29:16,False,Santa Clarita Running,6.21,675,00:58:37,138,178,2.9,151,224,0 days 00:09:26,0 days 00:05:43,328,331,1.12,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,58:37,0:00,73.4,0:00,No,02:59.96,13,0.0,14,14,14,12,garmin,0,52.81803542673108,0.6831683168316832,9.328621908127207,6.360424028268551,9.329088646248017,13.655622511174633
38,290,2020-07-19 08:11:34,Running,2020-07-19 08:11:34,False,Newport Beach Running,11.51,"1,463",02:06:44,145,185,3.8,143,235,0 days 00:11:01,0 days 00:07:19,1860,"1,913",1.02,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:06:44,0:00,69.8,0:00,No,04:55.49,12,0.0,15,15,15,12,garmin,0,161.59860990443093,0.7178217821782178,7.987897125567321,5.446293494704992,7.991637440720104,11.133177676037663
39,294,2020-07-11 05:00:02,Running,2020-07-11 05:00:02,True,Lemhi County Running,60.68,"8,760",16:54:37,140,189,5.0,117,254,0 days 00:16:43,0 days 00:05:38,11240,"13,189",0.81,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,16:54:37,0:00,46.4,0:00,No,08:14.77,61,0.0,17,17,17,12,garmin,0,185.2340145023072,0.693069306930693,5.264207377866401,3.589232303090728,5.267445871595967,7.600171900445611
40,295,2020-07-09 06:50:29,Running,2020-07-09 06:50:29,False,Longmont Running,2.33,273,00:19:45,146,164,2.6,166,191,0 days 00:08:29,0 days 00:06:58,66,49,1.14,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,19:45,0:00,69.8,0:00,No,02:25.16,3,0.0,13,13,13,12,garmin,0,28.326180257510728,0.7227722772277227,10.37328094302554,7.072691552062869,10.373430219442973,14.35228016662658
41,296,2020-07-08 06:49:29,Running,2020-07-08 06:49:29,False,Boulder Running,2.59,427,00:49:32,124,154,2.1,100,235,0 days 00:19:05,0 days 00:08:57,1227,"1,220",0.85,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,49:32,0:00,71.6,0:00,No,09:10.98,3,0.0,16,16,16,12,garmin,0,473.74517374517376,0.6138613861386139,4.611353711790393,3.14410480349345,4.62987830797914,7.54222111461118
42,297,2020-07-07 08:22:01,Running,2020-07-07 08:22:01,False,Boulder County Running,3.0,404,00:30:08,146,171,2.7,169,206,0 days 00:10:02,0 days 00:05:40,430,423,0.95,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,30:08,0:00,82.4,0:00,No,00:02.16,4,0.0,15,15,15,12,garmin,0,143.33333333333334,0.7227722772277227,8.770764119601328,5.980066445182724,8.773995246413671,12.139363286133984
43,301,2020-06-28 05:44:45,Running,2020-06-28 05:44:45,False,Boulder Running,7.44,"1,206",02:46:17,115,157,2.4,96,246,0 days 00:22:22,0 days 00:07:51,3353,"3,294",0.73,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:46:17,0:00,66.2,0:00,No,05:54.13,8,0.0,13,13,13,12,garmin,0,450.67204301075265,0.5693069306930693,3.9344262295081966,2.682563338301043,3.948732154769852,6.93603387185661
44,306,2020-06-25 06:26:46,Running,2020-06-25 06:26:46,False,Boulder County Running,10.31,"1,445",01:58:40,148,165,3.5,165,256,0 days 00:11:30,0 days 00:08:02,974,"1,007",0.86,10.0,8.6,278,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:58:40,0:00,69.8,0:00,No,02:52.57,11,0.0,31,12,40,12,garmin,0,94.4713870029098,0.7326732673267327,7.652173913043478,5.217391304347826,7.653398678193429,10.445854952669409
45,315,2020-06-17 08:00:38,Running,2020-06-17 08:00:38,False,Longmont Running,8.29,953,01:18:01,142,156,3.0,172,248,0 days 00:09:25,0 days 00:07:11,112,102,1.0,8.8,8.9,243,48.8% L / 51.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:18:01,0:00,71.6,0:00,No,02:57.34,9,0.0,32,18,46,12,garmin,0,13.510253317249699,0.7029702970297029,9.345132743362832,6.371681415929204,9.345163335788069,13.293823900205563
46,316,2020-06-16 09:26:33,Running,2020-06-16 09:26:33,False,Longmont Running,7.68,899,01:16:08,146,185,3.1,160,256,0 days 00:09:55,0 days 00:06:12,554,561,1.0,7.8,7.8,253,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:16:08,0:00,78.8,0:00,No,01:34.62,23,0.0,32,14,42,12,garmin,0,72.13541666666667,0.7227722772277227,8.873949579831933,6.050420168067228,8.87477770491954,12.278802030094157
47,317,2020-06-13 07:11:37,Running,2020-06-13 07:11:37,False,Boulder County Running,13.01,"1,963",02:52:15,146,171,3.8,139,246,0 days 00:13:14,0 days 00:07:46,2664,"2,635",0.87,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:52:15,0:00,69.8,0:00,No,00:03.70,14,0.0,11,11,11,12,garmin,0,204.76556495003842,0.7227722772277227,6.649874055415617,4.534005037783375,6.654872860757284,9.20742683474638
48,318,2020-06-12 11:24:04,Running,2020-06-12 11:24:04,False,Longmont Running,3.16,355,00:29:59,133,151,2.0,171,191,0 days 00:09:30,0 days 00:07:51,128,112,0.99,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:59,0:00,82.4,0:00,No,01:19.14,4,0.0,18,18,18,12,garmin,0,40.506329113924046,0.6584158415841584,9.26315789473684,6.315789473684211,9.263430478893792,14.0692703514026
49,319,2020-06-11 16:21:04,Running,2020-06-11 16:21:04,False,Boulder County Running,4.0,522,00:36:47,147,163,2.8,170,211,0 days 00:09:12,0 days 00:05:17,358,344,1.04,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,36:47,0:00,82.4,0:00,No,00:01.81,5,0.0,18,18,18,12,garmin,0,89.5,0.7277227722772277,9.565217391304348,6.521739130434783,9.566591470872105,13.145928415756226
50,320,2020-06-11 06:38:17,Running,2020-06-11 06:38:17,False,Longmont Running,10.0,"1,111",01:22:49,149,163,3.3,180,233,0 days 00:08:17,0 days 00:06:58,230,236,1.08,8.0,8.9,231,48.7% L / 51.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:22:49,0:00,62.6,0:00,No,00:02.38,11,0.0,32,19,43,12,garmin,0,23.0,0.7376237623762376,10.62374245472837,7.2434607645875255,10.62384324840912,14.402794202541223
51,321,2020-06-10 12:30:40,Running,2020-06-10 12:30:40,False,Longmont Running,3.72,426,00:32:08,141,155,2.5,182,240,0 days 00:08:38,0 days 00:06:22,92,72,1.03,8.3,8.7,233,48.4% L / 51.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,32:08,0:00,78.8,0:00,No,05:40.30,4,0.0,36,14,47,12,garmin,0,24.731182795698924,0.698019801980198,10.193050193050192,6.94980694980695,10.193162006414498,14.602969682948432
52,322,2020-06-10 07:29:22,Running,2020-06-10 07:29:22,False,Longmont Running,8.01,922,01:07:52,154,174,3.5,175,195,0 days 00:08:29,0 days 00:06:51,200,190,1.08,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:07:52,0:00,62.6,0:00,No,00:02.14,9,0.0,14,14,14,12,garmin,0,24.968789013732835,0.7623762376237624,10.37328094302554,7.072691552062869,10.373396930430168,13.606663506148662
53,323,2020-06-09 09:27:30,Running,2020-06-09 09:27:30,False,Longmont Running,10.01,"1,355",01:30:53,161,185,4.4,172,195,0 days 00:09:05,0 days 00:07:18,463,456,1.03,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:30:53,0:00,62.6,0:00,No,00:02.03,11,0.0,21,21,21,12,garmin,0,46.25374625374626,0.7970297029702971,9.688073394495412,6.605504587155963,9.688445122324005,12.155688911238814
54,324,2020-06-07 10:01:08,Running,2020-06-07 10:01:08,False,Longmont Running,15.58,"1,815",02:32:32,145,167,3.7,158,240,0 days 00:09:48,0 days 00:07:07,361,328,1.05,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:32:32,0:00,77.0,0:00,No,05:21.98,16,0.0,19,19,19,12,garmin,0,23.170731707317074,0.7178217821782178,8.979591836734693,6.122448979591836,8.979678300901723,12.509620805394125
