date,activity_type,date,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race
2020-10-05 06:53:25,Running,2020-10-05 06:53:25,False,Morton Running,2.41,321,00:19:18,0,0,0.0,170,176,0 days 00:08:00,0 days 00:07:06,20,15,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,19:18,0:00,0.0,0:00,No,03:01.39,3,0.0,4,garmin,0
2020-10-04 15:33:06,Running,2020-10-04 15:33:06,False,Peoria Running,2.06,269,00:19:22,0,0,0.0,168,190,0 days 00:09:24,0 days 00:05:24,0,3,1.02,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,19:22,0:00,0.0,0:00,No,00:49.50,3,0.0,4,garmin,0
2020-10-04 10:50:49,Running,2020-10-04 10:50:49,False,Morton Running,1.57,161,01:16:49,0,0,0.0,114,159,0 days 00:48:46,0 days 00:16:37,22,26,0.29,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:16:49,0:00,0.0,0:00,No,28:09.16,2,0.0,4,garmin,0
2020-10-03 13:17:51,Cycling,2020-10-03 13:17:51,False,Morton Cycling,26.83,"1,531",01:47:05,0,0,0.0,0,0,15.0,26.3,400,383,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:47:05,0:00,0.0,0:00,No,05:59.40,6,0.0,4,garmin,0
2020-10-01 06:27:25,Running,2020-10-01 06:27:25,False,Morton Running,2.95,392,00:24:17,0,0,0.0,169,184,0 days 00:08:14,0 days 00:04:57,24,20,1.16,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:17,0:00,0.0,0:00,No,07:41.45,3,0.0,4,garmin,0
2020-09-29 06:33:14,Running,2020-09-29 06:33:14,False,Morton Running,2.60,345,00:21:18,0,0,0.0,171,177,0 days 00:08:12,0 days 00:07:46,25,14,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:18,0:00,0.0,0:00,No,04:44.42,3,0.0,4,garmin,0
2020-09-28 15:02:02,Cycling,2020-09-28 15:02:02,False,Morton Cycling,4.50,210,00:30:07,0,0,0.0,0,0,9.0,22.4,20,16,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,30:07,0:00,0.0,0:00,No,30:06.81,1,0.0,4,garmin,0
2020-09-28 06:35:27,Running,2020-09-28 06:35:27,False,Morton Running,2.81,378,00:22:25,0,0,0.0,170,180,0 days 00:07:59,0 days 00:07:26,14,0,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,22:25,0:00,0.0,0:00,No,06:10.54,3,0.0,4,garmin,0
2020-09-25 06:37:03,Running,2020-09-25 06:37:03,False,East Moline Running,3.82,507,00:29:20,0,0,0.0,169,212,0 days 00:07:41,0 days 00:04:38,159,153,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:20,0:00,0.0,0:00,No,05:46.38,4,0.0,4,garmin,0
2020-09-23 15:05:04,Cycling,2020-09-23 15:05:04,False,Morton Cycling,4.53,244,00:28:18,0,0,0.0,0,0,9.6,21.3,24,23,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,28:18,0:00,0.0,0:00,No,28:18.10,1,0.0,4,garmin,0
2020-09-23 06:19:38,Running,2020-09-23 06:19:38,False,Morton Running,4.78,630,00:40:23,0,0,0.0,169,175,0 days 00:08:27,0 days 00:06:24,34,32,1.13,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40:23,0:00,0.0,0:00,No,05:42.00,5,0.0,4,garmin,0
2020-09-22 06:27:20,Running,2020-09-22 06:27:20,False,Morton Running,3.04,406,00:25:35,0,0,0.0,169,177,0 days 00:08:25,0 days 00:07:42,17,16,1.13,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,25:35,0:00,0.0,0:00,No,00:23.18,4,0.0,4,garmin,0
2020-09-21 06:15:10,Running,2020-09-21 06:15:10,False,Morton Running,3.12,413,00:29:02,0,0,0.0,169,178,0 days 00:09:19,0 days 00:07:40,33,26,1.02,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:02,0:00,0.0,0:00,No,01:04.71,4,0.0,4,garmin,0
2020-09-20 11:34:12,Running,2020-09-20 11:34:12,False,Morton Running,1.77,138,01:31:22,0,0,0.0,116,167,0 days 00:51:29,0 days 00:10:23,36,35,0.27,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:31:22,0:00,0.0,0:00,No,37:15.16,2,0.0,4,garmin,0
2020-09-20 10:21:41,Running,2020-09-20 10:21:41,False,Morton Running,4.85,648,00:34:40,0,0,0.0,170,177,0 days 00:07:09,0 days 00:06:06,32,33,1.33,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,34:40,0:00,0.0,0:00,No,05:34.76,5,0.0,4,garmin,0
2020-09-18 15:06:20,Cycling,2020-09-18 15:06:20,False,Morton Cycling,3.09,156,00:24:01,0,0,0.0,0,0,7.7,19.3,0,9,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:01,0:00,0.0,0:00,No,24:01.45,1,0.0,4,garmin,0
2020-09-18 07:02:11,Running,2020-09-18 07:02:11,False,Morton Running,1.01,133,00:08:19.8,0,0,0.0,170,173,0 days 00:08:14,0 days 00:07:51,0,11,1.15,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,8:19.8,0:00,0.0,0:00,No,00:05.59,2,0.0,4,garmin,0
2020-09-18 06:14:28,Running,2020-09-18 06:14:28,False,Morton Running,6.21,823,00:42:37,0,0,0.0,171,178,0 days 00:06:52,0 days 00:06:23,56,59,1.37,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,42:37,0:00,0.0,0:00,No,01:21.38,7,0.0,4,garmin,0
2020-09-18 05:55:47,Running,2020-09-18 05:55:47,False,Morton Running,1.05,139,00:10:17,0,0,0.0,170,181,0 days 00:09:50,0 days 00:09:18,21,0,0.96,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,10:17,0:00,0.0,0:00,No,00:27.93,2,0.0,4,garmin,0
2020-09-16 15:03:41,Cycling,2020-09-16 15:03:41,False,Morton Cycling,4.94,264,01:07:20,0,0,0.0,0,0,4.4,21.4,15,15,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:07:20,0:00,0.0,0:00,No,01:07:19.97,1,0.0,4,garmin,0
2020-09-16 06:17:56,Running,2020-09-16 06:17:56,False,Morton Running,3.27,437,00:26:38,0,0,0.0,169,175,0 days 00:08:08,0 days 00:07:39,24,15,1.17,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,26:38,0:00,0.0,0:00,No,02:11.43,4,0.0,4,garmin,0
2020-09-15 06:11:02,Running,2020-09-15 06:11:02,False,Morton Running,5.96,798,00:47:17,0,0,0.0,169,175,0 days 00:07:56,0 days 00:07:05,47,28,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,47:17,0:00,0.0,0:00,No,07:06.59,6,0.0,4,garmin,0
2020-09-14 15:16:54,Cycling,2020-09-14 15:16:54,False,Morton Cycling,1.20,58,00:18:07,0,0,0.0,0,0,4.0,9.1,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,18:07,0:00,0.0,0:00,No,18:06.74,1,0.0,4,garmin,0
2020-09-13 15:07:14,Cycling,2020-09-13 15:07:14,False,Morton Cycling,5.09,271,00:48:47,0,0,0.0,0,0,6.3,9.8,22,26,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,48:47,0:00,0.0,0:00,No,02:04.04,2,0.0,4,garmin,0
2020-09-12 14:17:26,Running,2020-09-12 14:17:26,False,Morton Running,4.15,549,00:33:32,0,0,0.0,167,242,0 days 00:08:05,0 days 00:05:49,74,68,1.19,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:32,0:00,0.0,0:00,No,01:07.62,5,0.0,4,garmin,0
2020-09-11 06:51:19,Running,2020-09-11 06:51:19,False,Morton Running,2.70,363,00:21:27,0,0,0.0,168,175,0 days 00:07:56,0 days 00:07:21,27,23,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:27,0:00,0.0,0:00,No,05:17.42,3,0.0,4,garmin,0
2020-09-09 06:34:33,Running,2020-09-09 06:34:33,False,Morton Running,3.11,416,00:24:08,0,0,0.0,168,175,0 days 00:07:45,0 days 00:07:06,20,19,1.23,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:08,0:00,0.0,0:00,No,00:49.04,4,0.0,4,garmin,0
2020-09-07 18:14:04,Cycling,2020-09-07 18:14:04,False,Morton Cycling,0.69,44,00:17:18,0,0,0.0,0,0,2.4,7.8,0,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,17:18,0:00,0.0,0:00,No,17:17.52,1,0.0,4,garmin,0
2020-09-07 14:27:56,Running,2020-09-07 14:27:56,False,Morton Running,2.28,301,00:18:53,0,0,0.0,167,198,0 days 00:08:16,0 days 00:04:25,3,10,1.16,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,18:53,0:00,0.0,0:00,No,02:33.57,3,0.0,4,garmin,0
2020-09-07 10:00:44,Running,2020-09-07 10:00:44,False,Morton Running,8.18,"1,090",01:06:38,0,0,0.0,167,188,0 days 00:08:09,0 days 00:04:39,80,69,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:06:38,0:00,0.0,0:00,No,01:20.86,9,0.0,4,garmin,0
2020-09-04 06:13:47,Cycling,2020-09-04 06:13:47,False,Morton Cycling,16.84,923,01:03:41,0,0,0.0,0,0,15.9,30.3,230,228,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:03:41,0:00,0.0,0:00,No,06:59.10,4,0.0,4,garmin,0
2020-09-02 06:37:10,Running,2020-09-02 06:37:10,False,Morton Running,2.66,354,00:21:57,0,0,0.0,169,222,0 days 00:08:14,0 days 00:06:57,38,30,1.16,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:57,0:00,0.0,0:00,No,05:22.14,3,0.0,4,garmin,0
2020-09-01 06:29:44,Running,2020-09-01 06:29:44,False,Morton Running,2.79,372,00:22:44,0,0,0.0,167,172,0 days 00:08:09,0 days 00:07:27,24,23,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,22:44,0:00,0.0,0:00,No,06:02.99,3,0.0,4,garmin,0
2020-08-31 06:31:26,Running,2020-08-31 06:31:26,False,Morton Running,2.73,366,00:21:30,0,0,0.0,168,174,0 days 00:07:53,0 days 00:07:27,34,28,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:30,0:00,0.0,0:00,No,05:32.53,3,0.0,4,garmin,0
2020-08-30 11:09:21,Cycling,2020-08-30 11:09:21,False,Morton Cycling,3.54,257,00:46:01,0,0,0.0,0,0,4.6,10.9,29,13,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,46:01,0:00,0.0,0:00,No,46:00.56,1,0.0,4,garmin,0
2020-08-29 10:27:53,Cycling,2020-08-29 10:27:53,False,Morton Cycling,2.51,145,00:30:41,0,0,0.0,0,0,4.9,10.8,15,13,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,30:41,0:00,0.0,0:00,No,30:40.70,1,0.0,4,garmin,0
2020-08-28 06:12:22,Running,2020-08-28 06:12:22,False,Morton Running,4.31,580,00:33:42,0,0,0.0,169,175,0 days 00:07:49,0 days 00:00:57,24,7,1.22,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:42,0:00,0.0,0:00,No,02:17.15,5,0.0,4,garmin,0
2020-08-27 07:23:06,Running,2020-08-27 07:23:06,False,Morton Running,2.81,374,00:20:19,0,0,0.0,168,174,0 days 00:07:14,0 days 00:06:36,14,0,1.33,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,20:19,0:00,0.0,0:00,No,05:31.47,3,0.0,4,garmin,0
2020-08-25 07:12:15,Running,2020-08-25 07:12:15,False,Chicago Running,2.42,298,00:21:05,0,0,0.0,168,178,0 days 00:08:43,0 days 00:07:50,10,10,1.1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:05,0:00,0.0,0:00,No,03:30.73,3,0.0,4,garmin,0
2020-08-24 17:01:26,Cycling,2020-08-24 17:01:26,False,Chicago Cycling,21.98,"1,206",01:41:58,0,0,0.0,0,0,12.9,22.1,33,34,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:41:58,0:00,0.0,0:00,No,13:10.72,5,0.0,4,garmin,0
2020-08-23 18:10:38,Running,2020-08-23 18:10:38,False,Chicago Running,2.57,320,00:22:46,0,0,0.0,166,186,0 days 00:08:51,0 days 00:07:34,0,7,1.09,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,22:46,0:00,0.0,0:00,No,04:45.42,3,0.0,4,garmin,0
2020-08-22 15:41:51,Running,2020-08-22 15:41:51,False,Morton Running,4.73,625,00:43:01,0,0,0.0,165,181,0 days 00:09:06,0 days 00:07:25,23,13,1.07,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,43:01,0:00,0.0,0:00,No,05:58.39,5,0.0,4,garmin,0
2020-08-19 14:50:26,Cycling,2020-08-19 14:50:26,False,Morton Cycling,1.70,81,00:08:36.4,0,0,0.0,0,0,11.9,15.7,23,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,8:36.4,0:00,0.0,0:00,No,08:36.42,1,0.0,4,garmin,0
2020-08-16 11:35:20,Running,2020-08-16 11:35:20,False,East Moline Running,3.03,400,00:23:32,0,0,0.0,168,176,0 days 00:07:47,0 days 00:06:56,135,28,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,23:32,0:00,0.0,0:00,No,00:10.60,4,0.0,4,garmin,0
2020-08-15 15:17:48,Running,2020-08-15 15:17:48,False,Moline Running,3.49,456,00:30:40,0,0,0.0,166,179,0 days 00:08:48,0 days 00:07:17,12,16,1.1,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,30:40,0:00,0.0,0:00,No,04:20.97,4,0.0,4,garmin,0
2020-08-12 19:41:01,Cycling,2020-08-12 19:41:01,False,Morton Cycling,2.44,142,00:45:19,0,0,0.0,0,0,3.2,14.7,28,20,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,45:19,0:00,0.0,0:00,No,45:18.53,1,0.0,4,garmin,0
2020-08-02 18:24:42,Cycling,2020-08-02 18:24:42,False,Morton Cycling,4.96,308,01:03:19,0,0,0.0,0,0,4.7,18.6,42,40,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:03:19,0:00,0.0,0:00,No,01:03:19.17,1,0.0,4,garmin,0
2020-07-29 15:46:33,Running,2020-07-29 15:46:33,False,Morton Running,3.13,421,00:24:24,0,0,0.0,165,171,0 days 00:07:48,0 days 00:07:04,23,14,1.25,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:24,0:00,0.0,0:00,No,00:58.39,4,0.0,4,garmin,0
2020-07-28 18:35:22,Cycling,2020-07-28 18:35:22,False,Morton Cycling,1.37,81,00:19:45,0,0,0.0,0,0,4.2,11.0,85,69,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,19:45,0:00,0.0,0:00,No,19:45.06,1,0.0,4,garmin,0
2020-07-28 10:11:17,Cycling,2020-07-28 10:11:17,False,Morton Cycling,5.25,269,00:28:53,0,0,0.0,0,0,10.9,16.9,141,151,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,28:53,0:00,0.0,0:00,No,01:14.71,2,0.0,4,garmin,0
2020-07-23 16:19:04,Cycling,2020-07-23 16:19:04,False,Morton Cycling,16.84,"1,017",00:57:38,0,0,0.0,0,0,17.5,31.6,394,397,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,57:38,0:00,0.0,0:00,No,06:02.57,4,0.0,4,garmin,0
2020-07-21 18:39:38,Cycling,2020-07-21 18:39:38,False,Morton Cycling,2.47,116,00:36:38,0,0,0.0,0,0,4.0,9.9,138,151,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,36:38,0:00,0.0,0:00,No,36:37.54,1,0.0,4,garmin,0
2020-07-20 10:38:58,Cycling,2020-07-20 10:38:58,False,Morton Cycling,16.74,993,00:58:41,0,0,0.0,0,0,17.1,28.1,186,181,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,58:41,0:00,0.0,0:00,No,05:29.40,4,0.0,4,garmin,0
2020-07-17 19:15:01,Cycling,2020-07-17 19:15:01,False,Morton Cycling,2.34,131,00:36:49,0,0,0.0,0,0,3.8,10.4,12,0,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,36:49,0:00,0.0,0:00,No,36:48.63,1,0.0,4,garmin,0
2020-07-16 16:35:27,Running,2020-07-16 16:35:27,False,Galesburg Running,5.44,707,00:43:24,0,0,0.0,161,179,0 days 00:07:59,0 days 00:05:50,58,52,1.24,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,43:24,0:00,0.0,0:00,No,03:20.57,6,0.0,4,garmin,0
2020-07-14 18:55:42,Cycling,2020-07-14 18:55:42,False,Morton Cycling,2.01,118,00:24:44,0,0,0.0,0,0,4.9,9.7,19,22,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,24:44,0:00,0.0,0:00,No,24:43.86,1,0.0,4,garmin,0
2020-07-14 14:56:07,Running,2020-07-14 14:56:07,False,Morton Running,1.73,176,01:04:06,0,0,0.0,114,232,0 days 00:37:00,0 days 00:05:32,65,77,0.38,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:04:06,0:00,0.0,0:00,No,03:11.36,3,0.0,4,garmin,0
2020-07-13 12:20:04,Running,2020-07-13 12:20:04,False,Morton Running,3.07,407,00:28:57,0,0,0.0,166,189,0 days 00:09:25,0 days 00:06:12,65,76,1.03,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,28:57,0:00,0.0,0:00,No,00:36.29,4,0.0,4,garmin,0
2020-07-12 14:08:00,Cycling,2020-07-12 14:08:00,False,Morton Cycling,16.83,956,01:01:14,0,0,0.0,0,0,16.5,28.8,206,199,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:01:14,0:00,0.0,0:00,No,06:24.66,4,0.0,4,garmin,0
2020-07-09 06:29:29,Running,2020-07-09 06:29:29,False,Morton Running,2.86,383,00:22:50,0,0,0.0,166,172,0 days 00:07:59,0 days 00:07:27,23,10,1.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,22:50,0:00,0.0,0:00,No,06:33.85,3,0.0,4,garmin,0
2020-07-08 18:49:28,Cycling,2020-07-08 18:49:28,False,Morton Cycling,3.82,192,00:40:37,0,0,0.0,0,0,5.6,15.0,9,9,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,40:37,0:00,0.0,0:00,No,40:36.62,1,0.0,4,garmin,0
2020-07-05 19:13:21,Cycling,2020-07-05 19:13:21,False,Morton Cycling,4.72,261,00:59:31,0,0,0.0,0,0,4.8,11.8,25,7,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,59:31,0:00,0.0,0:00,No,59:31.23,1,0.0,4,garmin,0
2020-07-03 09:51:19,Running,2020-07-03 09:51:19,False,Jackson County Running,1.28,119,00:53:47,0,0,0.0,117,158,0 days 00:42:02,0 days 00:09:02,95,91,0.33,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,53:47,0:00,0.0,0:00,No,11:50.54,2,0.0,4,garmin,0
2020-07-02 15:35:13,Running,2020-07-02 15:35:13,False,East Moline Running,4.57,612,00:35:03,0,0,0.0,168,176,0 days 00:07:40,0 days 00:06:52,185,182,1.25,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,35:03,0:00,0.0,0:00,No,04:17.44,5,0.0,4,garmin,0
2020-06-29 15:34:27,Running,2020-06-29 15:34:27,False,Conover Running,0.31,28,00:20:49,0,0,0.0,118,175,0 days 00:00:00,0 days 00:22:38,0,0,0.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,20:49,0:00,0.0,0:00,No,20:49.09,1,0.0,4,garmin,0
2020-06-27 11:48:01,Running,2020-06-27 11:48:01,False,Ontonagon County Running,1.13,110,01:13:44,0,0,0.0,119,161,0 days 00:00:00,0 days 00:13:00,129,126,0.21,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:13:44,0:00,0.0,0:00,No,15:04.59,2,0.0,4,garmin,0
2020-06-25 10:13:31,Running,2020-06-25 10:13:31,False,Baraboo Running,1.18,120,00:59:48,0,0,0.0,115,234,0 days 00:50:31,0 days 00:06:36,186,179,0.28,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,59:48,0:00,0.0,0:00,No,07:30.84,2,0.0,4,garmin,0
2020-06-23 18:33:29,Cycling,2020-06-23 18:33:29,False,Morton Cycling,3.45,245,00:55:33,0,0,0.0,0,0,3.7,9.5,15,7,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,55:33,0:00,0.0,0:00,No,55:32.74,1,0.0,4,garmin,0
2020-06-23 13:47:36,Running,2020-06-23 13:47:36,False,Morton - Fartlek 8x3H2E,8.53,"1,113",01:18:25,0,0,0.0,165,212,0 days 00:09:12,0 days 00:06:36,205,217,1.06,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:18:25,0:00,0.0,0:00,No,02:00.00,20,0.0,4,garmin,0
2020-06-22 15:07:49,Running,2020-06-22 15:07:49,False,Tazewell County Running,0.11,16,00:00:57.1,0,0,0.0,167,177,0 days 00:08:27,0 days 00:06:09,0,0,1.14,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0:57.1,0:00,0.0,0:00,No,00:57.12,1,0.0,4,garmin,0
2020-06-21 19:39:50,Cycling,2020-06-21 19:39:50,False,Morton Cycling,2.48,131,00:29:20,0,0,0.0,0,0,5.1,12.4,13,10,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,29:20,0:00,0.0,0:00,No,29:20.26,1,0.0,4,garmin,0
2020-06-20 09:12:11,Running,2020-06-20 09:12:11,False,East Peoria Running,3.11,302,01:12:33,0,0,0.0,117,248,0 days 00:23:19,0 days 00:04:51,79,92,0.59,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:12:33,0:00,0.0,0:00,No,00:51.17,4,0.0,4,garmin,0
2020-06-18 19:26:53,Cycling,2020-06-18 19:26:53,False,Morton Cycling,2.00,110,00:21:42,0,0,0.0,0,0,5.5,12.1,20,23,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,21:42,0:00,0.0,0:00,No,21:42.18,1,0.0,4,garmin,0
2020-06-18 16:15:37,Running,2020-06-18 16:15:37,False,Morton Running,2.85,382,00:23:05,0,0,0.0,167,172,0 days 00:08:06,0 days 00:07:25,22,25,1.19,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,23:05,0:00,0.0,0:00,No,06:32.54,3,0.0,4,garmin,0
2020-06-17 16:09:32,Running,2020-06-17 16:09:32,False,Morton Running,5.02,673,00:39:17,0,0,0.0,168,178,0 days 00:07:49,0 days 00:07:00,26,22,1.22,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,39:17,0:00,0.0,0:00,No,00:09.24,6,0.0,4,garmin,0
2020-06-16 07:38:38,Running,2020-06-16 07:38:38,False,Morton Running,3.17,424,00:25:39,0,0,0.0,168,172,0 days 00:08:05,0 days 00:07:14,33,33,1.18,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,25:39,0:00,0.0,0:00,No,01:22.89,4,0.0,4,garmin,0
2020-06-15 08:18:44,Running,2020-06-15 08:18:44,False,Morton Running,6.02,808,00:47:45,0,0,0.0,169,176,0 days 00:07:56,0 days 00:07:25,46,33,1.2,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,47:45,0:00,0.0,0:00,No,00:10.74,7,0.0,4,garmin,0
2020-06-14 11:08:23,Running,2020-06-14 11:08:23,False,Morton Running,1.41,143,01:23:48,0,0,0.0,120,174,0 days 00:59:36,0 days 00:13:37,16,21,0.23,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:23:48,0:00,0.0,0:00,No,22:37.99,2,0.0,4,garmin,0
2020-06-12 19:02:11,Cycling,2020-06-12 19:02:11,False,Morton Cycling,4.10,211,00:33:00,0,0,0.0,0,0,7.5,11.7,25,20,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:00,0:00,0.0,0:00,No,33:00.04,1,0.0,4,garmin,0
2020-06-12 15:59:54,Running,2020-06-12 15:59:54,False,Morton Running,4.07,539,00:37:37,0,0,0.0,166,215,0 days 00:09:15,0 days 00:06:22,53,50,1.05,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,37:37,0:00,0.0,0:00,No,00:37.57,5,0.0,4,garmin,0
2020-06-11 11:33:10,Cycling,2020-06-11 11:33:10,False,Morton Cycling,26.05,"1,494",01:40:58,0,0,0.0,0,0,15.5,36.1,651,652,0.0,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:40:58,0:00,0.0,0:00,No,03:11.52,6,0.0,4,garmin,0
2020-06-10 11:31:53,Running,2020-06-10 11:31:53,False,Tazewell County Running,6.58,883,00:51:24,0,0,0.0,168,176,0 days 00:07:49,0 days 00:06:57,82,81,1.23,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,51:24,0:00,0.0,0:00,No,04:11.06,7,0.0,4,garmin,0
2020-06-09 17:07:11,Running,2020-06-09 17:07:11,False,Morton Running,4.01,540,00:31:26,0,0,0.0,168,205,0 days 00:07:51,0 days 00:06:18,18,20,1.22,0.0,0.0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,31:26,0:00,0.0,0:00,No,00:02.58,5,0.0,4,garmin,0
