date,activity_type,date,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_speed,max_speed,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_bike_cadence,max_bike_cadence,training_stress_scoreâ,grit,flow,total_strokes,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race,avg_pace,best_pace
2020-10-31 15:45:17,Strength Training,2020-10-31 15:45:17,False,Strength,0,41,0:10:03,103,116,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,15,3,10:03,0:00,0,0:00,No,10:03.44,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-31 15:11:08,Indoor Cycling,2020-10-31 15:11:08,False,Indoor Cycling,0,240,0:30:01,143,177,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1:6:01:00.000,0:00,0,0:00,No,30:00.84,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-30 17:36:20,Running,2020-10-30 17:36:20,False,Longview Running,2.03,206,0:21:46,160,182,162,174,10:44,8:17,52,52,0.93,0,0,0,0,0,0,0,0,0,0,21:46,0:00,0,0:00,No,00:17.39,3,0,10,garmin,0,0 days 00:10:44,0 days 00:10:44
2020-10-27 17:52:34,Running,2020-10-27 17:52:34,False,Longview - Goal Pace Repeats,3.16,309,0:35:01,155,183,163,178,11:05,10:01,108,177,0.89,0,0,0,0,0,0,0,0,0,0,1:11:01,0:00,0,0:00,No,03:00.00,7,0,10,garmin,0,0 days 00:11:05,0 days 00:11:05
2020-10-26 12:01:20,Running,2020-10-26 12:01:20,False,Longview Running,2.01,200,0:20:55,161,182,166,180,10:24,8:59,89,75,0.93,0,0,0,0,0,0,0,0,0,0,20:55,0:00,0,0:00,No,00:05.48,3,0,10,garmin,0,0 days 00:10:24,0 days 00:10:24
2020-10-25 15:41:33,Running,2020-10-25 15:41:33,False,Longview Running,1.5,136,0:14:44,155,181,169,186,9:47,8:19,49,59,0.98,0,0,0,0,0,0,0,0,0,0,14:44,0:00,0,0:00,No,04:58.98,2,0,10,garmin,0,0 days 00:09:47,0 days 00:09:47
2020-10-22 19:23:33,Running,2020-10-22 19:23:33,False,Longview Running,1.2,125,0:13:42,162,181,163,170,11:25,10:12,39,36,0.86,0,0,0,0,0,0,0,0,0,0,13:42,0:00,0,0:00,No,02:22.03,2,0,10,garmin,0,0 days 00:11:25,0 days 00:11:25
2020-10-22 19:08:35,Running,2020-10-22 19:08:35,False,Longview - Stride Repeats,0.87,86,0:10:09,137,159,150,245,11:42,10:25,30,23,0.92,0,0,0,0,0,0,0,0,0,0,10:09,0:00,0,0:00,No,10:09.47,1,0,10,garmin,0,0 days 00:11:42,0 days 00:11:42
2020-10-20 17:56:37,Indoor Cycling,2020-10-20 17:56:37,False,Indoor Cycling,0,333,0:45:01,137,170,0,0,0,0,0,0,0.0,0,0,72,122,0,0,0,3271,0,0,1:21:01,0:00,0,0:00,No,45:01.10,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-19 19:16:35,Strength Training,2020-10-19 19:16:35,False,Strength,0,73,0:19:24,107,126,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,187,18,19:24,0:00,0,0:00,No,19:24.17,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-19 18:36:26,Running,2020-10-19 18:36:26,False,Longview - Easy Run,2.5,260,0:28:37,157,179,154,172,11:27,2:47,190,397,0.93,0,0,0,0,0,0,0,0,0,0,1:4:37:00.000,0:00,0,0:00,No,03:37.48,4,0,10,garmin,0,0 days 00:11:27,0 days 00:11:27
2020-10-16 07:56:49,Indoor Cycling,2020-10-16 7:56:49,False,Indoor Cycling,0,118,0:20:01,118,153,0,0,0,0,0,0,0.0,0,0,76,111,0,0,0,1535,0,0,20:01,0:00,0,0:00,No,20:01.09,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-16 07:33:21,Running,2020-10-16 7:33:21,False,Longview Running,1,90,0:10:41,137,148,163,172,10:40,9:47,36,52,0.93,0,0,0,0,0,0,0,0,0,0,10:41,0:00,0,0:00,No,00:00.90,2,0,10,garmin,0,0 days 00:10:40,0 days 00:10:40
2020-10-13 18:25:58,Treadmill Running,2020-10-13 18:25:58,False,Speed Repeats,3.2,337,0:38:11,153,179,140,182,11:56,6:12,0,0,0.91,0,0,0,0,0,0,0,0,0,0,1:14:11,0:00,0,0:00,No,00:02.31,22,0,10,garmin,0,0 days 00:11:56,0 days 00:11:56
2020-10-12 12:05:25,Running,2020-10-12 12:05:25,False,Longview - Easy Run,2.69,285,0:30:08,163,180,164,175,11:12,10:03,30,46,0.87,0,0,0,0,0,0,0,0,0,0,1:6:08,0:00,0,0:00,No,00:01.63,6,0,10,garmin,0,0 days 00:11:12,0 days 00:11:12
2020-10-10 16:47:17,Yoga,2020-10-10 16:47:17,False,Yoga,0,83,0:31:20,85,112,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1:7:20,0:00,0,0:00,No,31:20.03,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-08 18:03:59,Running,2020-10-08 18:03:59,False,Longview - Stride Repeats,2.62,241,0:28:48,150,177,164,184,10:59,9:06,43,272,0.89,0,0,0,0,0,0,0,0,0,0,1:4:48,0:00,0,0:00,No,00:01.52,20,0,10,garmin,0,0 days 00:10:59,0 days 00:10:59
2020-10-07 18:50:22,Running,2020-10-07 18:50:22,False,Longview Running,2,200,0:22:35,152,170,162,172,11:16,10:03,36,217,0.88,0,0,0,0,0,0,0,0,0,0,22:35,0:00,0,0:00,No,00:02.68,3,0,10,garmin,0,0 days 00:11:16,0 days 00:11:16
2020-10-06 18:03:09,Indoor Cycling,2020-10-06 18:03:09,False,Indoor Cycling,0,172,0:30:01,120,156,0,0,0,0,0,0,0.0,0,0,59,104,0,0,0,1775,0,0,1:6:01:00.000,0:00,0,0:00,No,30:00.74,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-06 17:37:52,Running,2020-10-06 17:37:52,False,Longview - Benchmark Run,0.77,73,0:09:02,129,160,142,170,11:46,8:36,43,23,1.02,0,0,0,0,0,0,0,0,0,0,9:02.0,0:00,0,0:00,No,00:01.96,4,0,10,garmin,0,0 days 00:11:46,0 days 00:11:46
2020-10-05 19:07:16,Running,2020-10-05 19:07:16,False,Longview - Easy Run,3.01,305,0:32:00,161,185,166,182,10:37,9:15,95,115,0.91,0,0,0,0,0,0,0,0,0,0,1:8,0:00,0,0:00,No,05:00.00,4,0,10,garmin,0,0 days 00:10:37,0 days 00:10:37
2020-10-03 07:16:57,Running,2020-10-03 7:16:57,False,Longview - Progression Run,3.54,360,0:40:01,154,181,158,248,11:19,9:41,135,167,0.91,0,0,0,0,0,0,0,0,0,0,1:16:01,0:00,0,0:00,No,00:00.99,6,0,10,garmin,0,0 days 00:11:19,0 days 00:11:19
2020-10-01 18:00:29,Strength Training,2020-10-01 18:00:29,False,Strength,0,48,0:20:04,96,114,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,222,22,20:04,0:00,0,0:00,No,20:03.58,1,0,10,garmin,0,00:00:00,00:00:00
2020-10-01 17:38:07,Running,2020-10-01 17:38:07,False,Longview Running,1.01,93,0:09:47,159,180,172,187,9:42,8:41,128,16,0.96,0,0,0,0,0,0,0,0,0,0,9:47.4,0:00,0,0:00,No,00:06.66,2,0,10,garmin,0,0 days 00:09:42,0 days 00:09:42
2020-10-01 12:02:41,Running,2020-10-01 12:02:41,False,Longview - Easy Run,2.27,215,0:25:37,140,182,153,245,11:18,10:07,89,72,0.95,0,0,0,0,0,0,0,0,0,0,1:1:37:00.000,0:00,0,0:00,No,00:03.91,6,0,10,garmin,0,0 days 00:11:18,0 days 00:11:18
2020-09-30 17:37:45,Indoor Cycling,2020-09-30 17:37:45,False,Indoor Cycling,0,187,0:30:01,123,151,0,0,0,0,0,0,0.0,0,0,68,109,0,0,0,2047,0,0,1:6:01:00.000,0:00,0,0:00,No,30:00.71,1,0,10,garmin,0,00:00:00,00:00:00
2020-09-29 18:05:50,Running,2020-09-29 18:05:50,False,Longview - Speed Repeats,5.5,564,1:03:01,157,189,148,190,11:28,8:27,"1,122","1,145",0.96,0,0,0,0,0,0,0,0,0,0,1:03:01,0:00,0,0:00,No,00:01.31,23,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28
2020-09-28 12:04:06,Running,2020-09-28 12:04:06,False,Longview - Easy Run,3.44,365,0:39:07,160,179,155,177,11:22,9:29,184,256,0.92,0,0,0,0,0,0,0,0,0,0,1:15:07,0:00,0,0:00,No,00:04.82,6,0,10,garmin,0,0 days 00:11:22,0 days 00:11:22
2020-09-26 17:56:05,Running,2020-09-26 17:56:05,False,Longview - Long Easy Run,5.06,559,1:01:17,160,182,144,178,12:06,10:20,958,988,0.93,0,0,0,0,0,0,0,0,0,0,1:01:17,0:00,0,0:00,No,00:06.05,8,0,10,garmin,0,0 days 00:12:06,0 days 00:12:06
2020-09-24 19:01:44,Strength Training,2020-09-24 19:01:44,False,Strength,0,94,0:19:44,118,147,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,209,20,19:44,0:00,0,0:00,No,19:44.27,1,0,10,garmin,0,00:00:00,00:00:00
2020-09-24 18:12:36,Running,2020-09-24 18:12:36,False,Longview - Stride Repeats,2.52,244,0:30:56,150,175,143,198,12:15,9:37,171,272,0.94,0,0,0,0,0,0,0,0,0,0,1:6:56,0:00,0,0:00,No,00:02.54,24,0,10,garmin,0,0 days 00:12:15,0 days 00:12:15
2020-09-22 18:48:48,Treadmill Running,2020-09-22 18:48:48,False,Goal Pace Run,4,424,0:45:10,159,181,155,178,11:17,6:34,0,0,0.99,0,0,0,0,0,0,0,0,0,0,1:21:10,0:00,0,0:00,No,00:04.41,8,0,10,garmin,0,0 days 00:11:17,0 days 00:11:17
2020-09-21 19:05:40,Treadmill Running,2020-09-21 19:05:40,False,Easy Run,3.83,442,0:45:02,164,181,158,165,11:45,8:21,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1:21:02,0:00,0,0:00,No,00:01.50,8,0,10,garmin,0,0 days 00:11:45,0 days 00:11:45
2020-09-20 18:37:48,Running,2020-09-20 18:37:48,False,Longview Running,1.51,157,0:17:00,157,171,164,170,11:14,9:57,59,49,0.88,0,0,0,0,0,0,0,0,0,0,17:00,0:00,0,0:00,No,06:00.40,2,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14
2020-09-19 09:30:46,Running,2020-09-19 9:30:46,False,Longview - Long Easy Run,5.45,620,1:10:10,163,185,137,241,12:52,9:53,"1,339","1,499",0.92,0,0,0,0,0,0,0,0,0,0,1:10:10,0:00,0,0:00,No,00:02.61,9,0,10,garmin,0,0 days 00:12:52,0 days 00:12:52
2020-09-17 18:01:10,Treadmill Running,2020-09-17 18:01:10,False,Progression Run,2.86,322,0:35:20,154,177,143,174,12:21,7:25,0,0,0.9,0,0,0,0,0,0,0,0,0,0,1:11:20:00.000,0:00,0,0:00,No,00:20.13,5,0,10,garmin,0,0 days 00:12:21,0 days 00:12:21
2020-09-15 19:24:08,Indoor Running,2020-09-15 19:24:08,False,Speed Repeats,4.44,503,0:51:00,0,0,0,0,11:29,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,2:3,0:00,0,0:00,No,00:00.00,1,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29
2020-09-14 12:03:39,Running,2020-09-14 12:03:39,False,Longview - Easy Run,3.44,355,0:40:03,153,174,157,172,11:39,10:07,85,144,0.88,0,0,0,0,0,0,0,0,0,0,1:16:03,0:00,0,0:00,No,00:01.66,6,0,10,garmin,0,0 days 00:11:39,0 days 00:11:39
2020-09-11 18:23:21,Running,2020-09-11 18:23:21,False,Longview - Long Easy Run,4.99,533,1:00:13,158,182,152,172,12:04,10:29,249,371,0.88,0,0,0,0,0,0,0,0,0,0,1:00:13,0:00,0,0:00,No,00:01.73,9,0,10,garmin,0,0 days 00:12:04,0 days 00:12:04
2020-09-10 18:10:30,Running,2020-09-10 18:10:30,False,Longview - Stride Repeats,2.51,243,0:28:48,150,179,155,186,11:28,8:52,164,157,0.91,0,0,0,0,0,0,0,0,0,0,1:4:48,0:00,0,0:00,No,00:03.03,20,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28
2020-09-08 17:59:03,Running,2020-09-08 17:59:03,False,Longview - Easy Run,3.45,358,0:40:02,155,180,152,250,11:35,10:12,151,200,0.92,0,0,0,0,0,0,0,0,0,0,1:16:02,0:00,0,0:00,No,00:01.71,6,0,10,garmin,0,0 days 00:11:35,0 days 00:11:35
2020-09-07 19:19:14,Running,2020-09-07 19:19:14,False,Longview - Easy Run,2.62,265,0:30:05,153,172,159,169,11:29,1:49,125,131,0.88,0,0,0,0,0,0,0,0,0,0,1:6:05:00.000,0:00,0,0:00,No,00:04.69,5,0,10,garmin,0,0 days 00:11:29,0 days 00:11:29
2020-09-07 08:19:03,Walking,2020-09-07 8:19:03,False,Longview Walking,1.09,104,0:23:34,94,107,88,235,21:39,11:56,43,33,0.84,0,0,0,0,0,0,0,0,0,0,23:34,0:00,0,0:00,No,01:40.18,2,0,10,garmin,0,0 days 00:21:39,0 days 00:21:39
2020-09-06 16:31:47,Strength Training,2020-09-06 16:31:47,False,Strength,0,39,0:20:02,76,129,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,8,1,20:02,0:00,0,0:00,No,20:01.57,1,0,10,garmin,0,00:00:00,00:00:00
2020-09-06 15:58:42,Indoor Running,2020-09-06 15:58:42,False,Indoor Running,2,192,0:21:19,153,169,165,174,10:40,9:15,0,0,0.86,0,0,0,0,0,0,0,0,0,0,21:19,0:00,0,0:00,No,00:01.26,3,0,10,garmin,0,0 days 00:10:40,0 days 00:10:40
2020-09-05 13:39:40,Running,2020-09-05 13:39:40,False,Longview - Easy Run,3.88,439,0:50:03,163,181,139,183,12:54,10:20,295,374,0.91,0,0,0,0,0,0,0,0,0,0,2:2:03,0:00,0,0:00,No,00:03.22,7,0,10,garmin,0,0 days 00:12:54,0 days 00:12:54
2020-09-04 17:37:23,Indoor Cycling,2020-09-04 17:37:23,False,Indoor Cycling,0,175,0:30:01,121,145,0,0,0,0,0,0,0.0,0,0,73,117,0,0,0,1933,0,0,1:6:01:00.000,0:00,0,0:00,No,30:00.62,1,0,10,garmin,0,00:00:00,00:00:00
2020-09-03 17:26:15,Running,2020-09-03 17:26:15,False,Longview - Easy Run,2.73,273,0:30:02,156,179,162,176,11:01,9:33,164,157,0.9,0,0,0,0,0,0,0,0,0,0,1:6:02,0:00,0,0:00,No,00:02.29,5,0,10,garmin,0,0 days 00:11:01,0 days 00:11:01
2020-09-01 12:02:27,Treadmill Running,2020-09-01 12:02:27,False,Easy Run,2.65,274,0:30:03,155,183,161,170,11:20,8:06,0,0,0.95,0,0,0,0,0,0,0,0,0,0,1:6:03:00.000,0:00,0,0:00,No,00:02.75,5,0,10,garmin,0,0 days 00:11:20,0 days 00:11:20
2020-08-31 12:05:20,Treadmill Running,2020-08-31 12:05:20,False,Easy Run,2.68,284,0:30:06,160,177,159,174,11:14,6:39,0,0,1.0,0,0,0,0,0,0,0,0,0,0,1:6:06,0:00,0,0:00,No,00:06.00,6,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14
2020-08-31 07:08:44,Walking,2020-08-31 7:08:44,False,Longview Walking,1.01,92,0:23:11,93,111,104,133,23:00,3:03,49,33,0.67,0,0,0,0,0,0,0,0,0,0,23:11,0:00,0,0:00,No,00:09.57,2,0,10,garmin,0,0 days 00:23:00,0 days 00:23:00
2020-08-30 16:48:30,Indoor Cycling,2020-08-30 16:48:30,False,Indoor Cycling,0,355,0:45:00,142,166,0,0,0,0,0,0,0.0,0,0,68,111,0,0,0,2920,0,0,1:21,0:00,0,0:00,No,45:00.30,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-28 18:21:14,Treadmill Running,2020-08-28 18:21:14,False,Easy Run,5.23,584,1:00:09,163,186,160,170,11:30,7:02,0,0,0.93,0,0,0,0,0,0,0,0,0,0,1:00:09,0:00,0,0:00,No,00:01.96,5,0,10,garmin,0,0 days 00:11:30,0 days 00:11:30
2020-08-26 19:21:19,Strength Training,2020-08-26 19:21:19,False,Strength,0,44,0:10:15,103,124,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,7,1,10:15,0:00,0,0:00,No,10:15.02,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-26 18:45:37,Treadmill Running,2020-08-26 18:45:37,False,Treadmill Running,2.57,304,0:30:00,168,186,149,174,11:41,6:49,0,0,0.92,0,0,0,0,0,0,0,0,0,0,1:6,0:00,0,0:00,No,30:00.36,1,0,10,garmin,0,0 days 00:11:41,0 days 00:11:41
2020-08-26 18:27:35,Treadmill Running,2020-08-26 18:27:35,False,Benchmark Run,0.77,74,0:09:06,140,156,156,165,11:49,7:51,0,0,0.96,0,0,0,0,0,0,0,0,0,0,9:06.2,0:00,0,0:00,No,00:06.18,4,0,10,garmin,0,0 days 00:11:49,0 days 00:11:49
2020-08-25 18:08:26,Indoor Cycling,2020-08-25 18:08:26,False,Indoor Cycling,0,159,0:30:01,116,147,0,0,0,0,0,0,0.0,0,0,71,99,0,0,0,2161,0,0,1:6:01:00.000,0:00,0,0:00,No,30:01.41,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-24 19:51:10,Treadmill Running,2020-08-24 19:51:10,False,Run,4,446,0:45:15,0,0,0,0,11:19,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,1:21:15,0:00,0,0:00,No,45:15.00,1,0,10,garmin,0,0 days 00:11:19,0 days 00:11:19
2020-08-22 06:57:28,Running,2020-08-22 6:57:28,False,Longview Running,4,432,0:48:40,161,179,148,170,12:10,9:49,587,659,0.89,0,0,0,0,0,0,0,0,0,0,2:0:40,0:00,0,0:00,No,00:03.16,5,0,10,garmin,0,0 days 00:12:10,0 days 00:12:10
2020-08-21 18:20:05,Strength Training,2020-08-21 18:20:05,False,Strength,0,76,0:20:12,98,137,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,7,1,20:12,0:00,0,0:00,No,20:11.90,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-21 17:55:21,Indoor Cycling,2020-08-21 17:55:21,False,Indoor Cycling,0,154,0:20:01,134,159,0,0,0,0,0,0,0.0,0,0,71,112,0,0,0,1439,0,0,20:01,0:00,0,0:00,No,20:00.62,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-19 18:59:04,Running,2020-08-19 18:59:04,False,Longview Running,3,329,0:34:01,169,182,162,170,11:19,9:59,56,121,0.87,0,0,0,0,0,0,0,0,0,0,1:10:01,0:00,0,0:00,No,00:03.17,4,0,10,garmin,0,0 days 00:11:19,0 days 00:11:19
2020-08-19 06:51:58,Running,2020-08-19 6:51:58,False,Longview Running,1.33,134,0:15:01,148,170,162,172,11:16,10:03,36,66,0.88,0,0,0,0,0,0,0,0,0,0,15:01,0:00,0,0:00,No,03:38.36,2,0,10,garmin,0,0 days 00:11:16,0 days 00:11:16
2020-08-18 12:11:58,Indoor Cycling,2020-08-18 12:11:58,False,Indoor Cycling,0,240,0:30:02,139,163,0,0,0,0,0,0,0.0,0,0,68,103,0,0,0,2066,0,0,1:6:02,0:00,0,0:00,No,30:01.54,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-17 18:33:51,Treadmill Running,2020-08-17 18:33:51,False,speed,3.25,356,0:36:52,161,181,146,172,11:20,5:45,0,0,1.15,0,0,0,0,0,0,0,0,0,0,1:12:52,0:00,0,0:00,No,00:06.29,9,0,10,garmin,0,0 days 00:11:20,0 days 00:11:20
2020-08-15 07:17:28,Treadmill Running,2020-08-15 7:17:28,False,Treadmill Running,3.99,464,0:44:58,169,184,125,173,11:15,6:13,0,0,1.14,0,0,0,0,0,0,0,0,0,0,1:20:58,0:00,0,0:00,No,00:02.19,5,0,10,garmin,0,0 days 00:11:15,0 days 00:11:15
2020-08-13 20:49:13,Indoor Cycling,2020-08-13 20:49:13,False,Indoor Cycling,0,229,0:30:01,135,160,0,0,0,0,0,0,0.0,0,0,76,112,0,0,0,2288,0,0,1:6:01:00.000,0:00,0,0:00,No,30:01.23,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-12 20:02:35,Running,2020-08-12 20:02:35,False,Longview Running,2,212,0:21:58,164,177,163,172,10:58,9:27,118,105,0.91,0,0,0,0,0,0,0,0,0,0,21:58,0:00,0,0:00,No,00:02.74,3,0,10,garmin,0,0 days 00:10:58,0 days 00:10:58
2020-08-10 19:09:07,Treadmill Running,2020-08-10 19:09:07,False,Treadmill Running,3.5,397,0:38:28,167,185,128,170,10:59,6:01,0,0,1.14,0,0,0,0,0,0,0,0,0,0,1:14:28,0:00,0,0:00,No,06:01.83,4,0,10,garmin,0,0 days 00:10:59,0 days 00:10:59
2020-08-09 20:01:47,Walking,2020-08-09 20:01:47,False,Longview Walking,0.56,53,0:13:35,89,109,77,151,1:0:27,16:26,7,72,0.85,0,0,0,0,0,0,0,0,0,0,13:35,0:00,0,0:00,No,13:34.72,1,0,10,garmin,0,0 days 00:00:27,0 days 00:00:27
2020-08-09 15:59:01,Indoor Cycling,2020-08-09 15:59:01,False,Indoor Cycling,0,252,0:30:01,142,165,0,0,0,0,0,0,0.0,0,0,81,108,0,0,0,2430,0,0,1:6:01:00.000,0:00,0,0:00,No,30:00.66,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-08 07:17:56,Treadmill Running,2020-08-08 7:17:56,False,Treadmill Running,4.03,487,0:47:55,166,183,129,174,11:54,5:47,0,0,1.05,0,0,0,0,0,0,0,0,0,0,1:23:55,0:00,0,0:00,No,00:18.60,5,0,10,garmin,0,0 days 00:11:54,0 days 00:11:54
2020-08-06 12:07:35,Indoor Cycling,2020-08-06 12:07:35,False,Indoor Cycling,0,241,0:30:08,139,163,0,0,0,0,0,0,0.0,0,0,67,115,0,0,0,2036,0,0,1:6:08,0:00,0,0:00,No,30:08.27,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-05 05:26:24,Strength Training,2020-08-05 5:26:24,False,Strength,0,72,0:28:00,85,120,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,10,1,1:4,0:00,0,0:00,No,27:59.50,1,0,10,garmin,0,00:00:00,00:00:00
2020-08-04 18:54:31,Treadmill Running,2020-08-04 18:54:31,False,Treadmill Running,2.01,229,0:23:07,164,178,144,176,11:31,7:18,0,0,0.97,0,0,0,0,0,0,0,0,0,0,23:07,0:00,0,0:00,No,00:10.36,3,0,10,garmin,0,0 days 00:11:31,0 days 00:11:31
2020-08-04 12:03:04,Running,2020-08-04 12:03:04,False,Longview Running,2.01,216,0:22:59,160,176,154,174,11:28,9:51,207,236,0.91,0,0,0,0,0,0,0,0,0,0,22:59,0:00,0,0:00,No,00:02.15,3,0,10,garmin,0,0 days 00:11:28,0 days 00:11:28
2020-08-03 18:58:16,Walking,2020-08-03 18:58:16,False,Longview Walking,1.33,174,0:30:01,86,108,90,157,22:32,15:27,883,971,0.79,0,0,0,0,0,0,0,0,0,0,1:6:01:00.000,0:00,0,0:00,No,07:19.61,2,0,10,garmin,0,0 days 00:22:32,0 days 00:22:32
2020-08-03 12:02:09,Treadmill Running,2020-08-03 12:02:09,False,Treadmill Running,3,337,0:34:40,162,177,146,170,11:32,7:49,0,0,0.96,0,0,0,0,0,0,0,0,0,0,1:10:40,0:00,0,0:00,No,00:01.11,4,0,10,garmin,0,0 days 00:11:32,0 days 00:11:32
2020-08-02 11:41:28,Walking,2020-08-02 11:41:28,False,Longview Walking,2.67,251,0:42:54,129,154,103,245,16:04,14:31,338,322,0.98,0,0,0,0,0,0,0,0,0,0,1:18:54,0:00,0,0:00,No,10:40.30,3,0,10,garmin,0,0 days 00:16:04,0 days 00:16:04
2020-08-01 07:26:22,Treadmill Running,2020-08-01 7:26:22,False,Treadmill Running,3.01,324,0:32:55,164,182,134,170,10:57,7:35,0,0,1.09,0,0,0,0,0,0,0,0,0,0,1:8:55:00.000,0:00,0,0:00,No,00:01.04,4,0,10,garmin,0,0 days 00:10:57,0 days 00:10:57
2020-07-30 18:09:27,Treadmill Running,2020-07-30 18:09:27,False,Treadmill Running,2.77,306,0:30:11,168,185,144,174,10:54,5:37,0,0,1.02,0,0,0,0,0,0,0,0,0,0,1:6:11,0:00,0,0:00,No,08:09.08,3,0,10,garmin,0,0 days 00:10:54,0 days 00:10:54
2020-07-27 19:54:47,Strength Training,2020-07-27 19:54:47,False,Strength,0,37,0:10:50,94,121,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,11,1,10:50,0:00,0,0:00,No,10:50.12,1,0,10,garmin,0,00:00:00,00:00:00
2020-07-27 19:16:45,Treadmill Running,2020-07-27 19:16:45,False,Treadmill Running,2.67,288,0:30:01,160,180,147,177,11:14,7:10,0,0,0.98,0,0,0,0,0,0,0,0,0,0,1:6:01:00.000,0:00,0,0:00,No,07:18.82,3,0,10,garmin,0,0 days 00:11:14,0 days 00:11:14
2020-07-26 16:56:18,Indoor Cycling,2020-07-26 16:56:18,False,Indoor Cycling,0,243,0:30:01,142,177,0,0,0,0,0,0,0.0,0,0,73,117,0,0,0,2198,0,0,1:6:01:00.000,0:00,0,0:00,No,30:00.51,1,0,10,garmin,0,00:00:00,00:00:00
2020-07-25 07:17:59,Running,2020-07-25 7:17:59,False,Longview Running,3,319,0:34:37,162,183,157,170,11:31,9:59,154,197,0.89,0,0,0,0,0,0,0,0,0,0,1:10:37:00.000,0:00,0,0:00,No,00:02.48,4,0,10,garmin,0,0 days 00:11:31,0 days 00:11:31
2020-07-22 12:01:11,Indoor Cycling,2020-07-22 12:01:11,False,Indoor Cycling,0,223,0:30:01,135,157,0,0,0,0,0,0,0.0,0,0,74,120,0,0,0,2249,0,0,1:6:01:00.000,0:00,0,0:00,No,30:01.18,1,0,10,garmin,0,00:00:00,00:00:00
2020-07-22 06:12:52,Walking,2020-07-22 6:12:52,False,Longview Walking,0.58,56,0:11:50,102,131,94,169,20:29,11:47,59,66,0.83,0,0,0,0,0,0,0,0,0,0,11:50,0:00,0,0:00,No,11:49.78,1,0,10,garmin,0,0 days 00:20:29,0 days 00:20:29
2020-07-21 19:43:13,Running,2020-07-21 19:43:13,False,Longview Running,1.01,103,0:11:29,156,173,163,170,11:25,10:25,59,112,0.86,0,0,0,0,0,0,0,0,0,0,11:29,0:00,0,0:00,No,00:03.88,2,0,10,garmin,0,0 days 00:11:25,0 days 00:11:25
2020-07-21 18:01:56,Treadmill Running,2020-07-21 18:01:56,False,Treadmill Running,2.03,217,0:22:46,159,174,147,173,11:13,7:03,0,0,0.97,0,0,0,0,0,0,0,0,0,0,22:46,0:00,0,0:00,No,00:06.17,3,0,10,garmin,0,0 days 00:11:13,0 days 00:11:13
2020-07-20 18:54:34,Running,2020-07-20 18:54:34,False,Longview Running,1.01,80,0:10:40,128,141,163,172,10:32,9:24,154,105,0.94,0,0,0,0,0,0,0,0,0,0,10:40,0:00,0,0:00,No,00:09.75,2,0,10,garmin,0,0 days 00:10:32,0 days 00:10:32
2020-07-20 12:06:03,Running,2020-07-20 12:06:03,False,Longview Running,2,203,0:22:54,149,173,160,172,11:26,10:09,295,341,0.88,0,0,0,0,0,0,0,0,0,0,22:54,0:00,0,0:00,No,00:02.33,3,0,10,garmin,0,0 days 00:11:26,0 days 00:11:26
2020-07-19 16:01:10,Indoor Cycling,2020-07-19 16:01:10,False,Indoor Cycling,0,226,0:30:01,137,163,0,0,0,0,0,0,0.0,0,0,77,113,0,0,0,2318,0,0,1:6:01:00.000,0:00,0,0:00,No,30:00.64,1,0,10,garmin,0,00:00:00,00:00:00
