date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2019-05-02,Running,False,Untitled,7.15,664,1:05:03,129,154,2.5,167,175,0 days 00:09:06,0 days 00:06:43,240,272,1.07,7.5,8.0,252,50.2% L / 49.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:05:03,0:00,0.0,0:00,No,01:20.4,8,0,0,0,0,1,garmin,0
2019-05-03,Cycling,False,Untitled,20.52,"1,373",1:22:46,0,0,0.0,0,0,14.9,31.6,"1,125","1,112",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:22:46,0:00,50.0,0:00,No,00:00.0,1,0,0,0,0,1,garmin,0
2019-05-03,Running,False,Untitled,7.08,683,1:01:49,137,194,3.0,168,213,0 days 00:08:44,0 days 00:06:52,276,302,1.1,7.0,7.8,263,51.1% L / 48.9% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:49,0:00,0.0,0:00,No,00:38.9,8,0,0,0,0,1,garmin,0
2019-05-04,Running,False,Untitled,13.1,"1,250",1:55:34,129,191,3.6,167,200,0 days 00:08:49,0 days 00:07:50,413,446,1.1,7.0,7.7,241,50.1% L / 49.9% R,0,0,0,0,0,0,0,0,0,0,0,0,1:55:34,0:00,0.0,0:00,No,00:54.0,14,0,0,0,0,1,garmin,0
2019-05-05,Cycling,False,Untitled,42.62,"2,800",2:57:18,0,0,0.0,0,0,14.4,30,"2,405","2,369",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:57:18,0:00,55.4,0:00,No,00:00.0,1,0,0,0,0,1,garmin,0
2019-05-06,Running,False,Untitled,7.13,924,1:02:23,0,0,0.0,164,177,0 days 00:08:45,0 days 00:07:40,289,285,1.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:02:23,0:00,0.0,0:00,No,01:03.7,8,0,0,0,0,1,garmin,0
2019-05-07,Running,False,Untitled,6.16,616,0:54:52,136,191,3.0,166,177,0 days 00:08:54,0 days 00:07:27,279,279,1.09,7.2,7.9,267,51.9% L / 48.1% R,0,0,0,0,0,0,0,0,0,0,0,0,54:52:00,0:00,0.0,0:00,No,01:21.2,7,0,0,0,0,1,garmin,0
2019-05-08,Running,False,Untitled,7.04,641,0:58:40,109,142,3.1,170,179,0 days 00:08:20,0 days 00:06:56,299,302,1.15,6.9,7.9,255,51.6% L / 48.4% R,0,0,0,0,0,0,0,0,0,0,0,0,58:40:00,0:00,0.0,0:00,No,00:15.4,8,0,0,0,0,1,garmin,0
2019-05-09,Running,False,Untitled,7.06,841,1:01:29,146,179,3.8,168,179,0 days 00:08:43,0 days 00:06:32,285,308,1.11,7.3,8.1,256,51.2% L / 48.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:29,0:00,0.0,0:00,No,00:28.2,8,0,0,0,0,1,garmin,0
2019-05-11,Running,False,Untitled,13.1,"1,740",1:51:53,0,0,0.0,169,181,0 days 00:08:32,0 days 00:07:23,436,427,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:51:53,0:00,0.0,0:00,No,00:49.4,14,0,0,0,0,1,garmin,0
2019-05-13,Running,False,Untitled,7.36,970,1:07:32,0,0,0.0,163,175,0 days 00:09:10,0 days 00:07:27,292,289,1.07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:07:32,0:00,0.0,0:00,No,03:22.0,8,0,0,0,0,1,garmin,0
2019-05-14,Running,False,Untitled,7.01,704,1:04:55,134,174,2.5,162,256,0 days 00:09:16,0 days 00:07:22,276,276,1.08,7.6,8.3,258,53.0% L / 47.0% R,0,0,0,0,0,0,0,0,0,0,0,0,1:04:55,0:00,0.0,0:00,No,00:03.4,8,0,0,0,0,1,garmin,0
2019-05-16,Running,False,Untitled,7.09,941,1:03:10,0,0,0.0,165,175,0 days 00:08:54,0 days 00:07:01,279,289,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:03:10,0:00,0.0,0:00,No,00:44.8,8,0,0,0,0,1,garmin,0
2019-05-16,Cycling,False,Untitled,26.92,"1,685",1:58:49,0,0,0.0,0,0,13.6,31.3,"1,430","1,398",0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:58:49,0:00,62.6,0:00,No,00:00.0,1,0,0,0,0,1,garmin,0
2019-05-17,Running,False,Untitled,6.96,741,1:01:11,142,196,3.1,165,177,0 days 00:08:47,0 days 00:07:27,161,246,1.12,7.1,8.0,248,52.1% L / 47.9% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:11,0:00,0.0,0:00,No,08:29.0,7,0,0,0,0,1,garmin,0
2019-05-17,Pool Swimming,False,Untitled,"2,025",456,0:48:06,0,0,0.0,0,0,0 days 00:02:20,0 days 00:01:31,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,1084,48,23,48:06:00,0:00,0.0,0:00,No,00:00.0,1,0,0,0,0,1,garmin,0
