date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2016-10-14,Cycling,False,Katy Cycling,22.18,"1,206",1:32:03,0,0,0.0,0,0,14.5,25.6,95,98,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:32:03,0:00,71.6,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-14,Cycling,False,Katy Cycling,0,0,00:03.1,0,0,0.0,0,0,0.1,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,00:03.1,0:00,86.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-16,Cycling,False,Katy Cycling,38.65,"2,223",2:17:55,0,0,0.0,0,0,16.8,23.6,167,180,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:17:55,0:00,71.6,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-17,Cycling,False,Katy Cycling,22.34,"1,172",1:37:53,0,0,0.0,0,0,13.7,29.2,121,112,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:37:53,0:00,75.2,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-18,Running,False,Katy Running,6.01,528,0:58:36,115,126,2.1,157,206,0 days 00:09:45,0 days 00:07:10,23,30,1.06,8.2,8.7,295,49.8% L / 50.2% R,0,0,0,0,0,0,0,0,0,0,0,0,58:36:00,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-18,Cycling,False,Katy Cycling,32.45,"1,702",2:22:04,0,0,0.0,0,0,13.7,29.2,233,230,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:22:04,0:00,73.4,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-19,Cycling,False,Katy Cycling,31.68,"1,719",2:09:23,0,0,0.0,0,0,14.7,30.7,322,335,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:09:23,0:00,71.6,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-20,Running,False,Katy Running,6.05,583,0:52:56,127,136,2.3,164,182,0 days 00:08:45,0 days 00:06:44,16,30,1.13,7.6,8.6,280,49.2% L / 50.8% R,0,0,0,0,0,0,0,0,0,0,0,0,52:56:00,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-20,Cycling,False,Katy Cycling,31.56,"1,726",2:08:34,0,0,0.0,0,0,14.7,25.2,253,276,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2:08:34,0:00,75.2,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
2016-10-22,Running,False,Katy Running,15.02,"1,213",2:14:18,123,138,2.6,165,248,0 days 00:08:56,0 days 00:06:48,20,30,1.1,7.0,7.7,256,49.9% L / 50.1% R,0,0,0,0,0,0,0,0,0,0,0,0,2:14:18,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0
