,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2016-08-28,Running,False,Steamboat Springs Running,7.64,783,1:07:05,133,158,2.6,168,174,0 days 00:08:47,0 days 00:07:20,230,243,1.09,7.4,8.2,275,50.0% L / 50.0% R,84,0,0,0,0,0,0,0,0,0,0,0,1:07:05,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,30.104712041884817,0.76,10.01897533206831,6.83111954459203,10.01913818324162,13.18307655689687
1,2,2016-08-29,Running,False,Steamboat Springs Running,7.63,696,1:07:11,128,151,2.5,167,176,0 days 00:08:48,0 days 00:07:18,207,226,1.1,7.4,8.2,265,49.7% L / 50.3% R,83,0,0,0,0,0,0,0,0,0,0,0,1:07:11,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,27.129750982961994,0.7314285714285714,9.999999999999998,6.8181818181818175,10.000132005159994,13.67205547580468
2,3,2016-08-30,Running,False,Steamboat Springs Running,7.7,552,1:09:42,62,138,2.1,167,174,0 days 00:09:03,0 days 00:08:11,236,243,1.07,7.6,8.2,279,49.9% L / 50.1% R,83,0,0,0,0,0,0,0,0,0,0,0,1:09:42,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,30.649350649350648,0.35428571428571426,9.723756906077346,6.6298342541436455,9.723920729180978,27.446550445268894
3,5,2016-08-31,Running,False,Steamboat Springs Running,7.57,671,1:09:13,121,139,2.4,166,182,0 days 00:09:09,0 days 00:05:25,207,223,1.07,7.5,8.1,262,50.2% L / 49.8% R,82,0,0,0,0,0,0,0,0,0,0,0,1:09:13,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,27.344782034346103,0.6914285714285714,9.617486338797814,6.557377049180328,9.617615315051252,13.909774215983216
4,8,2016-09-01,Running,False,Steamboat Springs Running,7.01,608,1:07:06,121,175,2.2,162,186,0 days 00:09:34,0 days 00:06:37,217,236,1.05,7.8,8.2,274,49.7% L / 50.3% R,80,0,0,0,0,0,0,0,0,0,0,0,1:07:06,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,30.955777460770328,0.6914285714285714,9.198606271777003,6.2717770034843205,9.198764361591273,13.303998043623743
5,10,2016-09-03,Running,False,Steamboat Springs Running,20.26,"1,584",3:05:38,122,148,3.3,164,248,0 days 00:09:10,0 days 00:06:21,413,394,1.08,7.5,8.1,263,50.2% L / 49.8% R,81,0,0,0,0,0,0,0,0,0,0,0,3:05:38,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,20.384995064165842,0.6971428571428572,9.6,6.545454545454546,9.600071547258137,13.77059443254241
6,14,2016-09-07,Running,False,Steamboat Springs Running,8.05,808,1:10:56,134,156,2.7,169,179,0 days 00:08:49,0 days 00:06:27,220,233,1.08,7.3,8.0,256,51.2% L / 48.8% R,84,0,0,0,0,0,0,0,0,0,0,0,1:10:56,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,27.329192546583847,0.7657142857142857,9.98109640831758,6.805293005671078,9.981230108223581,13.035188574172588
7,15,2016-09-08,Running,False,Steamboat Springs Running,7.14,609,1:04:33,119,144,2.3,167,175,0 days 00:09:03,0 days 00:07:51,213,230,1.07,7.5,8.1,268,49.2% L / 50.8% R,83,0,0,0,0,0,0,0,0,0,0,0,1:04:33,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,29.831932773109244,0.68,9.723756906077346,6.6298342541436455,9.72391210745417,14.299870746256131
8,16,2016-09-10,Running,False,Steamboat Springs Running,17.06,"1,732",2:44:44,134,159,3.4,156,256,0 days 00:09:39,0 days 00:06:21,374,348,1.08,7.2,7.8,268,51.7% L / 48.3% R,77,0,0,0,0,0,0,0,0,0,0,0,2:44:44,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,21.922626025791327,0.7657142857142857,9.119170984455957,6.217616580310881,9.119249587759162,11.909467745207861
9,19,2016-09-12,Running,False,Steamboat Springs Running,6.01,584,0:55:17,126,146,2.3,166,175,0 days 00:09:12,0 days 00:07:37,187,200,1.06,7.6,8.2,270,50.0% L / 50.0% R,83,0,0,0,0,0,0,0,0,0,0,0,55:17:00,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,31.114808652246257,0.72,9.565217391304348,6.521739130434783,9.565383475192235,13.285254826655882
10,21,2016-09-13,Running,False,Steamboat Springs Running,5.25,496,0:45:55,125,142,2.2,174,183,0 days 00:08:45,0 days 00:08:00,184,200,1.06,7.0,7.5,268,50.4% L / 49.6% R,0,0,0,0,0,0,0,0,0,0,0,0,45:55:00,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,35.04761904761905,0.7142857142857143,10.057142857142855,6.857142857142857,10.05736441595796,14.080310182341142
11,22,2016-09-14,Running,False,Steamboat Springs Running,6.02,574,0:53:58,123,146,2.3,170,176,0 days 00:08:58,0 days 00:07:35,190,197,1.06,7.4,7.9,250,50.0% L / 50.0% R,0,0,0,0,0,0,0,0,0,0,0,0,53:58:00,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,31.561461794019937,0.7028571428571428,9.814126394052044,6.691449814126394,9.814301727246775,13.963437416814518
12,23,2016-09-15,Running,False,Steamboat Springs Running,5.23,457,0:47:13,119,134,2.1,169,176,0 days 00:09:02,0 days 00:08:23,200,210,1.06,7.2,7.8,259,50.1% L / 49.9% R,0,0,0,0,0,0,0,0,0,0,0,0,47:13:00,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,38.24091778202676,0.68,9.74169741697417,6.642066420664206,9.741952915097022,14.326401345730913
13,24,2016-09-18,Running,False,Snoqualmie Pass Running,27.15,"2,452",3:35:58,147,161,3.9,166,197,0 days 00:07:57,0 days 00:02:45,10,"1,880",1.22,6.7,7.9,250,49.9% L / 50.1% R,0,0,0,0,0,0,0,0,0,0,0,0,3:35:58,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,1,0.3683241252302026,0.84,11.069182389937106,7.547169811320755,11.06918241686969,13.17759811532106
