,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,0,2016-12-16,Running,False,Steamboat Springs Running,6.17,652,1:01:48,135,146,2.4,155,170,0 days 00:10:01,0 days 00:07:50,144,108,1.05,8.1,8.5,273,50.6% L / 49.4% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:48,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,23.3387358184765,0.7714285714285715,8.785357737104823,5.990016638935107,8.78544356217053,11.388537950961798
1,1,2016-12-19,Running,False,Steamboat Springs Running,21.03,"1,881",3:18:56,135,148,3.6,161,178,0 days 00:09:27,0 days 00:06:28,492,499,1.07,7.5,8.0,265,51.9% L / 48.1% R,0,0,0,0,0,0,0,0,0,0,0,0,3:18:56,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,23.39514978601997,0.7714285714285715,9.312169312169312,6.34920634920635,9.3122607240305,12.071449086706203
2,2,2016-12-21,Running,False,Steamboat Springs Running,7.23,724,1:10:03,129,144,2.5,158,171,0 days 00:09:41,0 days 00:07:25,207,121,1.06,7.8,8.3,260,51.2% L / 48.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:10:03,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,28.63070539419087,0.7371428571428571,9.087779690189327,6.196213425129088,9.087913294617733,12.328564546962042
3,3,2016-12-23,Running,False,Steamboat Springs Running,7.06,668,1:08:30,125,139,2.4,158,173,0 days 00:09:42,0 days 00:07:46,187,177,1.06,7.9,8.4,268,50.9% L / 49.1% R,0,0,0,0,0,0,0,0,0,0,0,0,1:08:30,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,26.487252124645895,0.7142857142857143,9.072164948453608,6.185567010309279,9.07227910062469,12.701190740874567
4,4,2016-12-24,Running,False,Steamboat Springs Running,7.44,650,1:12:08,124,171,2.3,159,175,0 days 00:09:42,0 days 00:07:39,217,197,1.05,8.3,8.6,269,50.8% L / 49.2% R,0,0,0,0,0,0,0,0,0,0,0,0,1:12:08,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,29.166666666666664,0.7085714285714285,9.072164948453608,6.185567010309279,9.072303363524895,12.803653940458522
5,5,2016-12-26,Running,False,Steamboat Springs Running,7.13,716,1:05:13,135,152,2.5,165,256,0 days 00:09:09,0 days 00:07:41,187,128,1.08,7.4,8.0,265,50.3% L / 49.7% R,0,0,0,0,0,0,0,0,0,0,0,0,1:05:13,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,26.227208976157083,0.7714285714285715,9.617486338797814,6.557377049180328,9.617604988106416,12.467265725323132
6,6,2016-12-27,Running,False,Steamboat Springs Running,21.01,"1,828",3:22:53,129,145,3.5,161,226,0 days 00:09:39,0 days 00:07:16,463,449,1.05,7.7,8.0,264,52.6% L / 47.4% R,0,0,0,0,0,0,0,0,0,0,0,0,3:22:53,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,22.037125178486434,0.7371428571428571,9.119170984455957,6.217616580310881,9.11925041097033,12.37107613891324
7,7,2016-12-30,Running,False,Steamboat Springs Running,7.26,718,1:07:22,133,144,2.6,164,208,0 days 00:09:17,0 days 00:08:16,187,131,1.07,7.6,8.2,272,51.0% L / 49.0% R,0,0,0,0,0,0,0,0,0,0,0,0,1:07:22,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,25.757575757575758,0.76,9.47935368043088,6.4631956912028725,9.479466475022054,12.472982203976386
8,9,2016-12-31,Running,False,Steamboat Springs Running,7.19,663,1:05:58,130,140,2.4,165,256,0 days 00:09:10,0 days 00:07:32,200,128,1.07,7.6,8.1,264,51.0% L / 49.0% R,0,0,0,0,0,0,0,0,0,0,0,0,1:05:58,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,27.816411682892905,0.7428571428571429,9.6,6.545454545454546,9.600133220969385,12.923256258997249
9,10,2017-01-01,Running,False,Steamboat Springs Running,13.36,"1,274",2:12:38,130,146,3.1,160,173,0 days 00:09:56,0 days 00:07:45,335,233,1.02,7.6,7.7,279,52.0% L / 48.0% R,0,0,0,0,0,0,0,0,0,0,0,0,2:12:38,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,25.0748502994012,0.7428571428571429,8.859060402684563,6.040268456375839,8.859160302358605,11.925792714713506
10,16,2017-01-09,Running,False,Steamboat Springs Running,7.35,806,1:22:12,129,146,2.5,148,256,0 days 00:11:11,0 days 00:07:59,210,135,1.0,8.2,8.1,310,50.9% L / 49.1% R,0,0,0,0,0,0,0,0,0,0,0,0,1:22:12,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,28.571428571428573,0.7371428571428571,7.868852459016393,5.365126676602086,7.868967664803048,10.67495613442274
11,17,2017-01-12,Running,False,Steamboat Springs Running,3.0,288,0:41:45,107,133,1.7,126,212,0 days 00:13:55,0 days 00:08:35,112,52,0.94,8.3,7.5,297,51.8% L / 48.2% R,0,0,0,0,0,0,0,0,0,0,0,0,41:45:00,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,0,37.333333333333336,0.6114285714285714,6.323353293413174,4.311377245508982,6.323511359140557,10.342191475229884
12,18,2017-01-15,Running,False,Houston Running,26.48,"2,722",3:40:52,147,179,4.4,168,186,0 days 00:08:20,0 days 00:03:30,210,226,1.16,6.9,8.0,253,49.4% L / 50.6% R,0,0,0,0,0,0,0,0,0,0,0,0,3:40:52,0:00,0.0,0:00,No,00:00.0,0,0,0,0,0,1,garmin,1,7.930513595166163,0.84,10.559999999999999,7.199999999999999,10.560011911555002,12.571442751851192
