,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,1,2019-03-05,Running,False,Untitled,6.36,842,1:02:27,0,0,0.0,162,177,0 days 00:09:50,0 days 00:07:40,305,151,1.01,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:02:27,0:00,0.0,0:00,No,03:47.3,7,0,0,0,0,1,garmin,0,47.95597484276729,0.0,8.94915254237288,6.101694915254237,8.949521656409887,inf
1,2,2019-03-07,Running,False,Untitled,6.85,900,1:08:54,0,0,0.0,160,170,0 days 00:10:03,0 days 00:06:27,259,197,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:08:54,0:00,0.0,0:00,No,08:24.7,7,0,0,0,0,1,garmin,0,37.81021897810219,0.0,8.756218905472636,5.970149253731343,8.756443413351787,inf
2,3,2019-03-15,Running,False,Untitled,6.31,813,1:03:50,0,0,0.0,152,174,0 days 00:10:07,0 days 00:07:21,203,203,1.03,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:03:50,0:00,0.0,0:00,No,03:35.9,7,0,0,0,0,1,garmin,0,32.17115689381934,0.0,8.698517298187808,5.930807248764415,8.698678762563361,inf
3,17,2019-04-01,Running,False,Untitled,7.01,731,1:05:15,140,170,3.2,162,233,0 days 00:09:19,0 days 00:07:30,197,200,1.07,6.9,7.5,273,51.7% L / 48.3% R,0,0,0,0,0,0,0,0,0,0,0,0,1:05:15,0:00,0.0,0:00,No,00:03.0,8,0,0,0,0,1,garmin,0,28.102710413694723,0.8,9.445438282647585,6.440071556350627,9.445572070787158,11.806965088483947
4,18,2019-04-04,Running,False,Untitled,7.26,731,1:03:44,141,172,3.1,164,177,0 days 00:08:47,0 days 00:07:16,226,236,1.12,7.0,7.9,271,51.4% L / 48.6% R,0,0,0,0,0,0,0,0,0,0,0,0,1:03:44,0:00,0.0,0:00,No,02:15.5,8,0,0,0,0,1,garmin,0,31.12947658402204,0.8057142857142857,10.01897533206831,6.83111954459203,10.019149458752302,12.435114576465624
5,19,2019-04-06,Running,False,Untitled,10.26,"1,336",1:35:56,0,0,0.0,161,176,0 days 00:09:21,0 days 00:07:59,285,318,1.07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:35:56,0:00,0.0,0:00,No,02:21.1,11,0,0,0,0,1,garmin,0,27.77777777777778,0.0,9.411764705882351,6.4171122994652405,9.411894952128117,inf
6,20,2019-04-07,Running,False,Untitled,4.7,524,1:04:21,0,0,0.0,127,170,0 days 00:13:41,0 days 00:08:21,148,171,0.92,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:04:21,0:00,0.0,0:00,No,08:59.3,5,0,0,0,0,1,garmin,0,31.48936170212766,0.0,6.431181485992691,4.38489646772229,6.431295857219048,inf
7,23,2019-04-15,Running,False,Untitled,7.1,944,1:01:32,0,0,0.0,166,176,0 days 00:08:40,0 days 00:07:25,249,295,1.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:32,0:00,0.0,0:00,No,00:47.9,8,0,0,0,0,1,garmin,0,35.07042253521127,0.0,10.153846153846153,6.923076923076923,10.15407013420957,inf
8,24,2019-04-16,Running,False,Untitled,7.2,952,1:01:45,0,0,0.0,170,179,0 days 00:08:34,0 days 00:07:37,299,331,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:45,0:00,0.0,0:00,No,01:41.7,8,0,0,0,0,1,garmin,0,41.52777777777778,0.0,10.27237354085603,7.003891050583658,10.272691260180428,inf
9,26,2019-04-17,Running,False,Untitled,7.41,972,1:08:12,0,0,0.0,163,176,0 days 00:09:12,0 days 00:07:27,220,230,1.07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:08:12,0:00,0.0,0:00,No,03:46.7,8,0,0,0,0,1,garmin,0,29.689608636977056,0.0,9.565217391304348,6.521739130434783,9.565368608965574,inf
