,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,28,2019-04-18,Running,False,Untitled,6.29,826,0:56:28,0,0,0.0,164,175,0 days 00:08:58,0 days 00:07:44,256,279,1.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56:28:00,0:00,0.0,0:00,No,02:22.5,7,0,0,0,0,1,garmin,0,40.69952305246423,0.0,9.814126394052044,6.691449814126394,9.81441795274517,inf
11,32,2019-04-20,Running,False,Untitled,8.07,696,1:13:27,128,148,2.5,164,175,0 days 00:09:06,0 days 00:08:17,299,292,1.08,7.3,8.0,255,50.2% L / 49.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:13:27,0:00,0.0,0:00,No,00:33.8,9,0,0,0,0,1,garmin,0,37.05080545229244,0.7314285714285714,9.67032967032967,6.593406593406594,9.670567756078299,13.221479354013299
12,34,2019-04-22,Running,False,Untitled,7.09,787,1:04:01,136,196,3.4,167,175,0 days 00:09:02,0 days 00:07:42,259,279,1.07,7.4,8.0,265,50.7% L / 49.3% R,0,0,0,0,0,0,0,0,0,0,0,0,1:04:01,0:00,0.0,0:00,No,00:59.0,8,0,0,0,0,1,garmin,0,36.530324400564176,0.7771428571428571,9.74169741697417,6.642066420664206,9.741930568711542,12.535572422974411
13,36,2019-04-23,Running,False,Untitled,6.34,613,0:59:05,122,154,3.0,166,176,0 days 00:09:19,0 days 00:07:14,256,272,1.06,7.5,7.8,264,51.6% L / 48.4% R,0,0,0,0,0,0,0,0,0,0,0,0,59:05:00,0:00,0.0,0:00,No,03:06.0,7,0,0,0,0,1,garmin,0,40.37854889589905,0.6971428571428572,9.445438282647585,6.440071556350627,9.445714479890592,13.549180606400439
14,37,2019-04-24,Running,False,Untitled,7.08,691,1:06:08,134,177,3.1,163,180,0 days 00:09:21,0 days 00:07:53,243,259,1.05,7.5,8.0,265,51.3% L / 48.7% R,0,0,0,0,0,0,0,0,0,0,0,0,1:06:08,0:00,0.0,0:00,No,00:36.1,8,0,0,0,0,1,garmin,0,34.32203389830509,0.7657142857142857,9.411764705882351,6.4171122994652405,9.411963550877601,12.2917434433103
15,39,2019-04-25,Running,False,Untitled,7.11,653,1:01:59,137,176,3.0,170,187,0 days 00:08:43,0 days 00:07:16,253,269,1.1,7.0,7.7,262,50.7% L / 49.3% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:59,0:00,0.0,0:00,No,00:50.4,8,0,0,0,0,1,garmin,0,35.58368495077356,0.7828571428571428,10.095602294455066,6.8833652007648185,10.095831556046438,12.896135199329391
16,41,2019-04-27,Running,False,Untitled,10.61,"1,399",1:33:29,0,0,0.0,167,179,0 days 00:08:48,0 days 00:07:17,394,367,1.09,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:33:29,0:00,0.0,0:00,No,04:58.4,11,0,0,0,0,1,garmin,0,37.134778510838835,0.0,9.999999999999998,6.8181818181818175,10.000247319559708,inf
17,43,2019-04-29,Running,False,Untitled,7.09,623,1:04:21,121,164,2.7,166,256,0 days 00:09:04,0 days 00:08:10,276,325,1.08,7.4,8.0,274,51.0% L / 49.0% R,0,0,0,0,0,0,0,0,0,0,0,0,1:04:21,0:00,0.0,0:00,No,00:47.1,8,0,0,0,0,1,garmin,0,38.928067700987306,0.6914285714285714,9.705882352941176,6.61764705882353,9.706146142118968,14.03781466835388
18,44,2019-05-01,Running,False,Untitled,7.06,709,1:03:47,138,199,2.7,164,179,0 days 00:09:02,0 days 00:08:11,279,308,1.09,7.4,8.2,261,51.2% L / 48.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:03:47,0:00,0.0,0:00,No,00:29.6,8,0,0,0,0,1,garmin,0,39.51841359773371,0.7885714285714286,9.74169741697417,6.642066420664206,9.741970270592715,12.353947806911052
19,45,2019-05-02,Running,False,Untitled,7.15,664,1:05:03,129,154,2.5,167,175,0 days 00:09:06,0 days 00:06:43,240,272,1.07,7.5,8.0,252,50.2% L / 49.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:05:03,0:00,0.0,0:00,No,01:20.4,8,0,0,0,0,1,garmin,0,33.56643356643357,0.7371428571428571,9.67032967032967,6.593406593406594,9.670525081529345,13.118929374167717
20,46,2019-05-03,Running,False,Untitled,7.08,683,1:01:49,137,194,3.0,168,213,0 days 00:08:44,0 days 00:06:52,276,302,1.1,7.0,7.8,263,51.1% L / 48.9% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:49,0:00,0.0,0:00,No,00:38.9,8,0,0,0,0,1,garmin,0,38.983050847457626,0.7828571428571428,10.076335877862595,6.870229007633588,10.076610509474062,12.871582767576356
21,48,2019-05-04,Running,False,Untitled,13.1,"1,250",1:55:34,129,191,3.6,167,200,0 days 00:08:49,0 days 00:07:50,413,446,1.1,7.0,7.7,241,50.1% L / 49.9% R,0,0,0,0,0,0,0,0,0,0,0,0,1:55:34,0:00,0.0,0:00,No,00:54.0,14,0,0,0,0,1,garmin,0,31.52671755725191,0.7371428571428571,9.98109640831758,6.805293005671078,9.981274332119824,13.540488435046274
22,50,2019-05-06,Running,False,Untitled,7.13,924,1:02:23,0,0,0.0,164,177,0 days 00:08:45,0 days 00:07:40,289,285,1.12,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:02:23,0:00,0.0,0:00,No,01:03.7,8,0,0,0,0,1,garmin,0,40.532959326788216,0.0,10.057142857142855,6.857142857142857,10.057439194911158,inf
23,51,2019-05-07,Running,False,Untitled,6.16,616,0:54:52,136,191,3.0,166,177,0 days 00:08:54,0 days 00:07:27,279,279,1.09,7.2,7.9,267,51.9% L / 48.1% R,0,0,0,0,0,0,0,0,0,0,0,0,54:52:00,0:00,0.0,0:00,No,01:21.2,7,0,0,0,0,1,garmin,0,45.29220779220779,0.7771428571428571,9.887640449438202,6.741573033707865,9.888004225249542,12.72353484866669
24,52,2019-05-08,Running,False,Untitled,7.04,641,0:58:40,109,142,3.1,170,179,0 days 00:08:20,0 days 00:06:56,299,302,1.15,6.9,7.9,255,51.6% L / 48.4% R,0,0,0,0,0,0,0,0,0,0,0,0,58:40:00,0:00,0.0,0:00,No,00:15.4,8,0,0,0,0,1,garmin,0,42.47159090909091,0.6228571428571429,10.559999999999999,7.199999999999999,10.560341630086471,16.954676929037912
25,53,2019-05-09,Running,False,Untitled,7.06,841,1:01:29,146,179,3.8,168,179,0 days 00:08:43,0 days 00:06:32,285,308,1.11,7.3,8.1,256,51.2% L / 48.8% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:29,0:00,0.0,0:00,No,00:28.2,8,0,0,0,0,1,garmin,0,40.36827195467422,0.8342857142857143,10.095602294455066,6.8833652007648185,10.095897353114186,12.101246827362894
26,54,2019-05-11,Running,False,Untitled,13.1,"1,740",1:51:53,0,0,0.0,169,181,0 days 00:08:32,0 days 00:07:23,436,427,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:51:53,0:00,0.0,0:00,No,00:49.4,14,0,0,0,0,1,garmin,0,33.282442748091604,0.0,10.3125,7.03125,10.312704876522538,inf
27,55,2019-05-13,Running,False,Untitled,7.36,970,1:07:32,0,0,0.0,163,175,0 days 00:09:10,0 days 00:07:27,292,289,1.07,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:07:32,0:00,0.0,0:00,No,03:22.0,8,0,0,0,0,1,garmin,0,39.67391304347826,0.0,9.6,6.545454545454546,9.600271005020568,inf
28,56,2019-05-14,Running,False,Untitled,7.01,704,1:04:55,134,174,2.5,162,256,0 days 00:09:16,0 days 00:07:22,276,276,1.08,7.6,8.3,258,53.0% L / 47.0% R,0,0,0,0,0,0,0,0,0,0,0,0,1:04:55,0:00,0.0,0:00,No,00:03.4,8,0,0,0,0,1,garmin,0,39.37232524964337,0.7657142857142857,9.496402877697841,6.474820143884892,9.496666898034988,12.402363486239723
29,57,2019-05-16,Running,False,Untitled,7.09,941,1:03:10,0,0,0.0,165,175,0 days 00:08:54,0 days 00:07:01,279,289,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:03:10,0:00,0.0,0:00,No,00:44.8,8,0,0,0,0,1,garmin,0,39.35119887165021,0.0,9.887640449438202,6.741573033707865,9.887915052092197,inf
30,59,2019-05-17,Running,False,Untitled,6.96,741,1:01:11,142,196,3.1,165,177,0 days 00:08:47,0 days 00:07:27,161,246,1.12,7.1,8.0,248,52.1% L / 47.9% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:11,0:00,0.0,0:00,No,08:29.0,7,0,0,0,0,1,garmin,0,23.132183908045977,0.8114285714285714,10.01897533206831,6.83111954459203,10.019071483699312,12.347447251037885
31,61,2019-05-18,Running,False,Untitled,13.12,"1,735",1:53:46,0,0,0.0,167,214,0 days 00:08:40,0 days 00:06:16,387,427,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:53:46,0:00,0.0,0:00,No,00:55.9,14,0,0,0,0,1,garmin,0,29.496951219512198,0.0,10.153846153846153,6.923076923076923,10.154004600696158,inf
32,63,2019-05-22,Running,False,Untitled,7.01,755,0:59:44,148,195,3.2,169,178,0 days 00:08:31,0 days 00:07:29,266,295,1.13,7.0,7.9,247,50.5% L / 49.5% R,0,0,0,0,0,0,0,0,0,0,0,0,59:44:00,0:00,0.0,0:00,No,00:03.6,8,0,0,0,0,1,garmin,0,37.94579172610556,0.8457142857142858,10.332681017612524,7.045009784735812,10.332947848936683,12.218012659215672
33,64,2019-05-23,Running,False,Untitled,7.04,918,1:05:30,0,0,0.0,162,179,0 days 00:09:18,0 days 00:07:02,381,358,1.05,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:05:30,0:00,0.0,0:00,No,00:18.7,8,0,0,0,0,1,garmin,0,54.11931818181818,0.0,9.462365591397848,6.451612903225806,9.462862635711453,inf
34,66,2019-05-25,Running,False,Untitled,13.15,"1,748",1:49:16,0,0,0.0,171,181,0 days 00:08:19,0 days 00:06:50,410,417,1.13,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:49:16,0:00,0.0,0:00,No,01:10.5,14,0,0,0,0,1,garmin,0,31.178707224334598,0.0,10.581162324649299,7.214428857715431,10.58134680408355,inf
35,69,2019-05-28,Running,False,Untitled,7.08,942,1:01:55,0,0,0.0,167,180,0 days 00:08:44,0 days 00:06:24,279,299,1.1,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:01:55,0:00,0.0,0:00,No,00:43.5,8,0,0,0,0,1,garmin,0,39.40677966101695,0.0,10.076335877862595,6.870229007633588,10.07661651208992,inf
36,70,2019-05-29,Running,False,Untitled,7.06,774,1:01:24,123,183,3.4,167,180,0 days 00:08:41,0 days 00:06:36,269,289,1.12,7.1,8.0,261,50.7% L / 49.3% R,0,0,0,0,0,0,0,0,0,0,0,0,1:01:24,0:00,0.0,0:00,No,00:30.8,8,0,0,0,0,1,garmin,0,38.10198300283286,0.7028571428571428,10.134357005758156,6.90978886756238,10.134620874449123,14.419176040882899
37,71,2019-05-30,Running,False,Untitled,7.36,968,1:05:02,0,0,0.0,165,174,0 days 00:08:50,0 days 00:04:42,299,325,1.11,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:05:02,0:00,0.0,0:00,No,03:09.0,8,0,0,0,0,1,garmin,0,40.625,0.0,9.962264150943394,6.792452830188679,9.962559027694411,inf
38,73,2019-06-02,Running,False,Untitled,13.14,"1,766",1:40:46,0,0,0.0,172,190,0 days 00:07:40,0 days 00:06:42,354,604,1.22,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1:40:46,0:00,0.0,0:00,No,00:57.4,14,0,0,0,0,1,garmin,1,26.940639269406393,0.0,11.478260869565217,7.826086956521739,11.478410283539272,inf
