Kudos Date,Kudos Type,Parent ID
"Oct 2, 2019, 4:08:54 PM",Activity,2755092448
"Oct 9, 2019, 6:34:09 PM",Activity,2775693689
"Oct 19, 2019, 1:25:40 PM",Activity,2800401312
"Oct 19, 2019, 1:25:42 PM",Activity,2800408211
"Oct 20, 2019, 11:51:32 AM",Activity,2802864429
"Nov 22, 2019, 10:03:12 AM",Activity,2881164339
"Dec 8, 2019, 11:44:24 AM",Activity,2916997919
"Dec 13, 2019, 3:55:35 PM",Activity,2929871173
"Dec 23, 2019, 7:41:36 PM",Activity,2949077344
"Dec 24, 2019, 9:00:10 AM",Activity,2952722713
"Dec 24, 2019, 9:00:26 AM",Activity,2952714111
"Jan 7, 2020, 4:24:25 PM",Activity,2990327644
"Jan 7, 2020, 8:11:23 PM",Activity,2990976902
"Jan 8, 2020, 9:22:47 AM",Activity,2991164390
"Jan 30, 2020, 10:38:46 PM",Activity,3057615015
"Feb 8, 2020, 6:16:57 PM",Activity,3083265285
"Feb 9, 2020, 11:44:06 AM",Activity,3085076148
"Feb 9, 2020, 6:28:13 PM",Activity,3085299042
"Feb 10, 2020, 7:37:43 PM",Activity,3088659045
"Feb 13, 2020, 10:00:36 PM",Activity,3096531100
"Feb 23, 2020, 5:16:58 PM",Activity,3124724492
"Feb 29, 2020, 8:34:46 PM",Activity,3140886486
"Mar 5, 2020, 8:05:45 PM",Activity,3153774511
"Mar 8, 2020, 3:25:46 PM",Activity,3165816315
"Mar 10, 2020, 1:47:15 PM",Activity,3169509396
"Apr 4, 2020, 1:28:53 PM",Activity,3253377935
"Apr 25, 2020, 1:55:33 PM",Activity,3337406697
"May 4, 2020, 10:57:17 AM",Activity,3392581652
"May 5, 2020, 7:25:32 PM",Activity,3403775993
"May 12, 2020, 7:32:58 AM",Activity,3436026139
"May 18, 2020, 4:48:44 PM",Activity,3471947427
"May 19, 2020, 7:36:03 AM",Activity,3473075556
"Jun 3, 2020, 11:06:34 AM",Activity,3554644081
"Jun 7, 2020, 7:40:28 AM",Activity,3572646438
"Jun 9, 2020, 8:17:43 PM",Activity,3589177188
"Jun 10, 2020, 5:20:51 PM",Activity,3593381647
"Jun 10, 2020, 8:28:59 PM",Activity,3594644239
"Jun 25, 2020, 4:54:20 AM",Activity,3667297377
"Jul 7, 2020, 1:06:45 PM",Activity,3726566958
"Jul 21, 2020, 3:44:55 PM",Activity,3795677738
"Jul 23, 2020, 10:14:51 AM",Activity,3798817891
"Jul 26, 2020, 3:57:13 AM",Activity,3808222362
"Aug 13, 2020, 5:13:54 PM",Activity,3907374312
"Aug 18, 2020, 9:35:21 PM",Activity,3932089303
"Aug 18, 2020, 9:36:15 PM",Activity,3931938414
"Sep 8, 2020, 6:24:20 PM",Activity,4030951368
"Sep 21, 2020, 6:31:22 PM",Activity,4091256854
"Oct 30, 2020, 9:05:15 AM",Activity,4259703625
"Nov 30, 2020, 9:35:22 AM",Activity,4407462125
"Dec 5, 2020, 4:05:33 PM",Activity,4433279260
"Dec 29, 2020, 4:21:14 PM",Activity,4534675343
"Jan 1, 2021, 2:39:48 PM",Activity,4540811592
"Jan 11, 2021, 5:47:16 PM",Activity,4598561905
"Jan 16, 2021, 1:01:57 PM",Activity,4628511894
"Jan 16, 2021, 1:06:33 PM",Activity,4628620471
