date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2019-03-08,Indoor Cycling,False,Indoor Cycling,0.00,724,01:03:01,134,172,3.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:03:01,0:00,0.0,0:00,No,00:19.11,44,0.0,0,0,0,3,garmin,0
2019-03-08,Pool Swimming,False,Lap Swimming,"2,500",513,00:51:21,0,0,0.0,0,0,0 days 00:01:30,0 days 00:01:20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,850,31,24,0,0,51:21,0:00,0.0,0:00,No,00:04.25,58,0.0,0,0,0,3,garmin,0
2019-03-09,Running,False,Denver - Running,2.66,308,00:20:47,148,157,2.4,176,199,0 days 00:07:49,0 days 00:07:09,66,59,1.17,8.1,9.4,253,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:47,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-09,Indoor Cycling,False,Indoor Cycling,0.00,"2,308",03:00:17,137,165,3.2,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,96,231,47% L / 53% R,150.9,246,214,370,0.0,0.0,15859,0,0,0,0,3:00:17,0:00,0.0,0:00,No,00:29.44,25,0.0,0,0,0,3,garmin,0
2019-03-10,Cycling,False,Denver - Cycling,8.01,284,00:40:04,107,149,0.0,0,0,12.0,24.7,249,256,0.0,0.0,0.0,0,0,66,150,190,0,22.5,116,118,874,0.0,0.0,1877,0,0,0,0,40:04,0:00,48.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-10,Running,False,Denver - Running,12.03,"1,243",01:35:09,148,162,2.7,177,190,0 days 00:07:55,0 days 00:05:16,351,312,1.15,7.7,9.0,252,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:35:09,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-10,Indoor Cycling,False,Indoor Cycling,0.00,199,00:20:08,115,132,1.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,86,96,174,46% L / 54% R,9.3,165,165,346,0.0,0.0,1733,0,0,0,0,20:08,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-11,Pool Swimming,False,Lap Swimming,"3,200",617,01:14:09,0,0,0.0,0,0,0 days 00:01:23,0 days 00:01:02,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,971,29,25,0,0,1:14:09,0:00,0.0,0:00,No,00:10.56,82,0.0,0,0,0,3,garmin,0
2019-03-11,Indoor Cycling,False,Indoor Cycling,0.00,537,01:00:03,104,122,1.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,85,96,154,44% L / 56% R,22.3,165,149,311,0.0,0.0,5126,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-12,Indoor Cycling,False,Indoor Cycling,0.00,718,01:00:14,131,168,2.8,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,136,272,47% L / 53% R,69.1,245,203,907,0.0,0.0,5292,0,0,0,0,1:00:14,0:00,0.0,0:00,No,00:09.99,29,0.0,0,0,0,3,garmin,0
2019-03-12,Running,False,Denver - Running,6.21,692,00:50:14,142,150,2.4,176,195,0 days 00:08:05,0 days 00:07:23,108,102,1.13,7.8,8.8,258,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:14,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-13,Indoor Cycling,False,Indoor Cycling,0.00,931,01:15:12,129,148,3.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,97,219,48% L / 52% R,56.3,251,207,361,0.0,0.0,6559,0,0,0,0,1:15:12,0:00,0.0,0:00,No,05:00.01,5,0.0,0,0,0,3,garmin,0
2019-03-14,Pool Swimming,False,Lap Swimming,"3,200",652,00:54:22,0,0,0.0,0,0,0 days 00:01:26,0 days 00:01:11,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1090,30,24,0,0,54:22,0:00,0.0,0:00,No,00:03.54,50,0.0,0,0,0,3,garmin,0
2019-03-15,Pool Swimming,False,Lap Swimming,"1,800",294,00:48:52,0,0,0.0,0,0,0 days 00:01:23,0 days 00:01:02,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,420,29,23,0,0,48:52,0:00,0.0,0:00,No,00:10.31,56,0.0,0,0,0,3,garmin,0
2019-03-15,Running,False,Louisville - Running,3.19,400,00:25:02,149,173,2.7,183,198,0 days 00:07:51,0 days 00:06:27,174,164,1.12,7.2,8.2,251,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:02,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-15,Indoor Cycling,False,Indoor Cycling,0.00,"1,644",02:04:12,135,174,3.9,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,118,257,47% L / 53% R,128.1,342,222,890,0.0,0.0,10978,0,0,0,0,2:04:12,0:00,0.0,0:00,No,00:56.75,14,0.0,0,0,0,3,garmin,0
2019-03-16,Cycling,False,Boulder - Cycling,5.29,134,00:30:09,93,116,0.0,0,0,10.5,19.9,177,180,0.0,0.0,0.0,0,0,69,103,97,0,4.4,66,74,311,0.0,0.0,1543,0,0,0,0,30:09,0:00,53.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-03-16,Running,False,Denver - Running,3.39,396,00:25:44,147,159,2.6,179,196,0 days 00:07:35,0 days 00:06:36,0,0,1.19,7.7,9.2,249,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:44,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
