date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2019-07-12,Pool Swimming,False,Lap Swimming,"3,300",698,01:05:40,0,0,0.0,0,0,0 days 00:01:29,0 days 00:01:17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1209,33,28,0,0,1:05:40,0:00,96.8,0:00,No,00:05.53,86,0.0,0,0,0,3,garmin,0
2019-07-13,Road Cycling,False,Jefferson County Road Cycling,117.37,"5,039",07:17:02,141,162,5.0,0,0,16.1,48.4,"9,869","10,207",0.0,0.0,0.0,0,0,85,241,224,0,318.6,236,192,"2,562",0.0,0.0,32266,0,0,0,0,7:17:02,0:00,50.0,0:00,No,01:07.29,25,0.0,37,18,58,3,garmin,0
2019-07-13,Cycling,False,Jefferson County Cycling,117.79,"4,935",07:17:25,141,162,4.5,0,0,16.2,49.1,0,0,0.0,0.0,0.0,0,0,85,178,213,0,278.3,236,190,722,0.0,0.0,32487,0,0,0,0,7:17:25,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-07-14,Running,False,Steamboat Springs Running,11.79,"1,211",01:30:26,140,161,2.6,176,197,0 days 00:07:40,0 days 00:06:43,0,0,1.18,7.8,9.4,253,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:26,0:00,96.8,0:00,No,44:34.31,2,0.0,0,0,0,3,garmin,0
2019-07-14,Road Cycling,False,Steamboat Springs Road Cycling,20.47,621,01:22:03,104,130,1.1,0,0,15.0,32.6,889,876,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:22:03,0:00,71.6,0:00,No,02:09.96,5,0.0,22,12,33,3,garmin,0
2019-07-15,Running,False,Louisville Running,6.21,699,00:50:28,139,154,2.3,176,183,0 days 00:08:08,0 days 00:07:03,0,0,1.13,8.3,9.6,258,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:28,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2019-07-15,Pool Swimming,False,Lap Swimming,"2,500",387,01:00:12,113,141,1.5,0,0,0 days 00:01:38,0 days 00:01:23,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,844,35,27,0,0,1:00:12,0:00,96.8,0:00,No,00:08.00,64,0.0,0,0,0,3,garmin,0
2019-07-15,Pool Swimming,False,Lap Swimming,475,72,00:39:02,0,0,0.1,0,0,0 days 00:01:34,0 days 00:01:22,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,118,33,25,0,0,39:02,0:00,96.8,0:00,No,00:24.20,26,0.0,0,0,0,3,garmin,0
2019-07-16,Pool Swimming,False,Lap Swimming,"3,200",726,01:04:09,0,0,0.0,0,0,0 days 00:01:37,0 days 00:01:17,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1294,35,27,0,0,1:04:09,0:00,96.8,0:00,No,00:05.68,48,0.0,0,0,0,3,garmin,0
2019-07-16,Running,False,Louisville Running,6.09,716,00:45:19,148,174,3.1,178,187,0 days 00:07:27,0 days 00:06:36,0,0,1.21,7.7,9.6,250,48.0% L / 52.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:19,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
