date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2018-08-02,Indoor Cycling,False,Indoor Cycling,0.00,832,01:00:04,146,168,3.7,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,84,96,246,50% L / 50% R,56.6,261,234,383,0.0,0.0,5043,0,0,0,0,1:00:04,0:00,0.0,0:00,No,00:00.00,20,0.0,0,0,0,3,garmin,0
2018-08-02,Running,False,Denver Running,4.07,474,00:35:26,141,153,2.2,173,182,0 days 00:08:42,0 days 00:07:03,85,43,1.06,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:26,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-03,Running,False,Louisville Running,6.11,660,00:47:16,147,166,2.8,178,243,0 days 00:07:44,0 days 00:06:16,200,203,1.17,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47:16,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-08-03,Indoor Cycling,False,Indoor Cycling,0.00,647,01:00:03,111,132,1.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,94,202,49% L / 51% R,38.3,205,182,433,0.0,0.0,5306,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,23,0.0,0,0,0,3,garmin,0
2018-08-03,Open Water Swimming,False,Longmont Open Water Swimming,"5,042","1,089",01:17:08,0,0,0.0,0,0,0 days 00:01:32,0 days 00:00:48,0,"4,931",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2222,37,28,0,0,1:17:08,0:00,0.0,0:00,No,00:00.00,23,0.0,0,0,0,3,garmin,0
2018-08-04,Cycling,False,Denver Cycling,64.06,"2,630",03:43:50,144,177,0.0,0,0,17.2,53.5,"4,042","4,078",0.0,0.0,0.0,0,0,86,136,236,48% L / 52% R,10.9,302,196,862,0.0,0.0,17097,0,0,0,0,3:43:50,0:00,59.0,0:00,No,00:00.00,6,0.0,0,0,0,3,garmin,0
2018-08-04,Cycling,False,Denver Cycling,64.13,"2,628",03:43:29,144,177,4.1,0,0,17.2,53.6,"4,016","4,026",0.0,0.0,0.0,0,0,86,123,235,48% L / 52% R,193.4,302,196,862,0.0,0.0,17080,0,0,0,0,3:43:29,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
2018-08-04,Indoor Cycling,False,Indoor Cycling,0.00,"1,007",01:20:02,143,164,3.4,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,96,220,50% L / 50% R,60.3,229,212,371,0.0,0.0,7059,0,0,0,0,1:20:02,0:00,0.0,0:00,No,00:00.00,19,0.0,0,0,0,3,garmin,0
2018-08-05,Indoor Cycling,False,Indoor Cycling,0.00,453,00:45:03,113,130,1.8,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,85,92,179,48% L / 52% R,22.4,180,169,288,0.0,0.0,3860,0,0,0,0,45:03,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
2018-08-05,Running,False,Denver Running,14.85,"1,705",02:00:57,152,171,3.1,178,190,0 days 00:08:09,0 days 00:06:36,364,315,1.11,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:00:57,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-08-06,Pool Swimming,False,Lap Swimming,"2,000",400,00:32:37,0,0,0.0,0,0,0 days 00:01:29,0 days 00:01:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,672,31,24,0,0,32:37,0:00,0.0,0:00,No,00:00.00,20,0.0,0,0,0,3,garmin,0
2018-08-07,Indoor Cycling,False,Indoor Cycling,0.00,294,00:45:03,103,113,1.2,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-07,Running,False,Fresno Running,4.23,490,00:33:34,142,156,2.4,176,183,0 days 00:07:56,0 days 00:07:25,118,112,1.16,8.3,9.7,254,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:34,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-08,Indoor Cycling,False,Indoor Cycling,0.00,725,01:00:02,133,158,3.2,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-08-08,Treadmill Running,False,Treadmill Running,6.18,707,00:50:02,140,172,2.6,180,193,0 days 00:08:06,0 days 00:06:30,7,16,1.11,8.0,9.0,247,48.7% L / 51.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:02,0:00,0.0,0:00,No,00:00.00,11,0.0,0,0,0,3,garmin,0
2018-08-09,Pool Swimming,False,Lap Swimming,"2,000",398,00:35:45,0,0,0.0,0,0,0 days 00:01:30,0 days 00:01:20,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,659,31,23,0,0,35:45,0:00,0.0,0:00,No,00:00.00,18,0.0,0,0,0,3,garmin,0
2018-08-10,Running,False,Denver Running,3.01,375,00:25:42,139,154,2.3,173,256,0 days 00:08:32,0 days 00:07:36,46,43,1.09,8.9,9.7,257,48.0% L / 52.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:42,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-10,Indoor Cycling,False,Indoor Cycling,0.00,733,01:00:03,128,161,2.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,138,227,50% L / 50% R,48.2,235,206,826,0.0,0.0,5262,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,18,0.0,0,0,0,3,garmin,0
2018-08-11,Cycling,False,Steamboat Springs Cycling,21.24,689,01:15:11,118,151,2.2,0,0,17.0,43.2,"1,070","1,053",0.0,0.0,0.0,0,0,83,109,194,48% L / 52% R,43.9,202,153,467,0.0,0.0,5466,0,0,0,0,1:15:11,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-11,Pool Swimming,False,Lap Swimming,"2,100",432,00:37:31,0,0,0.0,0,0,0 days 00:01:26,0 days 00:01:12,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,671,30,22,0,0,37:31,0:00,0.0,0:00,No,00:00.00,46,0.0,0,0,0,3,garmin,0
2018-08-12,Open Water Swimming,False,Routt County Open Water Swimming,250,58,00:04:17.0,135,148,1.3,0,0,0 days 00:01:43,0 days 00:00:52,0,"6,614",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,120,41,27,0,0,4:17.0,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-12,Multisport,True,Routt County Multi-Sport,16.46,"1,118",01:07:37,0,177,0.0,0,0,14.6,0 days 00:00:00,"7,060",459,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:07:37,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
2018-08-13,Pool Swimming,False,Lap Swimming,"3,000",488,00:59:37,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:18,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,770,30,22,0,0,59:37,0:00,0.0,0:00,No,00:00.00,50,0.0,0,0,0,3,garmin,0
2018-08-13,Indoor Cycling,False,Indoor Cycling,0.00,570,01:00:07,113,126,2.0,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,93,163,48% L / 52% R,24.8,174,158,359,0.0,0.0,5294,0,0,0,0,1:00:07,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-08-14,Open Water Swimming,False,Boulder Open Water Swimming,"4,641",977,01:12:50,146,164,2.7,0,0,0 days 00:01:34,0 days 00:00:31,0,"5,213",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2162,38,29,0,0,1:12:50,0:00,0.0,0:00,No,00:00.00,27,0.0,0,0,0,3,garmin,0
2018-08-14,Running,False,Denver Running,4.55,537,00:35:08,145,163,2.9,182,197,0 days 00:07:44,0 days 00:07:16,92,66,1.15,7.6,8.7,245,48.6% L / 51.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:08,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-15,Running,False,Louisville Running,6.40,793,00:50:48,149,163,3.0,181,188,0 days 00:07:56,0 days 00:07:03,279,289,1.12,7.9,8.9,242,48.7% L / 51.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:48,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-15,Open Water Swimming,False,Longmont Open Water Swimming,"4,507",861,01:06:59,143,165,2.7,0,0,0 days 00:01:29,0 days 00:00:45,0,"4,888",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,2005,37,29,0,0,1:06:59,0:00,0.0,0:00,No,00:00.00,12,0.0,0,0,0,3,garmin,0
2018-08-16,Indoor Cycling,False,Indoor Cycling,0.00,889,01:15:03,137,176,3.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,173,243,49% L / 51% R,69.0,251,200,539,0.0,0.0,6611,0,0,0,0,1:15:03,0:00,0.0,0:00,No,00:00.00,28,0.0,0,0,0,3,garmin,0
2018-08-16,Running,False,Lafayette Running,7.59,893,01:00:04,147,162,2.9,177,190,0 days 00:07:55,0 days 00:07:14,292,292,1.15,8.1,9.4,250,47.8% L / 52.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:04,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-08-17,Pool Swimming,False,Lap Swimming,"4,000",666,01:25:19,0,0,0.0,0,0,0 days 00:01:25,0 days 00:01:05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1021,30,23,0,0,1:25:19,0:00,0.0,0:00,No,00:00.00,70,0.0,0,0,0,3,garmin,0
2018-08-18,Indoor Cycling,False,Indoor Cycling,0.00,"2,331",03:00:05,141,168,3.9,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,96,231,48% L / 52% R,150.4,275,216,333,0.0,0.0,15862,0,0,0,0,3:00:05,0:00,0.0,0:00,No,00:00.00,10,0.0,0,0,0,3,garmin,0
2018-08-18,Running,False,Denver Running,3.44,444,00:26:27,157,170,3.0,176,202,0 days 00:07:41,0 days 00:06:22,59,49,1.2,8.4,10.0,254,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:27,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
