date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_power_np,lr_balance,training_stress_score,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2018-06-01,Pool Swimming,False,Lap Swimming,"1,800",366,00:41:29,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,572,31,23,0,0,41:29,0:00,0.0,0:00,No,00:00.00,32,0.0,0,0,0,3,garmin,0
2018-06-02,Cycling,False,Lafayette Cycling,59.90,"2,370",03:05:49,129,177,2.5,0,0,19.3,50.4,"3,002","3,022",0.0,0.0,0.0,0,0,86,115,231,47% L / 53% R,155.3,261,213,688,0.0,0.0,15227,0,0,0,0,3:05:49,0:00,0.0,0:00,No,00:00.00,9,0.0,0,0,0,3,garmin,0
2018-06-02,Running,False,Lafayette Running,3.45,421,00:25:03,151,162,2.7,181,188,0 days 00:07:16,0 days 00:06:53,62,56,1.23,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-03,Running,False,Denver Running,8.04,867,01:00:06,144,164,2.7,179,190,0 days 00:07:29,0 days 00:06:36,308,305,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:06,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-04,Pool Swimming,False,Lap Swimming,"3,000",582,00:52:46,0,0,0.0,0,0,0 days 00:01:25,0 days 00:01:06,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,930,30,23,0,0,52:46,0:00,0.0,0:00,No,00:00.00,56,0.0,0,0,0,3,garmin,0
2018-06-05,Running,False,Denver Running,4.54,546,00:35:11,141,163,2.6,179,191,0 days 00:07:45,0 days 00:06:22,164,180,1.17,7.7,8.9,250,48.6% L / 51.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:11,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-06-05,Indoor Cycling,False,Indoor Cycling,0.00,505,00:45:06,121,142,2.0,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,83,89,198,47% L / 53% R,27.5,214,187,316,0.0,0.0,3767,0,0,0,0,45:06,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-06-06,Indoor Cycling,False,Indoor Cycling,0.00,748,01:00:02,132,159,2.9,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,95,219,49% L / 51% R,44.9,239,209,323,0.0,0.0,5270,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,7,0.0,0,0,0,3,garmin,0
2018-06-06,Running,False,Lafayette Running,4.77,560,00:35:03,151,170,2.8,181,195,0 days 00:07:21,0 days 00:06:16,82,92,1.21,7.3,8.9,249,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:03,0:00,0.0,0:00,No,00:00.00,9,0.0,0,0,0,3,garmin,0
2018-06-07,Open Water Swimming,False,Boulder Open Water Swimming,"2,339",478,00:36:42,135,147,1.9,0,0,0 days 00:01:34,0 days 00:00:49,0,"5,105",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1090,38,29,0,0,36:42,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-06-07,Running,False,Lafayette Running,1.87,205,00:15:08,135,144,1.7,179,186,0 days 00:08:07,0 days 00:07:13,26,33,1.11,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:08,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-07,Hiking,False,Lafayette Hiking,1.58,84,00:40:52,74,91,1.0,79,188,0 days 00:25:50,0 days 00:17:13,59,56,0.71,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:52,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-06-08,Pool Swimming,False,Lap Swimming,"1,500",309,00:28:13,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:15,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,511,30,23,0,0,28:13,0:00,0.0,0:00,No,00:00.00,27,0.0,0,0,0,3,garmin,0
2018-06-08,Cycling,False,Lafayette Cycling,8.12,232,00:26:41,114,138,1.6,0,0,18.3,34.8,259,253,0.0,0.0,0.0,0,0,85,101,164,47% L / 53% R,11.0,156,145,442,0.0,0.0,2086,0,0,0,0,26:41,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-10,Multisport,True,Boulder Multi-Sport,139.75,"6,936",11:00:17,0,162,0.0,0,0,12.7,0 days 00:00:00,"4,695","4,439",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,11:00:17,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,1
2018-06-10,Cycling,False,Boulder Cycling,117.35,"4,019",10:25:46,144,160,0.0,0,0,11.3,46.9,"4,475","4,213",0.0,0.0,0.0,0,0,89,115,221,46% L / 54% R,236.9,242,197,683,0.0,0.0,25558,0,0,0,0,10:25:46,0:00,60.8,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,1
2018-06-17,Cycling,False,Denver Cycling,16.98,684,01:02:21,119,139,0.0,0,0,16.3,34.5,696,719,0.0,0.0,0.0,0,0,83,143,205,0,38.9,198,183,850,0.0,0.0,4715,0,0,0,0,1:02:21,0:00,59.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-17,Cycling,False,Denver Cycling,4.52,111,00:28:30,104,142,0.0,0,0,9.5,20.7,135,171,0.0,0.0,0.0,0,0,59,125,113,0,5.0,29,66,444,0.0,0.0,1068,0,0,0,0,28:30,0:00,60.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-19,Running,False,Lake Oswego Running,3.21,479,00:30:19,153,183,3.0,173,207,0 days 00:09:27,0 days 00:05:53,558,568,0.97,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:19,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-20,Running,False,Portland Running,5.75,777,00:55:45,150,181,2.8,169,193,0 days 00:09:41,0 days 00:06:10,938,942,0.98,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:45,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-06-23,Hiking,False,San Miguel County Hiking,4.69,406,02:29:49,0,0,0.0,66,160,0 days 00:31:58,0 days 00:15:12,"1,270","1,270",0.71,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:29:49,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
