Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2020-04-22 10:37:37,false,"Morton Running","1.57","156","01:19:59","--","--","--","113","234","50:54","12:30","22","40","0.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:19:59","0:00","0.0","0:00","No","32:22.77","2","0.0"
Running,2020-04-21 11:11:50,false,"Morton Running","9.01","914","01:06:46","152","181","3.6","172","185","7:25","6:17","62","52","1.26","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:06:46","0:00","0.0","0:00","No","00:04.48","10","0.0"
Running,2020-04-20 10:57:09,false,"Morton Running","2.09","205","01:22:58","--","--","--","114","237","39:41","7:35","54","51","0.36","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:22:58","0:00","0.0","0:00","No","04:45.78","3","0.0"
Running,2020-04-19 14:01:02,false,"Morton Running","8.41","1,067","01:12:45","153","172","3.2","168","223","8:39","4:45","170","168","1.10","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:12:45","0:00","0.0","0:00","No","03:09.31","9","0.0"
Running,2020-04-17 13:40:33,false,"Morton Running","8.11","842","00:59:00","156","183","3.6","173","208","7:16","4:32","60","49","1.27","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:00","0:00","0.0","0:00","No","01:04.07","9","0.0"
Running,2020-04-16 09:21:28,false,"Morton Running","4.58","455","00:39:51","135","148","2.2","170","179","8:43","7:53","44","22","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:51","0:00","0.0","0:00","No","04:49.88","5","0.0"
Running,2020-04-14 13:33:28,false,"Morton Running","7.16","894","01:01:43","153","180","3.5","171","212","8:37","4:55","199","202","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:01:43","0:00","0.0","0:00","No","01:05.78","8","0.0"
Running,2020-04-13 11:19:37,false,"Morton Running","6.02","631","00:48:49","142","154","3.0","171","179","8:07","7:20","33","31","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","48:49","0:00","0.0","0:00","No","00:10.98","7","0.0"
Running,2020-04-12 11:54:44,false,"Morton Running","12.04","1,150","01:41:02","141","159","2.9","170","177","8:24","7:40","268","267","1.13","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:41:02","0:00","0.0","0:00","No","00:20.98","13","0.0"
Cycling,2020-04-11 10:54:16,false,"Morton Cycling","3.20","157","00:25:11","--","--","--","--","--","7.6","11.0","21","16","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","25:11","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2020-04-10 10:27:07,false,"Morton Running","7.23","652","00:53:48","150","180","3.9","175","187","7:26","5:38","43","46","1.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","53:48","0:00","0.0","0:00","No","02:00.16","8","0.0"
Running,2020-04-09 10:36:32,false,"Morton Running","5.31","490","00:45:21","135","148","2.3","173","179","8:33","7:23","61","67","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","45:21","0:00","0.0","0:00","No","02:32.39","6","0.0"
Running,2020-04-08 11:58:13,false,"Morton Running","6.28","695","00:53:55","147","161","3.5","170","177","8:35","7:22","57","57","1.10","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","53:55","0:00","0.0","0:00","No","02:25.32","7","0.0"
Running,2020-04-07 10:09:31,false,"Morton - Fartlek ladder","8.44","915","01:03:10","164","183","5.0","172","186","7:29","5:34","74","56","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:03:10","0:00","0.0","0:00","No","00:30.00","20","0.0"
Running,2020-04-05 14:33:43,false,"Tazewell County Running","11.06","1,182","02:00:51","136","160","3.0","167","237","10:56","6:03","746","738","0.88","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:00:51","0:00","0.0","0:00","No","00:32.08","12","0.0"
Running,2020-04-03 14:27:22,false,"Morton Running","8.13","901","00:59:47","164","184","5.0","170","179","7:21","5:51","52","49","1.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:47","0:00","0.0","0:00","No","01:05.38","9","0.0"
Running,2020-04-02 16:01:08,false,"Tazewell County Running","4.16","520","00:37:42","153","178","3.6","169","186","9:04","6:56","282","280","1.05","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","37:42","0:00","0.0","0:00","No","01:25.95","5","0.0"
Running,2020-03-31 16:18:00,false,"Morton Running","5.14","695","00:48:33","150","171","3.6","171","202","9:27","5:04","102","108","1.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","48:33","0:00","0.0","0:00","No","01:21.21","6","0.0"
Running,2020-03-30 16:06:13,false,"Morton Running","4.02","414","00:35:16","135","146","2.3","169","174","8:47","8:07","26","32","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","35:16","0:00","0.0","0:00","No","00:07.71","5","0.0"
Running,2020-03-29 14:00:52,false,"Morton Running","10.17","1,365","01:28:46","--","--","--","169","176","8:44","7:18","86","77","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:28:46","0:00","0.0","0:00","No","01:20.49","11","0.0"
Running,2020-03-27 13:59:38,false,"Morton Running","6.06","805","00:42:45","--","--","--","173","179","7:04","6:14","41","22","1.31","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","42:45","0:00","0.0","0:00","No","00:24.23","7","0.0"
Running,2020-03-26 14:27:32,false,"Morton Running","3.54","474","00:28:35","--","--","--","170","177","8:05","7:36","30","26","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","28:35","0:00","0.0","0:00","No","04:09.53","4","0.0"
Running,2020-03-24 12:26:50,false,"Morton - Fartlek 8x3H2E","9.86","1,296","01:14:12","--","--","--","173","198","7:32","5:00","73","60","1.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:14:12","0:00","0.0","0:00","No","02:00.00","20","0.0"
Running,2020-03-23 11:39:55,false,"Morton Running","5.60","757","00:43:28","--","--","--","173","184","7:46","7:25","26","22","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","43:28","0:00","0.0","0:00","No","04:38.01","6","0.0"
Running,2020-03-22 08:49:43,false,"Morton Running","7.05","940","01:01:26","--","--","--","170","190","8:43","7:33","75","75","1.08","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:01:26","0:00","0.0","0:00","No","00:24.13","8","0.0"
Running,2020-03-21 11:06:50,false,"Morton Running","1.27","118","01:10:30","--","--","--","116","168","55:25","16:09","--","8","0.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:10:30","0:00","0.0","0:00","No","15:23.32","2","0.0"
Running,2020-03-20 11:38:30,false,"Morton Running","10.16","1,359","01:21:04","--","--","--","171","186","7:59","6:34","51","48","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:21:04","0:00","0.0","0:00","No","01:11.09","11","0.0"
Running,2020-03-19 12:27:34,false,"Morton Running","3.13","415","00:24:19","--","--","--","172","190","7:47","6:37","23","14","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:19","0:00","0.0","0:00","No","00:54.41","4","0.0"
Running,2020-03-17 16:26:15,false,"Morton Running","7.50","1,011","00:56:32","--","--","--","170","179","7:33","7:08","54","54","1.26","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","56:32","0:00","0.0","0:00","No","03:45.82","8","0.0"
Running,2020-03-16 13:35:38,false,"Morton Running","3.01","396","00:27:07","--","--","--","170","178","9:01","8:35","33","29","1.05","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","27:07","0:00","0.0","0:00","No","00:03.39","4","0.0"
Running,2020-03-15 07:01:16,false,"Madison Running","6.33","853","00:48:43","--","--","--","173","183","7:42","6:23","99","118","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","48:43","0:00","0.0","0:00","No","02:12.72","7","0.0"
Running,2020-03-12 10:37:58,false,"Morton Running","4.38","582","00:36:25","--","--","--","169","174","8:19","7:49","31","23","1.14","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:25","0:00","0.0","0:00","No","03:06.04","5","0.0"
Running,2020-03-11 15:06:25,false,"Morton Running","5.03","670","00:36:34","--","--","--","168","177","7:16","6:48","33","25","1.32","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:34","0:00","0.0","0:00","No","00:13.01","6","0.0"
Running,2020-03-08 15:05:52,false,"Morton Running","3.27","436","00:26:52","--","--","--","169","174","8:13","7:40","15","--","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","26:52","0:00","0.0","0:00","No","02:13.05","4","0.0"
Running,2020-03-07 15:48:34,false,"Morton Running","8.66","1,163","01:07:42","--","--","--","170","175","7:49","7:08","36","33","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:07:42","0:00","0.0","0:00","No","04:55.56","9","0.0"
Running,2020-03-04 11:23:21,false,"Morton Running","6.16","817","00:53:10","--","--","--","168","176","8:38","6:35","600","591","1.11","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","53:10","0:00","0.0","0:00","No","01:13.43","7","0.0"
Running,2020-03-02 12:11:06,false,"Morton Running","5.03","675","00:37:07","--","--","--","171","179","7:23","6:33","32","25","1.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","37:07","0:00","0.0","0:00","No","00:13.15","6","0.0"
Running,2020-03-01 08:47:50,false,"Memphis Running","4.73","626","00:37:54","--","--","--","173","182","8:01","5:41","146","146","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","37:54","0:00","0.0","0:00","No","05:33.81","5","0.0"
Running,2020-02-28 07:38:41,false,"Glen Carbon Running","5.13","692","00:39:22","--","--","--","173","221","7:41","4:01","18","18","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:22","0:00","0.0","0:00","No","00:54.60","6","0.0"
Running,2020-02-27 11:16:05,false,"Morton Running","5.08","675","00:36:19","--","--","--","172","179","7:09","6:49","33","26","1.31","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:19","0:00","0.0","0:00","No","00:35.40","6","0.0"
Running,2020-02-26 09:10:24,false,"Washington Running","7.01","946","00:54:36","--","--","--","164","169","7:48","6:50","83","84","1.26","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","54:36","0:00","0.0","0:00","No","00:02.52","8","0.0"
Running,2020-02-23 15:14:31,false,"New York Running","7.49","957","00:59:43","--","--","--","167","183","7:58","6:33","322","311","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:43","0:00","0.0","0:00","No","03:37.93","8","0.0"
Running,2020-02-21 13:54:12,false,"Morton Running","5.49","739","00:40:56","--","--","--","172","220","7:27","4:40","33","27","1.26","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","40:56","0:00","0.0","0:00","No","03:37.59","6","0.0"
Running,2020-02-19 13:08:30,false,"Morton Running","5.06","680","00:37:34","--","--","--","170","175","7:25","6:57","33","25","1.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","37:34","0:00","0.0","0:00","No","00:25.97","6","0.0"
Running,2020-02-18 09:33:25,false,"Morton Running","4.25","569","00:32:15","--","--","--","171","182","7:36","6:23","75","72","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","32:15","0:00","0.0","0:00","No","01:46.83","5","0.0"
Running,2020-02-16 13:50:24,false,"Morton Running","6.21","831","00:48:27","--","--","--","169","179","7:48","6:46","45","43","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","48:27","0:00","0.0","0:00","No","01:26.29","7","0.0"
Running,2020-02-12 11:11:18,false,"Morton Running","2.43","318","00:21:50","--","--","--","170","181","9:00","7:06","18","15","1.05","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:50","0:00","0.0","0:00","No","03:35.32","3","0.0"
Running,2020-02-11 11:48:20,false,"Morton Running","4.23","562","00:31:51","--","--","--","171","239","7:32","6:02","36","32","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","31:51","0:00","0.0","0:00","No","01:25.65","5","0.0"
Running,2020-02-08 09:13:42,false,"Steamboat Springs Running","12.25","1,115","01:25:17","--","--","--","117","156","6:58","1:57","6,706","6,799","1.97","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:25:17","0:00","0.0","0:00","No","02:29.08","13","0.0"
Running,2020-02-07 14:23:35,false,"Steamboat Springs Running","11.53","1,187","01:28:06","--","--","--","114","198","7:39","2:38","6,587","6,574","1.81","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:28:06","0:00","0.0","0:00","No","03:50.06","12","0.0"
Running,2020-02-06 09:22:40,false,"Steamboat Springs Running","18.03","1,788","02:23:36","--","--","--","119","228","7:58","1:39","8,930","8,918","1.70","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:23:36","0:00","0.0","0:00","No","00:50.52","19","0.0"
Running,2020-02-04 12:44:30,false,"Morton Running","5.23","700","00:42:14","--","--","--","170","179","8:04","7:06","26","22","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","42:14","0:00","0.0","0:00","No","01:42.24","6","0.0"
Running,2020-02-01 12:32:01,false,"Clinton Running","0.31","30","00:04:27.2","--","--","--","163","175","14:35","7:11","--","--","0.68","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","4:27.2","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2020-02-01 12:00:20,false,"Clinton Running","4.03","522","00:24:34","--","--","--","175","192","6:06","5:11","--","7","1.51","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:34","0:00","0.0","0:00","No","00:06.97","5","0.0"
Running,2020-02-01 11:43:28,false,"Clinton Running","1.12","146","00:09:06.0","--","--","--","172","193","8:09","4:20","--","4","1.15","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","9:06.0","0:00","0.0","0:00","No","00:54.81","2","0.0"
Running,2020-01-30 10:44:22,false,"Morton Running","2.84","377","00:22:56","--","--","--","171","185","8:05","7:22","23","11","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:56","0:00","0.0","0:00","No","06:26.86","3","0.0"
Running,2020-01-28 16:30:28,false,"Morton Running","2.84","381","00:21:58","--","--","--","178","196","7:45","7:11","23","12","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:58","0:00","0.0","0:00","No","06:13.65","3","0.0"
Running,2020-01-27 11:14:04,false,"Morton Running","4.83","652","00:37:14","--","--","--","174","189","7:42","6:36","38","33","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","37:14","0:00","0.0","0:00","No","06:14.85","5","0.0"
Running,2020-01-22 09:02:29,false,"Morton Running","1.03","135","00:10:05","--","--","--","173","183","9:50","8:52","--","--","0.94","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","10:05","0:00","0.0","0:00","No","00:12.30","2","0.0"
Running,2020-01-21 09:33:41,false,"Morton Running","5.41","719","00:39:24","--","--","--","174","190","7:17","5:09","48","29","1.27","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:24","0:00","0.0","0:00","No","00:00.64","10","0.0"
Running,2020-01-20 09:25:05,false,"Morton Running","1.15","153","00:11:30","--","--","--","174","185","10:01","8:39","--","4","0.93","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","11:30","0:00","0.0","0:00","No","01:19.01","2","0.0"
Running,2020-01-19 13:49:37,false,"Morton Running","3.16","424","00:24:49","--","--","--","175","187","7:52","7:18","33","21","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:49","0:00","0.0","0:00","No","01:11.50","4","0.0"
Running,2020-01-17 08:00:59,false,"Morton Running","1.29","170","00:12:44","--","--","--","170","182","9:51","8:33","11","18","0.96","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","12:44","0:00","0.0","0:00","No","03:06.37","2","0.0"
Running,2020-01-16 10:28:36,false,"Morton Running","1.16","154","00:10:24","--","--","--","175","182","8:56","8:06","7","3","1.03","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","10:24","0:00","0.0","0:00","No","01:25.24","2","0.0"
Running,2020-01-15 13:26:28,false,"Morton Running","2.01","268","00:16:43","--","--","--","173","182","8:18","7:14","23","11","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","16:43","0:00","0.0","0:00","No","00:06.63","3","0.0"
Running,2020-01-14 12:13:04,false,"Running","5.06","670","00:35:00","--","--","--","172","182","6:55","6:17","28","26","1.35","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","35:00","0:00","0.0","0:00","No","00:24.65","6","0.0"
Running,2020-01-13 16:24:42,false,"Morton Running","2.00","266","00:15:40","--","--","--","175","192","7:49","6:11","23","10","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","15:40","0:00","0.0","0:00","No","00:02.35","3","0.0"
Running,2020-01-12 09:00:37,false,"Morton Running","1.28","171","00:13:33","--","--","--","171","194","10:38","8:51","13","10","0.89","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","13:33","0:00","0.0","0:00","No","02:34.57","2","0.0"
Running,2020-01-11 08:47:47,false,"Morton Running","1.36","179","00:11:40","--","--","--","175","189","8:33","7:14","18","16","1.07","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","11:40","0:00","0.0","0:00","No","02:44.31","2","0.0"
Running,2020-01-10 08:03:43,false,"Morton Running","1.89","245","00:17:52","--","--","--","173","181","9:26","7:35","13","10","0.99","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","17:52","0:00","0.0","0:00","No","07:42.92","2","0.0"
Running,2020-01-09 07:53:23,false,"Morton Running","1.21","163","00:13:17","--","--","--","171","179","10:59","8:26","10","7","0.86","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","13:17","0:00","0.0","0:00","No","02:01.00","2","0.0"
Running,2020-01-08 13:23:55,false,"Morton Running","4.91","656","00:35:51","--","--","--","175","189","7:18","6:47","26","20","1.26","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","35:51","0:00","0.0","0:00","No","06:33.40","5","0.0"
Running,2020-01-07 12:15:09,false,"Morton Running","2.94","391","00:25:57","--","--","--","170","183","8:49","7:06","29","25","1.07","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","25:57","0:00","0.0","0:00","No","08:20.87","3","0.0"
Running,2020-01-06 08:45:54,false,"Morton Running","2.81","370","00:21:24","--","--","--","174","195","7:37","6:21","14","--","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:24","0:00","0.0","0:00","No","05:35.100","3","0.0"
Running,2020-01-05 10:22:44,false,"Morton Running","1.25","160","00:09:09.7","--","--","--","172","185","7:20","6:05","98","72","1.27","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","9:09.7","0:00","0.0","0:00","No","01:37.21","2","0.0"
Running,2020-01-04 09:28:16,false,"Morton Running","3.54","470","00:30:17","--","--","--","175","188","8:33","6:35","28","8","1.08","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","30:17","0:00","0.0","0:00","No","03:52.11","4","0.0"
Running,2020-01-03 08:26:56,false,"Morton Running","3.59","476","00:29:22","--","--","--","170","185","8:11","6:40","48","28","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","29:22","0:00","0.0","0:00","No","04:15.16","4","0.0"
Running,2020-01-02 08:17:36,false,"Morton Running","2.05","268","00:16:51","--","--","--","171","193","8:14","6:46","22","19","1.15","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","16:51","0:00","0.0","0:00","No","00:21.03","3","0.0"
Running,2020-01-01 12:32:28,false,"Morton Running","5.48","732","00:44:24","--","--","--","169","175","8:06","7:35","70","50","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","44:24","0:00","0.0","0:00","No","03:45.01","6","0.0"
Running,2019-12-29 11:40:51,false,"Morton Running","0.93","120","00:08:14.3","--","--","--","169","179","8:50","6:03","15","18","1.08","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","8:14.3","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-12-29 11:07:43,false,"Morton Running","3.54","475","00:27:44","--","--","--","169","237","7:49","7:09","50","41","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","27:44","0:00","0.0","0:00","No","04:25.94","4","0.0"
Running,2019-12-27 16:38:23,false,"East Moline Running","3.62","481","00:26:26","--","--","--","170","205","7:18","3:26","81","72","1.30","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","26:26","0:00","0.0","0:00","No","04:20.02","4","0.0"
Running,2019-12-24 10:49:33,false,"Morton Running","5.20","702","00:39:58","--","--","--","169","180","7:41","6:30","48","46","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:58","0:00","0.0","0:00","No","01:25.83","6","0.0"
Running,2019-12-22 14:23:29,false,"Morton Running","3.14","419","00:25:07","--","--","--","169","186","8:01","6:23","20","19","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","25:07","0:00","0.0","0:00","No","01:02.93","4","0.0"
Running,2019-12-21 15:22:34,false,"Morton Running","3.57","466","00:25:06","--","--","--","173","194","7:02","4:31","38","39","1.32","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","25:06","0:00","0.0","0:00","No","04:05.97","4","0.0"
Running,2019-12-18 09:20:13,false,"Morton Running","4.76","630","00:34:08","--","--","--","172","181","7:11","6:09","24","25","1.30","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","34:08","0:00","0.0","0:00","No","05:05.21","5","0.0"
Running,2019-12-13 15:21:33,false,"Tazewell County Running","4.29","573","00:38:22","--","--","--","169","196","8:56","5:55","203","198","1.06","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","38:22","0:00","0.0","0:00","No","02:20.59","5","0.0"
Running,2019-12-12 10:48:33,false,"Morton Running","5.16","693","00:38:41","--","--","--","171","177","7:30","7:03","44","37","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","38:41","0:00","0.0","0:00","No","01:11.19","6","0.0"
Running,2019-12-10 19:22:39,false,"Morton Running","4.07","540","00:32:46","--","--","--","171","191","8:03","6:24","49","46","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","32:46","0:00","0.0","0:00","No","00:29.100","5","0.0"
Running,2019-12-08 16:54:58,false,"Morton Running","4.96","658","00:41:54","--","--","--","170","185","8:27","5:48","28","30","1.12","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","41:54","0:00","0.0","0:00","No","07:38.69","5","0.0"
Running,2019-12-06 18:53:08,false,"Morton Running","2.25","296","00:24:34","--","--","--","163","191","10:56","5:41","23","10","0.90","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:34","0:00","0.0","0:00","No","01:57.82","3","0.0"
Running,2019-12-05 10:10:36,false,"Morton Running","4.87","656","00:38:35","--","--","--","169","174","7:55","7:32","36","32","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","38:35","0:00","0.0","0:00","No","06:52.15","5","0.0"
Running,2019-12-03 09:55:55,false,"Morton Running","5.03","664","00:40:24","--","--","--","170","193","8:02","4:31","32","10","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","40:24","0:00","0.0","0:00","No","00:12.15","6","0.0"
Running,2019-11-29 13:05:27,false,"Morton Running","2.95","395","00:23:38","--","--","--","170","177","8:01","7:40","30","23","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","23:38","0:00","0.0","0:00","No","07:31.13","3","0.0"
Running,2019-11-28 08:01:22,false,"Peoria Running","3.01","388","00:17:47","--","--","--","174","190","5:55","4:56","17","18","1.56","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","17:47","0:00","0.0","0:00","No","00:02.28","4","0.0"
Running,2019-11-28 07:50:49,false,"Peoria Running","0.05","9","00:00:51.2","--","--","--","192","209","15:37","7:19","--","--","0.54","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:51.2","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-11-28 07:45:31,false,"Peoria Running","0.09","11","00:02:19.7","--","--","--","162","176","25:34","8:59","--","--","0.39","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","2:19.7","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2019-11-26 10:14:52,false,"Morton Running","3.53","472","00:26:49","--","--","--","171","185","7:36","6:53","20","17","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","26:49","0:00","0.0","0:00","No","03:39.43","4","0.0"
Running,2019-11-24 14:13:21,false,"Morton Running","4.04","539","00:32:38","--","--","--","167","175","8:04","7:28","11","22","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","32:38","0:00","0.0","0:00","No","00:20.02","5","0.0"
Running,2019-11-21 19:26:08,false,"Running","2.51","337","00:20:04","--","--","--","165","172","8:00","6:50","--","--","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:04","0:00","0.0","0:00","No","04:01.25","3","0.0"
Running,2019-11-19 15:14:57,false,"Steamboat Springs Running","3.67","494","00:28:22","--","--","--","170","185","7:43","6:14","231","244","1.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","28:22","0:00","0.0","0:00","No","04:50.08","4","0.0"
