Activity Type,Date,Favorite,Title,Distance,Calories,Time,Avg HR,Max HR,Aerobic TE,Avg Run Cadence,Max Run Cadence,Avg Pace,Best Pace,Elev Gain,Elev Loss,Avg Stride Length,Avg Vertical Ratio,Avg Vertical Oscillation,Avg Run Cadence,Max Run Cadence,Normalized Power® (NP®),L/R Balance,Training Stress Score®,Max Avg Power (20 min),Avg Power,Max Power,Grit,Flow,Total Strokes,Avg. Swolf,Avg Stroke Rate,Climb Time,Bottom Time,Min Temp,Surface Interval,Decompression,Best Lap Time,Number of Laps,Max Temp
Running,2020-09-18 05:55:47,false,"Morton Running","1.05","139","00:10:17","--","--","--","170","181","9:50","9:18","21","--","0.96","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","10:17","0:00","0.0","0:00","No","00:27.93","2","0.0"
Cycling,2020-09-16 15:03:41,false,"Morton Cycling","4.94","264","01:07:20","--","--","--","--","--","4.4","21.4","15","15","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:07:20","0:00","0.0","0:00","No","01:07:19.97","1","0.0"
Running,2020-09-16 06:17:56,false,"Morton Running","3.27","437","00:26:38","--","--","--","169","175","8:08","7:39","24","15","1.17","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","26:38","0:00","0.0","0:00","No","02:11.43","4","0.0"
Running,2020-09-15 06:11:02,false,"Morton Running","5.96","798","00:47:17","--","--","--","169","175","7:56","7:05","47","28","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","47:17","0:00","0.0","0:00","No","07:06.59","6","0.0"
Cycling,2020-09-14 15:16:54,false,"Morton Cycling","1.20","58","00:18:07","--","--","--","--","--","4.0","9.1","--","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","18:07","0:00","0.0","0:00","No","18:06.74","1","0.0"
Cycling,2020-09-13 15:07:14,false,"Morton Cycling","5.09","271","00:48:47","--","--","--","--","--","6.3","9.8","22","26","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","48:47","0:00","0.0","0:00","No","02:04.04","2","0.0"
Running,2020-09-12 14:17:26,false,"Morton Running","4.15","549","00:33:32","--","--","--","167","242","8:05","5:49","74","68","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","33:32","0:00","0.0","0:00","No","01:07.62","5","0.0"
Running,2020-09-11 06:51:19,false,"Morton Running","2.70","363","00:21:27","--","--","--","168","175","7:56","7:21","27","23","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:27","0:00","0.0","0:00","No","05:17.42","3","0.0"
Running,2020-09-09 06:34:33,false,"Morton Running","3.11","416","00:24:08","--","--","--","168","175","7:45","7:06","20","19","1.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:08","0:00","0.0","0:00","No","00:49.04","4","0.0"
Cycling,2020-09-07 18:14:04,false,"Morton Cycling","0.69","44","00:17:18","--","--","--","--","--","2.4","7.8","--","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","17:18","0:00","0.0","0:00","No","17:17.52","1","0.0"
Running,2020-09-07 14:27:56,false,"Morton Running","2.28","301","00:18:53","--","--","--","167","198","8:16","4:25","3","10","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","18:53","0:00","0.0","0:00","No","02:33.57","3","0.0"
Running,2020-09-07 10:00:44,false,"Morton Running","8.18","1,090","01:06:38","--","--","--","167","188","8:09","4:39","80","69","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:06:38","0:00","0.0","0:00","No","01:20.86","9","0.0"
Cycling,2020-09-04 06:13:47,false,"Morton Cycling","16.84","923","01:03:41","--","--","--","--","--","15.9","30.3","230","228","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:03:41","0:00","0.0","0:00","No","06:59.10","4","0.0"
Running,2020-09-02 06:37:10,false,"Morton Running","2.66","354","00:21:57","--","--","--","169","222","8:14","6:57","38","30","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:57","0:00","0.0","0:00","No","05:22.14","3","0.0"
Running,2020-09-01 06:29:44,false,"Morton Running","2.79","372","00:22:44","--","--","--","167","172","8:09","7:27","24","23","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:44","0:00","0.0","0:00","No","06:02.99","3","0.0"
Running,2020-08-31 06:31:26,false,"Morton Running","2.73","366","00:21:30","--","--","--","168","174","7:53","7:27","34","28","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:30","0:00","0.0","0:00","No","05:32.53","3","0.0"
Cycling,2020-08-30 11:09:21,false,"Morton Cycling","3.54","257","00:46:01","--","--","--","--","--","4.6","10.9","29","13","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","46:01","0:00","0.0","0:00","No","46:00.56","1","0.0"
Cycling,2020-08-29 10:27:53,false,"Morton Cycling","2.51","145","00:30:41","--","--","--","--","--","4.9","10.8","15","13","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","30:41","0:00","0.0","0:00","No","30:40.70","1","0.0"
Running,2020-08-28 06:12:22,false,"Morton Running","4.31","580","00:33:42","--","--","--","169","175","7:49","0:57","24","7","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","33:42","0:00","0.0","0:00","No","02:17.15","5","0.0"
Running,2020-08-27 07:23:06,false,"Morton Running","2.81","374","00:20:19","--","--","--","168","174","7:14","6:36","14","--","1.33","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:19","0:00","0.0","0:00","No","05:31.47","3","0.0"
Running,2020-08-25 07:12:15,false,"Chicago Running","2.42","298","00:21:05","--","--","--","168","178","8:43","7:50","10","10","1.10","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:05","0:00","0.0","0:00","No","03:30.73","3","0.0"
Cycling,2020-08-24 17:01:26,false,"Chicago Cycling","21.98","1,206","01:41:58","--","--","--","--","--","12.9","22.1","33","34","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:41:58","0:00","0.0","0:00","No","13:10.72","5","0.0"
Running,2020-08-23 18:10:38,false,"Chicago Running","2.57","320","00:22:46","--","--","--","166","186","8:51","7:34","--","7","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:46","0:00","0.0","0:00","No","04:45.42","3","0.0"
Running,2020-08-22 15:41:51,false,"Morton Running","4.73","625","00:43:01","--","--","--","165","181","9:06","7:25","23","13","1.07","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","43:01","0:00","0.0","0:00","No","05:58.39","5","0.0"
Cycling,2020-08-19 14:50:26,false,"Morton Cycling","1.70","81","00:08:36.4","--","--","--","--","--","11.9","15.7","23","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","8:36.4","0:00","0.0","0:00","No","08:36.42","1","0.0"
Running,2020-08-16 11:35:20,false,"East Moline Running","3.03","400","00:23:32","--","--","--","168","176","7:47","6:56","135","28","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","23:32","0:00","0.0","0:00","No","00:10.60","4","0.0"
Running,2020-08-15 15:17:48,false,"Moline Running","3.49","456","00:30:40","--","--","--","166","179","8:48","7:17","12","16","1.10","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","30:40","0:00","0.0","0:00","No","04:20.97","4","0.0"
Cycling,2020-08-12 19:41:01,false,"Morton Cycling","2.44","142","00:45:19","--","--","--","--","--","3.2","14.7","28","20","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","45:19","0:00","0.0","0:00","No","45:18.53","1","0.0"
Cycling,2020-08-02 18:24:42,false,"Morton Cycling","4.96","308","01:03:19","--","--","--","--","--","4.7","18.6","42","40","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:03:19","0:00","0.0","0:00","No","01:03:19.17","1","0.0"
Running,2020-07-29 15:46:33,false,"Morton Running","3.13","421","00:24:24","--","--","--","165","171","7:48","7:04","23","14","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:24","0:00","0.0","0:00","No","00:58.39","4","0.0"
Cycling,2020-07-28 18:35:22,false,"Morton Cycling","1.37","81","00:19:45","--","--","--","--","--","4.2","11.0","85","69","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","19:45","0:00","0.0","0:00","No","19:45.06","1","0.0"
Cycling,2020-07-28 10:11:17,false,"Morton Cycling","5.25","269","00:28:53","--","--","--","--","--","10.9","16.9","141","151","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","28:53","0:00","0.0","0:00","No","01:14.71","2","0.0"
Cycling,2020-07-23 16:19:04,false,"Morton Cycling","16.84","1,017","00:57:38","--","--","--","--","--","17.5","31.6","394","397","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","57:38","0:00","0.0","0:00","No","06:02.57","4","0.0"
Cycling,2020-07-21 18:39:38,false,"Morton Cycling","2.47","116","00:36:38","--","--","--","--","--","4.0","9.9","138","151","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:38","0:00","0.0","0:00","No","36:37.54","1","0.0"
Cycling,2020-07-20 10:38:58,false,"Morton Cycling","16.74","993","00:58:41","--","--","--","--","--","17.1","28.1","186","181","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","58:41","0:00","0.0","0:00","No","05:29.40","4","0.0"
Cycling,2020-07-17 19:15:01,false,"Morton Cycling","2.34","131","00:36:49","--","--","--","--","--","3.8","10.4","12","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:49","0:00","0.0","0:00","No","36:48.63","1","0.0"
Running,2020-07-16 16:35:27,false,"Galesburg Running","5.44","707","00:43:24","--","--","--","161","179","7:59","5:50","58","52","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","43:24","0:00","0.0","0:00","No","03:20.57","6","0.0"
Cycling,2020-07-14 18:55:42,false,"Morton Cycling","2.01","118","00:24:44","--","--","--","--","--","4.9","9.7","19","22","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:44","0:00","0.0","0:00","No","24:43.86","1","0.0"
Running,2020-07-14 14:56:07,false,"Morton Running","1.73","176","01:04:06","--","--","--","114","232","37:00","5:32","65","77","0.38","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:04:06","0:00","0.0","0:00","No","03:11.36","3","0.0"
Running,2020-07-13 12:20:04,false,"Morton Running","3.07","407","00:28:57","--","--","--","166","189","9:25","6:12","65","76","1.03","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","28:57","0:00","0.0","0:00","No","00:36.29","4","0.0"
Cycling,2020-07-12 14:08:00,false,"Morton Cycling","16.83","956","01:01:14","--","--","--","--","--","16.5","28.8","206","199","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:01:14","0:00","0.0","0:00","No","06:24.66","4","0.0"
Running,2020-07-09 06:29:29,false,"Morton Running","2.86","383","00:22:50","--","--","--","166","172","7:59","7:27","23","10","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","22:50","0:00","0.0","0:00","No","06:33.85","3","0.0"
Cycling,2020-07-08 18:49:28,false,"Morton Cycling","3.82","192","00:40:37","--","--","--","--","--","5.6","15.0","9","9","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","40:37","0:00","0.0","0:00","No","40:36.62","1","0.0"
Cycling,2020-07-05 19:13:21,false,"Morton Cycling","4.72","261","00:59:31","--","--","--","--","--","4.8","11.8","25","7","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:31","0:00","0.0","0:00","No","59:31.23","1","0.0"
Running,2020-07-03 09:51:19,false,"Jackson County Running","1.28","119","00:53:47","--","--","--","117","158","42:02","9:02","95","91","0.33","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","53:47","0:00","0.0","0:00","No","11:50.54","2","0.0"
Running,2020-07-02 15:35:13,false,"East Moline Running","4.57","612","00:35:03","--","--","--","168","176","7:40","6:52","185","182","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","35:03","0:00","0.0","0:00","No","04:17.44","5","0.0"
Running,2020-06-29 15:34:27,false,"Conover Running","0.31","28","00:20:49","--","--","--","118","175","--","22:38","--","--","0.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:49","0:00","0.0","0:00","No","20:49.09","1","0.0"
Running,2020-06-27 11:48:01,false,"Ontonagon County Running","1.13","110","01:13:44","--","--","--","119","161","--","13:00","129","126","0.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:13:44","0:00","0.0","0:00","No","15:04.59","2","0.0"
Running,2020-06-25 10:13:31,false,"Baraboo Running","1.18","120","00:59:48","--","--","--","115","234","50:31","6:36","186","179","0.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:48","0:00","0.0","0:00","No","07:30.84","2","0.0"
Cycling,2020-06-23 18:33:29,false,"Morton Cycling","3.45","245","00:55:33","--","--","--","--","--","3.7","9.5","15","7","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","55:33","0:00","0.0","0:00","No","55:32.74","1","0.0"
Running,2020-06-23 13:47:36,false,"Morton - Fartlek 8x3H2E","8.53","1,113","01:18:25","--","--","--","165","212","9:12","6:36","205","217","1.06","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:18:25","0:00","0.0","0:00","No","02:00.00","20","0.0"
Running,2020-06-22 15:07:49,false,"Tazewell County Running","0.11","16","00:00:57.1","--","--","--","167","177","8:27","6:09","--","--","1.14","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","0:57.1","0:00","0.0","0:00","No","00:57.12","1","0.0"
Cycling,2020-06-21 19:39:50,false,"Morton Cycling","2.48","131","00:29:20","--","--","--","--","--","5.1","12.4","13","10","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","29:20","0:00","0.0","0:00","No","29:20.26","1","0.0"
Running,2020-06-20 09:12:11,false,"East Peoria Running","3.11","302","01:12:33","--","--","--","117","248","23:19","4:51","79","92","0.59","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:12:33","0:00","0.0","0:00","No","00:51.17","4","0.0"
Cycling,2020-06-18 19:26:53,false,"Morton Cycling","2.00","110","00:21:42","--","--","--","--","--","5.5","12.1","20","23","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","21:42","0:00","0.0","0:00","No","21:42.18","1","0.0"
Running,2020-06-18 16:15:37,false,"Morton Running","2.85","382","00:23:05","--","--","--","167","172","8:06","7:25","22","25","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","23:05","0:00","0.0","0:00","No","06:32.54","3","0.0"
Running,2020-06-17 16:09:32,false,"Morton Running","5.02","673","00:39:17","--","--","--","168","178","7:49","7:00","26","22","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","39:17","0:00","0.0","0:00","No","00:09.24","6","0.0"
Running,2020-06-16 07:38:38,false,"Morton Running","3.17","424","00:25:39","--","--","--","168","172","8:05","7:14","33","33","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","25:39","0:00","0.0","0:00","No","01:22.89","4","0.0"
Running,2020-06-15 08:18:44,false,"Morton Running","6.02","808","00:47:45","--","--","--","169","176","7:56","7:25","46","33","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","47:45","0:00","0.0","0:00","No","00:10.74","7","0.0"
Running,2020-06-14 11:08:23,false,"Morton Running","1.41","143","01:23:48","--","--","--","120","174","59:36","13:37","16","21","0.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:23:48","0:00","0.0","0:00","No","22:37.99","2","0.0"
Cycling,2020-06-12 19:02:11,false,"Morton Cycling","4.10","211","00:33:00","--","--","--","--","--","7.5","11.7","25","20","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","33:00","0:00","0.0","0:00","No","33:00.04","1","0.0"
Running,2020-06-12 15:59:54,false,"Morton Running","4.07","539","00:37:37","--","--","--","166","215","9:15","6:22","53","50","1.05","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","37:37","0:00","0.0","0:00","No","00:37.57","5","0.0"
Cycling,2020-06-11 11:33:10,false,"Morton Cycling","26.05","1,494","01:40:58","--","--","--","--","--","15.5","36.1","651","652","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:40:58","0:00","0.0","0:00","No","03:11.52","6","0.0"
Running,2020-06-10 11:31:53,false,"Tazewell County Running","6.58","883","00:51:24","--","--","--","168","176","7:49","6:57","82","81","1.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","51:24","0:00","0.0","0:00","No","04:11.06","7","0.0"
Running,2020-06-09 17:07:11,false,"Morton Running","4.01","540","00:31:26","--","--","--","168","205","7:51","6:18","18","20","1.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","31:26","0:00","0.0","0:00","No","00:02.58","5","0.0"
Cycling,2020-06-08 10:43:18,false,"Tazewell County Cycling","7.03","373","01:06:28","--","--","--","--","--","6.3","15.1","302","313","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:06:28","0:00","0.0","0:00","No","16:09.94","2","0.0"
Running,2020-06-07 08:07:01,false,"Morton Running","8.48","1,143","01:06:46","--","--","--","169","177","7:52","7:21","50","50","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:06:46","0:00","0.0","0:00","No","03:42.02","9","0.0"
Running,2020-06-05 12:07:13,false,"Morton Running","3.77","500","00:31:51","--","--","--","169","176","8:27","7:41","27","20","1.13","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","31:51","0:00","0.0","0:00","No","06:16.57","4","0.0"
Cycling,2020-06-04 15:56:01,false,"Morton Cycling","16.48","931","01:01:33","--","--","--","--","--","16.1","28.0","278","270","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:01:33","0:00","0.0","0:00","No","05:42.36","4","0.0"
Running,2020-06-03 14:11:07,false,"Morton Running","5.00","676","00:38:18","--","--","--","168","202","7:39","4:43","31","34","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","38:18","0:00","0.0","0:00","No","00:02.52","6","0.0"
Cycling,2020-06-02 19:51:38,false,"Morton Cycling","0.52","29","00:03:37.3","--","--","--","--","--","8.6","10.5","--","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","3:37.3","0:00","0.0","0:00","No","03:37.26","1","0.0"
Cycling,2020-06-02 19:39:38,false,"Morton Cycling","0.53","21","00:05:21.6","--","--","--","--","--","6.0","8.8","--","--","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","5:21.6","0:00","0.0","0:00","No","05:21.62","1","0.0"
Running,2020-06-02 11:36:51,false,"Morton Running","6.01","801","00:44:36","--","--","--","167","172","7:25","6:28","139","136","1.30","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","44:36","0:00","0.0","0:00","No","00:03.92","7","0.0"
Running,2020-05-31 12:57:07,false,"Bettendorf Running","1.10","108","00:34:30","--","--","--","104","165","31:20","9:45","10","16","0.49","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","34:30","0:00","0.0","0:00","No","02:50.32","2","0.0"
Running,2020-05-30 15:58:21,false,"East Moline Running","5.01","665","00:36:18","--","--","--","168","188","7:15","6:09","125","122","1.32","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:18","0:00","0.0","0:00","No","00:03.81","6","0.0"
Running,2020-05-30 10:27:59,false,"Davenport Running","7.37","929","01:26:00","--","--","--","120","242","11:40","2:45","--","4","1.13","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:26:00","0:00","0.0","0:00","No","05:37.47","8","0.0"
Running,2020-05-29 13:34:45,false,"Morton Running","4.76","642","00:36:02","--","--","--","169","177","7:34","6:38","37","27","1.26","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","36:02","0:00","0.0","0:00","No","05:39.42","5","0.0"
Running,2020-05-28 10:06:26,false,"Morton Running","1.04","106","01:14:21","--","--","--","117","212","--","5:32","14","14","0.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:14:21","0:00","0.0","0:00","No","02:08.17","2","0.0"
Running,2020-05-27 13:01:35,false,"Morton Running","4.67","622","00:34:55","--","--","--","168","178","7:29","6:40","46","46","1.28","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","34:55","0:00","0.0","0:00","No","04:43.99","5","0.0"
Running,2020-05-26 11:05:40,false,"Morton Running","3.00","403","00:24:09","--","--","--","169","205","8:02","5:04","162","27","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","24:09","0:00","0.0","0:00","No","00:01.24","4","0.0"
Running,2020-05-25 14:23:42,false,"Morton Running","6.34","851","00:50:57","--","--","--","166","171","8:02","7:32","149","35","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","50:57","0:00","0.0","0:00","No","02:36.95","7","0.0"
Running,2020-05-22 11:40:24,false,"Morton Running","8.45","1,128","01:09:32","--","--","--","167","174","8:14","7:28","49","48","1.18","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:09:32","0:00","0.0","0:00","No","03:44.77","9","0.0"
Running,2020-05-21 12:52:16,false,"Morton Running","3.60","479","00:29:17","--","--","--","166","172","8:08","6:53","38","28","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","29:17","0:00","0.0","0:00","No","04:53.48","4","0.0"
Running,2020-05-20 15:08:02,false,"Morton Running","4.40","592","00:35:17","--","--","--","167","212","8:01","4:52","34","21","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","35:17","0:00","0.0","0:00","No","03:13.68","5","0.0"
Running,2020-05-19 11:53:51,false,"Morton Running","2.66","361","00:20:16","--","--","--","169","198","7:37","5:41","3","--","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","20:16","0:00","0.0","0:00","No","05:14.82","3","0.0"
Running,2020-05-19 11:44:28,false,"Morton Running","0.35","36","00:06:59.0","--","--","--","152","191","19:49","7:19","--","--","0.54","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","6:59.0","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2020-05-18 10:14:59,false,"Morton Running","3.80","505","00:31:21","--","--","--","168","177","8:15","7:36","33","25","1.16","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","31:21","0:00","0.0","0:00","No","06:35.89","4","0.0"
Running,2020-05-16 10:16:53,false,"Morton Running","1.05","99","01:02:33","--","--","--","122","158","59:44","18:40","18","30","0.22","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:02:33","0:00","0.0","0:00","No","02:42.52","2","0.0"
Running,2020-05-05 14:13:34,false,"Morton Running","6.00","621","00:46:46","141","153","2.6","170","185","7:47","6:45","28","27","1.21","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","46:46","0:00","0.0","0:00","No","00:01.50","7","0.0"
Running,2020-05-04 10:58:04,false,"Morton Running","4.03","430","00:35:52","134","153","2.0","166","173","8:54","7:46","23","13","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","35:52","0:00","0.0","0:00","No","00:14.52","5","0.0"
Cycling,2020-05-03 19:22:11,false,"Morton Cycling","4.30","219","00:29:07","--","--","--","--","--","8.9","13.5","19","26","0.00","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","29:07","0:00","0.0","0:00","No","00:00.00","1","0.0"
Running,2020-05-01 09:15:08,false,"Morton - 20 x 400","9.96","1,168","01:14:56","159","178","4.2","172","200","7:32","5:29","48","30","1.24","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:14:56","0:00","0.0","0:00","No","01:02.48","43","0.0"
Running,2020-04-30 19:13:56,false,"Morton Running","3.77","375","00:33:17","130","141","1.7","170","208","8:50","5:16","52","46","1.07","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","33:17","0:00","0.0","0:00","No","06:30.76","4","0.0"
Running,2020-04-29 10:14:55,false,"Morton Running","5.23","511","00:43:03","136","146","2.0","171","177","8:14","6:53","561","469","1.15","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","43:03","0:00","0.0","0:00","No","01:57.42","6","0.0"
Running,2020-04-28 11:27:51,false,"Morton Running","8.26","946","00:59:58","159","185","4.0","172","186","7:16","5:24","125","109","1.29","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:58","0:00","0.0","0:00","No","02:01.35","9","0.0"
Running,2020-04-27 14:08:51,false,"Morton Running","6.01","750","00:47:41","140","161","3.5","169","175","7:56","7:18","32","25","1.20","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","47:41","0:00","0.0","0:00","No","00:02.23","7","0.0"
Running,2020-04-27 10:35:05,false,"Morton Running","1.13","113","01:09:44","--","--","--","114","220","--","8:14","11","14","0.23","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","1:09:44","0:00","0.0","0:00","No","06:25.32","2","0.0"
Running,2020-04-24 14:46:58,false,"Morton Running","8.00","912","00:59:34","158","186","3.7","172","191","7:27","5:25","83","81","1.25","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","59:34","0:00","0.0","0:00","No","00:01.89","9","0.0"
Running,2020-04-23 11:00:06,false,"Morton Running","6.00","638","00:47:43","143","163","2.6","170","177","7:57","7:30","31","30","1.19","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","47:43","0:00","0.0","0:00","No","00:03.33","7","0.0"
Running,2020-04-22 19:09:06,false,"Morton Running","4.84","442","00:42:01","131","143","1.8","171","177","8:41","8:10","21","21","1.09","0.0","0.0","--","--","--","--","0.0","--","--","--","0.0","0.0","--","--","--","42:01","0:00","0.0","0:00","No","07:14.02","5","0.0"
