Comment Date,Comment
"Jun 30, 2020, 1:05:04 AM","I do. Vivoactive 4, it's awesome! "
"Jun 30, 2020, 1:06:09 AM",Which one? 
"Sep 18, 2020, 1:38:48 AM",Ha! I wish I could run that fast. Watch was not calibrated very well. 
"Oct 1, 2020, 2:10:09 AM","80.8 mph, zoomin!"
"Oct 1, 2020, 2:10:59 AM",We need to get a ride in soon
"Oct 1, 2020, 2:15:02 AM",I love that trail.. Boulder to Golden back to Arvada
