date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,max_depth,bottom_time,min_temp,gas_type,surface_interval,decompression,weight,current,surface_conditions,water_type,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,stress_change,stress_start,stress_end,athlete_id,filetype,is_race
2020-06-07,Running,False,Laredo Running,8.51,"1,180",01:32:01,156,179,4.0,142,192,0 days 00:10:48,0 days 00:08:35,223,220,1.05,12.9,13.7,310,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:32:01,0,0:00,98.6,0,0:00,No,0.0,0,0,0,05:27.59,9,0.0,34,17,42,0,0,0,8,garmin,0
2020-06-09,Running,False,New Braunfels Running,3.11,387,00:25:08,171,190,3.7,149,162,0 days 00:08:04,0 days 00:06:39,128,135,1.34,10.3,14.2,278,51.2% L / 48.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:08,0,0:00,84.2,0,0:00,No,0.0,0,0,0,00:54.99,4,0.0,36,13,43,0,0,0,8,garmin,0
2020-06-11,Virtual Cycling,False,Zwift - Yorkshire,6.46,225,00:25:19,132,153,0.0,0,0,15.3,51.6,656,0,0.0,0.0,0.0,0,0,81,101,169,0.0,158,154,458,0.0,0.0,0,0,0,0,0,25:19,0,0:00,0.0,0,0:00,No,0.0,0,0,0,25:18.100,1,0.0,0,0,0,0,0,0,8,garmin,0
2020-06-11,Running,False,New Braunfels Running,2.28,323,00:22:13,160,179,3.1,144,222,0 days 00:09:45,0 days 00:08:00,98,75,1.15,11.5,13.4,292,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:13,0,0:00,84.2,0,0:00,No,0.0,0,0,0,02:35.61,3,0.0,34,23,40,0,0,0,8,garmin,0
2020-06-11,Running,False,New Braunfels Running,1.44,168,00:14:55,131,149,1.9,144,240,0 days 00:10:22,0 days 00:09:09,30,26,1.09,12.6,13.9,301,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:55,0,0:00,78.8,0,0:00,No,0.0,0,0,0,04:19.10,2,0.0,28,15,37,0,0,0,8,garmin,0
2020-06-12,Running,False,New Braunfels Running,5.64,826,00:57:29,166,182,3.9,145,256,0 days 00:10:11,0 days 00:08:11,92,92,1.1,12.0,13.2,305,51.3% L / 48.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:29,0,0:00,89.6,0,0:00,No,0.0,0,0,0,06:29.39,6,0.0,35,18,45,0,0,0,8,garmin,0
2020-06-13,Open Water Swimming,False,New Braunfels Open Water Swimming,"1,448",367,00:26:20,150,165,3.0,0,0,0 days 00:01:49,0 days 00:00:39,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,591,41,22,0,0,26:20,0,0:00,78.8,0,0:00,No,0.0,0,0,0,08:31.34,3,0.0,0,0,0,0,0,0,8,garmin,0
2020-06-14,Open Water Swimming,False,New Braunfels Open Water Swimming,"2,225",491,00:46:47,133,149,2.6,0,0,0 days 00:02:06,0 days 00:00:36,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,985,47,21,0,0,46:47,0,0:00,75.2,0,0:00,No,0.0,0,0,0,04:47.19,5,0.0,0,0,0,0,0,0,8,garmin,1
2020-06-14,Virtual Cycling,False,Zwift - Watopia,16.62,415,01:00:17,124,155,0.0,0,0,16.5,29.6,344,0,0.0,0.0,0.0,0,0,85,101,131,0.0,136,119,434,0.0,0.0,0,0,0,0,0,1:00:17,0,0:00,0.0,0,0:00,No,0.0,0,0,0,01:00:17.00,1,0.0,0,0,0,0,0,0,8,garmin,1
2020-06-14,Running,False,New Braunfels Running,8.70,"1,205",01:30:17,163,189,4.5,144,220,0 days 00:10:23,0 days 00:08:27,387,374,1.08,12.8,14.1,304,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:17,0,0:00,86.0,0,0:00,No,0.0,0,0,0,07:40.31,9,0.0,35,15,43,0,0,0,8,garmin,1
