date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,max_depth,bottom_time,min_temp,gas_type,surface_interval,decompression,weight,current,surface_conditions,water_type,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,stress_change,stress_start,stress_end,athlete_id,filetype,is_race
2020-05-15,Running,False,Denver Running,2.08,251,00:20:55,146,164,2.8,143,176,0 days 00:10:03,0 days 00:09:06,39,59,1.11,12.1,13.4,307,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:55,0,0:00,73.4,0,0:00,No,0.0,0,0,0,00:47.21,3,0.0,30,17,40,0,0,0,8,garmin,0
2020-05-15,Virtual Cycling,False,Zwift - Innsbruck,10.80,484,01:00:40,134,171,0.0,0,0,10.7,52.1,"1,414",0,0.0,0.0,0.0,0,0,72,118,168,0.0,168,142,495,0.0,0.0,0,0,0,0,0,1:00:40,0,0:00,0.0,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,0,0,0,0,0,0,8,garmin,0
2020-05-16,Running,False,Denver Running,5.37,659,01:01:34,138,165,3.1,139,256,0 days 00:11:28,0 days 00:08:21,167,167,1.01,11.9,12.2,319,50.3% L / 49.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:34,0,0:00,80.6,0,0:00,No,0.0,0,0,0,03:55.20,6,0.0,29,12,39,0,0,0,8,garmin,0
2020-05-17,Running,False,Denver Running,1.04,127,00:10:10,143,160,2.3,146,156,0 days 00:09:48,0 days 00:09:18,33,16,1.13,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:10,0,0:00,68.0,0,0:00,No,0.0,0,0,0,00:24.28,2,0.0,36,21,42,0,0,0,8,garmin,1
2020-05-17,Virtual Cycling,False,Zwift - 90min Riders Choice,25.25,561,01:24:31,123,137,0.0,0,0,17.9,25.8,203,0,0.0,0.0,0.0,0,0,81,95,120,0.0,125,117,244,0.0,0.0,0,0,0,0,0,1:24:31,0,0:00,0.0,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,0,0,0,0,0,0,8,garmin,1
2020-05-17,Running,False,Denver Running,8.05,"1,088",01:19:06,164,185,5.0,149,208,0 days 00:09:49,0 days 00:08:33,318,299,1.1,11.6,13.0,305,49.9% L / 50.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:19:06,0,0:00,71.6,0,0:00,No,0.0,0,0,0,00:28.25,9,0.0,35,19,42,0,0,0,8,garmin,1
2020-05-19,Running,False,Denver Running,2.90,381,00:28:54,156,171,3.4,144,187,0 days 00:09:58,0 days 00:08:43,56,75,1.12,11.7,13.1,310,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:54,0,0:00,89.6,0,0:00,No,0.0,0,0,0,09:04.54,3,0.0,33,19,40,0,0,0,8,garmin,0
2020-05-20,Running,False,Denver Running,3.02,384,00:28:13,161,184,3.5,147,155,0 days 00:09:21,0 days 00:07:49,151,171,1.17,11.5,13.7,301,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:13,0,0:00,89.6,0,0:00,No,0.0,0,0,0,00:14.82,4,0.0,33,19,42,0,0,0,8,garmin,0
2020-05-23,Running,False,New Braunfels Running,4.02,529,00:36:58,167,195,4.2,145,192,0 days 00:09:12,0 days 00:06:58,184,187,1.21,11.4,13.9,299,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,36:58,0,0:00,95.0,0,0:00,No,0.0,0,0,0,00:09.49,5,0.0,37,16,45,0,0,0,8,garmin,0
2020-05-24,Open Water Swimming,False,New Braunfels Open Water Swimming,"1,117",269,00:22:05,142,158,2.5,0,0,0 days 00:01:59,0 days 00:00:17,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,498,45,22,0,0,22:05,0,0:00,77.0,0,0:00,No,0.0,0,0,0,02:38.61,3,0.0,0,0,0,0,0,0,8,garmin,0
2020-05-24,Virtual Cycling,False,Zwift - London,12.24,517,01:00:10,135,160,0.0,0,0,12.2,51.3,"1,391",0,0.0,0.0,0.0,0,0,86,110,163,0.0,165,149,451,0.0,0.0,0,0,0,0,0,1:00:10,0,0:00,0.0,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,0,0,0,0,0,0,8,garmin,0
2020-05-24,Running,False,New Braunfels Running,3.53,482,00:34:44,161,179,3.5,143,164,0 days 00:09:50,0 days 00:08:26,85,98,1.15,12.6,14.8,295,50.2% L / 49.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,34:44,0,0:00,86.0,0,0:00,No,0.0,0,0,0,05:05.21,4,0.0,33,18,42,0,0,0,8,garmin,0
2020-05-26,Running,False,New Braunfels Running,1.54,175,00:14:40,138,153,2.1,144,152,0 days 00:09:31,0 days 00:08:33,30,33,1.17,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:40,0,0:00,80.6,0,0:00,No,0.0,0,0,0,04:56.39,2,0.0,18,18,18,0,0,0,8,garmin,0
2020-05-26,Running,False,New Braunfels Running,3.80,466,00:37:53,149,171,2.9,142,154,0 days 00:09:58,0 days 00:08:07,164,157,1.14,12.4,14.2,310,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,37:53,0,0:00,89.6,0,0:00,No,0.0,0,0,0,08:03.15,4,0.0,30,14,40,0,0,0,8,garmin,0
2020-05-28,Running,False,New Braunfels Running,2.39,288,00:20:53,157,177,3.0,146,226,0 days 00:08:45,0 days 00:07:20,56,59,1.26,11.2,14.2,290,50.9% L / 49.1% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:53,0,0:00,78.8,0,0:00,No,0.0,0,0,0,03:05.85,3,0.0,32,12,39,0,0,0,8,garmin,0
2020-05-29,Virtual Cycling,False,Zwift - Watopia,24.11,"1,205",02:29:58,138,167,0.0,0,0,9.6,49.2,"3,835",0,0.0,0.0,0.0,0,0,76,116,159,0.0,175,141,416,0.0,0.0,0,0,0,0,0,2:29:58,0,0:00,0.0,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,0,0,0,0,0,0,8,garmin,0
2020-05-31,Strength Training,False,Strength,0.00,22,00:04:41.3,93,125,0.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,49,5,4:41.3,0,0:00,86.0,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,22,17,27,0,0,0,8,garmin,0
2020-05-31,Running,False,New Braunfels Running,6.62,856,01:05:08,157,184,3.8,143,256,0 days 00:09:50,0 days 00:07:18,272,341,1.15,11.1,12.9,269,49.7% L / 50.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:05:08,0,0:00,87.8,0,0:00,No,0.0,0,0,0,05:12.45,7,0.0,32,16,45,0,0,0,8,garmin,0
2020-05-31,Virtual Cycling,False,Zwift - London,11.53,355,00:33:20,141,163,0.0,0,0,20.7,29.5,125,0,0.0,0.0,0.0,0,0,90,107,195,0.0,198,185,717,0.0,0.0,0,0,0,0,0,33:20,0,0:00,0.0,0,0:00,No,0.0,0,0,0,00:00.00,1,0.0,0,0,0,0,0,0,8,garmin,0
2020-06-01,Running,False,Laredo Running,2.78,337,00:30:57,136,153,2.2,143,175,0 days 00:11:08,0 days 00:08:35,89,95,1.01,13.0,13.2,320,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:57,0,0:00,87.8,0,0:00,No,0.0,0,0,0,08:55.23,3,0.0,27,17,36,0,0,0,8,garmin,0
2020-06-03,Running,False,Laredo Running,4.22,572,00:39:14,166,179,3.8,145,172,0 days 00:09:18,0 days 00:07:30,154,148,1.2,11.7,14.2,298,50.8% L / 49.2% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,39:14,0,0:00,93.2,0,0:00,No,0.0,0,0,0,02:19.30,5,0.0,34,17,42,0,0,0,8,garmin,0
2020-06-05,Running,False,Laredo Running,3.26,439,00:33:58,149,179,3.0,144,170,0 days 00:10:26,0 days 00:07:51,112,105,1.07,12.6,13.3,308,51.0% L / 49.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,33:58,0,0:00,91.4,0,0:00,No,0.0,0,0,0,02:20.50,4,0.0,31,13,39,0,0,0,8,garmin,0
2020-06-07,Running,False,Laredo Running,8.51,"1,180",01:32:01,156,179,4.0,142,192,0 days 00:10:48,0 days 00:08:35,223,220,1.05,12.9,13.7,310,50.5% L / 49.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:32:01,0,0:00,98.6,0,0:00,No,0.0,0,0,0,05:27.59,9,0.0,34,17,42,0,0,0,8,garmin,0
2020-06-09,Running,False,New Braunfels Running,3.11,387,00:25:08,171,190,3.7,149,162,0 days 00:08:04,0 days 00:06:39,128,135,1.34,10.3,14.2,278,51.2% L / 48.8% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:08,0,0:00,84.2,0,0:00,No,0.0,0,0,0,00:54.99,4,0.0,36,13,43,0,0,0,8,garmin,0
2020-06-11,Running,False,New Braunfels Running,1.44,168,00:14:55,131,149,1.9,144,240,0 days 00:10:22,0 days 00:09:09,30,26,1.09,12.6,13.9,301,50.6% L / 49.4% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,14:55,0,0:00,78.8,0,0:00,No,0.0,0,0,0,04:19.10,2,0.0,28,15,37,0,0,0,8,garmin,0
2020-06-11,Virtual Cycling,False,Zwift - Yorkshire,6.46,225,00:25:19,132,153,0.0,0,0,15.3,51.6,656,0,0.0,0.0,0.0,0,0,81,101,169,0.0,158,154,458,0.0,0.0,0,0,0,0,0,25:19,0,0:00,0.0,0,0:00,No,0.0,0,0,0,25:18.100,1,0.0,0,0,0,0,0,0,8,garmin,0
2020-06-11,Running,False,New Braunfels Running,2.28,323,00:22:13,160,179,3.1,144,222,0 days 00:09:45,0 days 00:08:00,98,75,1.15,11.5,13.4,292,49.5% L / 50.5% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:13,0,0:00,84.2,0,0:00,No,0.0,0,0,0,02:35.61,3,0.0,34,23,40,0,0,0,8,garmin,0
2020-06-12,Running,False,New Braunfels Running,5.64,826,00:57:29,166,182,3.9,145,256,0 days 00:10:11,0 days 00:08:11,92,92,1.1,12.0,13.2,305,51.3% L / 48.7% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,57:29,0,0:00,89.6,0,0:00,No,0.0,0,0,0,06:29.39,6,0.0,35,18,45,0,0,0,8,garmin,0
2020-06-13,Open Water Swimming,False,New Braunfels Open Water Swimming,"1,448",367,00:26:20,150,165,3.0,0,0,0 days 00:01:49,0 days 00:00:39,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,591,41,22,0,0,26:20,0,0:00,78.8,0,0:00,No,0.0,0,0,0,08:31.34,3,0.0,0,0,0,0,0,0,8,garmin,0
2020-06-14,Open Water Swimming,False,New Braunfels Open Water Swimming,"2,225",491,00:46:47,133,149,2.6,0,0,0 days 00:02:06,0 days 00:00:36,0,0,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,985,47,21,0,0,46:47,0,0:00,75.2,0,0:00,No,0.0,0,0,0,04:47.19,5,0.0,0,0,0,0,0,0,8,garmin,1
2020-06-14,Virtual Cycling,False,Zwift - Watopia,16.62,415,01:00:17,124,155,0.0,0,0,16.5,29.6,344,0,0.0,0.0,0.0,0,0,85,101,131,0.0,136,119,434,0.0,0.0,0,0,0,0,0,1:00:17,0,0:00,0.0,0,0:00,No,0.0,0,0,0,01:00:17.00,1,0.0,0,0,0,0,0,0,8,garmin,1
2020-06-14,Running,False,New Braunfels Running,8.70,"1,205",01:30:17,163,189,4.5,144,220,0 days 00:10:23,0 days 00:08:27,387,374,1.08,12.8,14.1,304,50.7% L / 49.3% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:17,0,0:00,86.0,0,0:00,No,0.0,0,0,0,07:40.31,9,0.0,35,15,43,0,0,0,8,garmin,1
