date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,training_stress_scoreâ,grit,flow,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,athlete_id,filetype,is_race
2020-04-08,Running,False,Philadelphia Running,10.1,938,01:28:06,182,211,196,204,0 days 00:08:44,0 days 00:00:50,237,241,0.94,0.0,0.0,0.0,0.0,0.0,1:28:06,0:00,0.0,0:00,No,00:51.82,11,0.0,0,garmin,0
2020-04-10,Running,False,Philadelphia Running,21.61,"1,457",03:35:07,165,206,188,198,0 days 00:09:57,0 days 00:06:42,"1,247","1,327",0.86,0.0,0.0,0.0,0.0,0.0,3:35:07,0:00,0.0,0:00,No,05:50.45,22,0.0,0,garmin,0
2020-04-10,Running,False,Philadelphia Running,9.19,926,01:25:47,185,204,192,200,0 days 00:09:20,0 days 00:00:26,547,457,0.89,0.0,0.0,0.0,0.0,0.0,1:25:47,0:00,0.0,0:00,No,02:49.48,10,0.0,0,garmin,0
2020-04-11,Running,False,Philadelphia Running,2.5,397,01:05:55,140,177,120,204,0 days 00:26:19,0 days 00:01:18,83,80,0.51,0.0,0.0,0.0,0.0,0.0,1:05:55,0:00,0.0,0:00,No,10:43.96,3,0.0,0,garmin,0
2020-04-12,Running,False,Philadelphia Running,8.56,828,01:24:08,185,202,188,206,0 days 00:09:50,0 days 00:02:57,78,82,0.87,0.0,0.0,0.0,0.0,0.0,1:24:08,0:00,0.0,0:00,No,08:40.38,9,0.0,0,garmin,0
2020-04-13,Running,False,Philadelphia Running,6.51,398,01:00:08,140,168,192,202,0 days 00:09:14,0 days 00:04:57,116,117,0.9,0.0,0.0,0.0,0.0,0.0,1:00:08,0:00,0.0,0:00,No,05:09.82,7,0.0,0,garmin,0
2020-04-14,Running,False,Philadelphia Running,8.1,480,01:09:55,142,163,196,206,0 days 00:08:38,0 days 00:02:31,178,171,0.95,0.0,0.0,0.0,0.0,0.0,1:09:55,0:00,0.0,0:00,No,00:53.91,9,0.0,0,garmin,0
2020-04-15,Running,False,Philadelphia Running,7.71,475,01:05:40,137,143,196,204,0 days 00:08:31,0 days 00:05:34,136,142,0.96,0.0,0.0,0.0,0.0,0.0,1:05:40,0:00,0.0,0:00,No,05:50.33,8,0.0,0,garmin,0
2020-04-16,Running,False,Philadelphia Running,7.94,678,01:11:34,158,183,196,204,0 days 00:09:01,0 days 00:00:31,170,166,0.91,0.0,0.0,0.0,0.0,0.0,1:11:34,0:00,0.0,0:00,No,08:15.13,8,0.0,0,garmin,0
2020-04-17,Running,False,Philadelphia Running,16.01,"1,173",02:20:15,155,197,196,236,0 days 00:08:46,0 days 00:00:38,"1,096","1,083",0.94,0.0,0.0,0.0,0.0,0.0,2:20:15,0:00,0.0,0:00,No,00:02.50,17,0.0,0,garmin,0
2020-04-18,Running,False,Philadelphia Running,8.0,546,01:10:51,140,160,196,206,0 days 00:08:51,0 days 00:03:42,155,135,0.92,0.0,0.0,0.0,0.0,0.0,1:10:51,0:00,0.0,0:00,No,08:28.13,8,0.0,0,garmin,0
2020-04-19,Running,False,Philadelphia Running,8.36,433,01:31:41,64,85,118,184,0 days 00:10:58,0 days 00:05:54,196,186,0.65,0.0,0.0,0.0,0.0,0.0,1:31:41,0:00,0.0,0:00,No,04:29.15,9,0.0,0,garmin,0
2020-04-21,Running,False,Philadelphia Running,8.02,643,01:08:59,154,184,200,208,0 days 00:08:36,0 days 00:00:57,134,137,0.94,0.0,0.0,0.0,0.0,0.0,1:08:59,0:00,0.0,0:00,No,00:18.89,9,0.0,0,garmin,0
2020-04-22,Running,False,Philadelphia Running,8.0,617,01:09:45,150,172,198,204,0 days 00:08:43,0 days 00:00:49,179,179,0.93,0.0,0.0,0.0,0.0,0.0,1:09:45,0:00,0.0,0:00,No,08:10.16,8,0.0,0,garmin,0
2020-04-23,Running,False,Philadelphia Running,8.08,660,01:12:25,154,176,192,212,0 days 00:08:58,0 days 00:04:14,165,163,0.93,0.0,0.0,0.0,0.0,0.0,1:12:25,0:00,0.0,0:00,No,01:08.44,9,0.0,0,garmin,0
2020-04-25,Running,False,Philadelphia Running,15.24,745,02:13:51,137,164,192,212,0 days 00:08:47,0 days 00:03:15,532,539,0.95,0.0,0.0,0.0,0.0,0.0,2:13:51,0:00,0.0,0:00,No,02:03.75,16,0.0,0,garmin,0
2020-04-26,Running,False,Philadelphia Running,0.06,14,00:01:47.1,134,140,118,118,0 days 00:29:05,0 days 00:06:39,0,0,0.47,0.0,0.0,0.0,0.0,0.0,1:47.1,0:00,0.0,0:00,No,00:00.00,1,0.0,0,garmin,0
2020-04-26,Running,False,Philadelphia Running,1.64,344,00:41:32,150,190,148,212,0 days 00:25:24,0 days 00:00:25,31,28,0.43,0.0,0.0,0.0,0.0,0.0,41:32,0:00,0.0,0:00,No,19:10.25,2,0.0,0,garmin,0
2020-04-27,Running,False,Philadelphia Running,7.99,814,01:07:44,189,195,196,212,0 days 00:08:29,0 days 00:05:29,91,104,0.97,0.0,0.0,0.0,0.0,0.0,1:07:44,0:00,0.0,0:00,No,07:35.15,8,0.0,0,garmin,0
2020-04-28,Running,False,Philadelphia Running,7.98,567,01:07:02,152,190,196,202,0 days 00:08:24,0 days 00:00:50,169,172,0.97,0.0,0.0,0.0,0.0,0.0,1:07:02,0:00,0.0,0:00,No,07:47.81,8,0.0,0,garmin,0
2020-04-29,Running,False,Philadelphia Running,8.0,663,01:05:57,170,203,196,206,0 days 00:08:14,0 days 00:02:00,154,160,1.0,0.0,0.0,0.0,0.0,0.0,1:05:57,0:00,0.0,0:00,No,00:02.61,9,0.0,0,garmin,0
2020-05-01,Running,False,Philadelphia Running,14.85,803,02:12:45,140,161,194,212,0 days 00:08:56,0 days 00:03:47,570,576,0.93,0.0,0.0,0.0,0.0,0.0,2:12:45,0:00,0.0,0:00,No,07:45.87,15,0.0,0,garmin,0
2020-05-02,Running,False,Philadelphia Running,7.11,449,01:01:51,135,170,194,204,0 days 00:08:42,0 days 00:01:10,124,126,0.95,0.0,0.0,0.0,0.0,0.0,1:01:51,0:00,0.0,0:00,No,01:16.38,8,0.0,0,garmin,0
2020-05-03,Running,False,Philadelphia Running,10.05,818,01:31:30,152,155,188,202,0 days 00:09:06,0 days 00:00:26,252,244,0.94,0.0,0.0,0.0,0.0,0.0,1:31:30,0:00,0.0,0:00,No,00:28.55,11,0.0,0,garmin,0
2020-05-04,Running,False,Philadelphia Running,7.04,551,01:01:22,154,200,196,204,0 days 00:08:43,0 days 00:01:28,157,160,0.94,0.0,0.0,0.0,0.0,0.0,1:01:22,0:00,0.0,0:00,No,00:27.69,8,0.0,0,garmin,0
2020-05-05,Running,False,Philadelphia Running,7.1,722,01:00:18,188,210,194,202,0 days 00:08:30,0 days 00:00:51,169,175,0.97,0.0,0.0,0.0,0.0,0.0,1:00:18,0:00,0.0,0:00,No,01:01.35,8,0.0,0,garmin,0
2020-05-06,Running,False,Philadelphia Running,6.97,401,01:04:02,130,151,194,202,0 days 00:09:11,0 days 00:01:39,174,179,0.9,0.0,0.0,0.0,0.0,0.0,1:04:02,0:00,0.0,0:00,No,08:22.68,7,0.0,0,garmin,0
2020-05-07,Running,False,Philadelphia Running,3.56,208,00:28:42,131,149,198,214,0 days 00:08:03,0 days 00:01:13,116,120,1.01,0.0,0.0,0.0,0.0,0.0,28:42,0:00,0.0,0:00,No,04:39.97,4,0.0,0,garmin,0
2020-05-09,Running,False,Philadelphia Running,50.01,"4,299",08:24:38,169,205,186,234,0 days 00:10:05,0 days 00:02:34,"1,854","1,845",0.86,0.0,0.0,0.0,0.0,0.0,8:24:38,0:00,0.0,0:00,No,00:03.27,51,0.0,0,garmin,1
