date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2018-02-05,Indoor Cycling,False,Indoor Cycling,0.00,558,01:00:03,107,123,1.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,102,163,45% L / 55% R,24.7,175,155,237,0.0,0.0,5371,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-06,Pool Swimming,False,Lap Swimming,"3,600",710,01:12:15,0,0,0.0,0,0,0 days 00:01:24,0 days 00:01:04,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1044,29,22,0,0,1:12:15,0:00,0.0,0:00,No,00:00.00,78,0.0,0,0,0,3,garmin,0
2018-02-06,Running,False,Lafayette Running,6.83,753,00:50:22,151,161,2.8,179,188,0 days 00:07:22,0 days 00:05:36,174,217,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:22,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-07,Indoor Cycling,False,Indoor Cycling,0.00,"1,404",01:45:06,137,174,3.2,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,106,261,48% L / 52% R,111.9,269,224,476,0.0,0.0,9173,0,0,0,0,1:45:06,0:00,0.0,0:00,No,00:00.00,21,0.0,0,0,0,3,garmin,0
2018-02-08,Pool Swimming,False,Lap Swimming,"2,800",554,00:53:12,0,0,0.0,0,0,0 days 00:01:25,0 days 00:01:13,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,849,29,22,0,0,53:12,0:00,0.0,0:00,No,00:00.00,54,0.0,0,0,0,3,garmin,0
2018-02-08,Running,False,Lafayette Running,7.76,855,01:00:18,147,162,2.6,180,190,0 days 00:07:46,0 days 00:07:01,246,269,1.15,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:18,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-08,Indoor Cycling,False,Indoor Cycling,0.00,421,00:45:03,109,124,1.4,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,92,100,161,45% L / 55% R,18.1,174,156,234,0.0,0.0,4180,0,0,0,0,45:03,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-09,Pool Swimming,False,Lap Swimming,"4,000",639,01:27:47,0,0,0.0,0,0,0 days 00:01:22,0 days 00:00:57,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,875,28,23,0,0,1:27:47,0:00,0.0,0:00,No,00:00.00,106,0.0,0,0,0,3,garmin,0
2018-02-10,Hiking,False,Winter Park Hiking,2.43,923,00:51:25,161,173,3.8,89,160,0 days 00:21:11,0 days 00:13:11,"1,673",59,0.86,14.7,12.1,638,50.7% L / 49.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,51:25,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-10,Other,False,Winter Park Alpine Skiing,2.14,122,00:17:48,107,132,1.1,0,0,7.2,23.1,3,"1,594",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,17:48,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-10,Running,False,Denver Running,4.09,531,00:35:01,146,158,2.5,174,184,0 days 00:08:34,0 days 00:08:06,95,89,1.08,7.2,7.8,273,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:01,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-02-11,Indoor Cycling,False,Indoor Cycling,0.00,"2,336",03:01:44,132,147,3.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,91,104,218,48% L / 52% R,134.8,230,214,405,0.0,0.0,16674,0,0,0,0,3:01:44,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-11,Running,False,Denver Running,6.13,663,00:51:17,142,164,2.2,175,182,0 days 00:08:22,0 days 00:07:37,121,135,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,51:17,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-02-12,Pool Swimming,False,Lap Swimming,"2,800",455,01:01:34,0,0,0.0,0,0,0 days 00:01:24,0 days 00:01:05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,679,29,22,0,0,1:01:34,0:00,0.0,0:00,No,00:00.00,57,0.0,0,0,0,3,garmin,0
2018-02-13,Running,False,Denver Running,8.10,870,01:00:02,153,179,3.2,179,204,0 days 00:07:25,0 days 00:05:25,13,10,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,25,0.0,0,0,0,3,garmin,0
2018-02-13,Indoor Cycling,False,Indoor Cycling,0.00,789,01:01:39,133,151,3.0,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,84,113,222,48% L / 52% R,47.1,235,213,389,0.0,0.0,5230,0,0,0,0,1:01:39,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-14,Pool Swimming,False,Lap Swimming,"3,600",661,01:15:12,0,0,0.0,0,0,0 days 00:01:25,0 days 00:00:49,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,987,29,22,0,0,1:15:12,0:00,0.0,0:00,No,00:00.00,72,0.0,0,0,0,3,garmin,0
2018-02-15,Running,False,Lafayette Running,2.59,285,00:22:40,136,149,1.8,173,178,0 days 00:08:46,0 days 00:07:55,72,85,1.06,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:40,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-02-15,Indoor Cycling,False,Indoor Cycling,0.00,"1,073",01:11:21,145,166,4.3,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,95,260,49% L / 51% R,75.2,279,251,348,0.0,0.0,6277,0,0,0,0,1:11:21,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-16,Other,False,Dillon Alpine Skiing,37.53,"1,206",05:15:56,89,144,1.4,0,0,7.1,49.6,"22,618","22,474",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5:15:56,0:00,0.0,0:00,No,00:00.00,30,0.0,0,0,0,3,garmin,0
2018-02-16,Running,False,Lafayette Running,3.26,385,00:26:36,146,157,2.2,177,184,0 days 00:08:10,0 days 00:07:23,59,62,1.11,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:36,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-17,Pool Swimming,False,Lap Swimming,"3,100",512,01:03:39,0,0,0.0,0,0,0 days 00:01:25,0 days 00:01:08,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,801,29,23,0,0,1:03:39,0:00,0.0,0:00,No,00:00.00,68,0.0,0,0,0,3,garmin,0
2018-02-17,Indoor Cycling,False,Indoor Cycling,0.00,"2,664",03:30:08,133,148,3.2,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,90,104,217,47% L / 53% R,154.6,222,211,415,0.0,0.0,19102,0,0,0,0,3:30:08,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-17,Running,False,Lafayette Running,2.43,274,00:20:10,140,150,2.0,176,184,0 days 00:08:18,0 days 00:07:39,62,49,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:10,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-18,Indoor Cycling,False,Indoor Cycling,0.00,467,01:00:47,110,120,1.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,86,92,131,46% L / 54% R,16.2,135,128,259,0.0,0.0,5261,0,0,0,0,1:00:47,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-02-18,Running,False,Lafayette Running,12.45,"1,194",01:35:03,148,162,2.7,175,188,0 days 00:07:38,0 days 00:06:14,456,476,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:35:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-02-18,Other,False,Dillon Alpine Skiing,1.49,36,00:05:51.5,104,113,1.0,0,0,15.2,36.3,0,"1,473",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,5:51.5,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-18,Hiking,False,Dillon Hiking,1.44,122,00:43:48,63,164,1.6,86,159,0 days 00:30:21,0 days 00:18:25,"1,588",0,1.15,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,43:48,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-18,Other,False,Dillon Alpine Skiing,6.32,269,02:18:32,73,128,1.0,0,0,2.7,36.9,"3,425","3,360",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:18:32,0:00,0.0,0:00,No,00:00.00,10,0.0,0,0,0,3,garmin,0
2018-02-20,Pool Swimming,False,Lap Swimming,"2,500",471,00:51:38,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,756,30,22,0,0,51:38,0:00,0.0,0:00,No,00:00.00,24,0.0,0,0,0,3,garmin,0
2018-02-20,Indoor Cycling,False,Indoor Cycling,0.00,790,01:00:03,128,150,2.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,93,230,47% L / 53% R,49.6,250,220,308,0.0,0.0,5273,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-21,Indoor Cycling,False,Indoor Cycling,0.00,"1,109",01:30:04,141,156,3.6,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,84,114,215,48% L / 52% R,65.0,228,208,352,0.0,0.0,7593,0,0,0,0,1:30:04,0:00,0.0,0:00,No,00:00.00,25,0.0,0,0,0,3,garmin,0
2018-02-21,Treadmill Running,False,Treadmill Running,7.64,946,01:00:02,153,164,3.2,177,188,0 days 00:07:51,0 days 00:06:40,3,7,1.15,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,5,0.0,0,0,0,3,garmin,0
2018-02-22,Indoor Cycling,False,Indoor Cycling,0.00,562,01:00:03,111,125,1.7,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,97,163,44% L / 56% R,24.9,175,156,224,0.0,0.0,5351,0,0,0,0,1:00:03,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-22,Running,False,Lafayette Running,6.57,731,00:50:27,147,162,2.7,178,236,0 days 00:07:41,0 days 00:05:10,197,135,1.18,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:27,0:00,0.0,0:00,No,00:00.00,18,0.0,0,0,0,3,garmin,0
2018-02-23,Pool Swimming,False,Lap Swimming,"3,300",565,01:07:38,0,0,0.0,0,0,0 days 00:01:23,0 days 00:00:57,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,778,29,24,0,0,1:07:38,0:00,0.0,0:00,No,00:00.00,98,0.0,0,0,0,3,garmin,0
2018-02-23,Running,False,Lafayette Running,4.54,525,00:35:03,147,165,2.5,178,186,0 days 00:07:43,0 days 00:07:05,148,148,1.17,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-02-24,Running,False,Lafayette Running,2.24,279,00:20:01,137,153,2.0,172,206,0 days 00:08:56,0 days 00:06:39,52,52,1.06,8.7,8.7,273,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:01,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-24,Indoor Cycling,False,Indoor Cycling,0.00,"3,182",04:02:33,139,160,3.8,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,86,97,229,48% L / 52% R,198.9,247,219,569,0.0,0.0,20758,0,0,0,0,4:02:33,0:00,0.0,0:00,No,00:00.00,19,0.0,0,0,0,3,garmin,0
2018-02-25,Running,False,Lafayette Running,12.14,"1,273",01:36:08,148,167,2.7,176,186,0 days 00:07:55,0 days 00:05:56,427,453,1.15,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:36:08,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-02-25,Hiking,False,Winter Park Hiking,2.70,910,01:31:12,122,160,2.6,63,192,0 days 00:33:44,0 days 00:14:54,"1,709",82,0.8,14.0,10.6,738,51.1% L / 48.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:31:12,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-25,Other,False,Winter Park Alpine Skiing,10.03,395,02:01:08,85,127,1.0,0,0,5.0,33.4,"3,583","5,256",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:01:08,0:00,0.0,0:00,No,00:00.00,8,0.0,0,0,0,3,garmin,0
2018-02-26,Pool Swimming,False,Lap Swimming,"3,000",472,01:04:28,0,0,0.0,0,0,0 days 00:01:23,0 days 00:01:08,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,689,29,23,0,0,1:04:28,0:00,0.0,0:00,No,00:00.00,88,0.0,0,0,0,3,garmin,0
2018-02-26,Indoor Cycling,False,Indoor Cycling,0.00,625,01:00:02,112,149,1.9,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,107,217,47% L / 53% R,44.1,228,176,513,0.0,0.0,5258,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,20,0.0,0,0,0,3,garmin,0
2018-02-27,Indoor Cycling,False,Indoor Cycling,0.00,"1,974",02:30:17,131,155,3.0,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,87,93,229,48% L / 52% R,122.8,238,219,417,0.0,0.0,13155,0,0,0,0,2:30:17,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-02-27,Running,False,Lafayette Running,4.52,577,00:35:38,154,170,3.0,176,189,0 days 00:07:53,0 days 00:06:10,157,144,1.16,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:38,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-02-28,Pool Swimming,False,Lap Swimming,"3,500",696,01:08:35,0,0,0.0,0,0,0 days 00:01:26,0 days 00:00:59,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1062,29,22,0,0,1:08:35,0:00,0.0,0:00,No,00:00.00,52,0.0,0,0,0,3,garmin,0
2018-02-28,Indoor Cycling,False,Indoor Cycling,0.00,459,00:50:02,108,120,1.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,96,159,46% L / 54% R,19.7,174,153,256,0.0,0.0,4430,0,0,0,0,50:02,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-03-01,Indoor Cycling,False,Indoor Cycling,0.00,"1,160",01:30:02,132,155,3.0,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,86,97,231,48% L / 52% R,75.1,243,215,391,0.0,0.0,7808,0,0,0,0,1:30:02,0:00,0.0,0:00,No,00:00.00,8,0.0,0,0,0,3,garmin,0
2018-03-01,Running,False,Lafayette Running,8.21,806,01:03:17,144,166,2.7,176,230,0 days 00:07:43,0 days 00:04:55,105,98,1.19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:03:17,0:00,0.0,0:00,No,00:00.00,8,0.0,0,0,0,3,garmin,0
2018-03-02,Treadmill Running,False,Treadmill Running,4.28,625,00:35:03,0,0,0.0,174,180,0 days 00:08:11,0 days 00:07:13,13,20,1.12,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-03-02,Pool Swimming,False,Lap Swimming,"1,500",258,00:31:49,0,0,0.0,0,0,0 days 00:01:24,0 days 00:01:16,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,367,28,21,0,0,31:49,0:00,0.0,0:00,No,00:00.00,32,0.0,0,0,0,3,garmin,0
2018-03-03,Other,False,Vail Alpine Skiing,31.90,761,03:31:32,86,136,1.2,0,0,9.0,40.6,"15,105","15,059",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3:31:32,0:00,0.0,0:00,No,00:00.00,24,0.0,0,0,0,3,garmin,0
2018-03-04,Other,False,Eagle County Alpine Skiing,31.03,642,03:20:11,84,132,1.1,0,0,9.3,41.9,"13,294","14,469",0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,3:20:11,0:00,0.0,0:00,No,00:00.00,20,0.0,0,0,0,3,garmin,0
2018-03-04,Running,False,Denver Running,10.36,"1,035",01:20:03,145,159,2.4,176,184,0 days 00:07:44,0 days 00:06:57,203,305,1.18,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:20:03,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-03-05,Pool Swimming,False,Lap Swimming,"4,000",825,01:28:01,0,0,0.0,0,0,0 days 00:01:24,0 days 00:01:01,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1157,29,23,0,0,1:28:01,0:00,0.0,0:00,No,00:00.00,124,0.0,0,0,0,3,garmin,0
2018-03-05,Indoor Cycling,False,Indoor Cycling,0.00,481,00:51:19,107,118,1.5,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,88,101,160,46% L / 54% R,20.4,173,156,243,0.0,0.0,4536,0,0,0,0,51:19,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-06,Indoor Cycling,False,Indoor Cycling,0.00,"1,527",01:50:02,142,176,4.7,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,85,104,268,48% L / 52% R,123.4,326,231,453,0.0,0.0,9431,0,0,0,0,1:50:02,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0
2018-03-06,Running,False,Lafayette Running,3.01,363,00:26:16,141,166,2.1,174,186,0 days 00:08:43,0 days 00:07:54,66,66,1.06,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:16,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-07,Pool Swimming,False,Lap Swimming,"3,700",695,01:13:29,0,0,0.0,0,0,0 days 00:01:28,0 days 00:01:08,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,1055,30,22,0,0,1:13:29,0:00,0.0,0:00,No,00:00.00,50,0.0,0,0,0,3,garmin,0
2018-03-07,Running,False,Boulder Running,6.59,736,00:50:07,148,160,2.8,179,188,0 days 00:07:36,0 days 00:07:16,164,154,1.18,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:07,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0
2018-03-08,Running,False,Lafayette Running,8.05,934,01:00:02,152,172,3.2,177,199,0 days 00:07:28,0 days 00:05:03,256,187,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:02,0:00,0.0,0:00,No,00:00.00,13,0.0,0,0,0,3,garmin,0
2018-03-08,Indoor Cycling,False,Indoor Cycling,0.00,838,01:10:03,136,155,3.1,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,90,103,211,47% L / 53% R,48.8,230,201,373,0.0,0.0,6335,0,0,0,0,1:10:03,0:00,0.0,0:00,No,00:00.00,18,0.0,0,0,0,3,garmin,0
2018-03-09,Pool Swimming,False,Lap Swimming,"2,300",416,00:57:22,0,0,0.0,0,0,0 days 00:01:27,0 days 00:01:05,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,601,30,22,0,0,57:22,0:00,0.0,0:00,No,00:00.00,72,0.0,0,0,0,3,garmin,0
2018-03-10,Indoor Cycling,False,Indoor Cycling,0.00,"2,006",02:40:03,137,168,3.4,0,0,0 days 00:00:00,0 days 00:00:00,0,0,0.0,0.0,0.0,0,0,89,99,224,47% L / 53% R,125.8,271,210,403,0.0,0.0,14306,0,0,0,0,2:40:03,0:00,0.0,0:00,No,00:00.00,16,0.0,0,0,0,3,garmin,0
2018-03-10,Running,False,Lafayette Running,3.30,409,00:25:02,153,164,2.7,173,183,0 days 00:07:35,0 days 00:06:59,49,56,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:02,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0
2018-03-10,Pool Swimming,False,Lap Swimming,"2,000",390,00:36:47,0,0,0.0,0,0,0 days 00:01:24,0 days 00:01:14,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,567,29,22,0,0,36:47,0:00,0.0,0:00,No,00:00.00,38,0.0,0,0,0,3,garmin,0
