,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,2,2019-03-09,Running,False,Denver - Running,2.66,308,00:20:47,148,157,2.4,176,199,0 days 00:07:49,0 days 00:07:09,66,59,1.17,8.1,9.4,253,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,20:47,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,24.81203007518797,0.8,11.257995735607675,7.67590618336887,11.258120039703618,14.072650049629521
1,5,2019-03-10,Running,False,Denver - Running,12.03,"1,243",01:35:09,148,162,2.7,177,190,0 days 00:07:55,0 days 00:05:16,351,312,1.15,7.7,9.0,252,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:35:09,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,29.17705735660848,0.8,11.11578947368421,7.578947368421052,11.115959189429269,13.894948986786586
2,10,2019-03-12,Running,False,Denver - Running,6.21,692,00:50:14,142,150,2.4,176,195,0 days 00:08:05,0 days 00:07:23,108,102,1.13,7.8,8.8,258,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:14,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,17.391304347826086,0.7675675675675676,10.886597938144329,7.422680412371133,10.886656993253393,14.183320730647026
3,14,2019-03-15,Running,False,Louisville - Running,3.19,400,00:25:02,149,173,2.7,183,198,0 days 00:07:51,0 days 00:06:27,174,164,1.12,7.2,8.2,251,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:02,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,54.54545454545455,0.8054054054054054,11.210191082802547,7.643312101910828,11.21078924741778,13.919436313907983
4,17,2019-03-16,Running,False,Denver - Running,3.39,396,00:25:44,147,159,2.6,179,196,0 days 00:07:35,0 days 00:06:36,0,0,1.19,7.7,9.2,249,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:44,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7945945945945946,11.604395604395604,7.912087912087912,11.604395604395604,14.604171338865216
5,19,2019-03-17,Running,False,Lafayette - Running,11.85,"1,200",01:30:06,146,160,2.9,180,195,0 days 00:07:36,0 days 00:06:30,0,0,1.18,7.4,8.8,247,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:06,0:00,0.0,0:00,No,17:29.97,3,0.0,0,0,0,3,garmin,0,0.0,0.7891891891891892,11.578947368421053,7.894736842105264,11.578947368421053,14.671953857245855
6,23,2019-03-19,Running,False,Denver - Running,6.3,686,00:47:02,140,156,2.4,177,194,0 days 00:07:28,0 days 00:06:31,0,0,1.22,7.6,9.4,254,49.1% L / 50.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,47:02,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7567567567567568,11.785714285714283,8.035714285714285,11.785714285714283,15.57397959183673
7,25,2019-03-20,Running,False,Louisville Running,5.55,707,00:41:45,153,174,3.0,179,184,0 days 00:07:32,0 days 00:06:36,0,0,1.19,7.5,9.1,246,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:45,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.827027027027027,11.681415929203538,7.964601769911504,11.681415929203538,14.124587888252645
8,27,2019-03-21,Running,False,Lafayette Running,8.19,828,01:01:38,141,178,2.6,178,213,0 days 00:07:31,0 days 00:05:16,0,0,1.21,7.7,8.9,252,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:38,0:00,0.0,0:00,No,00:03.11,18,0.0,0,0,0,3,garmin,0,0.0,0.7621621621621621,11.707317073170731,7.982261640798226,11.707317073170731,15.360664244940322
9,30,2019-03-22,Running,False,Louisville Running,3.85,481,00:30:02,145,166,2.6,176,187,0 days 00:07:48,0 days 00:06:03,0,0,1.17,8.0,9.5,255,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:02,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7837837837837838,11.282051282051281,7.6923076923076925,11.282051282051281,14.394341290893014
10,31,2019-03-23,Running,False,Summit County Running,14.41,"1,673",02:00:26,148,160,3.0,177,191,0 days 00:08:22,0 days 00:07:33,0,0,1.09,7.8,8.7,256,50.5% L / 49.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:00:26,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.8,10.51792828685259,7.171314741035856,10.51792828685259,13.147410358565736
11,37,2019-03-25,Running,False,Denver Running,1.74,188,00:12:23,140,151,2.0,178,206,0 days 00:07:07,0 days 00:06:09,0,0,1.27,7.6,9.3,246,49.3% L / 50.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,12:23,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7567567567567568,12.365339578454332,8.430913348946136,12.365339578454332,16.33991301438608
12,38,2019-03-25,Running,False,Denver Running,2.66,316,00:29:28,115,147,1.5,164,209,0 days 00:11:06,0 days 00:07:56,0,0,0.89,11.1,9.6,286,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,29:28,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.6216216216216216,7.927927927927927,5.405405405405405,7.927927927927927,12.753623188405795
