,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,4,2018-05-12,Running,False,Lafayette Running,3.59,421,00:26:17,148,161,2.5,176,186,0 days 00:07:19,0 days 00:06:37,62,56,1.25,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,26:17,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,17.270194986072426,0.8,12.027334851936219,8.200455580865604,12.027399189540002,15.034248986925002
1,5,2018-05-13,Running,False,Lafayette Running,10.01,992,01:15:40,142,163,2.4,179,190,0 days 00:07:33,0 days 00:06:44,331,338,1.19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:15:40,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,33.06693306693307,0.7675675675675676,11.655629139072849,7.9470198675496695,11.65585771024428,15.185448425318253
2,9,2018-05-14,Running,False,Lafayette Running,3.63,329,00:30:18,127,137,1.6,174,183,0 days 00:08:21,0 days 00:07:17,72,89,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:18,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,19.834710743801654,0.6864864864864865,10.538922155688622,7.185628742514971,10.538996517261376,15.352081540892556
3,12,2018-05-15,Running,False,Lafayette Running,7.55,902,00:55:02,153,172,3.3,180,192,0 days 00:07:18,0 days 00:05:37,266,282,1.23,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:02,0:00,0.0,0:00,No,00:00.00,4,0.0,0,0,0,3,garmin,0,35.2317880794702,0.827027027027027,12.054794520547945,8.219178082191782,12.055062885938726,14.576383228095846
4,14,2018-05-16,Running,False,Lafayette Running,17.12,"1,687",02:10:23,146,170,3.0,177,192,0 days 00:07:37,0 days 00:06:25,627,627,1.19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:10:23,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,36.623831775700936,0.7891891891891892,11.553610503282275,7.87746170678337,11.553888437628654,14.640201102474663
5,21,2018-05-18,Running,False,Lafayette Running,4.54,487,00:35:17,141,156,2.1,179,191,0 days 00:07:46,0 days 00:07:04,138,138,1.16,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:17,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,30.39647577092511,0.7621621621621621,11.33047210300429,7.725321888412017,11.33065985866255,14.866468608883487
6,23,2018-05-19,Running,False,Lafayette Running,6.64,745,00:50:05,147,159,2.6,179,188,0 days 00:07:33,0 days 00:06:59,194,203,1.19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:05,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,29.21686746987952,0.7945945945945946,11.655629139072849,7.9470198675496695,11.655807583034493,14.668873488852933
7,26,2018-05-20,Running,False,Lafayette Running,5.45,684,00:41:45,152,171,3.1,174,186,0 days 00:07:40,0 days 00:06:52,174,164,1.21,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:45,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,31.926605504587155,0.8216216216216217,11.478260869565217,7.826086956521739,11.478470705455791,13.970507108613957
8,31,2018-05-22,Running,False,Lafayette Running,6.3,683,00:45:44,147,163,2.6,180,190,0 days 00:07:15,0 days 00:05:47,148,190,1.24,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:44,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,23.492063492063494,0.7945945945945946,12.137931034482758,8.275862068965518,12.1380511743112,15.275778688758992
9,34,2018-05-24,Running,False,Louisville Running,8.14,926,01:00:05,151,171,3.0,183,190,0 days 00:07:23,0 days 00:06:34,315,315,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:05,0:00,0.0,0:00,No,00:00.00,3,0.0,0,0,0,3,garmin,0,38.697788697788695,0.8162162162162162,11.918735891647854,8.126410835214447,11.919056001338244,14.602816955281956
