,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
10,38,2019-05-12,Running,False,Boulder Running,14.06,"1,504",01:50:04,145,167,2.9,180,190,0 days 00:07:50,0 days 00:06:08,620,528,1.13,7.6,8.8,255,48.6% L / 51.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:50:04,0:00,71.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,44.09672830725462,0.7837837837837838,11.23404255319149,7.659574468085107,11.234434334207958,14.333588633299808
11,39,2019-05-12,Running,False,Denver Running,6.24,711,00:50:35,139,158,2.4,178,200,0 days 00:08:07,0 days 00:07:07,285,223,1.1,8.3,9.4,258,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:35,0:00,71.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,45.67307692307692,0.7513513513513513,10.84188911704312,7.392197125256673,10.84229473720808,14.430392276140251
12,44,2019-05-14,Running,False,Louisville Running,4.57,535,00:35:02,142,168,2.7,183,190,0 days 00:07:40,0 days 00:06:49,210,194,1.14,7.6,8.9,248,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:02,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,45.95185995623632,0.7675675675675676,11.478260869565217,7.826086956521739,11.478695556128768,14.954638576646634
13,47,2019-05-15,Running,False,Louisville Running,7.25,827,00:55:41,141,166,2.8,182,192,0 days 00:07:41,0 days 00:06:00,400,371,1.15,7.7,9.0,246,49.2% L / 50.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:41,0:00,82.4,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,55.172413793103445,0.7621621621621621,11.453362255965292,7.809110629067245,11.453987525503704,15.028281505093513
14,51,2019-05-16,Running,False,Louisville Running,9.33,975,01:10:35,136,167,2.7,180,192,0 days 00:07:34,0 days 00:05:43,367,361,1.17,7.5,9.0,253,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:10:35,0:00,59.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,39.335476956055736,0.7351351351351352,11.629955947136564,7.929515418502203,11.63027867989067,15.820599674851278
15,53,2019-05-17,Running,False,Louisville Running,3.43,361,00:28:18,126,143,2.0,179,187,0 days 00:08:15,0 days 00:07:45,112,105,1.08,8.1,8.9,254,48.3% L / 51.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,28:18,0:00,75.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,32.6530612244898,0.6810810810810811,10.666666666666666,7.2727272727272725,10.666870640536612,15.661675146819627
16,54,2019-05-18,Running,False,Denver Running,6.8,766,00:51:15,141,162,2.6,181,206,0 days 00:07:32,0 days 00:06:13,269,217,1.16,7.7,9.1,253,47.9% L / 52.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,51:15,0:00,62.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,39.55882352941177,0.7621621621621621,11.681415929203538,7.964601769911504,11.681743781543094,15.327110635357961
17,59,2019-05-19,Running,False,Broomfield Running,20.62,"2,065",02:35:29,140,161,3.2,182,197,0 days 00:07:32,0 days 00:05:52,1070,"1,007",1.16,7.3,8.7,254,48.7% L / 51.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:35:29,0:00,55.4,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,51.8913676042677,0.7567567567567568,11.681415929203538,7.964601769911504,11.681980056863042,15.43690221799759
18,72,2019-05-26,Running,False,Avon Running,15.52,"1,687",02:02:04,147,164,3.0,182,198,0 days 00:07:52,0 days 00:05:26,748,712,1.12,7.8,9.0,252,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,2:02:04,0:00,50.0,0:00,No,01:00.18,15,0.0,0,0,0,3,garmin,0,48.1958762886598,0.7945945945945946,11.1864406779661,7.627118644067797,11.186906698227268,14.078760130422072
19,79,2019-05-29,Running,False,Denver Running,11.02,"1,175",01:20:24,142,161,3.0,184,197,0 days 00:07:18,0 days 00:06:05,338,305,1.19,7.1,8.6,250,48.7% L / 51.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:20:24,0:00,59.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,30.671506352087114,0.7675675675675676,12.054794520547945,8.219178082191782,12.054997910043465,15.705455023648176
20,84,2019-06-01,Running,False,Boulder Running,3.38,427,00:25:03,152,167,2.8,184,200,0 days 00:07:25,0 days 00:06:25,131,118,1.18,6.6,8.0,249,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:03,0:00,75.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,38.757396449704146,0.8216216216216217,11.865168539325841,8.089887640449438,11.865488192787215,14.441548129379175
21,85,2019-06-02,Running,False,Denver Running,8.27,945,01:00:09,147,161,3.0,184,191,0 days 00:07:17,0 days 00:06:44,98,102,1.2,7.1,8.7,251,48.0% L / 52.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:09,0:00,68.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,11.850060459492141,0.7945945945945946,12.082379862700229,8.237986270022883,12.082410292229229,15.205754449404132
22,90,2019-06-05,Running,False,Denver Running,5.39,652,00:40:57,147,164,2.7,185,210,0 days 00:07:36,0 days 00:06:25,98,105,1.13,7.5,8.5,248,47.9% L / 52.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:57,0:00,57.2,0:00,No,02:00.42,9,0.0,0,0,0,3,garmin,0,18.181818181818183,0.7945945945945946,11.578947368421053,7.894736842105264,11.579016019058267,14.572231044393057
23,93,2019-06-07,Running,False,Denver Running,1.85,199,00:15:07,144,162,2.0,180,195,0 days 00:08:11,0 days 00:06:56,82,95,1.08,7.7,8.6,258,48.0% L / 52.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,15:07,0:00,66.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,44.32432432432432,0.7783783783783784,10.753564154786151,7.3319755600814664,10.753943060527932,13.81582962637269
24,100,2019-06-12,Running,False,Louisville Running,2.63,316,00:22:56,131,143,2.0,173,179,0 days 00:08:43,0 days 00:08:03,102,95,1.06,9.1,9.8,262,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:56,0:00,75.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,38.78326996197719,0.7081081081081081,10.095602294455066,6.8833652007648185,10.095874638185329,14.257532885986915
25,112,2019-06-19,Running,False,Louisville Running,6.32,755,00:48:12,147,180,3.0,180,191,0 days 00:07:38,0 days 00:06:46,318,308,1.17,7.9,9.5,234,50.5% L / 49.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,48:12,0:00,78.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,50.31645569620253,0.7945945945945946,11.528384279475981,7.860262008733624,11.52890773625385,14.509169600047361
26,115,2019-06-20,Running,False,Denver Running,3.06,364,00:25:06,135,151,2.2,179,197,0 days 00:08:12,0 days 00:07:21,131,161,1.08,8.1,9.0,257,48.3% L / 51.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:06,0:00,82.4,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,42.810457516339866,0.7297297297297297,10.73170731707317,7.317073170731708,10.732060064277027,14.70689712512037
27,118,2019-06-23,Running,False,Denver Running,8.01,953,01:00:07,151,181,3.2,182,206,0 days 00:07:30,0 days 00:06:23,344,328,1.18,7.5,9.0,248,48.6% L / 51.4% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:07,0:00,59.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,42.94631710362047,0.8162162162162162,11.733333333333333,8.0,11.733721455313223,14.375751451873816
28,122,2019-06-24,Running,False,Denver Running,1.05,106,00:10:26,116,128,0.5,168,184,0 days 00:09:57,0 days 00:08:20,26,13,0.94,9.2,8.7,280,49.8% L / 50.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,10:26,0:00,82.4,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,24.76190476190476,0.6270270270270271,8.844221105527637,6.030150753768845,8.844318364003744,14.105162908109419
29,124,2019-06-25,Running,False,Louisville Running,5.51,652,00:41:01,149,163,3.0,181,189,0 days 00:07:26,0 days 00:06:37,197,174,1.19,7.5,9.2,251,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:01,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,35.75317604355717,0.8054054054054054,11.838565022421523,8.071748878923767,11.838836432205547,14.699226442671316
30,133,2019-06-27,Running,False,Lafayette Running,6.71,775,00:50:32,148,169,3.1,181,202,0 days 00:07:32,0 days 00:05:20,253,220,1.17,7.6,9.0,250,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:32,0:00,87.8,0:00,No,00:15.43,29,0.0,0,0,0,3,garmin,0,37.704918032786885,0.8,11.681415929203538,7.964601769911504,11.681713772693731,14.602142215867163
31,135,2019-06-28,Running,False,Louisville Running,3.03,423,00:25:10,153,165,3.0,176,180,0 days 00:08:19,0 days 00:07:17,115,128,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:10,0:00,89.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,37.95379537953796,0.827027027027027,10.581162324649299,7.214428857715431,10.581435688038288,12.794546420177015
32,138,2019-06-29,Running,False,Fort Collins Running,10.35,"1,256",01:20:02,152,173,3.5,177,204,0 days 00:07:44,0 days 00:05:03,220,187,1.17,8.1,9.6,258,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:20:02,0:00,93.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,21.256038647342997,0.8216216216216217,11.379310344827585,7.758620689655173,11.37940255546066,13.849930741843565
33,140,2019-06-30,Running,False,Denver Running,3.07,393,00:25:35,148,158,2.5,174,197,0 days 00:08:19,0 days 00:07:20,46,56,1.1,8.6,9.5,269,48.3% L / 51.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:35,0:00,84.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,14.983713355048861,0.8,10.581162324649299,7.214428857715431,10.58120493092509,13.226506163656362
34,141,2019-07-02,Running,False,Lafayette Running,8.01,885,01:00:25,147,168,2.9,179,196,0 days 00:07:32,0 days 00:04:49,233,210,1.17,7.6,8.9,257,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:25,0:00,62.6,0:00,No,00:01.31,19,0.0,0,0,0,3,garmin,0,29.088639200998752,0.7945945945945946,11.681415929203538,7.964601769911504,11.681593201618691,14.701324777547333
35,144,2019-07-03,Running,False,Louisville Running,2.6,293,00:22:00,129,143,2.0,174,181,0 days 00:08:28,0 days 00:07:23,85,85,1.08,8.4,9.2,265,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:00,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,32.69230769230769,0.6972972972972973,10.393700787401574,7.086614173228346,10.3939000195245,14.90598064815529
36,146,2019-07-04,Running,False,Boulder Running,2.54,309,00:21:22,137,146,2.1,175,181,0 days 00:08:25,0 days 00:07:50,43,36,1.09,8.0,8.9,268,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21:22,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,16.929133858267715,0.7405405405405405,10.455445544554454,7.128712871287129,10.455499286460514,14.118739912373687
37,148,2019-07-04,Running,False,Boulder Running,3.79,443,00:30:02,140,149,2.4,176,182,0 days 00:07:55,0 days 00:07:04,75,72,1.14,7.6,8.8,262,48.1% L / 51.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:02,0:00,73.4,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,19.788918205804748,0.7567567567567568,11.11578947368421,7.578947368421052,11.115867543841423,14.688824968647594
38,149,2019-07-05,Running,False,Denver Running,6.05,683,00:45:23,145,157,2.8,179,213,0 days 00:07:30,0 days 00:07:03,131,128,1.19,7.3,8.9,256,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:23,0:00,62.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,21.65289256198347,0.7837837837837838,11.733333333333333,8.0,11.733431996166898,14.970240822695697
39,152,2019-07-07,Running,False,Denver Running,12.02,"1,347",01:30:56,149,176,3.1,178,193,0 days 00:07:34,0 days 00:06:01,420,404,1.19,7.7,9.3,254,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:56,0:00,68.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,34.94176372712147,0.8054054054054054,11.629955947136564,7.929515418502203,11.630210609707714,14.440194381180719
40,157,2019-07-09,Running,False,Louisville Running,6.53,766,00:50:02,146,168,2.9,179,188,0 days 00:07:40,0 days 00:06:51,308,302,1.17,7.8,9.3,252,48.3% L / 51.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:02,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,47.166921898928024,0.7891891891891892,11.478260869565217,7.826086956521739,11.47871884760779,14.544951964434528
41,160,2019-07-10,Running,False,Denver Running,8.02,876,01:01:04,144,161,2.8,178,194,0 days 00:07:37,0 days 00:06:40,0,0,1.17,7.7,9.3,253,47.8% L / 52.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:01:04,0:00,96.8,0:00,No,02:00.43,11,0.0,0,0,0,3,garmin,0,0.0,0.7783783783783784,11.553610503282275,7.87746170678337,11.553610503282275,14.843180160466812
42,163,2019-07-11,Running,False,Denver Running,1.5,174,00:11:17,140,160,2.0,177,190,0 days 00:07:31,0 days 00:06:34,0,0,1.19,7.3,8.9,251,47.8% L / 52.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,11:17,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7567567567567568,11.707317073170731,7.982261640798226,11.707317073170731,15.470383275261323
43,168,2019-07-14,Running,False,Steamboat Springs Running,11.79,"1,211",01:30:26,140,161,2.6,176,197,0 days 00:07:40,0 days 00:06:43,0,0,1.18,7.8,9.4,253,48.8% L / 51.2% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:26,0:00,96.8,0:00,No,44:34.31,2,0.0,0,0,0,3,garmin,0,0.0,0.7567567567567568,11.478260869565217,7.826086956521739,11.478260869565217,15.167701863354036
44,170,2019-07-15,Running,False,Louisville Running,6.21,699,00:50:28,139,154,2.3,176,183,0 days 00:08:08,0 days 00:07:03,0,0,1.13,8.3,9.6,258,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:28,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7513513513513513,10.819672131147541,7.3770491803278695,10.819672131147541,14.400283052246728
45,174,2019-07-16,Running,False,Louisville Running,6.09,716,00:45:19,148,174,3.1,178,187,0 days 00:07:27,0 days 00:06:36,0,0,1.21,7.7,9.6,250,48.0% L / 52.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:19,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.8,11.812080536912749,8.053691275167784,11.812080536912749,14.765100671140935
46,177,2019-07-18,Running,False,Louisville Running,9.51,"1,052",01:15:45,143,176,3.0,177,203,0 days 00:07:58,0 days 00:06:02,0,0,1.13,7.8,9.1,256,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:15:45,0:00,96.8,0:00,No,20:38.76,3,0.0,0,0,0,3,garmin,0,0.0,0.772972972972973,11.04602510460251,7.531380753138075,11.04602510460251,14.290312198261988
47,181,2019-07-20,Running,False,Steamboat Springs Running,3.31,387,00:25:29,145,175,2.3,175,187,0 days 00:07:42,0 days 00:06:25,0,0,1.18,7.7,9.2,262,48.7% L / 51.3% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:29,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7837837837837838,11.428571428571427,7.792207792207792,11.428571428571427,14.581280788177338
48,182,2019-07-21,Running,False,Denver Running,8.14,925,01:00:52,149,168,3.0,178,199,0 days 00:07:29,0 days 00:05:46,0,0,1.2,7.9,9.7,251,48.5% L / 51.5% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:52,0:00,96.8,0:00,No,01:00.38,13,0.0,0,0,0,3,garmin,0,0.0,0.8054054054054054,11.75946547884187,8.017817371937639,11.75946547884187,14.600678614669436
49,186,2019-07-23,Running,False,Louisville Running,4.13,476,00:30:15,144,159,2.7,182,189,0 days 00:07:19,0 days 00:06:53,0,0,1.21,7.0,8.6,248,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:15,0:00,96.8,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,0.0,0.7783783783783784,12.027334851936219,8.200455580865604,12.027334851936219,15.451784358390281
50,189,2019-07-25,Running,False,Denver Running,5.37,653,00:40:10,152,172,3.1,180,207,0 days 00:07:29,0 days 00:06:13,0,0,1.18,7.4,9.0,254,47.9% L / 52.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,40:10,0:00,96.8,0:00,No,02:00.91,9,0.0,0,0,0,3,garmin,0,0.0,0.8216216216216217,11.75946547884187,8.017817371937639,11.75946547884187,14.312507326222011
