,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,8,2019-06-27,Running,False,Lafayette Running,6.71,775,00:50:32,148,169,3.1,181,202,0 days 00:07:32,0 days 00:05:20,253,220,1.17,7.6,9.0,250,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:32,0:00,87.8,0:00,No,00:15.43,29,0.0,0,0,0,3,garmin,0,37.704918032786885,0.8,11.681415929203538,7.964601769911504,11.681713772693731,14.602142215867163
1,11,2019-06-28,Running,False,Louisville Running,3.03,423,00:25:10,153,165,3.0,176,180,0 days 00:08:19,0 days 00:07:17,115,128,1.1,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:10,0:00,89.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,37.95379537953796,0.827027027027027,10.581162324649299,7.214428857715431,10.581435688038288,12.794546420177015
2,13,2019-06-29,Running,False,Fort Collins Running,10.35,"1,256",01:20:02,152,173,3.5,177,204,0 days 00:07:44,0 days 00:05:03,220,187,1.17,8.1,9.6,258,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:20:02,0:00,93.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,21.256038647342997,0.8216216216216217,11.379310344827585,7.758620689655173,11.37940255546066,13.849930741843565
3,15,2019-06-30,Running,False,Denver Running,3.07,393,00:25:35,148,158,2.5,174,197,0 days 00:08:19,0 days 00:07:20,46,56,1.1,8.6,9.5,269,48.3% L / 51.7% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:35,0:00,84.2,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,14.983713355048861,0.8,10.581162324649299,7.214428857715431,10.58120493092509,13.226506163656362
4,17,2019-07-02,Running,False,Lafayette Running,8.01,885,01:00:25,147,168,2.9,179,196,0 days 00:07:32,0 days 00:04:49,233,210,1.17,7.6,8.9,257,49.0% L / 51.0% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:25,0:00,62.6,0:00,No,00:01.31,19,0.0,0,0,0,3,garmin,0,29.088639200998752,0.7945945945945946,11.681415929203538,7.964601769911504,11.681593201618691,14.701324777547333
5,19,2019-07-03,Running,False,Louisville Running,2.6,293,00:22:00,129,143,2.0,174,181,0 days 00:08:28,0 days 00:07:23,85,85,1.08,8.4,9.2,265,48.2% L / 51.8% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,22:00,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,32.69230769230769,0.6972972972972973,10.393700787401574,7.086614173228346,10.3939000195245,14.90598064815529
6,22,2019-07-04,Running,False,Boulder Running,3.79,443,00:30:02,140,149,2.4,176,182,0 days 00:07:55,0 days 00:07:04,75,72,1.14,7.6,8.8,262,48.1% L / 51.9% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,30:02,0:00,73.4,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,19.788918205804748,0.7567567567567568,11.11578947368421,7.578947368421052,11.115867543841423,14.688824968647594
7,23,2019-07-04,Running,False,Boulder Running,2.54,309,00:21:22,137,146,2.1,175,181,0 days 00:08:25,0 days 00:07:50,43,36,1.09,8.0,8.9,268,48.9% L / 51.1% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,21:22,0:00,80.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,16.929133858267715,0.7405405405405405,10.455445544554454,7.128712871287129,10.455499286460514,14.118739912373687
8,24,2019-07-05,Running,False,Denver Running,6.05,683,00:45:23,145,157,2.8,179,213,0 days 00:07:30,0 days 00:07:03,131,128,1.19,7.3,8.9,256,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,45:23,0:00,62.6,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,21.65289256198347,0.7837837837837838,11.733333333333333,8.0,11.733431996166898,14.970240822695697
9,27,2019-07-07,Running,False,Denver Running,12.02,"1,347",01:30:56,149,176,3.1,178,193,0 days 00:07:34,0 days 00:06:01,420,404,1.19,7.7,9.3,254,48.4% L / 51.6% R,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:56,0:00,68.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,34.94176372712147,0.8054054054054054,11.629955947136564,7.929515418502203,11.630210609707714,14.440194381180719
