,index,date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,lr_balance,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,total_reps,total_sets,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race,ft_per_mile,intensity,spd_ft_s,spd_mph,GAP_ft_s,GAP_by_intensity
0,1,2018-03-10,Running,False,Lafayette Running,3.3,409,00:25:02,153,164,2.7,173,183,0 days 00:07:35,0 days 00:06:59,49,56,1.22,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,25:02,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,14.84848484848485,0.827027027027027,11.604395604395604,7.912087912087912,11.604441491230933,14.031514221423024
1,4,2018-03-11,Running,False,Denver Running,12.01,"1,220",01:31:38,146,163,2.6,175,188,0 days 00:07:38,0 days 00:06:25,410,413,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:31:38,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,34.138218151540386,0.7891891891891892,11.528384279475981,7.860262008733624,11.528625241034627,14.608189517749356
2,9,2018-03-13,Running,False,Lafayette Running,6.83,760,00:50:06,149,166,2.8,178,188,0 days 00:07:20,0 days 00:06:27,226,233,1.23,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,50:06,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,33.08931185944363,0.8054054054054054,11.999999999999998,8.181818181818182,12.00023564303744,14.899621435986084
3,13,2018-03-14,Running,False,Lafayette Running,2.53,233,00:23:57,121,135,1.4,169,178,0 days 00:09:27,0 days 00:07:58,33,39,1.01,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,23:57,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,13.043478260869566,0.654054054054054,9.312169312169312,6.34920634920635,9.312197726615622,14.237657681189175
4,14,2018-03-15,Running,False,Lafayette Running,8.09,898,01:00:48,148,164,2.7,180,188,0 days 00:07:31,0 days 00:07:03,253,279,1.19,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:00:48,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,31.27317676143387,0.8,11.707317073170731,7.982261640798226,11.707522425545802,14.634403031932251
5,15,2018-03-16,Running,False,Boulder County Running,4.05,360,00:35:02,124,137,1.6,169,176,0 days 00:08:39,0 days 00:07:13,95,108,1.09,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:02,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,3,garmin,0,23.45679012345679,0.6702702702702703,10.173410404624278,6.936416184971098,10.173510797696633,15.178221754628039
6,18,2018-03-17,Running,False,Lafayette Running,5.42,699,00:41:25,156,171,3.1,172,184,0 days 00:07:38,0 days 00:06:54,151,131,1.21,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,41:25,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,27.85977859778598,0.8432432432432433,11.528384279475981,7.860262008733624,11.52854476021016,13.671671670762048
7,19,2018-03-18,Running,False,Denver Running,12.01,"1,193",01:30:51,144,162,2.6,176,248,0 days 00:07:34,0 days 00:06:40,384,361,1.2,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,1:30:51,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,31.973355537052456,0.7783783783783784,11.629955947136564,7.929515418502203,11.630169179284438,14.941536792830702
8,24,2018-03-20,Running,False,Lafayette Running,7.47,745,00:55:05,143,166,2.4,178,199,0 days 00:07:23,0 days 00:05:16,190,161,1.23,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,55:05,0:00,0.0,0:00,No,00:00.00,12,0.0,0,0,0,3,garmin,0,25.435073627844712,0.772972972972973,11.918735891647854,8.126410835214447,11.91887418325836,15.419522544774802
9,26,2018-03-22,Running,False,Lafayette Running,4.31,405,00:35:18,130,155,1.7,174,186,0 days 00:08:11,0 days 00:06:57,148,151,1.13,0.0,0.0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,35:18,0:00,0.0,0:00,No,00:00.00,2,0.0,0,0,0,3,garmin,0,34.338747099767986,0.7027027027027027,10.753564154786151,7.3319755600814664,10.753791569671563,15.303472618378763
