date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2020-04-09,Running,False,Longmont Running,3.19,349,00:25:04,146,161,2.6,181,189,0 days 00:07:52,0 days 00:07:12,131,118,1.13,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,25:04,0:00,66.2,0:00,No,01:19.56,4,0.0,15,15,15,12,garmin,0
2020-04-10,Running,False,Longmont Running,3.43,461,00:28:51,160,184,3.3,180,191,0 days 00:08:25,0 days 00:07:04,174,167,1.06,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,28:51,0:00,51.8,0:00,No,03:21.78,4,0.0,19,19,19,12,garmin,0
2020-04-10,Cycling,False,Longmont Cycling,30.11,"1,067",01:52:21,136,167,2.8,0,0,16.1,46.2,"1,749","1,719",0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:52:21,0:00,75.2,0:00,No,00:31.61,7,0.0,16,16,16,12,garmin,0
2020-04-11,Trail Running,False,Boulder County Trail Running,16.19,"2,026",04:06:08,114,171,3.1,110,244,0 days 00:15:12,0 days 00:06:15,"2,740","2,648",0.96,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,4:06:08,0:00,55.4,0:00,No,03:28.23,17,0.0,15,15,15,12,garmin,0
2020-04-11,Cycling,False,Longmont Cycling,31.73,"1,162",02:07:12,135,161,2.7,0,0,15.0,27.4,"1,558","1,539",0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:07:12,0:00,73.4,0:00,No,06:49.88,7,0.0,16,16,16,12,garmin,0
2020-04-12,Virtual Cycling,False,Zwift - Watopia,40.78,"1,980",03:41:55,0,0,0.0,0,0,11.0,52.5,"6,368",0,0.0,0.0,0.0,0,0,68,112,184,0.0,211,157,765,0.0,0.0,0,0,0,3:41:55,0:00,0.0,0:00,No,00:00.00,1,0.0,0,0,0,12,garmin,0
2020-04-14,Running,False,Longmont Running,4.00,506,00:34:01,154,176,3.2,180,189,0 days 00:08:30,0 days 00:07:21,131,131,1.05,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,34:01,0:00,57.2,0:00,No,00:02.17,5,0.0,20,20,20,12,garmin,0
2020-04-15,Running,False,Longmont Running,3.56,373,00:28:57,143,166,2.5,180,256,0 days 00:08:09,0 days 00:06:33,135,125,1.1,8.4,9.4,225,49.0% L / 51.0% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,28:57,0:00,66.2,0:00,No,04:11.32,4,0.0,33,17,42,12,garmin,0
2020-04-18,Running,False,Longmont Running,10.01,"1,190",01:26:51,151,165,3.5,179,255,0 days 00:08:41,0 days 00:07:33,266,266,1.04,8.7,9.3,234,49.1% L / 50.9% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:26:51,0:00,53.6,0:00,No,00:03.94,11,0.0,32,14,43,12,garmin,0
2020-04-18,Cycling,False,Longmont Cycling,46.82,"1,827",03:11:48,141,167,3.4,0,0,14.6,40.9,"3,176","3,202",0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,3:11:48,0:00,50.0,0:00,No,07:24.97,10,0.0,30,11,42,12,garmin,0
2020-04-19,Hiking,False,Boulder Hiking,15.24,"2,202",06:37:10,92,119,1.5,55,228,0 days 00:26:04,0 days 00:06:11,"4,856","4,793",1.13,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,6:37:10,0:00,53.6,0:00,No,27:22.33,2,0.0,17,17,17,12,garmin,0
2020-04-21,Running,False,Longmont Running,4.01,439,00:34:21,141,151,2.5,179,224,0 days 00:08:34,0 days 00:07:33,72,56,1.05,8.7,9.4,231,49.4% L / 50.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,34:21,0:00,59.0,0:00,No,00:03.70,5,0.0,33,18,39,12,garmin,0
2020-04-23,Running,False,Longmont Running,4.05,468,00:33:32,146,161,2.8,179,237,0 days 00:08:17,0 days 00:06:50,102,89,1.09,8.5,9.3,232,49.4% L / 50.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,33:32,0:00,73.4,0:00,No,00:24.04,5,0.0,33,15,41,12,garmin,0
2020-04-24,Running,False,Longmont Running,4.01,512,00:30:51,164,187,3.6,182,234,0 days 00:07:42,0 days 00:07:10,69,56,1.15,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,30:51,0:00,59.0,0:00,No,00:02.25,5,0.0,18,18,18,12,garmin,0
2020-04-25,Hiking,False,Boulder County Hiking,3.94,565,01:34:07,102,120,1.0,77,226,0 days 00:23:54,0 days 00:07:39,774,755,0.87,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:34:07,0:00,66.2,0:00,No,00:00.00,1,0.0,23,23,23,12,garmin,0
2020-04-25,Cycling,False,Boulder Cycling,23.27,814,01:34:10,125,168,2.8,0,0,14.8,28.9,"1,168","1,411",0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:34:10,0:00,64.4,0:00,No,13:09.77,5,0.0,14,14,14,12,garmin,0
2020-04-25,Cycling,False,Longmont Cycling,31.05,"1,305",02:49:36,117,173,3.1,0,0,11.0,33.8,"3,602","1,375",0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:49:36,0:00,57.2,0:00,No,04:00.86,7,0.0,22,22,22,12,garmin,0
2020-04-26,Cycling,False,Longmont Cycling,53.59,"1,588",03:36:18,122,161,2.6,0,0,14.9,30.7,"2,687","2,635",0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,3:36:18,0:00,68.0,0:00,No,11:53.43,11,0.0,15,15,15,12,garmin,0
2020-04-27,Cycling,False,Longmont Cycling,17.55,491,00:50:40,128,173,2.4,0,0,20.8,36.5,833,804,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,50:40,0:00,69.8,0:00,No,07:47.60,4,0.0,17,17,17,12,garmin,0
2020-04-28,Cycling,False,Longmont Cycling,32.37,999,01:42:47,134,156,2.9,0,0,18.9,40.7,"2,044","2,014",0.0,0.0,0.0,0,0,81,125,190,77.2,210,163,640,0.0,0.0,7632,0,0,1:42:47,0:00,66.2,0:00,No,07:19.50,7,0.0,29,13,39,12,garmin,0
