date,activity_type,favorite,title,distance,calories,time,avg_hr,max_hr,aerobic_te,avg_run_cadence,max_run_cadence,avg_pace,best_pace,elev_gain,elev_loss,avg_stride_length,avg_vertical_ratio,avg_vertical_oscillation,avg_ground_contact_time,avg_gct_balance,avg_run_cadence_1,max_run_cadence_1,normalized_powerâ_npâ,training_stress_scoreâ,max_avg_power_20_min,avg_power,max_power,grit,flow,total_strokes,avg__swolf,avg_stroke_rate,climb_time,bottom_time,min_temp,surface_interval,decompression,best_lap_time,number_of_laps,max_temp,avg_resp,min_resp,max_resp,athlete_id,filetype,is_race
2020-07-16,Cycling,False,Santa Clarita Cycling,18.71,455,01:15:28,115,142,2.0,0,0,14.9,33.1,869,883,0.0,0.0,0.0,0,0,71,120,178,49.9,129,101,835,0.0,0.0,4305,0,0,1:15:28,0:00,66.2,0:00,No,15:46.97,4,0.0,19,19,19,12,garmin,0
2020-07-17,Cycling,False,Santa Clarita Cycling,19.66,442,01:15:06,114,148,1.9,0,0,15.7,29.1,807,801,0.0,0.0,0.0,0,0,72,109,170,45.3,137,99,665,0.0,0.0,4469,0,0,1:15:06,0:00,68.0,0:00,No,01:41.20,5,0.0,17,17,17,12,garmin,0
2020-07-18,Cycling,False,Santa Clarita Cycling,32.96,902,03:00:59,114,163,2.1,0,0,10.9,36.8,"1,677","1,699",0.0,0.0,0.0,0,0,69,110,164,80.1,148,91,895,0.0,0.0,6826,0,0,3:00:59,0:00,71.6,0:00,No,15:05.15,7,0.0,16,16,16,12,garmin,0
2020-07-19,Running,False,Newport Beach Running,11.51,"1,463",02:06:44,145,185,3.8,143,235,0 days 00:11:01,0 days 00:07:19,"1,860","1,913",1.02,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:06:44,0:00,69.8,0:00,No,04:55.49,12,0.0,15,15,15,12,garmin,0
2020-07-20,Cycling,False,Santa Clarita Cycling,13.98,377,00:51:47,119,166,2.2,0,0,16.2,31.4,719,719,0.0,0.0,0.0,0,0,78,112,197,41.5,147,122,514,0.0,0.0,3269,0,0,51:47,0:00,78.8,0:00,No,15:19.78,3,0.0,17,17,17,12,garmin,0
2020-07-21,Running,False,Santa Clarita Running,6.21,675,00:58:37,138,178,2.9,151,224,0 days 00:09:26,0 days 00:05:43,328,331,1.12,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,58:37,0:00,73.4,0:00,No,02:59.96,13,0.0,14,14,14,12,garmin,0
2020-07-22,Cycling,False,Santa Clarita Cycling,25.20,635,01:56:17,110,154,1.5,0,0,13.0,41.9,"1,280","1,296",0.0,0.0,0.0,0,0,72,112,161,58.2,147,94,926,0.0,0.0,5805,0,0,1:56:17,0:00,60.8,0:00,No,01:23.42,6,0.0,21,21,21,12,garmin,0
2020-07-24,Cycling,False,Encinitas Cycling,50.55,"1,459",03:10:07,120,161,2.9,0,0,16.0,41.3,"2,887","2,894",0.0,0.0,0.0,0,0,78,127,188,133.3,179,132,"1,390",0.0,0.0,11200,0,0,3:10:07,0:00,68.0,0:00,No,02:10.34,11,0.0,15,15,15,12,garmin,0
2020-07-27,Cycling,False,Longmont Cycling,16.34,573,01:20:05,114,142,1.8,0,0,12.2,26.3,427,410,0.0,0.0,0.0,0,0,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,1:20:05,0:00,86.0,0:00,No,07:58.72,4,0.0,17,17,17,12,garmin,0
2020-07-28,Running,False,Running,7.55,"1,490",02:59:27,132,172,3.2,104,256,0 days 00:23:47,0 days 00:06:09,"3,205","3,215",0.69,13.3,8.9,487,50.4% L / 49.6% R,0,0,0,0.0,0,0,0,0.0,0.0,0,0,0,2:59:27,0:00,68.0,0:00,No,02:59.90,10,0.0,28,12,42,12,garmin,0
